cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,alicloud_mapped_compliance_functions,alicloud_mapped_compliance_ids
alicloud,alicloud.NAS/CPFS.ai_services_dataset_s3_block_public_access,alicloud.NAS/CPFS.ai_services_dataset_s3_block_public_access,,ai_services,NAS/CPFS,alicloud.ecs.account.block_public_access,soc2_multi_cloud_cc_6_6_0012
alicloud,alicloud.NAS/CPFS.ai_services_dataset_access_logging_enabled,alicloud.NAS/CPFS.ai_services_dataset_access_logging_enabled,,ai_services,NAS/CPFS,,
alicloud,alicloud.NAS/CPFS.ai_services_dataset_lifecycle_policy_configured,alicloud.NAS/CPFS.ai_services_dataset_lifecycle_policy_configured,,ai_services,NAS/CPFS,,
alicloud,alicloud.PAI - Feature Store.ai_services_feature_store_online_store_kms_encryption_enabled,alicloud.PAI - Feature Store.ai_services_feature_store_online_store_kms_encryption_enabled,,ai_services,PAI - Feature Store,,
alicloud,alicloud.PAI - Feature Store.ai_services_feature_store_offline_store_s3_encrypted,alicloud.PAI - Feature Store.ai_services_feature_store_offline_store_s3_encrypted,,ai_services,PAI - Feature Store,,
alicloud,alicloud.PAI - Feature Store.ai_services_feature_store_offline_store_block_public_access,alicloud.PAI - Feature Store.ai_services_feature_store_offline_store_block_public_access,,ai_services,PAI - Feature Store,,
alicloud,alicloud.PAI-DSW Workspace.ai_services_workspace_encryption_at_rest_enabled,alicloud.PAI-DSW Workspace.ai_services_workspace_encryption_at_rest_enabled,,ai_services,PAI-DSW Workspace,,
alicloud,alicloud.PAI-DSW Workspace.ai_services_workspace_private_networking_enforced,alicloud.PAI-DSW Workspace.ai_services_workspace_private_networking_enforced,,ai_services,PAI-DSW Workspace,,
alicloud,alicloud.PAI-DSW Workspace.ai_services_workspace_iam_role_least_privileged,alicloud.PAI-DSW Workspace.ai_services_workspace_iam_role_least_privileged,,ai_services,PAI-DSW Workspace,,
alicloud,alicloud.PAI-DSW Workspace.ai_services_workspace_idle_shutdown_configured,alicloud.PAI-DSW Workspace.ai_services_workspace_idle_shutdown_configured,,ai_services,PAI-DSW Workspace,,
alicloud,alicloud.ACK Control Plane (API Server).k8s_apiserver_anonymous_auth_disabled,alicloud.ACK Control Plane (API Server).k8s_apiserver_anonymous_auth_disabled,,k8s,ACK Control Plane (API Server),,
alicloud,alicloud.ACK Control Plane (API Server).k8s_apiserver_audit_logging_enabled,alicloud.ACK Control Plane (API Server).k8s_apiserver_audit_logging_enabled,,k8s,ACK Control Plane (API Server),,
alicloud,alicloud.ACK Control Plane (API Server).k8s_apiserver_tls_min_version_1_2,alicloud.ACK Control Plane (API Server).k8s_apiserver_tls_min_version_1_2,,k8s,ACK Control Plane (API Server),,
alicloud,alicloud.ACK Control Plane (API Server).k8s_apiserver_admission_psa_enforce_mode,alicloud.ACK Control Plane (API Server).k8s_apiserver_admission_psa_enforce_mode,,k8s,ACK Control Plane (API Server),,
alicloud,alicloud.ACK Controller Manager.k8s_controllermanager_service_account_token_signing_enabled,alicloud.ACK Controller Manager.k8s_controllermanager_service_account_token_signing_enabled,,k8s,ACK Controller Manager,,
alicloud,alicloud.ACK Controller Manager.k8s_controllermanager_secure_port_enabled,alicloud.ACK Controller Manager.k8s_controllermanager_secure_port_enabled,,k8s,ACK Controller Manager,,
alicloud,alicloud.ACK etcd.k8s_etcd_encryption_at_rest_enabled,alicloud.ACK etcd.k8s_etcd_encryption_at_rest_enabled,,k8s,ACK etcd,,
alicloud,alicloud.ACK etcd.k8s_etcd_client_cert_auth_enabled,alicloud.ACK etcd.k8s_etcd_client_cert_auth_enabled,,k8s,ACK etcd,,
alicloud,alicloud.ACK Node (kubelet).k8s_kubelet_anonymous_auth_disabled,alicloud.ACK Node (kubelet).k8s_kubelet_anonymous_auth_disabled,,k8s,ACK Node (kubelet),,
alicloud,alicloud.ACK Node (kubelet).k8s_kubelet_read_only_port_disabled,alicloud.ACK Node (kubelet).k8s_kubelet_read_only_port_disabled,,k8s,ACK Node (kubelet),,
alicloud,alicloud.ACK Node (kubelet).k8s_kubelet_protect_kernel_defaults_enabled,alicloud.ACK Node (kubelet).k8s_kubelet_protect_kernel_defaults_enabled,,k8s,ACK Node (kubelet),,
alicloud,alicloud.ACK Node (kubelet).k8s_kubelet_client_cert_rotation_enabled,alicloud.ACK Node (kubelet).k8s_kubelet_client_cert_rotation_enabled,,k8s,ACK Node (kubelet),,
alicloud,alicloud.ACK RBAC.k8s_rbac_no_cluster_admin_to_authenticated,alicloud.ACK RBAC.k8s_rbac_no_cluster_admin_to_authenticated,,k8s,ACK RBAC,,
alicloud,alicloud.ACK RBAC.k8s_rbac_default_sa_not_cluster_admin,alicloud.ACK RBAC.k8s_rbac_default_sa_not_cluster_admin,,k8s,ACK RBAC,alicloud.backup.vaults_exist,iso27001_2022_multi_cloud_A.8.13_0068
alicloud,alicloud.ACK RBAC.k8s_rbac_wildcard_verbs_disallowed,alicloud.ACK RBAC.k8s_rbac_wildcard_verbs_disallowed,,k8s,ACK RBAC,,
alicloud,alicloud.ACK Scheduler.k8s_scheduler_secure_port_enabled,alicloud.ACK Scheduler.k8s_scheduler_secure_port_enabled,,k8s,ACK Scheduler,,
alicloud,alicloud.ACK Scheduler.k8s_scheduler_profiling_disabled,alicloud.ACK Scheduler.k8s_scheduler_profiling_disabled,,k8s,ACK Scheduler,,
alicloud,alicloud.ACK Scheduler.k8s_scheduler_leader_election_enabled,alicloud.ACK Scheduler.k8s_scheduler_leader_election_enabled,,k8s,ACK Scheduler,,
alicloud,NEEDS_DEVELOPMENT,NEEDS_DEVELOPMENT,backup,,aliyun-python-sdk-backup,alicloud.elbv2.is_in_multiple_az,iso27001_2022_multi_cloud_A.8.14_0069
alicloud,NEEDS_DEVELOPMENT,NEEDS_DEVELOPMENT,defender,,aliyun-python-sdk-defender,,
alicloud,NEEDS_DEVELOPMENT,NEEDS_DEVELOPMENT,defender,,aliyun-python-sdk-defender,,
alicloud,NEEDS_DEVELOPMENT,NEEDS_DEVELOPMENT,elb,,aliyun-python-sdk-elb,,
alicloud,NEEDS_DEVELOPMENT,NEEDS_DEVELOPMENT,elbv2,,aliyun-python-sdk-elbv2,,
alicloud,alicloud.account.maintain_current_contact_details,alicloud.account.maintain_current_contact_details,account,security,aliyun-python-sdk-account,alicloud.account.maintain_current_contact_details,iso27001_2022_multi_cloud_A.5.5_0037
alicloud,alicloud.account.security_contact_information_is_registered,alicloud.account.security_contact_information_is_registered,account,security,aliyun-python-sdk-account,alicloud.account.security_contact_information_is_registered,iso27001_2022_multi_cloud_A.5.5_0037
alicloud,alicloud.ack.cluster.approved_container_registries_check,alicloud.ack.cluster.approved_container_registries_check,ack,security,aliyun-python-sdk-ack,alicloud.ack.cluster.approved_container_registries_check,cis_alicloud_alicloud_6.1.4_0113
alicloud,alicloud.ack.cluster.cloudmonitor_status_check,alicloud.ack.cluster.cloudmonitor_status_check,ack,security,aliyun-python-sdk-ack,alicloud.ack.cluster.cloudmonitor_status_check,cis_alicloud_alicloud_7.2_0188
alicloud,alicloud.ack.cluster.dashboard_check,alicloud.ack.cluster.dashboard_check,ack,security,aliyun-python-sdk-ack,alicloud.ack.cluster.dashboard_check,cis_alicloud_alicloud_7.5_0191
alicloud,alicloud.ack.cluster.health_check_weekly_status,alicloud.ack.cluster.health_check_weekly_status,ack,security,aliyun-python-sdk-ack,alicloud.ack.cluster.health_check_weekly_status,cis_alicloud_alicloud_7.4_0190
alicloud,alicloud.ack.pod_security_context_presence_check,alicloud.ack.pod_security_context_presence_check,ack,security,aliyun-python-sdk-ack,alicloud.ack.pod_security_context_presence_check,cis_alicloud_alicloud_5.6.3_0108
alicloud,alicloud.ack.psp_net_raw_capability_check,alicloud.ack.psp_net_raw_capability_check,ack,security,aliyun-python-sdk-ack,alicloud.ack.psp_net_raw_capability_check,cis_alicloud_alicloud_5.2.7_0101
alicloud,alicloud.ack.service.account_token_mounting_check,alicloud.ack.service.account_token_mounting_check,ack,security,aliyun-python-sdk-ack,alicloud.ack.service.account_token_mounting_check,cis_alicloud_alicloud_5.1.6_0094
alicloud,alicloud.ack.user.check,alicloud.ack.user.check,ack,security,aliyun-python-sdk-ack,alicloud.ack.user.check,cis_alicloud_alicloud_5.2.6_0100
alicloud,alicloud.acm.certificates.expiration.check,alicloud.acm.certificates.expiration.check,acm,security,aliyun-python-sdk-acm,alicloud.acm.certificates.expiration.check,gdpr_multi_cloud_Article_32_Security_of_processing_0003;hipaa_multi_cloud_164_308_a_4_ii_a_0009;hipaa_multi_cloud_164_312_e_1_0030;nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004;nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005;nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008;nist_800_171_r2_multi_cloud_3_13_8_3.13.8_Implement_cryptographic_mechanisms_0013
alicloud,alicloud.acm.certificates_expiration_check,alicloud.acm.certificates_expiration_check,acm,security,aliyun-python-sdk-acm,alicloud.acm.certificates_expiration_check,iso27001_2022_multi_cloud_A.8.5_0092;soc2_multi_cloud_cc_6_7_0013
alicloud,alicloud.acr.repository_vulnerability_scanning_enabled,alicloud.acr.repository_vulnerability_scanning_enabled,acr,security,aliyun-python-sdk-acr,alicloud.acr.repository_vulnerability_scanning_enabled,cis_alicloud_alicloud_6.1.1_0110
alicloud,alicloud.actiontrail.oss_dataevents_read_enabled,alicloud.actiontrail.oss_dataevents_read_enabled,actiontrail,security,aliyun-python-sdk-actiontrail,alicloud.actiontrail.oss_dataevents_read_enabled,soc2_multi_cloud_cc_2_1_0002;soc2_multi_cloud_cc_7_2_0016
alicloud,alicloud.actiontrail.oss_dataevents_write_enabled,alicloud.actiontrail.oss_dataevents_write_enabled,actiontrail,security,aliyun-python-sdk-actiontrail,alicloud.actiontrail.oss_dataevents_write_enabled,soc2_multi_cloud_cc_2_1_0002;soc2_multi_cloud_cc_7_2_0016
alicloud,alicloud.actiontrail.threat_detection_llm_jacking,alicloud.actiontrail.threat_detection_llm_jacking,actiontrail,security,aliyun-python-sdk-actiontrail,alicloud.actiontrail.threat_detection_llm_jacking,iso27001_2022_multi_cloud_A.5.7_0039;soc2_multi_cloud_cc_3_3_0005
alicloud,alicloud.analyticdb.cluster.maintenance_settings,alicloud.analyticdb.cluster.maintenance_settings,analyticdb,security,aliyun-python-sdk-analyticdb,alicloud.analyticdb.cluster.maintenance_settings,cisa_ce_v1_multi_cloud_Booting_Up-3_0011;rbi_nbfc_multi_cloud_2.6_0010
alicloud,alicloud.apikeys.api_restrictions_configured,alicloud.apikeys.api_restrictions_configured,apikeys,security,aliyun-python-sdk-apikeys,alicloud.apikeys.api_restrictions_configured,iso27001_2022_multi_cloud_A.8.12_0067
alicloud,alicloud.apikeys.key.rotated_in_90_days,alicloud.apikeys.key.rotated_in_90_days,apikeys,security,aliyun-python-sdk-apikeys,alicloud.apikeys.key.rotated_in_90_days,iso27001_2022_multi_cloud_A.5.16_0012;iso27001_2022_multi_cloud_A.8.12_0067
alicloud,alicloud.autoscaling.group.capacity_rebalance_enabled,alicloud.autoscaling.group.capacity_rebalance_enabled,autoscaling,security,aliyun-python-sdk-autoscaling,alicloud.autoscaling.group.capacity_rebalance_enabled,iso27001_2022_multi_cloud_A.8.14_0069
alicloud,alicloud.autoscaling.group.configured,alicloud.autoscaling.group.configured,autoscaling,security,aliyun-python-sdk-autoscaling,alicloud.autoscaling.group.configured,soc2_multi_cloud_a1_1_0024
alicloud,alicloud.autoscaling.group.health_check_enabled,alicloud.autoscaling.group.health_check_enabled,autoscaling,security,aliyun-python-sdk-autoscaling,alicloud.autoscaling.group.health_check_enabled,soc2_multi_cloud_a1_1_0024
alicloud,alicloud.autoscaling.group.multiple_az,alicloud.autoscaling.group.multiple_az,autoscaling,security,aliyun-python-sdk-autoscaling,alicloud.autoscaling.group.multiple_az,iso27001_2022_multi_cloud_A.8.14_0069
alicloud,alicloud.cas.certificates.expiration.check,alicloud.cas.certificates.expiration.check,cas,security,aliyun-python-sdk-cas,alicloud.cas.certificates.expiration.check,pci_dss_v4_multi_cloud_3.6.1.1_0045
alicloud,alicloud.cloudmonitor.changes.to.vpcs.alarm.configured,alicloud.cloudmonitor.changes.to.vpcs.alarm.configured,cloudmonitor,security,aliyun-python-sdk-cloudmonitor,alicloud.cloudmonitor.changes.to.vpcs.alarm.configured,hipaa_multi_cloud_164_308_a_6_i_0015;nist_800_171_r2_multi_cloud_3_12_4_3.12.4_Develop_document_and_periodically_0003;nist_800_171_r2_multi_cloud_3_6_1_3.6.1_Establish_an_operational_incident-han_0049;nist_800_171_r2_multi_cloud_3_6_2_3.6.2_Track_document_and_report_incidents_0050
alicloud,alicloud.compute.instance.confidential_computing_enabled,alicloud.compute.instance.confidential_computing_enabled,compute,security,aliyun-python-sdk-compute,alicloud.compute.instance.confidential_computing_enabled,soc2_multi_cloud_cc_c_1_1_0022
alicloud,alicloud.config.enabled,alicloud.config.enabled,config,security,aliyun-python-sdk-config,alicloud.config.enabled,rbi_bank_multi_cloud_13.1_0006
alicloud,alicloud.cs.cluster.confidential_computing_enabled,alicloud.cs.cluster.confidential_computing_enabled,cs,security,aliyun-python-sdk-cs,alicloud.cs.cluster.confidential_computing_enabled,cis_alicloud_alicloud_6.6.4_0125
alicloud,alicloud.directconnect.connection_redundancy,alicloud.directconnect.connection_redundancy,directconnect,security,aliyun-python-sdk-directconnect,alicloud.directconnect.connection_redundancy,iso27001_2022_multi_cloud_A.8.14_0069
alicloud,alicloud.directconnect.virtual_interface_redundancy,alicloud.directconnect.virtual_interface_redundancy,directconnect,security,aliyun-python-sdk-directconnect,alicloud.directconnect.virtual_interface_redundancy,iso27001_2022_multi_cloud_A.8.14_0069
alicloud,alicloud.directoryservice.supported_mfa_radius_enabled,alicloud.directoryservice.supported_mfa_radius_enabled,directoryservice,security,aliyun-python-sdk-directoryservice,alicloud.directoryservice.supported_mfa_radius_enabled,iso27001_2022_multi_cloud_A.8.5_0092
alicloud,alicloud.dns.key.sign_in_dnssec,alicloud.dns.key.sign_in_dnssec,dns,security,aliyun-python-sdk-dns,alicloud.dns.key.sign_in_dnssec,soc2_multi_cloud_cc_6_7_0013
alicloud,alicloud.dynamodb.autoscaling_enabled,alicloud.dynamodb.autoscaling_enabled,dynamodb,security,aliyun-python-sdk-dynamodb,alicloud.dynamodb.autoscaling_enabled,soc2_multi_cloud_a1_1_0024
alicloud,alicloud.dynamodb.cluster.multi_az,alicloud.dynamodb.cluster.multi_az,dynamodb,security,aliyun-python-sdk-dynamodb,alicloud.dynamodb.cluster.multi_az,iso27001_2022_multi_cloud_A.8.14_0069
alicloud,alicloud.ecs.elastic.ip.unassigned,alicloud.ecs.elastic.ip.unassigned,ecs,security,aliyun-python-sdk-ecs,alicloud.ecs.elastic.ip.unassigned,nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037
alicloud,alicloud.ecs.group.ingress_port_22_unrestricted,alicloud.ecs.group.ingress_port_22_unrestricted,ecs,security,aliyun-python-sdk-ecs,alicloud.ecs.group.ingress_port_22_unrestricted,cis_alicloud_alicloud_4.3_0165
alicloud,alicloud.ecs.instance.imdsv2.enabled,alicloud.ecs.instance.imdsv2.enabled,ecs,security,aliyun-python-sdk-ecs,alicloud.ecs.instance.imdsv2.enabled,nist_800_171_r2_multi_cloud_3_12_4_3.12.4_Develop_document_and_periodically_0003
alicloud,alicloud.ecs.instance.managed.by.ssm,alicloud.ecs.instance.managed.by.ssm,ecs,security,aliyun-python-sdk-ecs,alicloud.ecs.instance.managed.by.ssm,hipaa_multi_cloud_164_308_a_5_ii_b_0012;nist_800_171_r2_multi_cloud_3_14_2_3.14.2_Provide_protection_from_malicious_c_0015;nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037;nist_800_171_r2_multi_cloud_3_4_2_3.4.2_Establish_and_enforce_security_config_0038;nist_800_171_r2_multi_cloud_3_4_6_3.4.6_Employ_the_principle_of_least_functio_0039;nist_800_171_r2_multi_cloud_3_4_9_3.4.9_Control_and_monitor_user-installed_so_0041
alicloud,alicloud.ecs.instance.older.than.specific.days,alicloud.ecs.instance.older.than.specific.days,ecs,security,aliyun-python-sdk-ecs,alicloud.ecs.instance.older.than.specific.days,hipaa_multi_cloud_164_308_a_1_ii_b_0002;nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037;nist_800_171_r2_multi_cloud_3_4_2_3.4.2_Establish_and_enforce_security_config_0038
alicloud,alicloud.ecs.instance.security_enhanced,alicloud.ecs.instance.security_enhanced,ecs,security,aliyun-python-sdk-ecs,alicloud.ecs.instance.security_enhanced,nist_800_53_rev5_multi_cloud_SI-16_1433
alicloud,alicloud.ecs.volume.snapshots_exists,alicloud.ecs.volume.snapshots_exists,ecs,security,aliyun-python-sdk-ecs,alicloud.ecs.volume.snapshots_exists,soc2_multi_cloud_cc_7_5_0019
alicloud,alicloud.ecs.vulnerability_scan_enabled,alicloud.ecs.vulnerability_scan_enabled,ecs,security,aliyun-python-sdk-ecs,alicloud.ecs.vulnerability_scan_enabled,nist_800_53_rev5_multi_cloud_SI-16_1433
alicloud,alicloud.efs.multi_az_enabled,alicloud.efs.multi_az_enabled,efs,security,aliyun-python-sdk-efs,alicloud.efs.multi_az_enabled,iso27001_2022_multi_cloud_A.8.14_0069
alicloud,alicloud.elb.is_in_multiple_az,alicloud.elb.is_in_multiple_az,elb,security,aliyun-python-sdk-elb,alicloud.elb.is_in_multiple_az,iso27001_2022_multi_cloud_A.8.14_0069
alicloud,alicloud.elbv2.deletion.protection,alicloud.elbv2.deletion.protection,elbv2,security,aliyun-python-sdk-elbv2,alicloud.elbv2.deletion.protection,hipaa_multi_cloud_164_308_a_1_ii_b_0002;nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008;nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037
alicloud,alicloud.emr.cluster.publicly_accesible,alicloud.emr.cluster.publicly_accesible,emr,security,aliyun-python-sdk-emr,alicloud.emr.cluster.publicly_accesible,iso27001_2022_multi_cloud_A.8.1_0064
alicloud,alicloud.entra.user.has_mfa entra_privileged_user_has_mfa,alicloud.entra.user.has_mfa entra_privileged_user_has_mfa,entra,security,aliyun-python-sdk-entra,alicloud.entra.user.has_mfa entra_privileged_user_has_mfa,iso27001_2022_multi_cloud_A.8.5_0092
alicloud,alicloud.eventbridge.global_endpoint_event_replication_enabled,alicloud.eventbridge.global_endpoint_event_replication_enabled,eventbridge,security,aliyun-python-sdk-eventbridge,alicloud.eventbridge.global_endpoint_event_replication_enabled,iso27001_2022_multi_cloud_A.8.14_0069
alicloud,alicloud.fsx.file_system_copy_tags_to_backups_enabled,alicloud.fsx.file_system_copy_tags_to_backups_enabled,fsx,security,aliyun-python-sdk-fsx,alicloud.fsx.file_system_copy_tags_to_backups_enabled,iso27001_2022_multi_cloud_A.5.13_0009
alicloud,alicloud.fsx.file_system_copy_tags_to_volumes_enabled,alicloud.fsx.file_system_copy_tags_to_volumes_enabled,fsx,security,aliyun-python-sdk-fsx,alicloud.fsx.file_system_copy_tags_to_volumes_enabled,iso27001_2022_multi_cloud_A.5.13_0009
alicloud,alicloud.function.function.url_authentication,alicloud.function.function.url_authentication,function,security,aliyun-python-sdk-function,alicloud.function.function.url_authentication,rbi_nbfc_multi_cloud_2.11_0015
alicloud,alicloud.gcr.container_scanning_enabled,alicloud.gcr.container_scanning_enabled,gcr,security,aliyun-python-sdk-gcr,alicloud.gcr.container_scanning_enabled,soc2_multi_cloud_cc_3_1_0003;soc2_multi_cloud_cc_3_2_0004
alicloud,alicloud.guardduty.no_high_severity_findings,alicloud.guardduty.no_high_severity_findings,guardduty,security,aliyun-python-sdk-guardduty,alicloud.guardduty.no_high_severity_findings,soc2_multi_cloud_cc_3_2_0004;soc2_multi_cloud_cc_4_2_0007;soc2_multi_cloud_cc_7_3_0017;soc2_multi_cloud_cc_7_4_0018
alicloud,alicloud.iam.user.managed_key_rotate_90_days,alicloud.iam.user.managed_key_rotate_90_days,iam,security,aliyun-python-sdk-iam,alicloud.iam.user.managed_key_rotate_90_days,iso27001_2022_multi_cloud_A.5.16_0012
alicloud,alicloud.mns.topic_subscription_configured,alicloud.mns.topic_subscription_configured,mns,security,aliyun-python-sdk-mns,alicloud.mns.topic_subscription_configured,rbi_bank_multi_cloud_14.1_0007;rbi_nbfc_multi_cloud_3.3_0019
alicloud,alicloud.mq.cluster.deployment_mode,alicloud.mq.cluster.deployment_mode,mq,security,aliyun-python-sdk-mq,alicloud.mq.cluster.deployment_mode,iso27001_2022_multi_cloud_A.8.14_0069
alicloud,alicloud.neptune.cluster.copy_tags_to_snapshots,alicloud.neptune.cluster.copy_tags_to_snapshots,neptune,security,aliyun-python-sdk-neptune,alicloud.neptune.cluster.copy_tags_to_snapshots,iso27001_2022_multi_cloud_A.5.13_0009;soc2_multi_cloud_cc_7_5_0019
alicloud,alicloud.networkfirewall.multi_az,alicloud.networkfirewall.multi_az,networkfirewall,security,aliyun-python-sdk-networkfirewall,alicloud.networkfirewall.multi_az,iso27001_2022_multi_cloud_A.8.14_0069
alicloud,alicloud.oos.managed.compliant.patching,alicloud.oos.managed.compliant.patching,oos,security,aliyun-python-sdk-oos,alicloud.oos.managed.compliant.patching,pci_dss_v4_multi_cloud_2.2.4_0023;pci_dss_v4_multi_cloud_2.2.5_0024;pci_dss_v4_multi_cloud_5.1.1_0065;pci_dss_v4_multi_cloud_5.1.2_0066;pci_dss_v4_multi_cloud_5.2.2_0067;pci_dss_v4_multi_cloud_5.2.3.1_0068;pci_dss_v4_multi_cloud_11.3.1.2_0167
alicloud,alicloud.organizations.account.part.of.organizations,alicloud.organizations.account.part.of.organizations,organizations,security,aliyun-python-sdk-organizations,alicloud.organizations.account.part.of.organizations,pci_dss_v4_multi_cloud_7.2.5.1_0095
alicloud,alicloud.ram.user.group_membership,alicloud.ram.user.group_membership,ram,security,aliyun-python-sdk-ram,alicloud.ram.user.group_membership,rbi_bank_multi_cloud_9.3_0027
alicloud,alicloud.rds.auto_minor_version_upgrade,alicloud.rds.auto_minor_version_upgrade,rds,security,aliyun-python-sdk-rds,alicloud.rds.auto_minor_version_upgrade,cisa_ce_v1_multi_cloud_Booting_Up-3_0011;rbi_bank_multi_cloud_21.2_0013;rbi_nbfc_multi_cloud_2.6_0010
alicloud,alicloud.rds.cluster.copy_tags_to_snapshots,alicloud.rds.cluster.copy_tags_to_snapshots,rds,security,aliyun-python-sdk-rds,alicloud.rds.cluster.copy_tags_to_snapshots,iso27001_2022_multi_cloud_A.5.13_0009
alicloud,alicloud.rds.instance.copy_tags_to_snapshots,alicloud.rds.instance.copy_tags_to_snapshots,rds,security,aliyun-python-sdk-rds,alicloud.rds.instance.copy_tags_to_snapshots,soc2_multi_cloud_cc_7_5_0019
alicloud,alicloud.rds.instance.performance_insights_enabled,alicloud.rds.instance.performance_insights_enabled,rds,security,aliyun-python-sdk-rds,alicloud.rds.instance.performance_insights_enabled,soc2_multi_cloud_a1_1_0024
alicloud,alicloud.rds.instance.sql_auditing_enabled,alicloud.rds.instance.sql_auditing_enabled,rds,security,aliyun-python-sdk-rds,alicloud.rds.instance.sql_auditing_enabled,cis_alicloud_alicloud_6.3_0180
alicloud,alicloud.security.center_status_and_asset_summary_enabled,alicloud.security.center_status_and_asset_summary_enabled,security,security,aliyun-python-sdk-security,alicloud.security.center_status_and_asset_summary_enabled,cis_alicloud_alicloud_6.6.2_0123
alicloud,alicloud.security.center_vulnerability_check,alicloud.security.center_vulnerability_check,security,security,aliyun-python-sdk-security,alicloud.security.center_vulnerability_check,cis_alicloud_alicloud_4.5_0167
alicloud,alicloud.ssm.managed.compliant.patching,alicloud.ssm.managed.compliant.patching,ssm,security,aliyun-python-sdk-ssm,alicloud.ssm.managed.compliant.patching,hipaa_multi_cloud_164_308_a_5_ii_b_0012;nist_800_171_r2_multi_cloud_3_14_2_3.14.2_Provide_protection_from_malicious_c_0015;nist_800_171_r2_multi_cloud_3_14_3_3.14.3_Monitor_system_security_alerts_and_0016;nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037;nist_800_171_r2_multi_cloud_3_4_2_3.4.2_Establish_and_enforce_security_config_0038;nist_800_171_r2_multi_cloud_3_4_6_3.4.6_Employ_the_principle_of_least_functio_0039;nist_800_171_r2_multi_cloud_3_4_9_3.4.9_Control_and_monitor_user-installed_so_0041
alicloud,alicloud.threat.detection.no.high.severity.findings,alicloud.threat.detection.no.high.severity.findings,threat,security,aliyun-python-sdk-threat,alicloud.threat.detection.no.high.severity.findings,hipaa_multi_cloud_164_308_a_6_ii_0016;nist_800_171_r2_multi_cloud_3_11_2_3.11.2_Scan_for_vulnerabilities_in_organiz_0001;nist_800_171_r2_multi_cloud_3_11_3_3.11.3_Remediate_vulnerabilities_in_accord_0002;nist_800_171_r2_multi_cloud_3_6_1_3.6.1_Establish_an_operational_incident-han_0049;nist_800_171_r2_multi_cloud_3_6_2_3.6.2_Track_document_and_report_incidents_0050
alicloud,alicloud.threat.detection_guardduty_enabled,alicloud.threat.detection_guardduty_enabled,threat,security,aliyun-python-sdk-threat,alicloud.threat.detection_guardduty_enabled,canada_pbmm_moderate_multi_cloud_CCCS_SI-16_0156;fedramp_moderate_multi_cloud_SI-16_0396
alicloud,alicloud.vm.ensure_using_managed_disks,alicloud.vm.ensure_using_managed_disks,vm,security,aliyun-python-sdk-vm,alicloud.vm.ensure_using_managed_disks,iso27001_2022_multi_cloud_A.8.14_0069
alicloud,alicloud.vm.trusted_launch_enabled,alicloud.vm.trusted_launch_enabled,vm,security,aliyun-python-sdk-vm,alicloud.vm.trusted_launch_enabled,iso27001_2022_multi_cloud_A.8.14_0069
