cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,k8s_mapped_compliance_functions,k8s_mapped_compliance_ids
k8s,k8s.k8s.identity_access.rbac_policies.least_privilege_enforced.max_verbs_per_role_validated,k8s.k8s.identity_access.rbac_policies.least_privilege_enforced.max_verbs_per_role_validated,rbac.role,,kubernetes,k8s.admission.controller_incident_response_policy_enabled;k8s.admission.controller_patch_management_policy_enforced;k8s.admission.controller_pod_security_enabled;k8s.admission.controller_policy_enforcement_enabled;k8s.admission.controller_policy_violation_alerts_enabled;k8s.admission.controller_privilege_escalation_prevention;k8s.admission.webhook_policy_enforced;k8s.admission.webhook_security_policy_configured;k8s.api.policy.check;k8s.api.server_pod_authorization_mode_rbac_enabled;k8s.api.service.account_check;k8s.etcd.backup_retention_policy_set;k8s.etcd.snapshot_retention_policy_configured;k8s.etcd.tls_enabled;k8s.image.scan_on_admission;k8s.ingress.controller_waf_enabled;k8s.ingress.no_public_access;k8s.networkpolicy.external_access_restricted;k8s.networkpolicy.no_public_access;k8s.networkpolicy.restrict_external_access;k8s.networkpolicy.restrict_internet_access;k8s.networkpolicy.restrict_public_ip_access;k8s.networkpolicy.restrict_rdp;k8s.networkpolicy.restrict_rdp_access;k8s.networkpolicy.restrict_remote_access;k8s.networkpolicy.restrict_ssh;k8s.networkpolicy.restrict_ssh_access;k8s.networkpolicy.secure_transport_policy;k8s.networkpolicy.tls_enforced;k8s.persistent.volume_backup_policy_defined;k8s.persistentvolume.backup_policy_defined;k8s.pod.disaster_recovery_policy_defined;k8s.pod.security_policy_vulnerability_patching;k8s.rbac.access_review_process;k8s.rbac.change_control_role_defined;k8s.rbac.change_management_policy_configured;k8s.rbac.change_management_roles_defined;k8s.rbac.database_access_restricted;k8s.rbac.impersonate_bind_escalate_permissions_check;k8s.rbac.inactive_service_account_disabled;k8s.rbac.inactive_user_cleanup;k8s.rbac.incident_response_team_access_configured;k8s.rbac.least_privilege_for_clearinghouse;k8s.rbac.no_anonymous_access;k8s.rbac.no_default_service_account_usage;k8s.rbac.no_guest_service_accounts;k8s.rbac.no_shared_service_accounts;k8s.rbac.no_single_user_full_control;k8s.rbac.role_binding_review;k8s.rbac.role_binding_review_enabled;k8s.rbac.role_binding_separation;k8s.rbac.role_binding_to_specific_namespaces;k8s.rbac.role_review_scheduled;k8s.rbac.role_separation_enforced;k8s.rbac.role_separation_of_duties;k8s.rbac.role_separation_of_duties_enforced;k8s.rbac.roles_no_wildcard_in_rules;k8s.rbac.segregation_of_duties_enforced;k8s.rbac.separation_of_duties_enforced;k8s.rbac.service_account_inactive_cleanup;k8s.rbac.service_account_least_privilege;k8s.rbac.service_account_least_privilege_enforced;k8s.rbac.service_account_management;k8s.rbac.service_account_management_review;k8s.rbac.service_account_privilege_restriction;k8s.rbac.service_account_privileges_restricted;k8s.rbac.service_account_restricted_roles;k8s.rbac.service_account_review_enabled;k8s.rbac.service_account_scope_limited;k8s.rbac.service_account_token_expiration_configured;k8s.rbac.service_account_unique_identifiers;k8s.rbac.service_account_usage_audited;k8s.rbac.service_account_usage_monitored;k8s.rbac.unique_service_account_per_pod;k8s.rbac.unique_service_account_per_user;k8s.rbac.unused_role_cleanup;k8s.rbac.unused_service_accounts_disabled;k8s.rbac.user_access_review;k8s.rbac.user_access_review_policy_implemented;k8s.rbac.user_access_review_scheduled;k8s.rbac.user_registration_authorization_review;k8s.rbac.user_unique_identifiers;k8s.secret.access_control_configured;k8s.secret.backup_policy_configured;k8s.secret.database_credentials_encrypted;k8s.secret.key_rotation_policy_defined;k8s.secret.not_in_env_variables;k8s.secret.rotation_policy_configured;k8s.service.mesh_mtls_enabled,canada_pbmm_moderate_multi_cloud_CCCS_AC-17_0013;canada_pbmm_moderate_multi_cloud_CCCS_AC-20_0016;canada_pbmm_moderate_multi_cloud_CCCS_AC-21_0017;canada_pbmm_moderate_multi_cloud_CCCS_AC-22_0018;canada_pbmm_moderate_multi_cloud_CCCS_AC-2_0002;canada_pbmm_moderate_multi_cloud_CCCS_AC-5_0005;canada_pbmm_moderate_multi_cloud_CCCS_CA-2_0035;canada_pbmm_moderate_multi_cloud_CCCS_CA-9_0040;canada_pbmm_moderate_multi_cloud_CCCS_CM-3_0043;canada_pbmm_moderate_multi_cloud_CCCS_CP-2_0053;canada_pbmm_moderate_multi_cloud_CCCS_CP-6_0056;canada_pbmm_moderate_multi_cloud_CCCS_IA-4_0064;canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135;canada_pbmm_moderate_multi_cloud_CCCS_SC-28_0144;canada_pbmm_moderate_multi_cloud_CCCS_SC-8_0133;canada_pbmm_moderate_multi_cloud_CCCS_SI-2_0147;cis_kubernetes_kubernetes_1.1.28_0147;cis_kubernetes_kubernetes_1.2.8_0029;cis_kubernetes_kubernetes_3.1.8_0201;cis_kubernetes_kubernetes_5.1.3_0102;cis_kubernetes_kubernetes_5.1.8_0107;fedramp_moderate_multi_cloud_AC-5_0017;fedramp_moderate_multi_cloud_CA-2_0085;fedramp_moderate_multi_cloud_CA-2_1_0086;fedramp_moderate_multi_cloud_CA-2_2_0087;fedramp_moderate_multi_cloud_CA-2_3_0088;fedramp_moderate_multi_cloud_SC-12_0346;fedramp_moderate_multi_cloud_SC-12_1_0347;fedramp_moderate_multi_cloud_SC-28_0357;fedramp_moderate_multi_cloud_SC-28_1_0358;fedramp_moderate_multi_cloud_SC-8_0343;fedramp_moderate_multi_cloud_SC-8_1_0344;fedramp_moderate_multi_cloud_SI-2_0363;fedramp_moderate_multi_cloud_SI-2_2_0364;fedramp_moderate_multi_cloud_SI-2_3_0365;hipaa_multi_cloud_164_308_a_1_ii_a_0001;hipaa_multi_cloud_164_308_a_3_i_0004;hipaa_multi_cloud_164_308_a_3_ii_a_0005;hipaa_multi_cloud_164_308_a_3_ii_b_0006;hipaa_multi_cloud_164_308_a_3_ii_c_0007;hipaa_multi_cloud_164_308_a_4_ii_a_0009;hipaa_multi_cloud_164_308_a_5_ii_b_0012;hipaa_multi_cloud_164_308_a_6_ii_0016;hipaa_multi_cloud_164_312_a_2_i_0023;hipaa_multi_cloud_164_312_a_2_ii_0024;hipaa_multi_cloud_164_312_a_2_iv_0025;hipaa_multi_cloud_164_312_c_1_0027;hipaa_multi_cloud_164_312_e_1_0030;hipaa_multi_cloud_164_312_e_2_ii_0032;iso27001_2022_multi_cloud_A.13.1_0004;iso27001_2022_multi_cloud_A.5.18_0014;iso27001_2022_multi_cloud_A.5.19_0015;iso27001_2022_multi_cloud_A.5.22_0019;iso27001_2022_multi_cloud_A.5.30_0028;iso27001_2022_multi_cloud_A.5.31_0029;iso27001_2022_multi_cloud_A.5.32_0030;iso27001_2022_multi_cloud_A.5.33_0031;iso27001_2022_multi_cloud_A.5.34_0032;iso27001_2022_multi_cloud_A.5.35_0033;iso27001_2022_multi_cloud_A.5.36_0034;iso27001_2022_multi_cloud_A.5.37_0035;iso27001_2022_multi_cloud_A.5.3_0027;iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;iso27001_2022_multi_cloud_A.8.23_0079;iso27001_2022_multi_cloud_A.8.24_0080;iso27001_2022_multi_cloud_A.8.25_0081;iso27001_2022_multi_cloud_A.8.26_0082;iso27001_2022_multi_cloud_A.8.29_0084;iso27001_2022_multi_cloud_A.8.2_0075;iso27001_2022_multi_cloud_A.8.7_0094;nist_800_171_r2_multi_cloud_3_11_2_3.11.2_Scan_for_vulnerabilities_in_organiz_0001;nist_800_171_r2_multi_cloud_3_11_3_3.11.3_Remediate_vulnerabilities_in_accord_0002;nist_800_171_r2_multi_cloud_3_13_15_3.13.15_Protect_the_authenticity_of_commu_0006;nist_800_171_r2_multi_cloud_3_14_1_3.14.1_Identify_report_and_correct_syste_0014;nist_800_171_r2_multi_cloud_3_14_4_3.14.4_Update_malicious_code_protection_me_0017;nist_800_171_r2_multi_cloud_3_14_6_3.14.6_Monitor_organizational_systems_inc_0018;nist_800_171_r2_multi_cloud_3_14_7_3.14.7_Identify_unauthorized_use_of_organi_0019;nist_800_171_r2_multi_cloud_3_1_12_3.1.12_Monitor_and_control_remote_access_s_0021;nist_800_171_r2_multi_cloud_3_1_13_3.1.13_Employ_cryptographic_mechanisms_to_0022;nist_800_171_r2_multi_cloud_3_1_1_3.1.1_Limit_system_access_to_authorized_use_0020;nist_800_171_r2_multi_cloud_3_1_5_3.1.5_Employ_the_principle_of_least_privile_0028;nist_800_171_r2_multi_cloud_3_1_6_3.1.6_Use_non-privileged_accounts_or_roles_0029;nist_800_171_r2_multi_cloud_3_4_6_3.4.6_Employ_the_principle_of_least_functio_0039;nist_800_171_r2_multi_cloud_3_5_6_3.5.6_Disable_identifiers_after_a_defined_p_0046;nist_800_53_rev5_multi_cloud_AC-2-g_0023;nist_800_53_rev5_multi_cloud_AC-2-j_0026;nist_800_53_rev5_multi_cloud_AC-5-b_0090;nist_800_53_rev5_multi_cloud_CA-9-b_0350;nist_800_53_rev5_multi_cloud_CM-2-b_0367;nist_800_53_rev5_multi_cloud_CP-9-b_0510;nist_800_53_rev5_multi_cloud_IA-4-b_0543;nist_800_53_rev5_multi_cloud_IA-5-g_0578;nist_800_53_rev5_multi_cloud_PM-17-b_0876;nist_800_53_rev5_multi_cloud_SC-25_1277;nist_800_53_rev5_multi_cloud_SC-7-b_1225;nist_800_53_rev5_multi_cloud_SI-2-d_1345;pci_dss_v4_multi_cloud_1.1.1_0001;pci_dss_v4_multi_cloud_1.1.2_0002;pci_dss_v4_multi_cloud_1.3.3_0011;pci_dss_v4_multi_cloud_11.1.1_0162;pci_dss_v4_multi_cloud_11.1.2_0163;pci_dss_v4_multi_cloud_11.2.1_0164;pci_dss_v4_multi_cloud_11.2.2_0165;pci_dss_v4_multi_cloud_11.3.1.2_0167;pci_dss_v4_multi_cloud_2.2.1_0020;pci_dss_v4_multi_cloud_3.1.2_0033;pci_dss_v4_multi_cloud_3.3.1.2_0035;pci_dss_v4_multi_cloud_3.5.1.3_0043;pci_dss_v4_multi_cloud_4.1.2_0059;pci_dss_v4_multi_cloud_4.1.4_0060;pci_dss_v4_multi_cloud_7.1.2_0090;pci_dss_v4_multi_cloud_8.2.6_0104;pci_dss_v4_multi_cloud_8.2.7_0105;pci_dss_v4_multi_cloud_8.3.11_0112;pci_dss_v4_multi_cloud_8.3.9_0111;pci_dss_v4_multi_cloud_9.4.1.2_0132;pci_dss_v4_multi_cloud_9.4.2_0133;rbi_bank_multi_cloud_10.1_0003;rbi_bank_multi_cloud_11.1_0004;rbi_bank_multi_cloud_13.1_0006;rbi_bank_multi_cloud_16.1_0010;rbi_bank_multi_cloud_3.3_0016;rbi_bank_multi_cloud_4.2_0017;rbi_bank_multi_cloud_4.3_0018;rbi_bank_multi_cloud_6.1_0021;rbi_bank_multi_cloud_8.2_0025;rbi_bank_multi_cloud_9.3_0027;rbi_nbfc_multi_cloud_2.10_0014;rbi_nbfc_multi_cloud_2.1_0005;rbi_nbfc_multi_cloud_2.8_0012;rbi_nbfc_multi_cloud_2.9_0013;rbi_nbfc_multi_cloud_5.4_0028;rbi_nbfc_multi_cloud_6.1_0029;soc2_multi_cloud_cc_1_3_0001;soc2_multi_cloud_cc_3_3_0005;soc2_multi_cloud_cc_4_2_0007;soc2_multi_cloud_cc_6_2_0010;soc2_multi_cloud_cc_6_3_0011;soc2_multi_cloud_cc_6_8_0014;soc2_multi_cloud_cc_7_5_0019;soc2_multi_cloud_cc_8_1_0020;soc2_multi_cloud_cc_c_1_1_0022;soc2_multi_cloud_cc_c_1_2_0023
k8s,k8s.k8s.identity_access.rbac_policies.least_privilege_enforced.wildcard_verbs_prohibited_validated,k8s.k8s.identity_access.rbac_policies.least_privilege_enforced.wildcard_verbs_prohibited_validated,rbac.role,,kubernetes,,
k8s,k8s.k8s.identity_access.rbac_policies.wildcard_permissions_prohibited.audited,k8s.k8s.identity_access.rbac_policies.wildcard_permissions_prohibited.audited,rbac.role,,kubernetes,k8s.scheduler.conf_file_permissions_check,cis_kubernetes_kubernetes_1.1.15_0015
k8s,k8s.k8s.identity_access.rbac_policies.wildcard_permissions_prohibited.enabled,k8s.k8s.identity_access.rbac_policies.wildcard_permissions_prohibited.enabled,rbac.role,,kubernetes,,
k8s,k8s.k8s.identity_access.rbac_policies.wildcard_permissions_prohibited.enforced,k8s.k8s.identity_access.rbac_policies.wildcard_permissions_prohibited.enforced,rbac.role,,kubernetes,,
k8s,k8s.k8s.identity_access.rbac_policies.wildcard_permissions_prohibited.wildcard_resources_prohibited_validated,k8s.k8s.identity_access.rbac_policies.wildcard_permissions_prohibited.wildcard_resources_prohibited_validated,rbac.role,,kubernetes,k8s.namespace.user.resources_check,cis_kubernetes_kubernetes_5.6.4_0134
k8s,k8s.k8s.identity_access.rbac_policies.wildcard_permissions_prohibited.wildcard_verbs_prohibited_validated,k8s.k8s.identity_access.rbac_policies.wildcard_permissions_prohibited.wildcard_verbs_prohibited_validated,rbac.role,,kubernetes,,
k8s,k8s.k8s.identity_access.service_account_management.automount_disabled.audited,k8s.k8s.identity_access.service_account_management.automount_disabled.audited,identity.service_account,,kubernetes,k8s.rbac.service.account_audit,cis_kubernetes_kubernetes_5.1.5_0104
k8s,k8s.k8s.identity_access.service_account_management.automount_disabled.automount_disabled_validated,k8s.k8s.identity_access.service_account_management.automount_disabled.automount_disabled_validated,identity.service_account,,kubernetes,,
k8s,k8s.k8s.identity_access.service_account_management.automount_disabled.enabled,k8s.k8s.identity_access.service_account_management.automount_disabled.enabled,identity.service_account,,kubernetes,k8s.namespace.existence_and_management_check,cis_kubernetes_kubernetes_5.7.1_0137
k8s,k8s.k8s.identity_access.service_account_management.automount_disabled.token_audience_validated,k8s.k8s.identity_access.service_account_management.automount_disabled.token_audience_validated,identity.service_account,,kubernetes,k8s.rbac.service.account_token_creation_access_check,cis_kubernetes_kubernetes_5.1.13_0112
k8s,k8s.k8s.identity_access.service_accounts.auto_mount_disabled.audited,k8s.k8s.identity_access.service_accounts.auto_mount_disabled.audited,identity.service_account,,kubernetes,,
k8s,k8s.k8s.identity_access.service_accounts.auto_mount_disabled.auto_mount_service_account_token_validated,k8s.k8s.identity_access.service_accounts.auto_mount_disabled.auto_mount_service_account_token_validated,identity.service_account,,kubernetes,,
k8s,k8s.k8s.identity_access.service_accounts.auto_mount_disabled.enabled,k8s.k8s.identity_access.service_accounts.auto_mount_disabled.enabled,identity.service_account,,kubernetes,k8s.etcd.pod_auto_tls_check,cis_kubernetes_kubernetes_2.3_0063
k8s,k8s.k8s.identity_access.service_accounts.unique_service_accounts_used.audited,k8s.k8s.identity_access.service_accounts.unique_service_accounts_used.audited,pod.pod,,kubernetes,,
k8s,k8s.k8s.identity_access.service_accounts.unique_service_accounts_used.default_service_account_prohibited_validated,k8s.k8s.identity_access.service_accounts.unique_service_accounts_used.default_service_account_prohibited_validated,pod.pod,,kubernetes,,
k8s,k8s.k8s.identity_access.service_accounts.unique_service_accounts_used.enabled,k8s.k8s.identity_access.service_accounts.unique_service_accounts_used.enabled,pod.pod,,kubernetes,,
k8s,k8s.k8s.identity_access.token_management.token_audit_enabled.audited,k8s.k8s.identity_access.token_management.token_audit_enabled.audited,api.api_server,,kubernetes,,
k8s,k8s.k8s.identity_access.token_management.token_audit_enabled.enabled,k8s.k8s.identity_access.token_management.token_audit_enabled.enabled,api.api_server,,kubernetes,,
k8s,k8s.k8s.identity_access.token_management.token_audit_enabled.token_audit_level_validated,k8s.k8s.identity_access.token_management.token_audit_enabled.token_audit_level_validated,api.api_server,,kubernetes,,
k8s,k8s.k8s.identity_access.token_management.token_rotation_enabled.audited,k8s.k8s.identity_access.token_management.token_rotation_enabled.audited,identity.service_account,,kubernetes,,
k8s,k8s.k8s.identity_access.token_management.token_rotation_enabled.enabled,k8s.k8s.identity_access.token_management.token_rotation_enabled.enabled,identity.service_account,,kubernetes,,
k8s,k8s.k8s.identity_access.token_management.token_rotation_enabled.enforced,k8s.k8s.identity_access.token_management.token_rotation_enabled.enforced,identity.service_account,,kubernetes,,
k8s,k8s.k8s.identity_access.token_management.token_rotation_enabled.token_max_ttl_validated,k8s.k8s.identity_access.token_management.token_rotation_enabled.token_max_ttl_validated,identity.service_account,,kubernetes,,
k8s,k8s.k8s.identity_access.token_management.token_rotation_enabled.token_rotation_period_validated,k8s.k8s.identity_access.token_management.token_rotation_enabled.token_rotation_period_validated,identity.service_account,,kubernetes,,
k8s,k8s.k8s.incident_response.automated_response.automated_containment_enabled.audited,k8s.k8s.incident_response.automated_response.automated_containment_enabled.audited,api.api_server,,kubernetes,,
k8s,k8s.k8s.incident_response.automated_response.automated_containment_enabled.containment_automation_validated,k8s.k8s.incident_response.automated_response.automated_containment_enabled.containment_automation_validated,api.api_server,,kubernetes,,
k8s,k8s.k8s.incident_response.automated_response.automated_containment_enabled.enabled,k8s.k8s.incident_response.automated_response.automated_containment_enabled.enabled,api.api_server,,kubernetes,,
k8s,k8s.k8s.incident_response.automated_response.automated_containment_enabled.response_playbooks_validated,k8s.k8s.incident_response.automated_response.automated_containment_enabled.response_playbooks_validated,api.api_server,,kubernetes,,
k8s,k8s.k8s.incident_response.forensic_capabilities.incident_forensics_enabled.audited,k8s.k8s.incident_response.forensic_capabilities.incident_forensics_enabled.audited,monitoring.audit_log,,kubernetes,k8s.policy.capabilities_restriction_check,cis_kubernetes_kubernetes_5.2.9_0121
k8s,k8s.k8s.incident_response.forensic_capabilities.incident_forensics_enabled.enabled,k8s.k8s.incident_response.forensic_capabilities.incident_forensics_enabled.enabled,monitoring.audit_log,,kubernetes,,
k8s,k8s.k8s.incident_response.forensic_capabilities.incident_forensics_enabled.evidence_preservation_validated,k8s.k8s.incident_response.forensic_capabilities.incident_forensics_enabled.evidence_preservation_validated,monitoring.audit_log,,kubernetes,,
k8s,k8s.k8s.incident_response.forensic_capabilities.incident_forensics_enabled.forensic_data_collection_validated,k8s.k8s.incident_response.forensic_capabilities.incident_forensics_enabled.forensic_data_collection_validated,monitoring.audit_log,,kubernetes,,
k8s,k8s.k8s.incident_response.security_orchestration.playbooks_automated.audited,k8s.k8s.incident_response.security_orchestration.playbooks_automated.audited,incident.automation,,kubernetes,,
k8s,k8s.k8s.incident_response.security_orchestration.playbooks_automated.automation_enabled_validated,k8s.k8s.incident_response.security_orchestration.playbooks_automated.automation_enabled_validated,incident.automation,,kubernetes,,
k8s,k8s.k8s.incident_response.security_orchestration.playbooks_automated.enabled,k8s.k8s.incident_response.security_orchestration.playbooks_automated.enabled,incident.automation,,kubernetes,k8s.admission.controller_security_incident_response_enabled,soc2_multi_cloud_cc_7_4_0018
k8s,k8s.k8s.incident_response.security_orchestration.playbooks_automated.playbook_count_validated,k8s.k8s.incident_response.security_orchestration.playbooks_automated.playbook_count_validated,incident.automation,,kubernetes,,
k8s,k8s.k8s.incident_response.threat_hunting.proactive_hunting_enabled.audited,k8s.k8s.incident_response.threat_hunting.proactive_hunting_enabled.audited,incident.forensics,,kubernetes,,
k8s,k8s.k8s.incident_response.threat_hunting.proactive_hunting_enabled.enabled,k8s.k8s.incident_response.threat_hunting.proactive_hunting_enabled.enabled,incident.forensics,,kubernetes,,
k8s,k8s.k8s.incident_response.threat_hunting.proactive_hunting_enabled.hunting_frequency_validated,k8s.k8s.incident_response.threat_hunting.proactive_hunting_enabled.hunting_frequency_validated,incident.forensics,,kubernetes,,
k8s,k8s.k8s.incident_response.threat_hunting.proactive_hunting_enabled.threat_hunting_enabled_validated,k8s.k8s.incident_response.threat_hunting.proactive_hunting_enabled.threat_hunting_enabled_validated,incident.forensics,,kubernetes,,
k8s,k8s.k8s.infrastructure_security.container_runtime_security.runtime_security_enabled.apparmor_enabled_validated,k8s.k8s.infrastructure_security.container_runtime_security.runtime_security_enabled.apparmor_enabled_validated,infrastructure.container_runtime,,kubernetes,,
k8s,k8s.k8s.infrastructure_security.container_runtime_security.runtime_security_enabled.audited,k8s.k8s.infrastructure_security.container_runtime_security.runtime_security_enabled.audited,infrastructure.container_runtime,,kubernetes,,
k8s,k8s.k8s.infrastructure_security.container_runtime_security.runtime_security_enabled.enabled,k8s.k8s.infrastructure_security.container_runtime_security.runtime_security_enabled.enabled,infrastructure.container_runtime,,kubernetes,,
k8s,k8s.k8s.infrastructure_security.container_runtime_security.runtime_security_enabled.seccomp_enabled_validated,k8s.k8s.infrastructure_security.container_runtime_security.runtime_security_enabled.seccomp_enabled_validated,infrastructure.container_runtime,,kubernetes,k8s.kubelet.seccomp_default_enabled,cis_kubernetes_kubernetes_4.2.14_0097
k8s,k8s.k8s.infrastructure_security.hardware_security.tpm_verification_enabled.audited,k8s.k8s.infrastructure_security.hardware_security.tpm_verification_enabled.audited,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.infrastructure_security.hardware_security.tpm_verification_enabled.enabled,k8s.k8s.infrastructure_security.hardware_security.tpm_verification_enabled.enabled,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.infrastructure_security.hardware_security.tpm_verification_enabled.secure_boot_validated,k8s.k8s.infrastructure_security.hardware_security.tpm_verification_enabled.secure_boot_validated,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.infrastructure_security.hardware_security.tpm_verification_enabled.tpm_enabled_validated,k8s.k8s.infrastructure_security.hardware_security.tpm_verification_enabled.tpm_enabled_validated,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.infrastructure_security.host_level_security.edr_integration_enabled.audited,k8s.k8s.infrastructure_security.host_level_security.edr_integration_enabled.audited,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.infrastructure_security.host_level_security.edr_integration_enabled.edr_agent_installed_validated,k8s.k8s.infrastructure_security.host_level_security.edr_integration_enabled.edr_agent_installed_validated,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.infrastructure_security.host_level_security.edr_integration_enabled.enabled,k8s.k8s.infrastructure_security.host_level_security.edr_integration_enabled.enabled,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.infrastructure_security.host_level_security.edr_integration_enabled.threat_response_automation_validated,k8s.k8s.infrastructure_security.host_level_security.edr_integration_enabled.threat_response_automation_validated,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.infrastructure_security.network_plugin_security.cni_security_verified.audited,k8s.k8s.infrastructure_security.network_plugin_security.cni_security_verified.audited,infrastructure.cni,,kubernetes,,
k8s,k8s.k8s.infrastructure_security.network_plugin_security.cni_security_verified.cni_encryption_validated,k8s.k8s.infrastructure_security.network_plugin_security.cni_security_verified.cni_encryption_validated,infrastructure.cni,,kubernetes,,
k8s,k8s.k8s.infrastructure_security.network_plugin_security.cni_security_verified.enabled,k8s.k8s.infrastructure_security.network_plugin_security.cni_security_verified.enabled,infrastructure.cni,,kubernetes,,
