cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,azure_mapped_compliance_functions,azure_mapped_compliance_ids
azure,azure.vm.trusted_launch_enabled:nan,azure.vm.trusted_launch_enabled:nan,vm,,azure-mgmt-vm,,
azure,azure.vm.backup_enabled:nan,azure.vm.backup_enabled:nan,vm,,azure-mgmt-vm,,
azure,azure.vm.scale_set_configured:nan,azure.vm.scale_set_configured:nan,vm,,azure-mgmt-vm,,
azure,azure.app.service.autoscale_enabled:az.azure_paas_app.paas_security_app_logging_enabled,azure.app.service.autoscale_enabled:az.azure_paas_app.paas_security_app_logging_enabled,app,,azure-mgmt-app,azure.app.service.autoscale.enabled,soc2_multi_cloud_a1_1_0024
azure,azure.load.balancer_health_probe_configured:az.azure_network_load_balancer.network_security_lb_listener_tls_min_1_2,azure.load.balancer_health_probe_configured:az.azure_network_load_balancer.network_security_lb_listener_tls_min_1_2,load,,azure-mgmt-load,azure.load.balancer.health.probe.configured,soc2_multi_cloud_a1_1_0024
azure,azure.vm.scale_set_autoscale_enabled:nan,azure.vm.scale_set_autoscale_enabled:nan,vm,,azure-mgmt-vm,,
azure,azure.storage.geo_redundant:nan,azure.storage.geo_redundant:nan,storage,,azure-storage-blob,,
azure,azure.vm.mfa.enabled.check,azure.vm.mfa.enabled.check,vm,cis_control,azure-mgmt-vm,azure.vm.mfa.enabled.check,cis_azure_azure_3.1.1_0001
azure,azure.aks.authorization.mode.check,azure.aks.authorization.mode.check,aks,cis_control,azure-mgmt-aks,azure.aks.authorization.mode.check,cis_azure_azure_3.2.2_0006
azure,azure.aks.kubelet.streaming.connection.idle.timeout.check,azure.aks.kubelet.streaming.connection.idle.timeout.check,aks,cis_control,azure-mgmt-aks,azure.aks.kubelet.streaming.connection.idle.timeout.check,cis_azure_azure_3.2.5_0009
azure,azure.aks.kubelet.rotate.certificates.check,azure.aks.kubelet.rotate.certificates.check,aks,cis_control,azure-mgmt-aks,azure.aks.kubelet.rotate.certificates.check,cis_azure_azure_3.2.8_0012
azure,azure.aks.kubelet.certificate.rotation.check,azure.aks.kubelet.certificate.rotation.check,aks,cis_control,azure-mgmt-aks,azure.aks.kubelet.certificate.rotation.check,cis_azure_azure_3.2.9_0013
azure,azure.aks.rbac.check.cluster.admin.usage,azure.aks.rbac.check.cluster.admin.usage,aks,cis_control,azure-mgmt-aks,azure.aks.rbac.check.cluster.admin.usage,cis_azure_azure_4.1.1_0014
azure,azure.aks.service.account.default.usage.check,azure.aks.service.account.default.usage.check,aks,cis_control,azure-mgmt-aks,azure.aks.service.account.default.usage.check,cis_azure_azure_4.1.5_0015
azure,azure.aks.pod.service.account.tokens.automount.disabled,azure.aks.pod.service.account.tokens.automount.disabled,aks,cis_control,azure-mgmt-aks,azure.aks.pod.service.account.tokens.automount.disabled,cis_azure_azure_4.1.6_0016
azure,azure.aks.network.cni.version.check,azure.aks.network.cni.version.check,aks,cis_control,azure-mgmt-aks,azure.aks.network.cni.version.check,cis_azure_azure_4.4.1_0017
azure,azure.aks.namespace.network.policy.compliance.check,azure.aks.namespace.network.policy.compliance.check,aks,cis_control,azure-mgmt-aks,azure.aks.namespace.network.policy.compliance.check,cis_azure_azure_4.4.2_0018
azure,azure.dataprotection.backup.vault.soft.delete.compliance.check,azure.dataprotection.backup.vault.soft.delete.compliance.check,dataprotection,cis_control,azure-mgmt-dataprotection,azure.dataprotection.backup.vault.soft.delete.compliance.check,cis_azure_azure_5.1.1_0019
azure,azure.monitor.admin.account.usage.check,azure.monitor.admin.account.usage.check,monitor,cis_control,azure-mgmt-monitor,azure.monitor.admin.account.usage.check,cis_azure_azure_5.3.1_0020
azure,azure.aks.cluster.private.endpoint.and.public.access.check,azure.aks.cluster.private.endpoint.and.public.access.check,aks,cis_control,azure-mgmt-aks,azure.aks.cluster.private.endpoint.and.public.access.check;azure.ad.user.password.policy.minimum.length.14;azure.aks.cluster.not.publicly.accessible;azure.app.function.not.publicly.accessible;azure.functions.function.not.publicly.accessible;azure.functions.not.publicly.accessible;azure.kubernetes.service.not.publicly.accessible;azure.ml.notebook.instance.without.direct.internet.access.configured;azure.monitor.logs.storage.is.not.publicly.accessible;azure.network.acl.allow.ingress.any.port;azure.network.http.internet.access.restricted;azure.network.public.ip.shodan;azure.network.rdp.internet.access.restricted;azure.network.security.group.allow.ingress.from.internet.to.tcp.port.22;azure.network.security.group.default.restrict.traffic;azure.network.securitygroup.allow.ingress.from.internet.to.tcp.port.22;azure.network.ssh.internet.access.restricted;azure.network.udp.internet.access.restricted;azure.networksecuritygroup.allow.ingress.from.internet.to.tcp.port.22;azure.public.ip.attached;azure.shield.advanced.protection.in.internet.facing.load.balancers;azure.storage.account.level.public.access.blocks;azure.storage.account.public.read.prohibited;azure.storage.account.public.write.prohibited;azure.storage.blob.policy.public.write.access;azure.storage.blob.public.access;azure.storage.blob.public.access.level.is.disabled;azure.storage.blob.public.write.access;azure.storage.bucket.policy.public.write.access;azure.storage.bucket.public.access;azure.storage.container.public.access;azure.storage.ensure.private.endpoints.in.storage.accounts;azure.storage.public.access;azure.virtual.machine.public.ip;azure.virtual.machines.instance.public.ip;azure.virtual.machines.public.ip;azure.vm.instance.no.public.ip;azure.vm.instance.public.ip;azure.vm.public.ip;azure.vm.security.group.allow.ingress.from.internet.to.tcp.port.22;azure.vm.securitygroup.allow.ingress.from.internet.to.tcp.port.22,canada_pbmm_moderate_multi_cloud_CCCS_CM-6_0046;canada_pbmm_moderate_multi_cloud_CCCS_CM-9_0049;canada_pbmm_moderate_multi_cloud_CCCS_IA-4_0064;canada_pbmm_moderate_multi_cloud_CCCS_IA-5_0065;canada_pbmm_moderate_multi_cloud_CCCS_MA-4_0080;cis_azure_azure_5.4.2_0021;cisa_ce_v1_multi_cloud_Booting_Up-4_0012;cisa_ce_v1_multi_cloud_Your_Systems-3_0008;fedramp_moderate_multi_cloud_CM-12_0131;fedramp_moderate_multi_cloud_CM-12_1_0132;fedramp_moderate_multi_cloud_CM-6_0116;fedramp_moderate_multi_cloud_CM-6_1_0117;fedramp_moderate_multi_cloud_CM-6_2_0118;fedramp_moderate_multi_cloud_CM-9_0128;fedramp_moderate_multi_cloud_IA-4_0178;fedramp_moderate_multi_cloud_IA-4_4_0179;fedramp_moderate_multi_cloud_IA-5_0180;fedramp_moderate_multi_cloud_IA-5_13_0186;fedramp_moderate_multi_cloud_IA-5_1_0181;fedramp_moderate_multi_cloud_IA-5_2_0182;fedramp_moderate_multi_cloud_IA-5_6_0183;fedramp_moderate_multi_cloud_IA-5_7_0184;fedramp_moderate_multi_cloud_IA-5_8_0185;fedramp_moderate_multi_cloud_MA-4_0230;fedramp_moderate_multi_cloud_MA-4_3_0231;gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_308_a_3_i_0004;hipaa_multi_cloud_164_312_a_1_0022;hipaa_multi_cloud_164_312_a_2_i_0023;hipaa_multi_cloud_164_312_e_1_0030;iso27001_2022_multi_cloud_A.8.14_0069;iso27001_2022_multi_cloud_A.8.1_0064;iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004;nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008;nist_800_171_r2_multi_cloud_3_13_5_3.13.5_Implement_subnetworks_for_publicly_0011;nist_800_171_r2_multi_cloud_3_13_6_3.13.6_Deny_network_communications_traffic_0012;nist_800_171_r2_multi_cloud_3_1_14_3.1.14_Route_remote_access_via_managed_acc_0023;nist_800_171_r2_multi_cloud_3_1_1_3.1.1_Limit_system_access_to_authorized_use_0020;nist_800_171_r2_multi_cloud_3_1_20_3.1.20_Verify_and_control_limit_connection_0025;nist_800_171_r2_multi_cloud_3_1_2_3.1.2_Limit_system_access_to_the_types_of_t_0024;nist_800_171_r2_multi_cloud_3_1_3_3.1.3_Control_the_flow_of_CUI_in_accordance_0026;nist_800_171_r2_multi_cloud_3_3_8_3.3.8_Protect_audit_information_and_audit_l_0036;nist_800_171_r2_multi_cloud_3_4_6_3.4.6_Employ_the_principle_of_least_functio_0039;nist_800_171_r2_multi_cloud_3_4_7_3.4.7_Restrict_disable_or_prevent_the_use_0040;nist_800_53_rev5_multi_cloud_AC-24_2_0188;nist_800_53_rev5_multi_cloud_AC-2_1_0004;nist_800_53_rev5_multi_cloud_AC-2_3_0010;nist_800_53_rev5_multi_cloud_AC-3_13_0034;nist_800_53_rev5_multi_cloud_AC-3_3_0040;nist_800_53_rev5_multi_cloud_AC-3_3_0041;nist_800_53_rev5_multi_cloud_AC-3_3_0042;nist_800_53_rev5_multi_cloud_AC-3_3_0043;nist_800_53_rev5_multi_cloud_AC-3_3_0044;nist_800_53_rev5_multi_cloud_AC-3_3_0045;nist_800_53_rev5_multi_cloud_AC-3_4_0046;nist_800_53_rev5_multi_cloud_AC-3_4_0047;nist_800_53_rev5_multi_cloud_AC-3_4_0048;nist_800_53_rev5_multi_cloud_AC-3_4_0049;nist_800_53_rev5_multi_cloud_AC-3_4_0050;nist_800_53_rev5_multi_cloud_AC-3_8_0055;nist_800_53_rev5_multi_cloud_AC-4_28_0077;nist_800_53_rev5_multi_cloud_AC-7_4_0104;nist_800_53_rev5_multi_cloud_CM-12-b_0445;nist_800_53_rev5_multi_cloud_CM-6-a_0397;nist_800_53_rev5_multi_cloud_CM-9-b_0428;nist_800_53_rev5_multi_cloud_IA-4-d_0545;nist_800_53_rev5_multi_cloud_IA-5-a_0572;nist_800_53_rev5_multi_cloud_IA-5-b_0573;nist_800_53_rev5_multi_cloud_IA-5-c_0574;nist_800_53_rev5_multi_cloud_IA-5-d_0575;nist_800_53_rev5_multi_cloud_IA-5-e_0576;nist_800_53_rev5_multi_cloud_IA-5-f_0577;nist_800_53_rev5_multi_cloud_IA-5-g_0578;nist_800_53_rev5_multi_cloud_IA-5-h_0579;nist_800_53_rev5_multi_cloud_IA-5-i_0580;nist_800_53_rev5_multi_cloud_IA-5_10_0551;nist_800_53_rev5_multi_cloud_IA-5_11_0552;nist_800_53_rev5_multi_cloud_IA-5_12_0553;nist_800_53_rev5_multi_cloud_IA-5_13_0554;nist_800_53_rev5_multi_cloud_IA-5_14_0555;nist_800_53_rev5_multi_cloud_IA-5_15_0556;nist_800_53_rev5_multi_cloud_IA-5_16_0557;nist_800_53_rev5_multi_cloud_IA-5_17_0558;nist_800_53_rev5_multi_cloud_IA-5_18_0559;nist_800_53_rev5_multi_cloud_IA-5_1_0546;nist_800_53_rev5_multi_cloud_IA-5_1_0547;nist_800_53_rev5_multi_cloud_IA-5_1_0548;nist_800_53_rev5_multi_cloud_IA-5_1_0549;nist_800_53_rev5_multi_cloud_IA-5_1_0550;nist_800_53_rev5_multi_cloud_IA-5_2_0560;nist_800_53_rev5_multi_cloud_IA-5_2_0561;nist_800_53_rev5_multi_cloud_IA-5_2_0562;nist_800_53_rev5_multi_cloud_IA-5_2_0563;nist_800_53_rev5_multi_cloud_IA-5_3_0564;nist_800_53_rev5_multi_cloud_IA-5_4_0565;nist_800_53_rev5_multi_cloud_IA-5_4_0566;nist_800_53_rev5_multi_cloud_IA-5_5_0567;nist_800_53_rev5_multi_cloud_IA-5_6_0568;nist_800_53_rev5_multi_cloud_IA-5_7_0569;nist_800_53_rev5_multi_cloud_IA-5_9_0571;nist_800_53_rev5_multi_cloud_MA-4-c_0684;nist_800_53_rev5_multi_cloud_SC-23_3_1272;nist_800_53_rev5_multi_cloud_SC-23_3_1273;nist_800_53_rev5_multi_cloud_SC-7_25_1212;nist_800_53_rev5_multi_cloud_SC-7_26_1213;nist_800_53_rev5_multi_cloud_SC-7_27_1214;nist_800_53_rev5_multi_cloud_SC-7_28_1215;nist_800_53_rev5_multi_cloud_SC-7_7_1221;pci_dss_v4_multi_cloud_11.5.1.1_0175;rbi_bank_multi_cloud_17.1_0011;rbi_bank_multi_cloud_4.2_0017;soc2_multi_cloud_cc_3_3_0005;soc2_multi_cloud_cc_6_1_0009;soc2_multi_cloud_cc_6_6_0012
azure,azure.aks.cluster.private.cluster.enabled,azure.aks.cluster.private.cluster.enabled,aks,cis_control,azure-mgmt-aks,azure.aks.cluster.private.cluster.enabled,cis_azure_azure_5.4.3_0022
azure,azure.databricks.workspace.vnet.configuration.check,azure.databricks.workspace.vnet.configuration.check,databricks,cis_control,azure-mgmt-databricks,azure.databricks.workspace.vnet.configuration.check,cis_azure_azure_2.1.1_0024
azure,azure.network.nsg.databricks.subnet.explicit.rules,azure.network.nsg.databricks.subnet.explicit.rules,network,cis_control,azure-mgmt-network,azure.network.nsg.databricks.subnet.explicit.rules,cis_azure_azure_2.1.2_0025
azure,azure.databricks.scim.sync.verification,azure.databricks.scim.sync.verification,databricks,cis_control,azure-mgmt-databricks,azure.databricks.scim.sync.verification,cis_azure_azure_2.1.4_0027
azure,azure.databricks.pat.compliance.check,azure.databricks.pat.compliance.check,databricks,cis_control,azure-mgmt-databricks,azure.databricks.pat.compliance.check,cis_azure_azure_2.1.6_0029
azure,azure.databricks.workspace.diagnostic.logging.configured,azure.databricks.workspace.diagnostic.logging.configured,databricks,cis_control,azure-mgmt-databricks,azure.databricks.workspace.diagnostic.logging.configured,cis_azure_azure_2.1.7_0030
azure,azure.databricks.workspace.encryption.cmk.enabled,azure.databricks.workspace.encryption.cmk.enabled,databricks,cis_control,azure-mgmt-databricks,azure.databricks.workspace.encryption.cmk.enabled,cis_azure_azure_2.1.8_0031
azure,azure.databricks.workspace.check.no.public.ip.enabled,azure.databricks.workspace.check.no.public.ip.enabled,databricks,cis_control,azure-mgmt-databricks,azure.databricks.workspace.check.no.public.ip.enabled,cis_azure_azure_2.1.9_0032
azure,azure.databricks.workspace.public.network.access.check,azure.databricks.workspace.public.network.access.check,databricks,cis_control,azure-mgmt-databricks,azure.databricks.workspace.public.network.access.check,cis_azure_azure_2.1.10_0033
azure,azure.databricks.workspace.private.endpoint.status.check,azure.databricks.workspace.private.endpoint.status.check,databricks,cis_control,azure-mgmt-databricks,azure.databricks.workspace.private.endpoint.status.check,cis_azure_azure_2.1.11_0034
azure,azure.appservice.authentication.enabled.check,azure.appservice.authentication.enabled.check,appservice,cis_control,azure-mgmt-appservice,azure.appservice.authentication.enabled.check,cis_azure_azure_2.1.12_0035
azure,azure.app.service.identity.check,azure.app.service.identity.check,app,cis_control,azure-mgmt-app,azure.app.service.identity.check,cis_azure_azure_2.1.13_0036
azure,azure.appservice.app.ip.security.restrictions.disabled,azure.appservice.app.ip.security.restrictions.disabled,appservice,cis_control,azure-mgmt-appservice,azure.appservice.app.ip.security.restrictions.disabled,cis_azure_azure_2.1.14_0037
azure,azure.app.service.plan.private.endpoint.sku.compliance.check,azure.app.service.plan.private.endpoint.sku.compliance.check,app,cis_control,azure-mgmt-app,azure.app.service.plan.private.endpoint.sku.compliance.check,cis_azure_azure_2.1.15_0038
azure,azure.app.service.private.endpoint.approved.check,azure.app.service.private.endpoint.approved.check,app,cis_control,azure-mgmt-app,azure.app.service.private.endpoint.approved.check,cis_azure_azure_2.1.16_0039
azure,azure.app.service.private.endpoint.dns.zone.check,azure.app.service.private.endpoint.dns.zone.check,app,cis_control,azure-mgmt-app,azure.app.service.private.endpoint.dns.zone.check,cis_azure_azure_2.1.17_0040
azure,azure.app.service.virtual.network.integration.check,azure.app.service.virtual.network.integration.check,app,cis_control,azure-mgmt-app,azure.app.service.virtual.network.integration.check,cis_azure_azure_2.1.18_0041
azure,azure.app.service.vnet.integration.check,azure.app.service.vnet.integration.check,app,cis_control,azure-mgmt-app,azure.app.service.vnet.integration.check,cis_azure_azure_2.1.19_0042
azure,azure.app.service.vnet.route.all.enabled.check,azure.app.service.vnet.route.all.enabled.check,app,cis_control,azure-mgmt-app,azure.app.service.vnet.route.all.enabled.check,cis_azure_azure_2.1.20_0043
azure,azure.app.service.cors.check.allowed.origins,azure.app.service.cors.check.allowed.origins,app,cis_control,azure-mgmt-app,azure.app.service.cors.check.allowed.origins,cis_azure_azure_2.1.21_0044
azure,azure.app.service.deployment.slot.java.version.check,azure.app.service.deployment.slot.java.version.check,app,cis_control,azure-mgmt-app,azure.app.service.deployment.slot.java.version.check,cis_azure_azure_2.2.1_0045
azure,azure.webapp.deployment.slot.python.version.supported,azure.webapp.deployment.slot.python.version.supported,webapp,cis_control,azure-mgmt-webapp,azure.webapp.deployment.slot.python.version.supported,cis_azure_azure_2.2.2_0046
azure,azure.appservice.deployment.slot.php.version.check,azure.appservice.deployment.slot.php.version.check,appservice,cis_control,azure-mgmt-appservice,azure.appservice.deployment.slot.php.version.check,cis_azure_azure_2.2.3_0047
azure,azure.app.service.deployment.slots.basic.auth.disabled,azure.app.service.deployment.slots.basic.auth.disabled,app,cis_control,azure-mgmt-app,azure.app.service.deployment.slots.basic.auth.disabled,cis_azure_azure_2.2.4_0048
azure,azure.app.service.deployment.slot.ftps.state.check,azure.app.service.deployment.slot.ftps.state.check,app,cis_control,azure-mgmt-app,azure.app.service.deployment.slot.ftps.state.check,"cis_azure_azure_2.2.5_0049;cis_azure_azure_2.2.5_0049,cis_azure_azure_2.4.4_0082;cis_azure_azure_2.4.4_0082"
azure,azure.app.service.deployment.slot.http.version.check,azure.app.service.deployment.slot.http.version.check,app,cis_control,azure-mgmt-app,azure.app.service.deployment.slot.http.version.check,cis_azure_azure_2.2.6_0050
azure,azure.app.service.deployment.slot.https.only.enabled,azure.app.service.deployment.slot.https.only.enabled,app,cis_control,azure-mgmt-app,azure.app.service.deployment.slot.https.only.enabled,cis_azure_azure_2.2.7_0051
azure,azure.app.service.slot.check.minimum.tls.version,azure.app.service.slot.check.minimum.tls.version,app,cis_control,azure-mgmt-app,azure.app.service.slot.check.minimum.tls.version,cis_azure_azure_2.2.8_0052
azure,azure.app.service.deployment.slot.tls.encryption.check,azure.app.service.deployment.slot.tls.encryption.check,app,cis_control,azure-mgmt-app,azure.app.service.deployment.slot.tls.encryption.check,cis_azure_azure_2.2.9_0053
azure,azure.app.service.deployment.slot.remote.debugging.disabled,azure.app.service.deployment.slot.remote.debugging.disabled,app,cis_control,azure-mgmt-app,azure.app.service.deployment.slot.remote.debugging.disabled,cis_azure_azure_2.2.10_0054
azure,azure.app.service.slot.client.cert.check,azure.app.service.slot.client.cert.check,app,cis_control,azure-mgmt-app,azure.app.service.slot.client.cert.check,cis_azure_azure_2.2.11_0055
azure,azure.app.service.deployment.slot.managed.identity.configured,azure.app.service.deployment.slot.managed.identity.configured,app,cis_control,azure-mgmt-app,azure.app.service.deployment.slot.managed.identity.configured,cis_azure_azure_2.2.12_0056
azure,azure.app.service.slot.public.network.access.check,azure.app.service.slot.public.network.access.check,app,cis_control,azure-mgmt-app,azure.app.service.slot.public.network.access.check,cis_azure_azure_2.2.13_0057
azure,azure.appservice.deployment.slot.vnet.integration.check,azure.appservice.deployment.slot.vnet.integration.check,appservice,cis_control,azure-mgmt-appservice,azure.appservice.deployment.slot.vnet.integration.check,cis_azure_azure_2.2.14_0058
azure,azure.webapp.deployment.slot.vnet.configuration.enabled,azure.webapp.deployment.slot.vnet.configuration.enabled,webapp,cis_control,azure-mgmt-webapp,azure.webapp.deployment.slot.vnet.configuration.enabled,cis_azure_azure_2.2.15_0059
azure,azure.app.service.deployment.slot.vnet.route.all.enabled.check,azure.app.service.deployment.slot.vnet.route.all.enabled.check,app,cis_control,azure-mgmt-app,azure.app.service.deployment.slot.vnet.route.all.enabled.check,cis_azure_azure_2.2.16_0060
azure,azure.app.service.cors.wildcard.restriction,azure.app.service.cors.wildcard.restriction,app,cis_control,azure-mgmt-app,azure.app.service.cors.wildcard.restriction,cis_azure_azure_2.2.17_0061
azure,azure.functionapp.java.supported.version.check,azure.functionapp.java.supported.version.check,functionapp,cis_control,azure-mgmt-functionapp,azure.functionapp.java.supported.version.check,cis_azure_azure_2.3.1_0062
azure,azure.functionapp.python.version.check,azure.functionapp.python.version.check,functionapp,cis_control,azure-mgmt-functionapp,azure.functionapp.python.version.check,cis_azure_azure_2.3.2_0063
azure,azure.functionapp.basic.auth.publishing.disabled,azure.functionapp.basic.auth.publishing.disabled,functionapp,cis_control,azure-mgmt-functionapp,azure.functionapp.basic.auth.publishing.disabled,cis_azure_azure_2.3.3_0064
azure,azure.functionapp.ftps.state.compliance.check,azure.functionapp.ftps.state.compliance.check,functionapp,cis_control,azure-mgmt-functionapp,azure.functionapp.ftps.state.compliance.check,cis_azure_azure_2.3.4_0065
azure,azure.function.app.http.version.2.0.check,azure.function.app.http.version.2.0.check,function,cis_control,azure-mgmt-function,azure.function.app.http.version.2.0.check,cis_azure_azure_2.3.5_0066
azure,azure.functionapp.https.only.check,azure.functionapp.https.only.check,functionapp,cis_control,azure-mgmt-functionapp,azure.functionapp.https.only.check,cis_azure_azure_2.3.6_0067
azure,azure.function.app.minimum.tls.version,azure.function.app.minimum.tls.version,function,cis_control,azure-mgmt-function,azure.function.app.minimum.tls.version,cis_azure_azure_2.3.7_0068
azure,azure.functionapp.tls.encryption.in.transit.check,azure.functionapp.tls.encryption.in.transit.check,functionapp,cis_control,azure-mgmt-functionapp,azure.functionapp.tls.encryption.in.transit.check,cis_azure_azure_2.3.8_0069
azure,azure.function.app.remote.debugging.check,azure.function.app.remote.debugging.check,function,cis_control,azure-mgmt-function,azure.function.app.remote.debugging.check,cis_azure_azure_2.3.9_0070
azure,azure.functionapp.incoming.client.certificates.required,azure.functionapp.incoming.client.certificates.required,functionapp,cis_control,azure-mgmt-functionapp,azure.functionapp.incoming.client.certificates.required,cis_azure_azure_2.3.10_0071
azure,azure.functionapp.authentication.enabled,azure.functionapp.authentication.enabled,functionapp,cis_control,azure-mgmt-functionapp,azure.functionapp.authentication.enabled,cis_azure_azure_2.3.11_0072
azure,azure.function.app.managed.identity.configured,azure.function.app.managed.identity.configured,function,cis_control,azure-mgmt-function,azure.function.app.managed.identity.configured,cis_azure_azure_2.3.12_0073
azure,azure.function.app.vnet.integration.check,azure.function.app.vnet.integration.check,function,cis_control,azure-mgmt-function,azure.function.app.vnet.integration.check,cis_azure_azure_2.3.14_0075
azure,azure.function.app.vnet.integration.routing.enabled,azure.function.app.vnet.integration.routing.enabled,function,cis_control,azure-mgmt-function,azure.function.app.vnet.integration.routing.enabled,cis_azure_azure_2.3.15_0076
azure,azure.functionapp.vnet.routing.enabled.check,azure.functionapp.vnet.routing.enabled.check,functionapp,cis_control,azure-mgmt-functionapp,azure.functionapp.vnet.routing.enabled.check,cis_azure_azure_2.3.16_0077
azure,azure.function.app.cors.no.wildcard.origins,azure.function.app.cors.no.wildcard.origins,function,cis_control,azure-mgmt-function,azure.function.app.cors.no.wildcard.origins,cis_azure_azure_2.3.17_0078
azure,azure.functionapp.deployment.slot.java.version.check,azure.functionapp.deployment.slot.java.version.check,functionapp,cis_control,azure-mgmt-functionapp,azure.functionapp.deployment.slot.java.version.check,cis_azure_azure_2.4.1_0079
azure,azure.function.app.deployment.slot.python.version.check,azure.function.app.deployment.slot.python.version.check,function,cis_control,azure-mgmt-function,azure.function.app.deployment.slot.python.version.check,cis_azure_azure_2.4.2_0080
azure,azure.functionapp.deployment.slots.basic.auth.disabled,azure.functionapp.deployment.slots.basic.auth.disabled,functionapp,cis_control,azure-mgmt-functionapp,azure.functionapp.deployment.slots.basic.auth.disabled,cis_azure_azure_2.4.3_0081
azure,azure.function.app.deployment.slot.http.version.check,azure.function.app.deployment.slot.http.version.check,function,cis_control,azure-mgmt-function,azure.function.app.deployment.slot.http.version.check,cis_azure_azure_2.4.5_0083
azure,azure.app.service.function.slot.https.only.check,azure.app.service.function.slot.https.only.check,app,cis_control,azure-mgmt-app,azure.app.service.function.slot.https.only.check,cis_azure_azure_2.4.6_0084
azure,azure.functionapp.deployment.slot.minimum.tls.version.check,azure.functionapp.deployment.slot.minimum.tls.version.check,functionapp,cis_control,azure-mgmt-functionapp,azure.functionapp.deployment.slot.minimum.tls.version.check,cis_azure_azure_2.4.7_0085
azure,azure.function.app.e2e.tls.enabled,azure.function.app.e2e.tls.enabled,function,cis_control,azure-mgmt-function,azure.function.app.e2e.tls.enabled,cis_azure_azure_2.4.8_0086
azure,azure.function.app.deployment.slot.remote.debugging.disabled,azure.function.app.deployment.slot.remote.debugging.disabled,function,cis_control,azure-mgmt-function,azure.function.app.deployment.slot.remote.debugging.disabled,cis_azure_azure_2.4.9_0087
azure,azure.functionapp.client.cert.required.check,azure.functionapp.client.cert.required.check,functionapp,cis_control,azure-mgmt-functionapp,azure.functionapp.client.cert.required.check,cis_azure_azure_2.4.10_0088
azure,azure.functionapp.deployment.slot.identity.check,azure.functionapp.deployment.slot.identity.check,functionapp,cis_control,azure-mgmt-functionapp,azure.functionapp.deployment.slot.identity.check,cis_azure_azure_2.4.11_0089
azure,azure.function.app.deployment.slot.access.restrictions.disabled,azure.function.app.deployment.slot.access.restrictions.disabled,function,cis_control,azure-mgmt-function,azure.function.app.deployment.slot.access.restrictions.disabled,cis_azure_azure_2.4.12_0090
azure,azure.functionapp.deployment.slot.vnet.integration.check,azure.functionapp.deployment.slot.vnet.integration.check,functionapp,cis_control,azure-mgmt-functionapp,azure.functionapp.deployment.slot.vnet.integration.check,cis_azure_azure_2.4.13_0091
azure,azure.function.app.deployment.slot.vnet.routing.config.check,azure.function.app.deployment.slot.vnet.routing.config.check,function,cis_control,azure-mgmt-function,azure.function.app.deployment.slot.vnet.routing.config.check,cis_azure_azure_2.4.14_0092
azure,azure.function.app.deployment.slot.vnet.route.all.enabled,azure.function.app.deployment.slot.vnet.route.all.enabled,function,cis_control,azure-mgmt-function,azure.function.app.deployment.slot.vnet.route.all.enabled,cis_azure_azure_2.4.15_0093
azure,azure.function.app.deployment.slot.cors.restriction,azure.function.app.deployment.slot.cors.restriction,function,cis_control,azure-mgmt-function,azure.function.app.deployment.slot.cors.restriction,cis_azure_azure_2.4.16_0094
azure,azure.redis.cache.system.assigned.identity.check,azure.redis.cache.system.assigned.identity.check,redis,cis_control,azure-mgmt-redis,azure.redis.cache.system.assigned.identity.check,cis_azure_azure_2.5_0095
azure,azure.cache.redis.public.network.access.disabled,azure.cache.redis.public.network.access.disabled,cache,cis_control,azure-mgmt-cache,azure.cache.redis.public.network.access.disabled,cis_azure_azure_2.6_0096
azure,azure.app.service.environment.minimum.version.check,azure.app.service.environment.minimum.version.check,app,cis_control,azure-mgmt-app,azure.app.service.environment.minimum.version.check,cis_azure_azure_2.7_0097
azure,azure.appservice.ase.internal.encryption.check,azure.appservice.ase.internal.encryption.check,appservice,cis_control,azure-mgmt-appservice,azure.appservice.ase.internal.encryption.check,cis_azure_azure_2.8_0098
azure,azure.app.service.environment.minimum.tls.version,azure.app.service.environment.minimum.tls.version,app,cis_control,azure-mgmt-app,azure.app.service.environment.minimum.tls.version;azure.app.minimum.tls.version.12,cis_azure_azure_2.9_0099;iso27001_2022_multi_cloud_A.8.12_0067;iso27001_2022_multi_cloud_A.8.24_0080;iso27001_2022_multi_cloud_A.8.5_0092;soc2_multi_cloud_cc_6_6_0012;soc2_multi_cloud_cc_6_7_0013
azure,azure.appservice.ase.tls.cipher.suite.order.configured,azure.appservice.ase.tls.cipher.suite.order.configured,appservice,cis_control,azure-mgmt-appservice,azure.appservice.ase.tls.cipher.suite.order.configured,cis_azure_azure_2.10_0100
azure,azure.cosmosdb.network.restriction.enabled,azure.cosmosdb.network.restriction.enabled,cosmosdb,cis_control,azure-mgmt-cosmosdb,azure.cosmosdb.network.restriction.enabled,cis_azure_azure_3.1_0101
