csp,catalog_rule_id,service,category,compliance_ids,compliance_frameworks,gap_reason,suggested_rule_type,priority,notes
ibm,ibm.iam.account.identity_access_tenant_break_glass_accounts_mfa_enforced,iam,,canada_pbmm_moderate_multi_cloud_CCCS_AC-2_0002; canada_pbmm_moderate_multi_cloud_CCCS_AC-5_0005; canada_pbmm_moderate_multi_cloud_CCCS_AC-6_0006; canada_pbmm_moderate_multi_cloud_CCCS_CM-6_0046; canada_pbmm_moderate_multi_cloud_CCCS_CM-9_0049; canada_pbmm_moderate_multi_cloud_CCCS_IA-2_0062; canada_pbmm_moderate_multi_cloud_CCCS_IA-4_0064; canada_pbmm_moderate_multi_cloud_CCCS_IA-5_0065; canada_pbmm_moderate_multi_cloud_CCCS_MA-4_0080; cis_ibm_ibm_1.16_0012; cis_ibm_ibm_1.17_0013; cis_ibm_ibm_1.19_0014; cis_ibm_ibm_1.2_0001; cis_ibm_ibm_1.3_0002; cis_ibm_ibm_1.8_0006; cis_ibm_ibm_1.9_0007; cisa_ce_v1_multi_cloud_Booting_Up-2_0010; cisa_ce_v1_multi_cloud_Your_Surroundings-1_0013; cisa_ce_v1_multi_cloud_Your_Surroundings-2_0014; cisa_ce_v1_multi_cloud_Your_Surroundings-3_0015; cisa_ce_v1_multi_cloud_Your_Surroundings-4_0016; cisa_ce_v1_multi_cloud_Your_Systems-2_0007; fedramp_moderate_multi_cloud_AC-2_0002; fedramp_moderate_multi_cloud_AC-2_11_0010; fedramp_moderate_multi_cloud_AC-2_12_0011; fedramp_moderate_multi_cloud_AC-2_13_0012; fedramp_moderate_multi_cloud_AC-2_1_0003; fedramp_moderate_multi_cloud_AC-2_2_0004; fedramp_moderate_multi_cloud_AC-2_3_0005; fedramp_moderate_multi_cloud_AC-2_4_0006; fedramp_moderate_multi_cloud_AC-2_5_0007; fedramp_moderate_multi_cloud_AC-2_7_0008; fedramp_moderate_multi_cloud_AC-2_9_0009; fedramp_moderate_multi_cloud_AC-5_0017; fedramp_moderate_multi_cloud_AC-6_0018; fedramp_moderate_multi_cloud_CM-12_0131; fedramp_moderate_multi_cloud_CM-12_1_0132; fedramp_moderate_multi_cloud_CM-6_0116; fedramp_moderate_multi_cloud_CM-6_1_0117; fedramp_moderate_multi_cloud_CM-6_2_0118; fedramp_moderate_multi_cloud_CM-9_0128; fedramp_moderate_multi_cloud_IA-2_0170; fedramp_moderate_multi_cloud_IA-4_0178; fedramp_moderate_multi_cloud_IA-4_4_0179; fedramp_moderate_multi_cloud_IA-5_0180; fedramp_moderate_multi_cloud_IA-5_13_0186; fedramp_moderate_multi_cloud_IA-5_1_0181; fedramp_moderate_multi_cloud_IA-5_2_0182; fedramp_moderate_multi_cloud_IA-5_6_0183; fedramp_moderate_multi_cloud_IA-5_7_0184; fedramp_moderate_multi_cloud_IA-5_8_0185; fedramp_moderate_multi_cloud_MA-4_0230; fedramp_moderate_multi_cloud_MA-4_3_0231; gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001; hipaa_multi_cloud_164_308_a_1_ii_b_0002; hipaa_multi_cloud_164_308_a_3_i_0004; hipaa_multi_cloud_164_308_a_3_ii_a_0005; hipaa_multi_cloud_164_308_a_3_ii_b_0006; hipaa_multi_cloud_164_308_a_3_ii_c_0007; hipaa_multi_cloud_164_308_a_4_i_0008; hipaa_multi_cloud_164_308_a_4_ii_b_0010; hipaa_multi_cloud_164_308_a_4_ii_c_0011; hipaa_multi_cloud_164_308_a_5_ii_d_0014; hipaa_multi_cloud_164_312_a_1_0022; hipaa_multi_cloud_164_312_a_2_i_0023; hipaa_multi_cloud_164_312_d_0029; iso27001_2022_multi_cloud_A.5.15_0011; iso27001_2022_multi_cloud_A.5.16_0012; iso27001_2022_multi_cloud_A.5.17_0013; iso27001_2022_multi_cloud_A.5.18_0014; iso27001_2022_multi_cloud_A.5.19_0015; iso27001_2022_multi_cloud_A.5.1_0005; iso27001_2022_multi_cloud_A.5.21_0018; iso27001_2022_multi_cloud_A.5.22_0019; iso27001_2022_multi_cloud_A.5.25_0022; iso27001_2022_multi_cloud_A.5.28_0025; iso27001_2022_multi_cloud_A.5.29_0026; iso27001_2022_multi_cloud_A.5.3_0027; iso27001_2022_multi_cloud_A.5.5_0037; iso27001_2022_multi_cloud_A.5.6_0038; iso27001_2022_multi_cloud_A.8.16_0071; iso27001_2022_multi_cloud_A.8.2_0075; iso27001_2022_multi_cloud_A.8.3_0085; iso27001_2022_multi_cloud_A.8.5_0092; iso27001_2022_multi_cloud_A.8.7_0094; iso27001_2022_multi_cloud_A.8.9_0096; iso27001_2022_multi_cloud_A.9.2_0097; iso27001_2022_multi_cloud_A.9.3_0098; iso27001_2022_multi_cloud_A.9.4_0099; nist_800_171_r2_multi_cloud_3_13_3_3.13.3_Separate_user_functionality_from_sy_0009; nist_800_171_r2_multi_cloud_3_1_14_3.1.14_Route_remote_access_via_managed_acc_0023; nist_800_171_r2_multi_cloud_3_1_1_3.1.1_Limit_system_access_to_authorized_use_0020; nist_800_171_r2_multi_cloud_3_1_2_3.1.2_Limit_system_access_to_the_types_of_t_0024; nist_800_171_r2_multi_cloud_3_1_4_3.1.4_Separate_the_duties_of_individuals_to_0027; nist_800_171_r2_multi_cloud_3_1_5_3.1.5_Employ_the_principle_of_least_privile_0028; nist_800_171_r2_multi_cloud_3_1_6_3.1.6_Use_non-privileged_accounts_or_roles_0029; nist_800_171_r2_multi_cloud_3_1_7_3.1.7_Prevent_non-privileged_users_from_exe_0030; nist_800_171_r2_multi_cloud_3_4_6_3.4.6_Employ_the_principle_of_least_functio_0039; nist_800_171_r2_multi_cloud_3_5_2_3.5.2_Authenticate_or_verify_the_identiti_0043; nist_800_171_r2_multi_cloud_3_5_3_3.5.3_Use_multifactor_authentication_for_lo_0044; nist_800_171_r2_multi_cloud_3_5_5_3.5.5_Prevent_reuse_of_identifiers_for_a_de_0045; nist_800_171_r2_multi_cloud_3_5_6_3.5.6_Disable_identifiers_after_a_defined_p_0046; nist_800_171_r2_multi_cloud_3_5_7_3.5.7_Enforce_a_minimum_password_complexity_0047; nist_800_171_r2_multi_cloud_3_5_8_3.5.8_Prohibit_password_reuse_for_a_specifi_0048; nist_800_53_rev5_multi_cloud_AC-2-g_0023; nist_800_53_rev5_multi_cloud_AC-2-j_0026; nist_800_53_rev5_multi_cloud_AC-24_2_0188; nist_800_53_rev5_multi_cloud_AC-2_1_0004; nist_800_53_rev5_multi_cloud_AC-2_3_0010; nist_800_53_rev5_multi_cloud_AC-2_6_0013; nist_800_53_rev5_multi_cloud_AC-3_11_0032; nist_800_53_rev5_multi_cloud_AC-3_12_0033; nist_800_53_rev5_multi_cloud_AC-3_13_0034; nist_800_53_rev5_multi_cloud_AC-3_14_0035; nist_800_53_rev5_multi_cloud_AC-3_15_0036; nist_800_53_rev5_multi_cloud_AC-3_15_0037; nist_800_53_rev5_multi_cloud_AC-3_2_0038; nist_800_53_rev5_multi_cloud_AC-3_2_0039; nist_800_53_rev5_multi_cloud_AC-3_3_0040; nist_800_53_rev5_multi_cloud_AC-3_3_0041; nist_800_53_rev5_multi_cloud_AC-3_3_0042; nist_800_53_rev5_multi_cloud_AC-3_3_0043; nist_800_53_rev5_multi_cloud_AC-3_3_0044; nist_800_53_rev5_multi_cloud_AC-3_3_0045; nist_800_53_rev5_multi_cloud_AC-3_4_0046; nist_800_53_rev5_multi_cloud_AC-3_4_0047; nist_800_53_rev5_multi_cloud_AC-3_4_0048; nist_800_53_rev5_multi_cloud_AC-3_4_0049; nist_800_53_rev5_multi_cloud_AC-3_4_0050; nist_800_53_rev5_multi_cloud_AC-3_5_0051; nist_800_53_rev5_multi_cloud_AC-3_5_0052; nist_800_53_rev5_multi_cloud_AC-3_6_0053; nist_800_53_rev5_multi_cloud_AC-3_7_0054; nist_800_53_rev5_multi_cloud_AC-3_8_0055; nist_800_53_rev5_multi_cloud_AC-3_9_0056; nist_800_53_rev5_multi_cloud_AC-4_28_0077; nist_800_53_rev5_multi_cloud_AC-5-b_0090; nist_800_53_rev5_multi_cloud_AC-6_10_0092; nist_800_53_rev5_multi_cloud_AC-6_1_0091; nist_800_53_rev5_multi_cloud_AC-6_2_0093; nist_800_53_rev5_multi_cloud_AC-6_3_0094; nist_800_53_rev5_multi_cloud_AC-6_4_0095; nist_800_53_rev5_multi_cloud_AC-6_5_0096; nist_800_53_rev5_multi_cloud_AC-6_6_0097; nist_800_53_rev5_multi_cloud_AC-6_7_0098; nist_800_53_rev5_multi_cloud_AC-6_8_0099; nist_800_53_rev5_multi_cloud_AC-7_4_0104; nist_800_53_rev5_multi_cloud_CM-12-b_0445; nist_800_53_rev5_multi_cloud_CM-6-a_0397; nist_800_53_rev5_multi_cloud_CM-9-b_0428; nist_800_53_rev5_multi_cloud_IA-4-b_0543; nist_800_53_rev5_multi_cloud_IA-4-d_0545; nist_800_53_rev5_multi_cloud_IA-4_4_0535; nist_800_53_rev5_multi_cloud_IA-4_4_0536; nist_800_53_rev5_multi_cloud_IA-4_8_0540; nist_800_53_rev5_multi_cloud_IA-5-a_0572; nist_800_53_rev5_multi_cloud_IA-5-b_0573; nist_800_53_rev5_multi_cloud_IA-5-c_0574; nist_800_53_rev5_multi_cloud_IA-5-d_0575; nist_800_53_rev5_multi_cloud_IA-5-e_0576; nist_800_53_rev5_multi_cloud_IA-5-f_0577; nist_800_53_rev5_multi_cloud_IA-5-g_0578; nist_800_53_rev5_multi_cloud_IA-5-h_0579; nist_800_53_rev5_multi_cloud_IA-5-i_0580; nist_800_53_rev5_multi_cloud_IA-5_10_0551; nist_800_53_rev5_multi_cloud_IA-5_11_0552; nist_800_53_rev5_multi_cloud_IA-5_12_0553; nist_800_53_rev5_multi_cloud_IA-5_13_0554; nist_800_53_rev5_multi_cloud_IA-5_14_0555; nist_800_53_rev5_multi_cloud_IA-5_15_0556; nist_800_53_rev5_multi_cloud_IA-5_16_0557; nist_800_53_rev5_multi_cloud_IA-5_17_0558; nist_800_53_rev5_multi_cloud_IA-5_18_0559; nist_800_53_rev5_multi_cloud_IA-5_1_0546; nist_800_53_rev5_multi_cloud_IA-5_1_0547; nist_800_53_rev5_multi_cloud_IA-5_1_0548; nist_800_53_rev5_multi_cloud_IA-5_1_0549; nist_800_53_rev5_multi_cloud_IA-5_1_0550; nist_800_53_rev5_multi_cloud_IA-5_2_0560; nist_800_53_rev5_multi_cloud_IA-5_2_0561; nist_800_53_rev5_multi_cloud_IA-5_2_0562; nist_800_53_rev5_multi_cloud_IA-5_2_0563; nist_800_53_rev5_multi_cloud_IA-5_3_0564; nist_800_53_rev5_multi_cloud_IA-5_4_0565; nist_800_53_rev5_multi_cloud_IA-5_4_0566; nist_800_53_rev5_multi_cloud_IA-5_5_0567; nist_800_53_rev5_multi_cloud_IA-5_6_0568; nist_800_53_rev5_multi_cloud_IA-5_7_0569; nist_800_53_rev5_multi_cloud_IA-5_8_0570; nist_800_53_rev5_multi_cloud_IA-5_9_0571; nist_800_53_rev5_multi_cloud_MA-4-c_0684; nist_800_53_rev5_multi_cloud_MP-2_1_0704; nist_800_53_rev5_multi_cloud_MP-2_1_0705; nist_800_53_rev5_multi_cloud_MP-2_2_0706; nist_800_53_rev5_multi_cloud_MP-2_2_0707; nist_800_53_rev5_multi_cloud_SC-23_3_1272; nist_800_53_rev5_multi_cloud_SC-23_3_1273; nist_800_53_rev5_multi_cloud_SC-25_1277; pci_dss_v4_multi_cloud_8.2.4_0102; pci_dss_v4_multi_cloud_8.2.5_0103; pci_dss_v4_multi_cloud_8.3.11_0112; pci_dss_v4_multi_cloud_8.3.3_0107; pci_dss_v4_multi_cloud_8.3.4_0108; pci_dss_v4_multi_cloud_8.3.7_0109; pci_dss_v4_multi_cloud_8.3.8_0110; pci_dss_v4_multi_cloud_8.3.9_0111; pci_dss_v4_multi_cloud_8.6.1_0117; pci_dss_v4_multi_cloud_8.6.3_0118; rbi_bank_multi_cloud_3.2_0015; rbi_bank_multi_cloud_9.1_0026; rbi_bank_multi_cloud_9.3_0027; rbi_nbfc_multi_cloud_2.5_0009; rbi_nbfc_multi_cloud_7.2_0034; soc2_multi_cloud_cc_1_3_0001; soc2_multi_cloud_cc_3_3_0005; soc2_multi_cloud_cc_3_4_0006; soc2_multi_cloud_cc_4_2_0007; soc2_multi_cloud_cc_6_3_0011; soc2_multi_cloud_cc_6_8_0014; soc2_multi_cloud_cc_7_1_0015; soc2_multi_cloud_cc_7_2_0016; soc2_multi_cloud_cc_7_3_0017; soc2_multi_cloud_cc_8_1_0020; soc2_multi_cloud_cc_a_1_1_0021,canada_pbmm_moderate;cis_ibm_ibm;cisa_ce_v1;fedramp_moderate_multi;gdpr_multi_cloud;hipaa_multi_cloud;iso27001_2022_multi;nist_800_171;nist_800_53;pci_dss_v4;rbi_bank_multi;rbi_nbfc_multi;soc2_multi_cloud,No config or CIEM rule found for ibm iam service,config,medium,
ibm,ibm.iam.account.mfa_status_check,iam,security,cis_ibm_ibm_1.9_0007,cis_ibm_ibm,No config or CIEM rule found for ibm iam service,config,medium,
ibm,ibm.iam.api_keys_rotation_90_days_check,iam,security,cis_ibm_ibm_1.3_0002,cis_ibm_ibm,No config or CIEM rule found for ibm iam service,config,medium,
ibm,ibm.iam.identity_federation_status,iam,security,cis_ibm_ibm_1.19_0014,cis_ibm_ibm,No config or CIEM rule found for ibm iam service,config,medium,
ibm,ibm.iam.key.unused_detection,iam,security,cis_ibm_ibm_1.2_0001,cis_ibm_ibm,No config or CIEM rule found for ibm iam service,config,medium,
ibm,ibm.iam.no_guest_accounts_with_permissions,iam,security,rbi_bank_multi_cloud_9.3_0027,rbi_bank_multi,No config or CIEM rule found for ibm iam service,config,medium,
ibm,ibm.iam.organization_essential_contacts_configured,iam,security,iso27001_2022_multi_cloud_A.5.5_0037;iso27001_2022_multi_cloud_A.5.6_0038;soc2_multi_cloud_cc_1_3_0001,iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for ibm iam service,config,medium,
ibm,"ibm.iam.password.policy.reuse.24,.ibm.devops.project.no.secrets.in.variables,.ibm.devops.project.source.repo.url.no.sensitive.credentials,.ibm.cos.bucket.enforces.ssl,.ibm.load.balancer.ssl.listeners,.ibm.databases.service.domains.node.to.node.encryption.enabled,.ibm.load.balancer.ssl.listeners,.ibm.vpc.ebs.default.encryption,.ibm.databases.instance.storage.encrypted,.ibm.watson.studio.notebook.instance.encryption.enabled,.ibm.cos.bucket.default.encryption,.ibm.file.storage.encryption.at.rest.enabled,.ibm.databases.service.domains.encryption.at.rest.enabled,.ibm.vpc.ebs.volume.encryption,.ibm.cos.bucket.kms.encryption,.ibm.iks.cluster.kms.cmk.encryption.in.secrets.enabled,.ibm.databases.snapshots.encrypted,.ibm.cloudant.accelerator.cluster.encryption.enabled,.ibm.cloudant.table.encryption.enabled,.ibm.activity.tracker.kms.encryption.enabled,.ibm.monitoring.log.group.kms.encryption.enabled,.ibm.event.streams.topics.kms.encryption.at.rest.enabled,.ibm.cloudant.tables.kms.cmk.encryption.enabled,.ibm.db2.warehouse.cluster.audit.logging",iam,security,pci_dss_v4_multi_cloud_8.2.6_0104;pci_dss_v4_multi_cloud_8.2.7_0105;pci_dss_v4_multi_cloud_8.2.8_0106,pci_dss_v4,No config or CIEM rule found for ibm iam service,config,medium,
ibm,ibm.iam.user.group_membership,iam,security,rbi_bank_multi_cloud_9.3_0027,rbi_bank_multi,No config or CIEM rule found for ibm iam service,config,medium,
ibm,ibm.iam.user.inactive_accounts_check,iam,security,cis_ibm_ibm_1.17_0013,cis_ibm_ibm,No config or CIEM rule found for ibm iam service,config,medium,
ibm,ibm.k8s.service.account_token_audit,k8s,,cis_ibm_ibm_5.1.6_0163,cis_ibm_ibm,No config or CIEM rule found for ibm k8s service,config,medium,
ibm,ibm.key.instance.high_availability_check,key,,cis_ibm_ibm_8.1.2_0057,cis_ibm_ibm,No config or CIEM rule found for ibm key service,config,medium,
ibm,ibm.key.key.expiration_set,key,,"canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135;canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135,fedramp_moderate_multi_cloud_SC-12_0346;fedramp_moderate_multi_cloud_SC-12_0346",canada_pbmm_moderate;fedramp_moderate_multi,No config or CIEM rule found for ibm key service,config,medium,
ibm,ibm.key.key.lifecycle_policy,key,,"canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135;canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135,fedramp_moderate_multi_cloud_SC-12_0346;fedramp_moderate_multi_cloud_SC-12_0346",canada_pbmm_moderate;fedramp_moderate_multi,No config or CIEM rule found for ibm key service,config,medium,
ibm,ibm.key.key.not_scheduled_for_deletion,key,,"cisa_ce_v1_multi_cloud_Your_Data-2_0018;cisa_ce_v1_multi_cloud_Your_Data-2_0018,rbi_bank_multi_cloud_11.1_0004,rbi_bank_multi_cloud_7.1_0023;rbi_bank_multi_cloud_11.1_0004;rbi_bank_multi_cloud_7.1_0023",cisa_ce_v1;rbi_bank_multi,No config or CIEM rule found for ibm key service,config,medium,
ibm,ibm.key.protect_certificate.data_warehouse_hsm_client_cert_not_expired,key,,cis_ibm_ibm_10.1_0059; nist_800_53_rev5_multi_cloud_SC-7_12_1197; nist_800_53_rev5_multi_cloud_SC-7_16_1201; pci_dss_v4_multi_cloud_3.6.1.1_0045; rbi_bank_multi_cloud_7.1_0023,cis_ibm_ibm;nist_800_53;pci_dss_v4;rbi_bank_multi,No config or CIEM rule found for ibm key service,config,medium,
ibm,ibm.key.protect_cmk_are_used,key,,"iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080,iso27001_2022_multi_cloud_A.8.5_0092;iso27001_2022_multi_cloud_A.8.24_0080;iso27001_2022_multi_cloud_A.8.5_0092",iso27001_2022_multi,No config or CIEM rule found for ibm key service,config,medium,
ibm,ibm.key.protect_cmk_not_deleted_unintentionally,key,,"iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080;iso27001_2022_multi_cloud_A.8.24_0080",iso27001_2022_multi,No config or CIEM rule found for ibm key service,config,medium,
ibm,ibm.key.protect_cmk_not_multi_region,key,,"iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080;iso27001_2022_multi_cloud_A.8.24_0080",iso27001_2022_multi,No config or CIEM rule found for ibm key service,config,medium,
ibm,ibm.key.protect_cmk_rotation_enabled,key,,"gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002;hipaa_multi_cloud_164_312_a_2_iv_0025;iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080,iso27001_2022_multi_cloud_A.8.5_0092,nist_800_53_rev5_multi_cloud_SA-9_6_1118,nist_800_53_rev5_multi_cloud_SC-12_1_1236,nist_800_53_rev5_multi_cloud_SC-12_2_1237,nist_800_53_rev5_multi_cloud_SC-12_3_1238,nist_800_53_rev5_multi_cloud_SC-12_3_1239,nist_800_53_rev5_multi_cloud_SC-12_3_1240,nist_800_53_rev5_multi_cloud_SC-12_4_1241,nist_800_53_rev5_multi_cloud_SC-12_5_1242,nist_800_53_rev5_multi_cloud_SC-12_6_1243;iso27001_2022_multi_cloud_A.8.24_0080;iso27001_2022_multi_cloud_A.8.5_0092;nist_800_53_rev5_multi_cloud_SA-9_6_1118;nist_800_53_rev5_multi_cloud_SC-12_1_1236;nist_800_53_rev5_multi_cloud_SC-12_2_1237;nist_800_53_rev5_multi_cloud_SC-12_3_1238;nist_800_53_rev5_multi_cloud_SC-12_3_1239;nist_800_53_rev5_multi_cloud_SC-12_3_1240;nist_800_53_rev5_multi_cloud_SC-12_4_1241;nist_800_53_rev5_multi_cloud_SC-12_5_1242;nist_800_53_rev5_multi_cloud_SC-12_6_1243",gdpr_multi_cloud;hipaa_multi_cloud;iso27001_2022_multi;nist_800_53,No config or CIEM rule found for ibm key service,config,medium,
ibm,ibm.kinesis.stream_data_retention_period,kinesis,,soc2_multi_cloud_cc_c_1_2_0023,soc2_multi_cloud,No config or CIEM rule found for ibm kinesis service,config,medium,
ibm,ibm.kms.key.protect_rotation_policy_interval_check,kms,,cis_ibm_ibm_8.1.1_0056,cis_ibm_ibm,No config or CIEM rule found for ibm kms service,config,medium,
ibm,ibm.kubernetes.cluster.scc_privileged_containers_restriction,kubernetes,security,cis_ibm_ibm_5.2.1_0164,cis_ibm_ibm,No config or CIEM rule found for ibm kubernetes service,config,medium,
