rule_id,service,resource,scope,template_id
aws.s3.lifecycle_configuration.enforced_on_sensitive_datasets,s3,lifecycle_configuration,data.retention,data_governance.security.retention.enforced_on_sensitive_datasets
aws.s3.intelligent_tiering.enforced_on_sensitive_datasets,s3,intelligent_tiering,data.retention,data_governance.security.retention.enforced_on_sensitive_datasets
aws.glacier.vault.enforced_on_sensitive_datasets,glacier,vault,data.retention,data_governance.security.retention.enforced_on_sensitive_datasets
aws.s3.lifecycle_configuration.protected_from_public_override,s3,lifecycle_configuration,data.retention,data_governance.security.retention.protected_from_public_override
aws.s3.intelligent_tiering.protected_from_public_override,s3,intelligent_tiering,data.retention,data_governance.security.retention.protected_from_public_override
aws.glacier.vault.protected_from_public_override,glacier,vault,data.retention,data_governance.security.retention.protected_from_public_override
aws.s3.lifecycle_configuration.policies_defined,s3,lifecycle_configuration,data.retention,data_governance.security.retention.policies_defined
aws.s3.intelligent_tiering.policies_defined,s3,intelligent_tiering,data.retention,data_governance.security.retention.policies_defined
aws.glacier.vault.policies_defined,glacier,vault,data.retention,data_governance.security.retention.policies_defined
aws.glue.data_lineage.access_rbac_least_privilege,glue,data_lineage,data.lineage,data_governance.security.lineage.access_rbac_least_privilege
aws.glue.data_lineage.export_destination_encrypted,glue,data_lineage,data.lineage,data_governance.security.lineage.export_destination_encrypted
aws.glue.data_lineage.capture_enabled,glue,data_lineage,data.lineage,data_governance.security.lineage.capture_enabled
aws.s3.lifecycle_configuration.immutable_retention_locked_where_required,s3,lifecycle_configuration,data.lifecycle,data_governance.security.lifecycle.immutable_retention_locked_where_required
aws.glacier.vault.immutable_retention_locked_where_required,glacier,vault,data.lifecycle,data_governance.security.lifecycle.immutable_retention_locked_where_required
aws.s3.lifecycle_configuration.expiration_rules_defined,s3,lifecycle_configuration,data.lifecycle,data_governance.security.lifecycle.expiration_rules_defined
aws.glacier.vault.expiration_rules_defined,glacier,vault,data.lifecycle,data_governance.security.lifecycle.expiration_rules_defined
aws.s3.lifecycle_configuration.versioning_enabled_where_supported,s3,lifecycle_configuration,data.lifecycle,data_governance.security.lifecycle.versioning_enabled_where_supported
aws.glacier.vault.versioning_enabled_where_supported,glacier,vault,data.lifecycle,data_governance.security.lifecycle.versioning_enabled_where_supported
aws.glue.database.cross_account_sharing_review_required,glue,database,data.catalog,data_governance.security.catalog.cross_account_sharing_review_required
aws.glue.catalog.cross_account_sharing_review_required,glue,catalog,data.catalog,data_governance.security.catalog.cross_account_sharing_review_required
aws.glue.database.change_audit_logging_enabled,glue,database,data.catalog,data_governance.security.catalog.change_audit_logging_enabled
aws.glue.catalog.change_audit_logging_enabled,glue,catalog,data.catalog,data_governance.security.catalog.change_audit_logging_enabled
aws.glue.database.update_rbac_least_privilege,glue,database,data.catalog,data_governance.security.catalog.update_rbac_least_privilege
aws.glue.catalog.update_rbac_least_privilege,glue,catalog,data.catalog,data_governance.security.catalog.update_rbac_least_privilege
aws.macie.custom_data_identifier.policy_blocks_public_for_sensitive,macie,custom_data_identifier,data.classification,data_governance.security.classification.policy_blocks_public_for_sensitive
aws.macie.classification_job.policy_blocks_public_for_sensitive,macie,classification_job,data.classification,data_governance.security.classification.policy_blocks_public_for_sensitive
aws.macie.custom_data_identifier.required_sensitivity_tags_present,macie,custom_data_identifier,data.classification,data_governance.security.classification.required_sensitivity_tags_present
aws.macie.classification_job.required_sensitivity_tags_present,macie,classification_job,data.classification,data_governance.security.classification.required_sensitivity_tags_present
aws.macie.custom_data_identifier.auto_classification_enabled_where_supported,macie,custom_data_identifier,data.classification,data_governance.security.classification.auto_classification_enabled_where_supported
aws.macie.classification_job.auto_classification_enabled_where_supported,macie,classification_job,data.classification,data_governance.security.classification.auto_classification_enabled_where_supported
aws.glue.classifier.rbac_least_privilege,glue,classifier,catalog.classifier,data_catalog.security.classifier.rbac_least_privilege
aws.glue.classifier.definition_version_pinned,glue,classifier,catalog.classifier,data_catalog.security.classifier.definition_version_pinned
aws.glue.classifier.source_trusted,glue,classifier,catalog.classifier,data_catalog.security.classifier.source_trusted
aws.glue.partition.access_policies_least_privilege,glue,partition,catalog.partition,data_catalog.security.partition.access_policies_least_privilege
aws.glue.partition.catalog_encrypted,glue,partition,catalog.partition,data_catalog.security.partition.catalog_encrypted
aws.glue.dev_endpoint.role_least_privilege,glue,dev_endpoint,catalog.dev_endpoint,data_catalog.security.dev_endpoint.role_least_privilege
aws.glue.dev_endpoint.encrypted,glue,dev_endpoint,catalog.dev_endpoint,data_catalog.security.dev_endpoint.encrypted
aws.glue.dev_endpoint.no_public_access,glue,dev_endpoint,catalog.dev_endpoint,data_catalog.security.dev_endpoint.no_public_access
aws.glue.ml_transform.logs_enabled,glue,ml_transform,catalog.ml_transform,data_catalog.security.ml_transform.logs_enabled
aws.glue.ml_transform.network_private_only,glue,ml_transform,catalog.ml_transform,data_catalog.security.ml_transform.network_private_only
aws.glue.ml_transform.role_least_privilege,glue,ml_transform,catalog.ml_transform,data_catalog.security.ml_transform.role_least_privilege
aws.glue.data_quality_ruleset.logs_enabled,glue,data_quality_ruleset,catalog.data_quality,data_catalog.security.data_quality.logs_enabled
aws.glue.data_quality_ruleset.output_location_private_and_encrypted,glue,data_quality_ruleset,catalog.data_quality,data_catalog.security.data_quality.output_location_private_and_encrypted
aws.glue.data_quality_ruleset.role_least_privilege,glue,data_quality_ruleset,catalog.data_quality,data_catalog.security.data_quality.role_least_privilege
aws.glue.data_quality_ruleset.version_pinned,glue,data_quality_ruleset,catalog.ruleset,data_catalog.security.ruleset.version_pinned
aws.glue.data_quality_ruleset.rbac_least_privilege,glue,data_quality_ruleset,catalog.ruleset,data_catalog.security.ruleset.rbac_least_privilege
aws.glue.data_quality_ruleset.encrypted_at_rest,glue,data_quality_ruleset,catalog.ruleset,data_catalog.security.ruleset.encrypted_at_rest
aws.glue.schema.immutability_enforced,glue,schema,catalog.schema,data_catalog.security.schema_version.immutability_enforced
aws.glue.schema.rbac_least_privilege,glue,schema,catalog.schema,data_catalog.security.schema.rbac_least_privilege
aws.glue.schema.encrypted,glue,schema,catalog.schema,data_catalog.security.schema.encrypted
aws.glue.registry.cross_account_sharing_restricted,glue,registry,catalog.registry,data_catalog.security.registry.cross_account_sharing_restricted
aws.glue.registry.rbac_least_privilege,glue,registry,catalog.registry,data_catalog.security.registry.rbac_least_privilege
aws.glue.registry.metadata_encryption_enabled,glue,registry,catalog.registry,data_catalog.security.registry.metadata_encryption_enabled
aws.glue.table.public_sharing_disabled,glue,table,catalog.table,data_catalog.security.table.public_sharing_disabled
aws.glue.table.access_policies_least_privilege,glue,table,catalog.table,data_catalog.security.table.access_policies_least_privilege
aws.glue.table.encrypted,glue,table,catalog.table,data_catalog.security.table.encrypted
aws.glue.database.cross_account_sharing_restricted,glue,database,catalog.database,data_catalog.security.database.cross_account_sharing_restricted
aws.glue.database.policy_least_privilege,glue,database,catalog.database,data_catalog.security.database.policy_least_privilege
aws.glue.database.encrypted,glue,database,catalog.database,data_catalog.security.database.encrypted
aws.glue.trigger.logs_enabled,glue,trigger,catalog.trigger,data_catalog.security.trigger.logs_enabled
aws.glue.trigger.event_sources_restricted,glue,trigger,catalog.trigger,data_catalog.security.trigger.event_sources_restricted
aws.glue.trigger.targets_least_privilege,glue,trigger,catalog.trigger,data_catalog.security.trigger.targets_least_privilege
aws.glue.workflow.cross_account_trusts_restricted,glue,workflow,catalog.workflow,data_catalog.security.workflow.cross_account_trusts_restricted
aws.glue.workflow.execution_role_least_privilege,glue,workflow,catalog.workflow,data_catalog.security.workflow.execution_role_least_privilege
aws.glue.workflow.kms_encryption_enabled,glue,workflow,catalog.workflow,data_catalog.security.workflow.kms_encryption_enabled
aws.glue.job.logs_and_metrics_enabled,glue,job,catalog.job,data_catalog.security.job.logs_and_metrics_enabled
aws.glue.job.network_private_only,glue,job,catalog.job,data_catalog.security.job.network_private_only
aws.glue.job.script_location_private_and_encrypted,glue,job,catalog.job,data_catalog.security.job.script_location_private_and_encrypted
aws.glue.job.role_least_privilege,glue,job,catalog.job,data_catalog.security.job.role_least_privilege
aws.glue.crawler.network_private_only,glue,crawler,catalog.crawler,data_catalog.security.crawler.network_private_only
aws.glue.crawler.logs_enabled,glue,crawler,catalog.crawler,data_catalog.security.crawler.logs_enabled
aws.glue.crawler.scope_restricted_to_allowlist,glue,crawler,catalog.crawler,data_catalog.security.crawler.scope_restricted_to_allowlist
aws.glue.crawler.role_least_privilege,glue,crawler,catalog.crawler,data_catalog.security.crawler.role_least_privilege
aws.glue.connection.role_least_privilege,glue,connection,catalog.connection,data_catalog.security.connection.role_least_privilege
aws.glue.connection.private_networking_enforced,glue,connection,catalog.connection,data_catalog.security.connection.private_networking_enforced
aws.glue.connection.tls_required,glue,connection,catalog.connection,data_catalog.security.connection.tls_required
aws.glue.connection.credentials_in_secrets_manager,glue,connection,catalog.connection,data_catalog.security.connection.credentials_in_secrets_manager
aws.glue.catalog.cross_account_sharing_restricted,glue,catalog,catalog.catalog,data_catalog.security.catalog.cross_account_sharing_restricted
aws.glue.catalog.audit_logging_enabled,glue,catalog,catalog.catalog,data_catalog.security.catalog.audit_logging_enabled
aws.glue.catalog.rbac_least_privilege,glue,catalog,catalog.catalog,data_catalog.security.catalog.rbac_least_privilege
aws.glue.catalog.metadata_encryption_enabled,glue,catalog,catalog.catalog,data_catalog.security.catalog.metadata_encryption_enabled
aws.redshift.event_subscription.cross_account_sharing_restricted,redshift,event_subscription,analytics.event_subscription,data_analytics.security.event_subscription.cross_account_sharing_restricted
aws.redshift.event_subscription.destination_least_privilege,redshift,event_subscription,analytics.event_subscription,data_analytics.security.event_subscription.destination_least_privilege
aws.redshift.event_subscription.destination_encrypted,redshift,event_subscription,analytics.event_subscription,data_analytics.security.event_subscription.destination_encrypted
aws.redshift.parameter_group.logging_enabled_where_supported,redshift,parameter_group,analytics.parameter_group,data_analytics.security.parameter_group.logging_enabled_where_supported
aws.redshift.parameter_group.tls_required,redshift,parameter_group,analytics.parameter_group,data_analytics.security.parameter_group.tls_required
aws.redshift.subnet_group.private_subnets_only,redshift,subnet_group,analytics.subnet_group,data_analytics.security.subnet_group.private_subnets_only
aws.redshift.snapshot.kms_key_policy_least_privilege,redshift,snapshot,analytics.snapshot,data_analytics.security.snapshot.kms_key_policy_least_privilege
aws.redshift.snapshot.not_publicly_shared,redshift,snapshot,analytics.snapshot,data_analytics.security.snapshot.not_publicly_shared
aws.redshift.snapshot.encrypted_at_rest_cmek,redshift,snapshot,analytics.snapshot,data_analytics.security.snapshot.encrypted_at_rest_cmek
aws.quicksight.dashboard.logs_retention_days_minimum,quicksight,dashboard,analytics.monitoring,data_analytics.security.monitoring.logs_retention_days_minimum
aws.cloudwatch.metric.logs_retention_days_minimum,cloudwatch,metric,analytics.monitoring,data_analytics.security.monitoring.logs_retention_days_minimum
aws.athena.work_group.logs_retention_days_minimum,athena,work_group,analytics.monitoring,data_analytics.security.monitoring.logs_retention_days_minimum
aws.quicksight.dashboard.admin_activity_logging_enabled,quicksight,dashboard,analytics.monitoring,data_analytics.security.monitoring.admin_activity_logging_enabled
aws.cloudwatch.metric.admin_activity_logging_enabled,cloudwatch,metric,analytics.monitoring,data_analytics.security.monitoring.admin_activity_logging_enabled
aws.athena.work_group.admin_activity_logging_enabled,athena,work_group,analytics.monitoring,data_analytics.security.monitoring.admin_activity_logging_enabled
aws.quicksight.dashboard.query_access_logging_enabled,quicksight,dashboard,analytics.monitoring,data_analytics.security.monitoring.query_access_logging_enabled
aws.cloudwatch.metric.query_access_logging_enabled,cloudwatch,metric,analytics.monitoring,data_analytics.security.monitoring.query_access_logging_enabled
aws.athena.work_group.query_access_logging_enabled,athena,work_group,analytics.monitoring,data_analytics.security.monitoring.query_access_logging_enabled
aws.quicksight.group.external_group_sharing_restricted,quicksight,group,analytics.group,data_analytics.security.group.external_group_sharing_restricted
aws.quicksight.group.roles_minimal,quicksight,group,analytics.group,data_analytics.security.group.roles_minimal
aws.quicksight.user.external_user_access_reviewed,quicksight,user,analytics.user,data_analytics.security.user.external_user_access_reviewed
aws.quicksight.user.roles_minimal,quicksight,user,analytics.user,data_analytics.security.user.roles_minimal
aws.quicksight.user.sso_required,quicksight,user,analytics.user,data_analytics.security.user.sso_required
aws.quicksight.dashboard.export_controls_enabled,quicksight,dashboard,analytics.dashboard,data_analytics.security.dashboard.export_controls_enabled
aws.quicksight.dashboard.public_embeds_disabled,quicksight,dashboard,analytics.dashboard,data_analytics.security.dashboard.public_embeds_disabled
aws.quicksight.dashboard.sharing_restricted_to_org,quicksight,dashboard,analytics.dashboard,data_analytics.security.dashboard.sharing_restricted_to_org
aws.quicksight.dashboard.sso_required,quicksight,dashboard,analytics.dashboard,data_analytics.security.dashboard.sso_required
aws.glue.database.cross_account_sharing_restricted,glue,database,analytics.catalog,data_analytics.security.catalog.cross_account_sharing_restricted
aws.glue.catalog.cross_account_sharing_restricted,glue,catalog,analytics.catalog,data_analytics.security.catalog.cross_account_sharing_restricted
aws.glue.database.rbac_least_privilege,glue,database,analytics.catalog,data_analytics.security.catalog.rbac_least_privilege
aws.glue.catalog.rbac_least_privilege,glue,catalog,analytics.catalog,data_analytics.security.catalog.rbac_least_privilege
aws.glue.database.metadata_encryption_enabled,glue,database,analytics.catalog,data_analytics.security.catalog.metadata_encryption_enabled
aws.glue.catalog.metadata_encryption_enabled,glue,catalog,analytics.catalog,data_analytics.security.catalog.metadata_encryption_enabled
aws.athena.work_group.allowed_data_sources_allowlist,athena,work_group,analytics.workgroup,data_analytics.security.workgroup.allowed_data_sources_allowlist
aws.athena.work_group.network_access_private,athena,work_group,analytics.workgroup,data_analytics.security.workgroup.network_access_private
aws.athena.work_group.query_result_encryption_enabled,athena,work_group,analytics.workgroup,data_analytics.security.workgroup.query_result_encryption_enabled
aws.quicksight.dataset.row_level_security_enabled,quicksight,dataset,analytics.dataset,data_analytics.security.dataset.row_level_security_enabled
aws.quicksight.dataset.access_policies_least_privilege,quicksight,dataset,analytics.dataset,data_analytics.security.dataset.access_policies_least_privilege
aws.quicksight.dataset.public_sharing_disabled,quicksight,dataset,analytics.dataset,data_analytics.security.dataset.public_sharing_disabled
aws.quicksight.dataset.encrypted_at_rest_cmek,quicksight,dataset,analytics.dataset,data_analytics.security.dataset.encrypted_at_rest_cmek
aws.redshift.cluster.admin_access_least_privilege,redshift,cluster,analytics.cluster,data_analytics.security.cluster.admin_access_least_privilege
aws.redshift.cluster.tls_min_1_2_enforced,redshift,cluster,analytics.cluster,data_analytics.security.cluster.tls_min_1_2_enforced
aws.redshift.cluster.audit_logging_enabled,redshift,cluster,analytics.cluster,data_analytics.security.cluster.audit_logging_enabled
aws.redshift.cluster.private_networking_enforced,redshift,cluster,analytics.cluster,data_analytics.security.cluster.private_networking_enforced
aws.redshift.cluster.encryption_at_rest_cmek,redshift,cluster,analytics.cluster,data_analytics.security.cluster.encryption_at_rest_cmek
aws.savings_plans.savings_plan.billing_admins_mfa_required,savings_plans,savings_plan,cost.savings_plan,cost.security.savings_plan.billing_admins_mfa_required
aws.savings_plans.savings_plan.approval_workflow_required,savings_plans,savings_plan,cost.savings_plan,cost.security.savings_plan.approval_workflow_required
aws.savings_plans.savings_plan.purchase_permissions_restricted,savings_plans,savings_plan,cost.savings_plan,cost.security.savings_plan.purchase_permissions_restricted
aws.rds.reserved_instance.billing_admins_mfa_required,rds,reserved_instance,cost.reservation,cost.security.reservation.billing_admins_mfa_required
aws.ec2.reserved_instance.billing_admins_mfa_required,ec2,reserved_instance,cost.reservation,cost.security.reservation.billing_admins_mfa_required
aws.rds.reserved_instance.approval_workflow_required,rds,reserved_instance,cost.reservation,cost.security.reservation.approval_workflow_required
aws.ec2.reserved_instance.approval_workflow_required,ec2,reserved_instance,cost.reservation,cost.security.reservation.approval_workflow_required
aws.rds.reserved_instance.purchase_permissions_restricted,rds,reserved_instance,cost.reservation,cost.security.reservation.purchase_permissions_restricted
aws.ec2.reserved_instance.purchase_permissions_restricted,ec2,reserved_instance,cost.reservation,cost.security.reservation.purchase_permissions_restricted
aws.cost_explorer.anomaly_detector.alert_destinations_configured,cost_explorer,anomaly_detector,cost.anomaly,cost.security.anomaly.alert_destinations_configured
aws.cost_explorer.anomaly_detector.severity_thresholds_configured,cost_explorer,anomaly_detector,cost.anomaly,cost.security.anomaly.severity_thresholds_configured
aws.cost_explorer.anomaly_detector.detectors_enabled,cost_explorer,anomaly_detector,cost.anomaly,cost.security.anomaly.detectors_enabled
aws.budgets.budget.modify_permissions_restricted,budgets,budget,cost.budget,cost.security.budget.modify_permissions_restricted
aws.budgets.budget.alert_destinations_configured,budgets,budget,cost.budget,cost.security.budget.alert_destinations_configured
aws.budgets.budget.alert_thresholds_configured,budgets,budget,cost.budget,cost.security.budget.alert_thresholds_configured
aws.budgets.budget.budgets_defined_for_accounts_or_projects,budgets,budget,cost.budget,cost.security.budget.budgets_defined_for_accounts_or_projects
aws.cost_explorer.cost_allocation_tag.untagged_resource_alerts_enabled,cost_explorer,cost_allocation_tag,cost.allocation,cost.security.allocation.untagged_resource_alerts_enabled
aws.cost_explorer.cost_allocation_tag.cost_tag_policy_enforced,cost_explorer,cost_allocation_tag,cost.allocation,cost.security.allocation.cost_tag_policy_enforced
aws.cost_explorer.cost_allocation_tag.required_cost_tags_present,cost_explorer,cost_allocation_tag,cost.allocation,cost.security.allocation.required_cost_tags_present
aws.cost_explorer.cost_category.cost_export_destinations_least_privilege,cost_explorer,cost_category,cost.category,cost.security.access.cost_export_destinations_least_privilege
aws.cost_explorer.cost_category.cost_data_exports_private_and_encrypted,cost_explorer,cost_category,cost.category,cost.security.access.cost_data_exports_private_and_encrypted
aws.cost_explorer.cost_category.billing_admins_mfa_required,cost_explorer,cost_category,cost.category,cost.security.access.billing_admins_mfa_required
aws.cost_explorer.cost_category.billing_console_rbac_least_privilege,cost_explorer,cost_category,cost.category,cost.security.access.billing_console_rbac_least_privilege
aws.ecs.container_instance.env_no_plaintext_secrets,ecs,container_instance,k8s.container_instance,containers_kubernetes.security.container_instance.env_no_plaintext_secrets
aws.ecs.container_instance.read_only_root_filesystem,ecs,container_instance,k8s.container_instance,containers_kubernetes.security.container_instance.read_only_root_filesystem
aws.ecs.container_instance.no_privileged_containers,ecs,container_instance,k8s.container_instance,containers_kubernetes.security.container_instance.no_privileged_containers
aws.eks.fargate_profile.logging_enabled,eks,fargate_profile,k8s.fargate_profile,containers_kubernetes.security.fargate_profile.logging_enabled
aws.eks.fargate_profile.execution_role_least_privilege,eks,fargate_profile,k8s.fargate_profile,containers_kubernetes.security.fargate_profile.execution_role_least_privilege
aws.eks.fargate_profile.private_subnets_only,eks,fargate_profile,k8s.fargate_profile,containers_kubernetes.security.fargate_profile.private_subnets_only
aws.eks.addon.no_privileged_permissions,eks,addon,k8s.addon,containers_kubernetes.security.addon.no_privileged_permissions
aws.eks.addon.version_pinned_and_supported,eks,addon,k8s.addon,containers_kubernetes.security.addon.version_pinned_and_supported
aws.eks.addon.from_trusted_channel,eks,addon,k8s.addon,containers_kubernetes.security.addon.from_trusted_channel
aws.k8s.api.dns_and_metrics_from_approved_sources,k8s,api,k8s.cluster_service,containers_kubernetes.security.cluster_service.dns_and_metrics_from_approved_sources
aws.k8s.api.kube_system_services_not_public,k8s,api,k8s.cluster_service,containers_kubernetes.security.cluster_service.kube_system_services_not_public
aws.k8s.api.external_ips_not_used,k8s,api,k8s.service,containers_kubernetes.security.service.external_ips_not_used
aws.k8s.api.nodeport_usage_restricted,k8s,api,k8s.service,containers_kubernetes.security.service.nodeport_usage_restricted
aws.k8s.api.type_loadbalancer_internal_only_where_required,k8s,api,k8s.service,containers_kubernetes.security.service.type_loadbalancer_internal_only_where_required
aws.k8s.api.env_no_plaintext_secrets,k8s,api,k8s.workload,containers_kubernetes.security.workload.env_no_plaintext_secrets
aws.k8s.api.image_tag_not_latest,k8s,api,k8s.workload,containers_kubernetes.security.workload.image_tag_not_latest
aws.k8s.api.host_network_pid_ipc_disabled,k8s,api,k8s.workload,containers_kubernetes.security.workload.host_network_pid_ipc_disabled
aws.k8s.api.no_hostpath_mounts,k8s,api,k8s.workload,containers_kubernetes.security.workload.no_hostpath_mounts
aws.k8s.api.seccomp_profile_runtime_default,k8s,api,k8s.workload,containers_kubernetes.security.workload.seccomp_profile_runtime_default
aws.k8s.api.drop_net_raw_and_reduce_caps,k8s,api,k8s.workload,containers_kubernetes.security.workload.drop_net_raw_and_reduce_caps
aws.k8s.api.no_privileged_containers,k8s,api,k8s.workload,containers_kubernetes.security.workload.no_privileged_containers
aws.k8s.api.read_only_root_filesystem,k8s,api,k8s.workload,containers_kubernetes.security.workload.read_only_root_filesystem
aws.k8s.api.run_as_non_root,k8s,api,k8s.workload,containers_kubernetes.security.workload.run_as_non_root
aws.k8s.api.network_policies_present,k8s,api,k8s.namespace,containers_kubernetes.security.namespace.network_policies_present
aws.k8s.api.pod_security_level_restricted,k8s,api,k8s.namespace,containers_kubernetes.security.namespace.pod_security_level_restricted
aws.k8s.api.default_service_account_automount_disabled,k8s,api,k8s.namespace,containers_kubernetes.security.namespace.default_service_account_automount_disabled
aws.eks.nodegroup.workload_identity_enabled,eks,nodegroup,k8s.node_pool,containers_kubernetes.security.node_pool.workload_identity_enabled
aws.eks.node_group.workload_identity_enabled,eks,node_group,k8s.node_pool,containers_kubernetes.security.node_pool.workload_identity_enabled
aws.eks.nodegroup.shielded_secure_boot_enabled,eks,nodegroup,k8s.node_pool,containers_kubernetes.security.node_pool.shielded_secure_boot_enabled
aws.eks.node_group.shielded_secure_boot_enabled,eks,node_group,k8s.node_pool,containers_kubernetes.security.node_pool.shielded_secure_boot_enabled
aws.eks.nodegroup.disk_encryption_enabled,eks,nodegroup,k8s.node_pool,containers_kubernetes.security.node_pool.disk_encryption_enabled
aws.eks.node_group.disk_encryption_enabled,eks,node_group,k8s.node_pool,containers_kubernetes.security.node_pool.disk_encryption_enabled
aws.eks.nodegroup.nodes_no_public_ip,eks,nodegroup,k8s.node_pool,containers_kubernetes.security.node_pool.nodes_no_public_ip
aws.eks.node_group.nodes_no_public_ip,eks,node_group,k8s.node_pool,containers_kubernetes.security.node_pool.nodes_no_public_ip
aws.k8s.api.required_allowlist_for_namespace_services,k8s,api,k8s.network_policy,containers_kubernetes.security.networkpolicy.required_allowlist_for_namespace_services
aws.k8s.api.default_deny_egress_per_namespace,k8s,api,k8s.network_policy,containers_kubernetes.security.networkpolicy.default_deny_egress_per_namespace
aws.k8s.api.default_deny_ingress_per_namespace,k8s,api,k8s.network_policy,containers_kubernetes.security.networkpolicy.default_deny_ingress_per_namespace
aws.k8s.api.host_namespace_usage_denied,k8s,api,k8s.admission,containers_kubernetes.security.admission.host_namespace_usage_denied
aws.k8s.api.privilege_escalation_denied,k8s,api,k8s.admission,containers_kubernetes.security.admission.privilege_escalation_denied
aws.k8s.api.image_signature_verification_enabled,k8s,api,k8s.admission,containers_kubernetes.security.admission.image_signature_verification_enabled
aws.k8s.api.image_registry_allowlist_enforced,k8s,api,k8s.admission,containers_kubernetes.security.admission.image_registry_allowlist_enforced
aws.k8s.api.pod_security_admission_restricted_default,k8s,api,k8s.admission,containers_kubernetes.security.admission.pod_security_admission_restricted_default
aws.eks.cluster.default_service_account_automount_disabled,eks,cluster,k8s.cluster,containers_kubernetes.security.cluster.default_service_account_automount_disabled
aws.eks.cluster.private_control_plane_endpoint_enabled,eks,cluster,k8s.cluster,containers_kubernetes.security.cluster.private_control_plane_endpoint_enabled
aws.eks.cluster.audit_logging_enabled,eks,cluster,k8s.cluster,containers_kubernetes.security.cluster.audit_logging_enabled
aws.eks.cluster.secrets_encryption_kms_enabled,eks,cluster,k8s.cluster,containers_kubernetes.security.cluster.secrets_encryption_kms_enabled
aws.config.config_rule.evidence_export_configured,config,config_rule,config.compliance,configuration_management.security.config_compliance.evidence_export_configured
aws.config.config_rule.reporting_dashboards_enabled,config,config_rule,config.compliance,configuration_management.security.config_compliance.reporting_dashboards_enabled
aws.config.remediation_configuration.manual_runbooks_attached,config,remediation_configuration,config.remediation,configuration_management.security.config_remediation.manual_runbooks_attached
aws.config.remediation_configuration.auto_remediation_enabled_for_high,config,remediation_configuration,config.remediation,configuration_management.security.config_remediation.auto_remediation_enabled_for_high
aws.config.delivery_channel.destination_access_least_privilege,config,delivery_channel,config.delivery,configuration_management.security.config_delivery.destination_access_least_privilege
aws.config.delivery_channel.kms_encryption_enabled,config,delivery_channel,config.delivery,configuration_management.security.config_delivery.kms_encryption_enabled
aws.config.config_rule.alerts_configured,config,config_rule,config.drift,configuration_management.security.config_drift.alerts_configured
aws.config.config_rule.critical_resources_drift_detection_enabled,config,config_rule,config.drift,configuration_management.security.config_drift.critical_resources_drift_detection_enabled
aws.systems_manager.baseline.parameters_set,systems_manager,baseline,config.baseline,configuration_management.security.config_baseline.parameters_set
aws.systems_manager.baseline.conformance_pack_deployed,systems_manager,baseline,config.baseline,configuration_management.security.config_baseline.conformance_pack_deployed
aws.config.config_rule.remediation_targets_bound,config,config_rule,config.rule,configuration_management.security.config_rule.remediation_targets_bound
aws.config.config_rule.rules_enabled,config,config_rule,config.rule,configuration_management.security.config_rule.rules_enabled
aws.config.config_rule.required_rules_present,config,config_rule,config.rule,configuration_management.security.config_rule.required_rules_present
aws.config.configuration_aggregator.auto_enroll_new_accounts,config,configuration_aggregator,config.aggregation,configuration_management.security.config_aggregation.auto_enroll_new_accounts
aws.config.configuration_aggregator.org_aggregator_enabled,config,configuration_aggregator,config.aggregation,configuration_management.security.config_aggregation.org_aggregator_enabled
aws.config.configuration_recorder.secure_destination_configured,config,configuration_recorder,config.recorder,configuration_management.security.config_delivery.secure_destination_configured
aws.config.configuration_recorder.global_resource_types_tracked,config,configuration_recorder,config.recorder,configuration_management.security.config_recorder.global_resource_types_tracked
aws.config.configuration_recorder.enabled,config,configuration_recorder,config.recorder,configuration_management.security.config_recorder.enabled
aws.ec2.dedicated_host.instance_auto_placement_controlled,ec2,dedicated_host,compute.dedicated_host,compute.security.dedicated_host.instance_auto_placement_controlled
aws.ec2.dedicated_host.host_sharing_restricted,ec2,dedicated_host,compute.dedicated_host,compute.security.dedicated_host.host_sharing_restricted
aws.ec2.spot_instance.instance_profile_least_privilege,ec2,spot_instance,compute.spot_instance,compute.security.spot_instance.instance_profile_least_privilege
aws.ec2.spot_instance.no_public_ip_assigned,ec2,spot_instance,compute.spot_instance,compute.security.spot_instance.no_public_ip_assigned
aws.ec2.spot_instance.uses_approved_launch_template,ec2,spot_instance,compute.spot_instance,compute.security.spot_instance.uses_approved_launch_template
aws.ec2.key_pair.disable_unused_keys,ec2,key_pair,compute.key_pair,compute.security.key_pair.disable_unused_keys
aws.ec2.key_pair.max_age_days,ec2,key_pair,compute.key_pair,compute.security.key_pair.max_age_days
aws.ec2.launch_template.volumes_encrypted,ec2,launch_template,compute.instance_group,compute.security.instance_group.volumes_encrypted
aws.ec2.auto_scaling_group.volumes_encrypted,ec2,auto_scaling_group,compute.instance_group,compute.security.instance_group.volumes_encrypted
aws.batch.job_queue.volumes_encrypted,batch,job_queue,compute.instance_group,compute.security.instance_group.volumes_encrypted
aws.batch.compute_environment.volumes_encrypted,batch,compute_environment,compute.instance_group,compute.security.instance_group.volumes_encrypted
aws.ec2.launch_template.instance_profile_least_privilege,ec2,launch_template,compute.instance_group,compute.security.instance_group.instance_profile_least_privilege
aws.ec2.auto_scaling_group.instance_profile_least_privilege,ec2,auto_scaling_group,compute.instance_group,compute.security.instance_group.instance_profile_least_privilege
aws.batch.job_queue.instance_profile_least_privilege,batch,job_queue,compute.instance_group,compute.security.instance_group.instance_profile_least_privilege
