id,title,assessment,audit,eligibility
3.1,Ensure to Choose the Appropriate Database Engine,Manual,"1. Evaluate Your Requirements • Understand your application's specific requirements, such as performance, scalability, data volume, and compatibility with existing systems. • Consider factors like data structure, workload type (OLTP or OLAP), and specific features required by your application. 2. Research Available Database Engines • Familiarize yourself with the available database engine options supported by Amazon RDS. • Research each database engine's capabilities, features, performance characteristics, and licensing models. 3. Compare Features and Compatibility • Compare the features and capabilities of each database engine with your application's requirements. • Evaluate data types, indexing options, query optimization, high availability, replication, and backup and restore capabilities. • Consider compatibility with your existing applications, frameworks, and tools. 4. Evaluate Performance and Scalability • Consider the performance characteristics of each database engine, including throughput, latency, and concurrency capabilities. • Evaluate scalability options, such as horizontal scaling or vertical scaling. • Analyze benchmarks, customer reviews, and case studies to gain insights into the performance of each database engine. 5. Consider Managed Database Services • Assess the benefits of Amazon RDS managed database services, such as Amazon Aurora, which offers high performance, scalability, and built-in fault tolerance.  • Evaluate the additional features and optimizations Amazon Aurora provides compared to traditional database engines. 6. Evaluate Licensing and Costs • Consider the licensing models and costs associated with each database engine, including license fees and support costs. • Evaluate the pricing structure of the database engines in terms of instance types, storage, data transfer, and other factors. 7. Determine Vendor Support • Evaluate the level of support the database engine vendors provide, including documentation, forums, community support, and enterprise support options. • Consider the vendor's reputation, track record, and commitment to security and compliance. 8. Make an Informed Decision • Select the database engine that best aligns with your application requirements, performance needs, scalability goals, compatibility, and budget based on your evaluation and analysis. • Consider long-term considerations such as potential future growth, flexibility, and ease of migration to other database engines if needed.",•  Level 1
2.11,Ensure Multi-Factor Authentication (MFA) is in use,Manual,"1. Sign in to AWS Management Console • If you do not already have an AWS account, you will need to create one at https://aws.amazon.com. 2. Navigate to IAM Dashboard • Navigate to the IAM service once logged in to the AWS Management Console. • You can find this under the Security, Identity, & Compliance category. 3. Select the User • In the IAM Dashboard, click on Users. • Click on the name of the user for whom you want to enable MFA. 4. Manage MFA Device • In the User details page, click the Security credentials tab. • In the Multi-factor authentication (MFA) section. • Click on Manage.   5. Choose MFA Device Type • You can choose a virtual MFA device (such as an app on a smartphone) or a hardware MFA device. • Choose the device type that suits your requirements. 6. Follow the MFA Device Setup Wizard • The setup wizard will guide you through setting up your MFA device. • This will typically involve scanning a QR code or entering a serial number in your MFA device and then entering two consecutive MFA codes from your device. 7. Enable MFA Protected API Access • By writing an IAM policy, you can enforce MFA authentication for AWS CLI or SDK operations. This policy specifies that MFA must be used to perform specific actions, such as calling the Amazon RDS APIs to modify a DB instance.",•  Level 1
2.10,Ensure Automatic Backups and Retention Policies are configured,Manual,"1. Sign in to AWS Management Console • If you do not already have an AWS account, you will need to create one at https://aws.amazon.com. 2. Navigate to Amazon RDS Dashboard • Navigate to the RDS service once logged in to the AWS Management Console. • You can find this under the Database category. 3. Choose your Aurora DB instance • In the RDS Dashboard, click on Databases. • Then click on the name of your Aurora DB instance. 4. Check or modify the backup settings • In the Details section, find the Backup section. Here, you can see if automatic backups are enabled (the Backup retention period is more than 0 days) and when the backup window is.  o To modify these settings, click Modify. o In the Backup section of the Modify DB instance screen, you can change the Backup retention period and the Backup window. o The retention period can be between 1 and 35 days. To disable automatic backups, set the retention period to 0 days. 5. Apply the changes • Scroll to the bottom and choose when to apply the changes. You can apply them immediately or schedule them for the next maintenance window. • Then, click Continue and Modify DB Instance.",•  Level 1
2.9,Ensure Least Privilege Access,Manual,"Implementing POLP with AWS IAM 1. Sign in to AWS Management Console • If you do not already have an AWS account, you will need to create one at https://aws.amazon.com. 2. Navigate to IAM Dashboard • Navigate to the IAM service once logged in to the AWS Management Console. • You can find this under the Security, Identity, & Compliance category. 3. Create a new IAM role or user • If creating a new IAM role or user, click Roles or Users. • Then Create role or Create user.   4. Attach minimum necessary permissions • When attaching policies, give only the permissions necessary to perform the intended tasks. • AWS provides many predefined policies designed following the POLP. You can create a custom policy with precise - permissions if none suits your needs. Implementing POLP within Amazon Aurora 1. Log into your Aurora Database Depending on your Aurora database engine, you can log in through the terminal using a MySQL or PostgreSQL client. You'll need your host endpoint, username, and password to log in. 2. Create a new user You can create a new user with the CREATE USER command in SQL. For example, CREATE USER '<username>'@'<localhost>' IDENTIFIED BY 'password'; 3. Grant minimal necessary privileges After creating the user, you can grant privileges using the GRANT command. The privileges should be as limited as possible for the user to perform their necessary functions. For example, GRANT SELECT, INSERT ON <mydb.mytbl> TO '<username>'@'<localhost>'; 4. Regularly review permissions It is essential to regularly review and update permissions to make sure they adhere to the principle of least privilege. You can view a user's permissions with the SHOW GRANTS command; for example, SHOW GRANTS FOR '<username>'@'<localhost>';",•  Level 1
2.8,Ensure Access Keys are Regularly Rotated,Manual,"1. Navigate to IAM Dashboard • In the AWS Management Console, navigate to the IAM service. • You can find this under the Security, Identity, & Compliance category. 2. Choose the IAM User • In the IAM Dashboard, click on Users. • Then click on the name of the user whose access keys you want to rotate. 3. Create a New Access Key • In the Security credentials tab, click Create access key. • Store the new access key ID and secret access key in a secure location. 4. Replace the Old Access Key • Update all your applications to use the new access key. • Verify that the applications are working correctly. 5. Delete the Old Access Key • In the Security credentials tab, find the old access key. • Click Delete, and then confirm the deletion.  Note : To avoid disrupting your applications, keep the old access key until you have replaced it in all your applications and confirmed that they are working correctly.",•  Level 1
2.7,Ensure Passwords are Regularly Rotated,Manual,"1. Sign in to AWS Management Console • If you do not already have an AWS account, you will need to create one at https://aws.amazon.com. 2. Navigate to Amazon RDS Dashboard • Navigate to the RDS service once logged in to the AWS Management Console. You can find this under the Database category. 3. Choose your Aurora DB instance • In the RDS Dashboard, click on Databases, and then click on the name of your Aurora DB instance. 4. Modify the instance • Click Modify. • In the Settings section, enter a new password in the Master password and Confirm password fields. 5. Apply the changes  • Scroll to the bottom and choose when to apply the changes. You can apply them immediately or schedule them for the next maintenance window. • Then, click Continue and Modify DB Instance. Note : Changing the master password will reboot the DB instance if you apply the change immediately.",•  Level 1
2.6,Ensure Database Audit Logging is Enabled,Manual,"Below are the instructions for enabling logging through AWS CloudTrail: 1. Sign in to AWS Management Console • If you do not already have an AWS account, you will need to create one at https://aws.amazon.com. 2. Navigate to CloudTrail Dashboard • Navigate to the CloudTrail service. • You can find this under the Management & Governance category. 3. Create a new trail • In the CloudTrail Dashboard, click on Create trail. • Provide a name for the trail, and specify the S3 bucket where you want the logs to be stored. 4. Configure trail settings • Choose the settings that meet your requirements. For instance, you can log events for all regions, or you can log management events, data events, or both. 5. Create the trail • After specifying the trail settings, click Create. Below are the instructions for enabling logging through Amazon Database Activity Streams:  1. Navigate to Amazon RDS Dashboard • In the AWS Management Console, navigate to the RDS service. • You can find this under the Database category. 2. Choose your Aurora DB instance • In the RDS Dashboard, click on Databases, and then click on the name of your Aurora DB instance. 3. Enable Database Activity Streams • In the Connectivity & Security tab, find the Database Activity Streams section. Click Create stream. • In the Create Stream panel, choose the settings that meet your requirements and click Create. Note : Enabling Database Activity Streams can impact the performance of your DB instance, so you should test this feature in a non-production environment before enabling it in production. 4. View the Database Activity Stream • You can view the Database Activity Stream using Amazon Kinesis Data Streams. • In the Kinesis Data Streams dashboard, click on the stream’s name and then click View data.",•  Level 1
2.5,Ensure IAM Roles and Policies are Created,Manual,"1. Sign in to AWS Management Console • If you do not already have an AWS account, you will need to create one at https://aws.amazon.com. 2. Navigate to IAM Dashboard • Navigate to the IAM service once logged in to the AWS Management Console. • This is under the Security, Identity, & Compliance category. 3. Create a New IAM Role • In the IAM Dashboard, find the Roles section on the left-side navigation pane and click on it. Then, click on the Create Role button. 4. Select the Service that will Use the Role • Choose RDS as the AWS service that will use this new role, then click Next: Permissions. 5. Attach Policy  • In the next screen, you can attach policies defining this role’s permissions. You can use the filter to find existing policies like AmazonRDSFullAccess or AmazonRDSReadOnlyAccess. • Select the appropriate policy and then click Next: Tags. 6. Add Tags (Optional) • You can add metadata to the role by attaching tags as key-value pairs. This is optional, and you can proceed to the next step if you do not wish to add tags. 7. Review • Provide a name and a description for the role. Review the role and then click Create Role. 8. Creating IAM Policy (Optional) • You can create a custom IAM policy if the predefined policies do not meet your requirements. • Navigate to Policies in the IAM dashboard and click Create Policy. • Use the visual editor or JSON editor to define the permissions. • Once done, click Review Policy, give it a name and a description, and click Create Policy. • You can then attach this custom policy to the IAM role. 9. Assign the IAM Role to an IAM User or Group To assign the newly created role to an IAM User or Group. • Navigate to the user or group in the IAM dashboard. • Click Add permissions. • Then Attach existing policies directly. • Use the filter to find your new role and select it. • Click Next: Review and then Add permissions.",•  Level 1
2.4,Ensure Data in Transit is Encrypted,Manual,"1. Sign in to AWS Management Console If you do not already have an AWS account, you'll need to create one at https://aws.amazon.com. 2. Navigate to Amazon RDS Dashboard • Navigate to the RDS service once logged in to the AWS Management Console. • You can find this under the Database category. 3. Create or Modify an Amazon Aurora DB Instance • If creating a new Aurora DB instance, select Create Database and choose Amazon Aurora as your engine option. • If you are modifying an existing Aurora DB instance, select the instance from the RDS Dashboard and click Modify. 4. Enable Encryption • By default, Aurora uses Secure Socket Layer (SSL) or Transport Layer Security (TLS) to encrypt data in transit. However, you must ensure that your client application supports SSL/TLS and is correctly configured to use it. • For MySQL-compatible Aurora, Amazon provides an SSL certificate that you can download from their documentation.  • PostgreSQL-compatible Aurora uses the default PostgreSQL SSL certificate. Once you have the appropriate certificate, you must configure your client application to use SSL/TLS. For example, in MySQL, you might use a command like this: mysql -h <myinstance.123456789012.us-east-1.rds.amazonaws.com> --ssl- ca=</path_to_certificate/rds-combined-ca-bundle.pem> --ssl- mode=VERIFY_IDENTITY For PostgreSQL, you might use a command like this: psql ""host=<myinstance.123456789012.us-east-1.rds.amazonaws.com> sslmode=verify-ca sslrootcert=</path_to_certificate/rds-combined-ca- bundle.pem>"" Replace <myinstance.123456789012.us-east-1.rds.amazonaws.com> with the endpoint for your DB instance, and replace </path_to_certificate/rds-combined-ca- bundle.pem> with the path to the SSL certificate on your local machine. 5. Verify Encryption After configuring your client to use SSL/TLS, you should verify that encryption in transit is working correctly. You can do this by checking the status of the SSL connection from within the database itself. For example, in MySQL, you can run the following command: SHOW STATUS LIKE 'Ssl_cipher'; In PostgreSQL, you can run the following command: SHOW ssl; In both cases, if SSL is enabled, you should see a non-empty cipher suite or on as a result.",•  Level 1
2.3,Ensure Data at Rest is Encrypted,Manual,"1. Sign in to AWS Management Console If you do not already have an AWS account, you'll need to create one at https://aws.amazon.com 2. Navigate to Amazon RDS Dashboard Navigate to the RDS service once logged in to the AWS Management Console. You can find this under the Database category. 3. Create or Modify an Amazon Aurora DB Instance • If creating a new Aurora DB instance, select Create Database and choose Amazon Aurora as your engine option. • If you are modifying an existing Aurora DB instance, select the instance from the RDS Dashboard and click Modify. 4. Enable Encryption • In the Settings or DB Instance Settings section, you will see an option labeled Enable encryption. Check this box to enable encryption for data at rest. • You will also need to select a master key to use for encryption. You can choose the default AWS managed key for RDS or a custom AWS Key Management Service (KMS) key you have created.   Note : • If you are creating a new DB instance, the Enable encryption option is found under the Settings section. • If you are modifying an existing DB instance, the Enable encryption option is found under the DB Instance Settings section. However, to encrypt an existing Aurora instance that was not initially created with encryption enabled, you will need to create a snapshot of the instance, make a copy of the snapshot with encryption enabled, and then restore the DB instance from the copied snapshot. 5. Launch the DB Instance • After you have selected the appropriate encryption settings, click Create database or Continue (if modifying an existing instance). • Review your settings on the following page, and if everything looks correct, click Launch DB Instance or Modify DB Instance.",•  Level 1
2.2,Ensure the Use of Security Groups,Manual,"1. Sign in to AWS Management Console If you do not already have an AWS account, you'll need to create one at https://aws.amazon.com. 2. Navigate to Amazon EC2 Dashboard Once you have logged in to the AWS Management Console, navigate to the EC2 service. You can find this under the Compute category. 3. Create a New Security Group • In the EC2 Dashboard, find the Network & Security section on the left-side navigation pane, then click Security Groups. • Click on the Create Security Group button. 4. Configure the New Security Group • In the Create Security Group panel, give your new security group a name and a description. • Select the VPC in which your Amazon Aurora instance will be deployed. • Then click Create. 5. Add Rules to the Security Group After creating the Security Group, you can add inbound and outbound rules. For Inbound Rules: • Click on the Inbound rules tab, then click Edit inbound rules.  • Click Add Rule. For the type, select MYSQL/Aurora. For the source, you can specify the IP addresses allowed to access your Amazon Aurora instance. For Outbound Rules: • Click on the Outbound rules tab, then click Edit outbound rules. Outbound rules allow your instances to communicate with other instances or access the internet. You can restrict outbound traffic if necessary. In most cases, you can leave the default setting, which allows all outbound traffic. 6. Assign the Security Group to Amazon Aurora • When launching a new Amazon Aurora instance (in the Amazon RDS dashboard), you can select your new security group in the Configure advanced settings step. • If your Aurora instance has already been launched, you can modify it to use the new security group by selecting the instance. • Click Modify, and then select the new security group.",•  Level 1
2.1,Ensure Amazon VPC (Virtual Private Cloud) has been created,Manual,"1. Sign in to the AWS Management Console Sign in to the AWS Management Console at https://console.aws.amazon.com/ with your AWS account credentials. 2. Open the Amazon VPC Console Navigate to the service using the Find Services search bar or by directly accessing the console at https://console.aws.amazon.com/vpc/. 3. Create a VPC In the Amazon VPC console, click Your VPCs in the left-hand navigation menu. • Click on the Create VPC button. • Provide a name and CIDR block for your VPC. The CIDR block defines the IP address range for your VPC. • Configure any additional settings, such as enabling DNS hostnames or DNS resolution. • Click on the Create button to create the VPC. 4. Create Subnets In the Amazon VPC console • Click on Subnets in the navigation menu. • Click on the Create subnet button. • Select the VPC you created in the previous step. • Provide a name and CIDR block for the subnet. The CIDR block should be a subset of the VPC's CIDR block. • Specify the availability zone where you want the subnet to be located. • Click on the Create button to create the subnet.  • Repeat these steps to create additional subnets if needed. 5. Create Security Groups In the Amazon VPC console, click Security Groups in the navigation menu. • Click on the Create security group button. • Provide a name and description for the security group. • Select the VPC you created earlier. • Configure inbound and outbound rules to allow the necessary network traffic for your Aurora database. • Click on the Create button to create the security group.",•  Level 1
5.7,Ensure Operating system updates are applied to your base image every 30 days.,Manual,,
5.6,Ensure internet access is granted and managed through your VPC,Automated,,
5.5,Ensure session Idle disconnect timeout is set to 10 minutes or less,Automated,,
5.4,Ensure session disconnect timeout is set to 5 minutes or less,Automated,,
5.3,Ensure maximum session duration is no longer than 10 hours,Automated,,
5.2,Ensure a VPC Endpoint is set for AppStream,Manual,,
5.1,Ensure AppStream is utilizing its own virtual private cloud (VPC),Manual,,
4.8,Ensure any user that has not accessed WorkDocs in 30 days is set to inactive.,Manual,,
4.7,Ensure publicly shareable links is not allowed in WorkDocs,Manual,,
4.6,Ensure only specific users are allowed to invite external users,Manual,,
4.5,Ensure new users can only be invited from allowed domains.,Manual,,
4.4,Utilize site wide activity feed for monitoring.,Manual,,
4.3,Ensure Workdocs access is limited to a range of allowable IP addresses,Manual,,
4.2,Ensure MFA is enabled for WorkDoc users,Manual,,
4.1,Ensure Administrators of WorkDocs is defined using IAM,Automated,,
3.1,Ensure User Access Logging is enabled,Manual,,
2.18,Ensure Radius server is using the recommended security protocol,Automated,,
2.17,Ensure WorkSpaces API requests flow through a VPC Endpoint,Automated,,
2.16,Ensure FIPS Endpoint encryption is enabled for WorkSpaces.,Manual,,
2.15,Ensure primary interface ports for Workspaces are not open to all inbound traffic.,Automated,,
2.14,Ensure WorkSpaces that are not being utilized are removed.,Automated,,
2.13,Ensure Workspaces images are not older than 90 days.,Manual,,
2.12,Restrict WorkSpaces Bundle options to organization approved versions,Manual,,
2.11,Ensure your WorkSpaces image has the appropriate CIS Operating System Benchmark applied,Manual,,
2.10,Ensure that patches and updates are performed on the operating system for Workstations,Automated,,
2.9,Ensure CloudWatch is set up for WorkSpaces,Manual,,
2.8,Ensure the default IP access control group is disassociated.,Automated,,
2.7,Ensure access is limited to trusted devices,Manual,,
2.6,Ensure Web Access to Workspaces is Disabled,Automated,,
2.5,Ensure WorkSpaces traffic is controlled and routed through a NAT Gateway.,Manual,,
2.4,Ensure WorkSpaces are deployed in their own virtual private cloud (VPC),Manual,,
2.3,Ensure WorkSpace volumes are encrypted.,Automated,,
2.2,Ensure MFA is enabled for WorkSpaces users,Manual,,
2.1,Ensure Administration of WorkSpaces is defined using IAM,Manual,,
6.13,Ensure working of EDR,Manual,"1. Preparing the Environment for EDR - Before getting started with EDR, you must prepare the environment that you want to back up. 2. Preparing the Source Server - Allow direct access to Elastic Disaster Recovery and Amazon S3 AWS service API endpoints through HTTPS protocol (TCP port 443). Direct outbound TCP port 1500 from the source server to the staging area subnet, which contains the replication servers. 3. Preparing the Staging Area Subnet - Allow Direct access to EDR, S3, and EC2 through HTTPS protocol (TCP port 443) Direct inbound TCP port 1500 for replication traffic 4. Accessing the AWS Elastic Disaster Recovery Console - o Search for “AWS Elastic Disaster Recovery” in the AWS Console. o Select “Elastic Disaster Recovery” 5. Configuring the Replication Settings Template - Select Configure and Initializein in the AWS Elastic Disaster Recovery screen. You will be navigated to setup your replication settings template. This will create a staging area in a subnet of your choice and a replication server instance types. The default replication server instance type will be a t3 micro EC2 instance. This is good for normal workloads with small I/O operations. 6. Next, configure EBS encryption and volume types. This will depend on your workload requirements. 7. To encrypt EBS volumes, leave the setting as “default.” If you wish to make a custom encryption setting, you will need to create an AWS KMS key. 8. Configure the security group to your specific needs. Remember what ports need to be opened on inbound / outbound traffic that was specified in previous steps: You can choose how you want your data routed and if you want to throttle network traffic to reserve bandwidth. To keep your data as secure as possible, it’s recommended to get set up with a VPN or AWS direct connect, so your backups are not traveling over the public internet. Point in time policy defines the snapshot retention time. Because Elastic Disaster Recovery service uses incremental backups, it’s not necessary to keep old copies of backups. Now, you’re ready to launch this template.",•  Level 2
6.12,Ensure CloudWatch Metrics for AWS EDR,Manual,"1. Sign in to the AWS Management Console: o Open the AWS Management Console and sign in with your credentials. 2. Navigate to CloudWatch: o In the AWS Management Console, navigate to the CloudWatch service. 3. Create a CloudWatch Log Group: o Select Logs from the navigation pane. o Click on Create log group . o Enter a name for the log group and click Create . 4. Configure AWS EDR to Send Logs to CloudWatch: o Go to the AWS EDR (Elastic Disaster Recovery) console. o In the AWS EDR console, configure your settings to send logs and metrics to the CloudWatch log group you created. 5. Set Up CloudWatch Alarms: o In the CloudWatch console, select Alarms from the navigation pane. o Click on Create Alarm . o Select the metric you want to monitor from the list of AWS EDR metrics. o Configure the conditions for the alarm (e.g., threshold, period, etc.). o Set the actions to take when the alarm state is triggered (e.g., send a notification). o Review and create the alarm. 6. Create CloudWatch Dashboards: o In the CloudWatch console, select Dashboards from the navigation pane. o Click on Create dashboard . o Enter a name for your dashboard and click Create . o Add widgets to the dashboard by selecting the relevant AWS EDR metrics. o Customize the widgets to display the data in a meaningful way (e.g., graphs, numbers). 7. Enable CloudWatch Logs Insights: o In the CloudWatch console, select Logs Insights from the navigation pane. o Choose the log group you created for AWS EDR. o Use CloudWatch Logs Insights queries to analyze the log data and extract meaningful insights. 8. Set Up CloudWatch Events: o In the CloudWatch console, select Events from the navigation pane. o Click on Create rule . o Define the event source and the specific events you want to capture (e.g., changes in EDR status). o Set the target for the event (e.g., send a notification, invoke a Lambda function). o Configure the rule and click Create rule .",•  Level 2
6.11,Ensure execution of a failback,Manual,"Performing the failback: 1. Download the failback client ISO 2. Attach the ISO to your original server and boot up the server. o The failback client will prompt for the IAM access key and secret key generated when making the user with the permission to access the failback. It will also ask for the region of the recovery instance. Remember: regions are case sensitive. If you’re in US east 1, type “us-east-1.” o If you are failing back to the original server, the failback client will automatically detect the recovery instance and map the data volumes for replication. o If you are failing back to a new server, you may need to manually specify from a list of available recovery instances and map the data volumes. o The failback client will verify that the chosen recovery instance has connectivity to the Elastic Disaster Recovery service. o The replication software will be downloaded to the failback client and then configured. Connectivity will be made between the failback client and the replication agent on the recovery instance to begin data replication. 3. Return to the elastic disaster recovery console and recovery instances to see the current state of replication. Failing back to the original server will show “rescan” in the console, while failing back o a new instance will perform an “initial sync.” 4. After the data replication is completed, you will be able to perform the failback. o Check the state of the recovery instance to ensure that it’s ready to complete a failback. o Select your recovery instance, then choose failback for the chosen recovery instance(s). o Choose failback again the complete a failback for the chosen recovery instance(s). During the failback process, the failback client will prepare your source server for normal operation. After it has completed successfully, the failback client will return “failback completed successfully” in the console. 5. Reboot the server and return to normal operations. 6. Clean up failback job; terminate recovery job by following the steps outlined above when we ran a drill.",•  Level 2
6.10,Ensure execution of a Disaster Recovery Failover,Manual,"Follow the steps where we learned how to conduct a recovery drill with the below modifications: 1. Choose the server that you want to recover and failover. On the initiate recovery job menu, choose “initiate recovery.” 2. Choose a point in time to recover from backup. 3. Choose initiate recovery to create a recovery job. Note: You can use the job details to monitor the progress and status of the recovery job. After the recovery job has completed, the last recovery result of your source server will report “successful.” The EC2 instance ID of the launched recovery instance will also be listed in the source server overview. You can test if the recovery instance is functioning by testing the EC2 instance that is in the source server overview.",•  Level 2
6.9,Ensure Continuous Disaster Recovery Operations,Manual,"1. Review Disaster Recovery Plan: o Verify that a comprehensive disaster recovery (DR) plan exists and is regularly updated. o Ensure the DR plan includes detailed procedures for data backup, system recovery, and failover processes. o Check for documentation of roles and responsibilities during a disaster event. 2. Check Backup and Replication Settings: o Confirm that AWS Backup is configured correctly for all critical systems and data. o Review the settings for Amazon RDS, EBS snapshots, S3 versioning, and other AWS services to ensure backups are automated and scheduled appropriately. o Ensure that replication settings are configured to replicate data across multiple AWS regions for added redundancy. 3. Test Recovery Procedures: o Verify that regular recovery drills are conducted to test the DR plan’s effectiveness. o Check the logs and reports from these drills to ensure that any issues identified are addressed promptly. o Ensure that the most recent recovery drill results are documented and reviewed by relevant stakeholders. 4. Monitor and Log Review: o Ensure CloudWatch logs and alarms are set up to monitor backup and replication processes. o Review CloudTrail logs to verify that DR-related actions are being logged and monitored. o Check for alerts and notifications related to backup failures, replication issues, or any anomalies in the DR processes. 5. Evaluate Recovery Time Objectives (RTO) and Recovery Point Objectives (RPO): o Verify that the DR plan specifies RTO and RPO for all critical systems and data. o Ensure that actual recovery times and points from recent drills meet or exceed the defined objectives. 6. Review Access Controls: o Check IAM policies to ensure that only authorized personnel have access to manage and initiate disaster recovery operations. o Verify that multi-factor authentication (MFA) is enabled for accounts with access to DR resources. 7. Assess Security and Compliance: o Ensure that data encryption is enabled for all backups and replicated data. o Verify compliance with industry standards and regulations (e.g., GDPR, HIPAA) concerning data protection and disaster recovery. 8. Continuous Improvement: o Review post-mortem reports from actual incidents and recovery drills to identify areas for improvement. o Ensure that feedback loops are in place for continuous enhancement of the DR plan and procedures. o Confirm that lessons learned from incidents and drills are incorporated into the DR plan. 9. Regular Updates and Communication: o Ensure the DR plan is reviewed and updated at least annually or whenever significant changes occur in the IT environment. o Verify that all relevant personnel are trained on the DR procedures and aware of their roles. o Check that regular communication channels are established for DR updates and training sessions.",•  Level 2
6.8,Ensure execution of a recovery drill,Manual,"Steps to perform a recovery drill: 1. Navigate to source servers tab in AWS Elastic Disaster Recovery Dashboard. 2. Make sure that all servers you launch show as “Ready” under “status,” report as “healthy” in the data replication status column, and that pending actions show as “initiate drill”. 3. Select “initiate drill” under the orange dropdown menu. Make sure that you don’t initiate a real recovery job. 4. Choose a recovery point. Normally, it makes sense to choose the most recent recovery point, but you can also choose a recovery point from earlier. 5. Select the orange “initiate drill” to initiate the recovery drill. 6. To complete the recovery drill, clean up your resources by deleting the recovery instance by selecting actions and “terminate recovery instances”.",•  Level 2
6.7,Ensure proper configuration of the Launch Settings,Manual,"The settings can be changed after instances have been launched, but a new instance must be launched for new launch settings to take effect. 1. Select launch settings on the source server page 2. Configure launch settings o On the launch settings page, next to general launch, select “edit” 3. Configure EC2 launch template o Enable auto assign public IP and change the instance type to a t2.medium 4. Set version to default in the console 5. Set the default version that was just created to default version 6. Return to the dashboard and confirm your configurations are correct.",•  Level 2
6.6,Ensure installation of the AWS Replication Agent,Manual,"1. On the source servers page, from Actions, choose add servers to obtain the agent installer link. 2. On your source server (in our case, the EC2 instance that was already created) download the appropriate agent installer for your operating system. o For Linux instance on US-East-1. Substitute your region in the {Region} brackets of this command: wget -O ./aws-replication-installer-init https://aws-elastic-disaster- recovery-us-east-1.s3.us-east-1.amazonaws.com/latest/linux/aws-replication- installer-init  3. Run following command: chmod +x aws-replication-installer-init; sudo ./aws-replication-installer- init  4. Type in your region. Region is case sensitive: if you’re in us-east-1, make sure you type “us-east-1”. 5. If you’re using SSH, you will be prompted with your activation ID and secret activation key. Make sure you have those accessible for the IAM user you’re using. You can generate a new key from the IAM dashboard if you forgot to save your key. 6. Select “Enter” to replicate all servers. 7. All servers should replicate. 8. Make sure your OS is up to date. If you run into an error replicating your devices, view the documentation on troubleshooting the AWS replication installation here: https://docs.aws.amazon.com/mgn/latest/ug/installation-requirements.html. 9. If install runs successfully, the source server will appear in your Elastic Disaster Recovery Console dashboard on the “source servers” page. This will signify the beginning of the replication process.",•  Level 2
6.5,Ensure proper IAM configuration for AWS Elastic Disaster Recovery,Manual,"To create DRS Agent User, follow following steps: 1. Navigate to the AWS IAM Console - https://us-east- 1.console.aws.amazon.com/iam/home?region=us-east-1#/home. 2. Create new user. This user will only be able to access the Elastic disaster recovery agent installation resource. Accordingly, name the user “DSRuser”. 3. Allow Programmatic access: This allows the user to access resources programmatically with a secure key rather than having to enter a password. 4. elect “attach policies directly” and search for “AWSElasticDisasterRecoveryAgentInstallationPolicy”. 5. Create user. To create Failback Agent User, Follow the steps above with these two modifications: 1. Name the user “FailbackAgentuser”. 2. Apply the “AWSElasticDisasterRecoveryFailbackInstallationPolicy”.",•  Level 2
6.4,Ensure configuration of replication settings,Manual,"1. Select “Configure and Initialize” in in the AWS Elastic Disaster Recovery screen. You will be navigated to setup your replication settings template. This will create a staging area in a subnet of your choice and a replication server instance types. The default replication server instance type will be a t3 micro EC2 instance. This is good for normal workloads with small I/O operations. 2. Next, configure EBS encryption and volume types. This will depend on your workload requirements. To encrypt EBS volumes, leave the setting as “default.” If you wish to make a custom encryption setting, you will need to create an AWS KMS key. 3. Configure the security group to your specific needs. Remember what ports need to be opened on inbound / outbound traffic that was specified in previous steps: o Configure Additional Replication settings. o You can choose how you want your data routed and if you want to throttle network traffic to reserve bandwidth. To keep your data as secure as possible, it’s recommended to get set up with a VPN or AWS direct connect, so your backups are not traveling over the public internet. o Point in time policy defines the snapshot retention time. Because Elastic Disaster Recovery service uses incremental backups, it’s not necessary to keep old copies of backups. Now, you’re ready to launch this template.",•  Level 2
6.3,Ensure functionality of Endpoint Detection and Response (EDR),Manual,"1. Preparing the Environment for EDR - Before getting started with EDR, you must prepare the environment that you want to back up. 2. Preparing the Source Server - Allow direct access to Elastic Disaster Recovery and Amazon S3 AWS service API endpoints through HTTPS protocol (TCP port 443). Direct outbound TCP port 1500 from the source server to the staging area subnet, which contains the replication servers. 3. Preparing the Staging Area Subnet - Allow Direct access to EDR, S3, and EC2 through HTTPS protocol (TCP port 443) Direct inbound TCP port 1500 for replication traffic 4. Accessing the AWS Elastic Disaster Recovery Console - o Search for “AWS Elastic Disaster Recovery” in the AWS Console. o Select “Elastic Disaster Recovery” 5. Configuring the Replication Settings Template - Select Configure and Initializein in the AWS Elastic Disaster Recovery screen. You will be navigated to setup your replication settings template. This will create a staging area in a subnet of your choice and a replication server instance types. The default replication server instance type will be a t3 micro EC2 instance. This is good for normal workloads with small I/O operations. 6. Next, configure EBS encryption and volume types. This will depend on your workload requirements. 7. To encrypt EBS volumes, leave the setting as “default.” If you wish to make a custom encryption setting, you will need to create an AWS KMS key. 8. Configure the security group to your specific needs. Remember what ports need to be opened on inbound / outbound traffic that was specified in previous steps: You can choose how you want your data routed and if you want to throttle network traffic to reserve bandwidth. To keep your data as secure as possible, it’s recommended to get set up with a VPN or AWS direct connect, so your backups are not traveling over the public internet. Point in time policy defines the snapshot retention time. Because Elastic Disaster Recovery service uses incremental backups, it’s not necessary to keep old copies of backups. Now, you’re ready to launch this template.",•  Level 2
6.2,Ensure AWS Disaster Recovery Configuration,Manual,,•  Level 2
