csp,rule_id,rule_type,intent,frameworks,compliance_ids,framework_applicable,framework_detail,control_text_excerpt,catalog_candidates,auto_category
ibm,ibm.mq.broker.logging_enabled,config,"A1.2 The entity authorizes, designs, develops or acquires, implements, operates,",ISO27001_2022;SOC2,iso27001_2022_A.8.15;soc2_cc_a_1_1,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.network.bastion.host_exists,config,Network Security,ISO27001_2022,iso27001_2022_A.8.14;iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.network.flow.log_more_than_90_days_configured,config,"A1.2 The entity authorizes, designs, develops or acquires, implements, operates,",ISO27001_2022;SOC2,iso27001_2022_A.8.15;iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_7_2;...(+3 more),APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.network.vpn_gateway.policy_configured,config,"PARTIAL: ibm.network.vpn_gateway.policy ||| verifies VPN gateway policy configuration for split tunneling, but coverage is service/feature dependent",NIST_800_171,NIST_800_171/3.13.7,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.ocp.api.service_account_lookup_check,config,Ensure that the --service-account-lookup argument is set to true,CIS_IBM,cis_ibm_1.2.25,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.ocp.controller.service_account_credentials_check,config,Ensure that the --use-service-account-credentials argument is set to true,CIS_IBM,cis_ibm_1.3.2,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.ocp.kube.controller_manager_bind_address_check,config,Ensure that the --bind-address argument is set to 127.0.0.1,CIS_IBM,cis_ibm_1.3.5,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.ocp.kubelet.tls_security_profile_check,config,Ensure that the Kubelet only makes use of Strong Cryptographic Ciphers,CIS_IBM,cis_ibm_4.2.13,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.ocp.vm.check_shareable_disks_configured,config,Disable Shareable disks,CIS_IBM,cis_ibm_3.2,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.cloud_databases.opensearch.service_domains_audit_logging_enabled,config,"A1.2 The entity authorizes, designs, develops or acquires, implements, operates,",ISO27001_2022;SOC2,iso27001_2022_A.8.15;soc2_cc_a_1_1,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.cloud_databases.opensearch.service_domains_fault_tolerant_data_nodes_configured,config,Redundancy of information processing facilities,ISO27001_2022,iso27001_2022_A.8.14,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.cloud_databases.opensearch.service_domains_fault_tolerant_master_nodes_configured,config,Redundancy of information processing facilities,ISO27001_2022,iso27001_2022_A.8.14,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.cloud_databases.opensearch.service_domains_internal_user_database_enabled,config,Privileged Access Rights,ISO27001_2022,iso27001_2022_A.8.2,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.cloud_databases.opensearch.service_domains_monitoring_logging_enabled,config,Logging,ISO27001_2022,iso27001_2022_A.8.15,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.cloud_databases.opensearch.service_domains_node_to_node_encryption_enabled,config,164_308_a_4_ii_a: 164.308(a)(4)(ii)(A) Isolating health care clearinghouse funct,GDPR;HIPAA;ISO27001_2022;NIST_800_171,gdpr_article_32;hipaa_164_308_a_4_ii_a;hipaa_164_312_e_1;iso27001_2022_A.8.12;iso27001_2022_A.8.24;...(+3 more),APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.cloud_databases.opensearch.service_domains_not_publicly_accessible_restricted,config,User Endpoint Devices,ISO27001_2022,iso27001_2022_A.8.1,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.openshift.admission.control_check,config,Ensure that the admission control plugin AlwaysAdmit is not set,CIS_IBM,cis_ibm_1.2.10,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.admission.control_serviceaccount_enabled,config,Ensure that the admission control plugin ServiceAccount is set,CIS_IBM,cis_ibm_1.2.12,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.admission.plugin_noderestriction_check,config,Ensure that the admission control plugin NodeRestriction is set,CIS_IBM,cis_ibm_1.2.15,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.admission.securitycontextconstraint_check,config,Ensure that the admission control plugin SecurityContextConstraint is set,CIS_IBM,cis_ibm_1.2.14,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.anonymous.access_check,config,Ensure that anonymous requests are authorized,CIS_IBM,cis_ibm_1.2.1,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.api.server_tls_security_profile_check,config,Ensure that the API Server only makes use of Strong Cryptographic Ciphers,CIS_IBM,cis_ibm_1.2.35,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.apiserver.authorization_mode_check,config,Ensure that the --authorization-mode argument is not set to AlwaysAllow,CIS_IBM,cis_ibm_1.2.7,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.apiserver.basic_auth_file_absence_check,config,Ensure that the --basic-auth-file argument is not set,CIS_IBM,cis_ibm_1.2.2,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.apiserver.client_ca_tls_check,config,Ensure that the --client-ca-file argument is set as appropriate,CIS_IBM,cis_ibm_1.2.29,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.audit.log_max_backup_retention,ciem,Ensure that the maximumRetainedFiles argument is set to 10 or as appropriate,CIS_IBM,cis_ibm_1.2.22,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.audit.log_max_file_size_configured,ciem,Ensure that the maximumFileSizeMegabytes argument is set to 100,CIS_IBM,cis_ibm_1.2.23,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.audit.log_path_check,ciem,Ensure that the --audit-log-path argument is set,CIS_IBM,cis_ibm_1.2.20,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.cdi.access_check,config,Restrict update access to the CDI CR,CIS_IBM,cis_ibm_1.14,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.cluster.api_priority_and_fairness_enabled,config,Ensure that the APIPriorityAndFairness feature gate is enabled,CIS_IBM,cis_ibm_1.2.9,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.cluster.rbac_status_check,config,Verify that RBAC is enabled,CIS_IBM,cis_ibm_1.2.8,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.cni.file_ownership_check,config,Ensure that the Container Network Interface file ownership is set to root:root,CIS_IBM,cis_ibm_1.1.10,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.controller.manager_bind_address_check,config,Ensure that the --bind-address argument is set to 127.0.0.1,CIS_IBM,cis_ibm_1.3.7,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.etcd.auto_tls_check,config,Ensure that the --auto-tls argument is not set to true,CIS_IBM,cis_ibm_2.3,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.etcd.encryption_status_check,config,Encrypt etc,CIS_IBM,cis_ibm_1.2.34;cis_ibm_2.8,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.etcd.permissions_check,config,Ensure that the etcd data directory permissions are set to 700 or more restricti,CIS_IBM,cis_ibm_1.1.11,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.etcd.tls_configuration_check,config,Ensure that the --cert-file and --key-file arguments are set as appropriate,CIS_IBM,cis_ibm_2.1,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.etcd.tls_encryption_check,config,Ensure that the --etcd-cafile argument is set as appropriate,CIS_IBM,cis_ibm_1.2.30,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.etcd.unique_ca_check,config,Ensure that a unique Certificate Authority is used for etcd,CIS_IBM,cis_ibm_2.7,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.hyperconverged.ksm_configuration_check,config,Ensure KSM is disabled,CIS_IBM,cis_ibm_1.7,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.image.provenance_registry_sources_configured,config,Configure Image Provenance using image controller configuration parameters,CIS_IBM,cis_ibm_5.5.1,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.insecure.registry_check,config,Enforce the use of trusted registries using TLS,CIS_IBM,cis_ibm_1.5,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.kube.apiserver_token_auth_file_absence_check,config,Ensure that the --token-auth-file parameter is not set,CIS_IBM,cis_ibm_1.2.3,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.kubelet.anonymous_auth_check,config,Ensure that the --anonymous-auth argument is set to false,CIS_IBM,cis_ibm_4.2.2,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.kubelet.cert_rotation_check,config,Ensure that the --rotate-certificates argument is not set to false,CIS_IBM,cis_ibm_4.2.10,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.kubelet.certificate_authentication_check,config,Ensure that the kubelet uses certificates to authenticate,CIS_IBM,cis_ibm_1.2.5,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.kubelet.cipher_check,config,Ensure that the Kubelet only makes use of Strong Cryptographic Ciphers,CIS_IBM,cis_ibm_4.2.12,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.kubelet.client_ca_file_verification_enabled,config,Ensure that the --client-ca-file argument is set as appropriate,CIS_IBM,cis_ibm_4.2.4,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.kubelet.conf_permissions_check,config,Ensure that the --kubeconfig kubelet.conf file permissions are set to 644 or mor,CIS_IBM,cis_ibm_4.1.5,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.kubelet.make_iptables_util_chains_check,config,Ensure that the --make-iptables-util-chains argument is set to true,CIS_IBM,cis_ibm_4.2.7,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.kubelet.read_only_port_disabled,config,Verify that the read only port is not used or is set to 0,CIS_IBM,cis_ibm_4.2.5,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.kubelet.rotate_certificate_check,config,Verify that the RotateKubeletServerCertificate argument is set to true,CIS_IBM,cis_ibm_4.2.11,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.kubelet.service_file_ownership_check,config,Ensure that the kubelet service file ownership is set to root:root,CIS_IBM,cis_ibm_4.1.2,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.kubelet.tls_configuration_check,config,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as ,CIS_IBM,cis_ibm_4.2.9,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.kubeproxy.config_permission_check,config,If proxy kube proxy configuration file exists ensure permissions are set to 644 ,CIS_IBM,cis_ibm_4.1.3,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.network.policy_compliance_check,config,Ensure that all Namespaces have Network Policies defined,CIS_IBM,cis_ibm_5.3.2,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.networkpolicy.check,config,Use multi-network policies,CIS_IBM,cis_ibm_4.3,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.networkpolicy.cni_support_check,config,Ensure that the CNI in use supports Network Policies,CIS_IBM,cis_ibm_5.3.1,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.node.kubelet_conf_ownership_check,config,Ensure that the --kubeconfig kubelet.conf file ownership is set to root:root,CIS_IBM,cis_ibm_4.1.6,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.node.streaming_connection_idle_timeout_check,config,Ensure that the --streaming-connection-idle-timeout argument is not set to 0,CIS_IBM,cis_ibm_4.2.6,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.pki.certificate_permissions_check,config,Ensure that the OpenShift PKI certificate file permissions are set to 600 or mor,CIS_IBM,cis_ibm_1.1.20,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.pki.keyfile_permissions_check,config,Ensure that the OpenShift PKI key file permissions are set to 600,CIS_IBM,cis_ibm_1.1.21,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.pod.seccomp_profile_check,config,Ensure that the seccomp profile is set to docker/default in your pod definitions,CIS_IBM,cis_ibm_5.7.2,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.pod.security_context_audit_configured,config,Apply Security Context to Your Pods and Containers,CIS_IBM,cis_ibm_5.7.3,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.rbac.cluster_admin_check,config,Ensure that the cluster-admin role is only used where required,CIS_IBM,cis_ibm_5.1.1,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.scc.capabilities_minimized_configured,config,Minimize the admission of containers with added capabilities,CIS_IBM,cis_ibm_5.2.8,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.scc.enforce_non_root_containers_configured,config,Minimize the admission of root containers,CIS_IBM,cis_ibm_5.2.6,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.scc.host_ipc_restriction_configured,config,Minimize the admission of containers wishing to share the host IPC namespace,CIS_IBM,cis_ibm_5.2.3,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.scc.host_network_disabled_check,config,Minimize the admission of containers wishing to share the host network namespace,CIS_IBM,cis_ibm_5.2.4,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.scc.host_pid_restriction_enabled,config,Minimize the admission of containers wishing to share the host process ID namesp,CIS_IBM,cis_ibm_5.2.2,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.scc.net_raw_capability_check,config,Minimize the admission of containers with the NET_RAW capability,CIS_IBM,cis_ibm_5.2.7,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.scheduler.file_ownership_check,config,Ensure that the scheduler pod specification file ownership is set to root:root,CIS_IBM,cis_ibm_1.1.6,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.secrets.as_files_check,config,Prefer using secrets as files over secrets as environment variables,CIS_IBM,cis_ibm_5.4.1,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.service.account_usage_check,config,Ensure that default service accounts are not actively used.,CIS_IBM,cis_ibm_5.1.5,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.vlan.configuration_check,config,Use dedicated VLANs to segment network traffic,CIS_IBM,cis_ibm_4.1,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.vm.feature_gate_non_root_enabled,config,nonRoot,CIS_IBM,cis_ibm_4.18,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.vm.mac_spoof_filtering_enabled,config,Enable MAC spoof filtering,CIS_IBM,cis_ibm_4.2,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.openshift.vnc.access_restriction_check,config,Restrict VNC access to cluster workloads,CIS_IBM,cis_ibm_1.12,APPLIES,CIS_IBM → ibm,,,GENUINELY_NEW
ibm,ibm.scc.collector.enabled,config,(refined),CIS,CIS/8.1.16,AMBIGUOUS,"generic CIS, control CIS/8.1.16 not found in any CIS benchmark",,,GENUINELY_NEW
ibm,ibm.scc.recorder.all_regions_enabled,config,Requirement 10.5.1,PCI_DSS,pci_dss_v4_10.5.1;pci_dss_v4_11.5.1;pci_dss_v4_11.5.2,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
ibm,ibm.secretsmanager.secret.expiration_set,config,(refined),CIS,CIS/5.4.2,MISMATCH,"CIS control CIS/5.4.2 found in ['alicloud', 'aws', 'azure', 'gcp', 'k8s', 'oracle'] but not ibm",,,FRAMEWORK_MISMATCH
ibm,ibm.secretsmanager.secret.permissions_configured,config,(refined),CIS,CIS/1.4.3,MISMATCH,"CIS control CIS/1.4.3 found in ['azure', 'gcp', 'k8s'] but not ibm",,,FRAMEWORK_MISMATCH
ibm,ibm.secretsmanager.secret.rotation_enabled,config,(refined),CIS,CIS/5.4.2,MISMATCH,"CIS control CIS/5.4.2 found in ['alicloud', 'aws', 'azure', 'gcp', 'k8s', 'oracle'] but not ibm",,,FRAMEWORK_MISMATCH
ibm,ibm.security_advisor.iks_audit_log_enabled,config,Logging,ISO27001_2022,iso27001_2022_A.8.15,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.security_advisor.enabled,config,164_308_a_1_ii_d: 164.308(a)(1)(ii)(D) Information system activity review,CANADA_PBMM;CISA_CE;FedRAMP_Moderate;HIPAA;NIST_800_171;NIST_800_53;RBI_BANK;RBI_NBFC,canada_pbmm_moderate_CCCS_CA_2;canada_pbmm_moderate_CCCS_CA_7;cisa_ce_v1_Your_Data_1;cisa_ce_v1_Your_Data_3;fedramp_moderate_CA_2;...(+47 more),APPLIES,RBI_NBFC is cross-CSP,,,GENUINELY_NEW
ibm,ibm.security_advisor.is_enabled,config,164_308_a_1_ii_a: 164.308(a)(1)(ii)(A) Risk analysis,CANADA_PBMM;FedRAMP_Moderate;HIPAA;ISO27001_2022;NIST_800_171;NIST_800_53;PCI_DSS,canada_pbmm_moderate_CCCS_CA_2;canada_pbmm_moderate_CCCS_CA_7;canada_pbmm_moderate_CCCS_RA_1;canada_pbmm_moderate_CCCS_RA_5;canada_pbmm_moderate_CCCS_SC_5;...(+105 more),APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.security_advisor.notification_channel.is_configured,config,(refined),CIS,CIS/4.14,MISMATCH,CIS control CIS/4.14 found in ['aws'] but not ibm,,,FRAMEWORK_MISMATCH
ibm,ibm.security_and_compliance_center.account_settings_configured,config,Check that IBM Cloud Security and Compliance Center is enabled and configured.,CANADA_PBMM,CANADA_PBMM/SI-6,APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.cos.bucket.ibm_services_trusted_access_enabled,config,Information Access Restriction,ISO27001_2022,iso27001_2022_A.8.3,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.block_storage_snapshot.encrypted,config,PARTIAL: ibm.vpc.block_storage_snapshot.encrypted ||| verifies snapshot encryption for compute recovery but not full system reconstitution,CANADA_PBMM,CANADA_PBMM/CP-10(4),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.block_storage.volume_protected_by_backup_plan_configured,config,Requirement 3.1.1,PCI_DSS,pci_dss_v4_3.1.1;pci_dss_v4_3.1.2,APPLIES,PCI_DSS is cross-CSP,,ibm.vpc.instance.boot_volume_encrypted (shared:volume),GENUINELY_NEW
ibm,ibm.vpc.endpoint.for_vsi_enabled,config,Network Security,ISO27001_2022,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.endpoint.multi_az_enabled,config,Network Security,ISO27001_2022,iso27001_2022_A.8.14;iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.endpoint.services_allowed_principals_trust_boundaries_configured,config,Network Security,ISO27001_2022,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.image.baseline_approved_enforced,config,(refined),CANADA_PBMM,CANADA_PBMM/CM-2(7),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.instance.backup_policy_configured,config,(refined),CIS,CIS/6.1,MISMATCH,"CIS control CIS/6.1 found in ['aws', 'azure'] but not ibm",,,FRAMEWORK_MISMATCH
ibm,ibm.vpc.instance.boot_volume_delete_volume_on_instance_delete_configured,config,Check VPC instance boot volume is not deleted on instance termination to preserve data,CANADA_PBMM,CANADA_PBMM/CP-2(6),APPLIES,CANADA_PBMM is cross-CSP,,"ibm.vpc.instance.boot_volume_encrypted (shared:boot,volume); ibm.vpc.instance.secure_boot_enabled (shared:boot)",AMBIGUOUS
ibm,ibm.vpc.instance.inventory_enabled,config,(refined),CANADA_PBMM,CANADA_PBMM/CM-8(1);CANADA_PBMM/CM-8(3);CANADA_PBMM/CM-8(5),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.instance.compliance_managed_configured,config,Baseline Configuration,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53,canada_pbmm_moderate_CCCS_CM_2;canada_pbmm_moderate_CCCS_CM_6;canada_pbmm_moderate_CCCS_CM_8;fedramp_moderate_CM_2;fedramp_moderate_CM_2_2;...(+26 more),APPLIES,FedRAMP_Moderate is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.instance.namespace_configured,config,(refined),CIS,CIS/5.6.1,MISMATCH,"CIS control CIS/5.6.1 found in ['alicloud', 'gcp', 'k8s'] but not ibm",,,FRAMEWORK_MISMATCH
ibm,ibm.vpc.instance.older_than_specific_days_configured,config,Baseline Configuration,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53,canada_pbmm_moderate_CCCS_CM_2;fedramp_moderate_CM_2;fedramp_moderate_CM_2_2;fedramp_moderate_CM_2_3;fedramp_moderate_CM_2_7;...(+5 more),APPLIES,FedRAMP_Moderate is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.instance.required_tags_configured,config,Check that IBM VPC virtual server instances have required tags for configuration management.,CANADA_PBMM,CANADA_PBMM/CM-6(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.instance.trusted_image_configured,config,"Check that VPC instances are created from trusted images (e.g., approved stock or custom images).",CANADA_PBMM,CANADA_PBMM/SI-7(7),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.instance.trusted_profile_attachment_configured,config,"PARTIAL: ibm.vpc.instance.trusted_profile_attachment ||| verifies instance uses a trusted profile for secure, automated management, but does not confi",CANADA_PBMM,CANADA_PBMM/SI-3(7),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.instance.vulnerability_scanning_enabled,config,PARTIAL: ibm.vpc.instance.vulnerability_scanning_enabled ||| verifies config exists for VSI vulnerability scanning but not testing execution; PARTIAL:,CANADA_PBMM,CANADA_PBMM/RA-5(1);CANADA_PBMM/RA-5(2);CANADA_PBMM/RA-5(3);CANADA_PBMM/RA-5(5);CANADA_PBMM/RA-5(8),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.loadbalancers.tls_listeners_configured,config,(refined),CIS,CIS/16.1,MISMATCH,"CIS control CIS/16.1 found in ['aws', 'azure'] but not ibm",,,FRAMEWORK_MISMATCH
ibm,ibm.vpc.network_acl.configured,config,(refined),CIS,CIS/5.4.4,MISMATCH,"CIS control CIS/5.4.4 found in ['aws', 'azure', 'gcp', 'oracle'] but not ibm",,,FRAMEWORK_MISMATCH
ibm,ibm.vpc.networkacl.allow_ingress_any_port_restricted,config,Baseline Configuration,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53,canada_pbmm_moderate_CCCS_CM_2;canada_pbmm_moderate_CCCS_CM_7;fedramp_moderate_CM_2;fedramp_moderate_CM_2_2;fedramp_moderate_CM_2_3;...(+10 more),APPLIES,FedRAMP_Moderate is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.networkacl.allow_ingress_tcp_port_22_restricted,config,(continued) • Clear labeling of any out-of-scope areas on the diagram via a shad,PCI_DSS,pci_dss_v4_1.2.1;pci_dss_v4_1.2.3;pci_dss_v4_1.2.5;pci_dss_v4_1.2.6;pci_dss_v4_1.2.7;...(+3 more),APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.networkacl.allow_ingress_tcp_port_3389_restricted,config,(continued) • Clear labeling of any out-of-scope areas on the diagram via a shad,PCI_DSS,pci_dss_v4_1.2.1;pci_dss_v4_1.2.3;pci_dss_v4_1.2.5;pci_dss_v4_1.2.6;pci_dss_v4_1.2.7;...(+3 more),APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.peering.routing_tables_with_least_privilege_enforced,config,Network Security,ISO27001_2022,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.security_group.configured,config,(refined),CIS,CIS/5.4.4,MISMATCH,"CIS control CIS/5.4.4 found in ['aws', 'azure', 'gcp', 'oracle'] but not ibm",,,FRAMEWORK_MISMATCH
ibm,ibm.vpc.security_group.deny_all_inbound_restricted,config,Check that a security group has a rule denying all inbound traffic.; Check that a security group denies all inbound traffic from the internet.,CANADA_PBMM,CANADA_PBMM/SC-7(4);CANADA_PBMM/SC-7(5),APPLIES,CANADA_PBMM is cross-CSP,,ibm.vpc.security_group.no_unrestricted_inbound (shared:inbound); ibm.vpc.security_group.default_security_group_restricts_all (shared:all),GENUINELY_NEW
ibm,ibm.vpc.security_group.flow_logs_enabled,config,"PARTIAL: ibm.vpc.security_group.flow_logs_enabled ||| verifies network traffic monitoring for anomaly detection, not direct vulnerability scanning",CANADA_PBMM,CANADA_PBMM/RA-5(6),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.security_group.ingress_restricted,config,Check that security groups restrict inbound traffic to authorized sources.; Check that security groups restrict ingress from the internet to only auth,CANADA_PBMM,CANADA_PBMM/SC-7(12);CANADA_PBMM/SC-7(13);CANADA_PBMM/SC-7(18);CANADA_PBMM/SC-7(7);CANADA_PBMM/SC-7(8),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.vpc.subnet.different_az_configured,config,Network Security,ISO27001_2022,iso27001_2022_A.8.14;iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
