catalog_rule_id,service,category,provider_service,catalog_compliance_ids,has_compliance_ids,ciem_rule_id,confidence,reasoning,ciem_title,ciem_threat_category,ciem_service,ciem_compliance_ids,candidate_count,error
aws.kms.cmk_rotation_enabled:aws.kms.key.rotation_enabled,kms,,"boto3.client(""kms"")","canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135;canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135,cis_aws_aws_3.6_0048,cis_aws_aws_4.6_0025,fedramp_moderate_multi_cloud_SC-12_0346,gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002,hipaa_multi_cloud_164_312_a_2_iv_0025,iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080,iso27001_2022_multi_cloud_A.8.5_0092,nist_800_53_rev5_multi_cloud_SA-9_6_1118,nist_800_53_rev5_multi_cloud_SC-12_1_1236,nist_800_53_rev5_multi_cloud_SC-12_2_1237,nist_800_53_rev5_multi_cloud_SC-12_3_1238,nist_800_53_rev5_multi_cloud_SC-12_3_1239,nist_800_53_rev5_multi_cloud_SC-12_3_1240,nist_800_53_rev5_multi_cloud_SC-12_4_1241,nist_800_53_rev5_multi_cloud_SC-12_5_1242,nist_800_53_rev5_multi_cloud_SC-12_6_1243,rbi_bank_multi_cloud_11.1_0004,rbi_bank_multi_cloud_3.3_0016,rbi_nbfc_multi_cloud_2.9_0013;cis_aws_aws_3.6_0048;cis_aws_aws_4.6_0025;fedramp_moderate_multi_cloud_SC-12_0346;iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.24_0080;iso27001_2022_multi_cloud_A.8.5_0092;nist_800_53_rev5_multi_cloud_SA-9_6_1118;nist_800_53_rev5_multi_cloud_SC-12_1_1236;nist_800_53_rev5_multi_cloud_SC-12_2_1237;nist_800_53_rev5_multi_cloud_SC-12_3_1238;nist_800_53_rev5_multi_cloud_SC-12_3_1239;nist_800_53_rev5_multi_cloud_SC-12_3_1240;nist_800_53_rev5_multi_cloud_SC-12_4_1241;nist_800_53_rev5_multi_cloud_SC-12_5_1242;nist_800_53_rev5_multi_cloud_SC-12_6_1243;rbi_bank_multi_cloud_11.1_0004;rbi_bank_multi_cloud_3.3_0016;rbi_nbfc_multi_cloud_2.9_0013",yes,aws.secsvc.cloudtrail.kms_disable_key_rotation,high,"This CIEM rule directly detects the disabling of KMS key rotation via CloudTrail events, which is the operational violation of the catalog requirement for CMK rotation to be enabled.",Security Services: KMS Disable Key Rotation,defense_evasion,secsvc,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_,9,
cloudtrail.kms.encryption.enabled,kms,security,"boto3.client(""kms"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002;gdpr_multi_cloud_Article_32_Security_of_processing_0003;hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_308_a_1_ii_d_0003;hipaa_multi_cloud_164_308_a_4_ii_a_0009;hipaa_multi_cloud_164_312_a_2_iv_0025;hipaa_multi_cloud_164_312_c_1_0027;hipaa_multi_cloud_164_312_c_2_0028;hipaa_multi_cloud_164_312_e_2_ii_0032,yes,aws.datasec.correlation.cloudtrail.encryption_disabled,high,"This CIEM rule detects when encryption is disabled via CloudTrail events, directly addressing the catalog requirement for KMS encryption to be enabled by monitoring for disabling actions.",Data Security: Encryption Disabled,defense_evasion,datasec,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_,11,
cloudwatch.log.metric.filter.authentication.failures,log,security,"boto3.client(""log"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;hipaa_multi_cloud_164_308_a_5_ii_c_0013;hipaa_multi_cloud_164_308_a_6_i_0015;hipaa_multi_cloud_164_308_a_6_ii_0016,yes,aws.threat.correlation.cloudtrail.console_login_failure,high,"This CIEM rule directly detects authentication failures (console login failures) via CloudTrail, which matches the catalog rule's requirement for monitoring authentication failures.",Threat: Console Login Failure,initial_access,threat,cis_aws_v3_1.14;cis_aws_v3_2.1;cis_azure_v2_1.2;cis_azure_v2_2.1;nist_800_53_r5_AC-17;nist_800_53_r5_IA-2;nist_800_53_r5_SI-3;pci_dss_v4_8.3;pci_dss_v4_11.5;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4,20,
elb.logging.enabled,logging,security,"boto3.client(""logging"")",gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002;hipaa_multi_cloud_164_308_a_1_ii_d_0003;hipaa_multi_cloud_164_308_a_3_ii_a_0005;hipaa_multi_cloud_164_308_a_6_ii_0016;hipaa_multi_cloud_164_312_b_0026,yes,aws.network.cloudtrail.elb_access_log_disabled,high,"This CIEM rule directly detects when ELB access logging is disabled via API events, which corresponds to the catalog requirement for ELB logging to be enabled for compliance with GDPR Article 30 and HIPAA logging requirements.",Network: Elb Access Log Disabled,defense_evasion,network,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_,20,
elbv2.logging.enabled,logging,security,"boto3.client(""logging"")",gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002;hipaa_multi_cloud_164_308_a_1_ii_d_0003;hipaa_multi_cloud_164_308_a_3_ii_a_0005;hipaa_multi_cloud_164_308_a_6_ii_0016;hipaa_multi_cloud_164_312_b_0026,yes,aws.network.cloudtrail.elb_access_log_disabled,high,"This CIEM rule specifically detects when ELB access logging is disabled, which directly addresses the catalog requirement for ELBv2 logging to be enabled for compliance with GDPR Article 30 and HIPAA processing activity records.",Network: Elb Access Log Disabled,defense_evasion,network,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_,20,
config.recorder.all.regions.enabled,recorder,security,"boto3.client(""recorder"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002;hipaa_multi_cloud_164_308_a_1_ii_a_0001;pci_dss_v4_multi_cloud_11.5.1_0174;pci_dss_v4_multi_cloud_11.5.2_0176,yes,aws.secsvc.cloudtrail.config_stop_recorder,high,"This CIEM rule detects when AWS Config recorder is stopped via CloudTrail events, directly addressing the catalog requirement for continuous recording across all regions.",Security Services: Config Stop Recorder,defense_evasion,secsvc,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_,20,
aws.s3.bucket.access_logging_enabled:aws.s3.bucket.access_logging_enabled,s3,,"boto3.client(""s3"")",,no,aws.threat.correlation.cloudtrail.disable_s3_logging,high,"This CIEM rule detects the disabling of S3 logging via CloudTrail events, which directly corresponds to the catalog rule requiring S3 bucket access logging to be enabled.",Threat: Disable S3 Logging,defense_evasion,threat,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_,20,
aws.s3.bucket.encrypted_at_rest_cmek,s3,dr,"boto3.client(""s3"")",,no,aws.storage.cloudtrail.s3_delete_bucket_encryption,high,"This CIEM rule detects deletion of S3 bucket encryption, which directly corresponds to the catalog requirement for encryption at rest with CMEK being violated.",Storage: S3 Delete Bucket Encryption,defense_evasion,storage,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_,20,
aws.s3.bucket.versioning_enabled:aws.s3.bucket.backup_storage_immutability_enabled,s3,,"boto3.client(""s3"")","canada_pbmm_moderate_multi_cloud_CCCS_CP-6_0056;canada_pbmm_moderate_multi_cloud_CCCS_CP-6_0056,canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059,fedramp_moderate_multi_cloud_CP-6_0146,fedramp_moderate_multi_cloud_CP-6_1_0147,fedramp_moderate_multi_cloud_CP-6_2_0148,fedramp_moderate_multi_cloud_CP-6_3_0149,fedramp_moderate_multi_cloud_CP-9_0160,fedramp_moderate_multi_cloud_CP-9_1_0161,fedramp_moderate_multi_cloud_CP-9_2_0162,fedramp_moderate_multi_cloud_CP-9_3_0163,fedramp_moderate_multi_cloud_CP-9_5_0164,fedramp_moderate_multi_cloud_CP-9_8_0165,gdpr_multi_cloud_Article_32_Security_of_processing_0003,hipaa_multi_cloud_164_308_a_1_ii_b_0002,hipaa_multi_cloud_164_308_a_4_ii_a_0009,hipaa_multi_cloud_164_308_a_7_i_0017,hipaa_multi_cloud_164_308_a_7_ii_a_0018,hipaa_multi_cloud_164_308_a_7_ii_b_0019,hipaa_multi_cloud_164_308_a_7_ii_c_0020,hipaa_multi_cloud_164_312_a_2_ii_0024,hipaa_multi_cloud_164_312_a_2_iv_0025,hipaa_multi_cloud_164_312_c_1_0027,hipaa_multi_cloud_164_312_c_2_0028,hipaa_multi_cloud_164_312_e_2_ii_0032,iso27001_2022_multi_cloud_A.8.10_0065,iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080,iso27001_2022_multi_cloud_A.8.3_0085,nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005,nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007,nist_800_171_r2_multi_cloud_3_3_8_3.3.8_Protect_audit_information_and_audit_l_0036,nist_800_53_rev5_multi_cloud_AU-9_2_0260,nist_800_53_rev5_multi_cloud_CP-10_1_0513,nist_800_53_rev5_multi_cloud_CP-10_2_0514,nist_800_53_rev5_multi_cloud_CP-10_3_0515,nist_800_53_rev5_multi_cloud_CP-10_4_0516,nist_800_53_rev5_multi_cloud_CP-10_5_0517,nist_800_53_rev5_multi_cloud_CP-10_6_0518,nist_800_53_rev5_multi_cloud_CP-2_5_0457,nist_800_53_rev5_multi_cloud_CP-6-a_0485,nist_800_53_rev5_multi_cloud_CP-6_1_0482,nist_800_53_rev5_multi_cloud_CP-6_2_0483,nist_800_53_rev5_multi_cloud_CP-9-a_0509,nist_800_53_rev5_multi_cloud_CP-9-b_0510,nist_800_53_rev5_multi_cloud_CP-9-c_0511,nist_800_53_rev5_multi_cloud_PM-11-b_0867,nist_800_53_rev5_multi_cloud_PM-17-b_0876,nist_800_53_rev5_multi_cloud_SC-16_1_1256,nist_800_53_rev5_multi_cloud_SC-5_2_1189,nist_800_53_rev5_multi_cloud_SI-13_5_1426,pci_dss_v4_multi_cloud_10.5.1_0157,pci_dss_v4_multi_cloud_3.1.1_0032,pci_dss_v4_multi_cloud_3.1.2_0033,pci_dss_v4_multi_cloud_3.4.1_0039,pci_dss_v4_multi_cloud_3.4.2_0040,pci_dss_v4_multi_cloud_7.2.5.1_0095,pci_dss_v4_multi_cloud_8.2.1_0101,pci_dss_v4_multi_cloud_8.2.6_0104,pci_dss_v4_multi_cloud_8.2.7_0105,pci_dss_v4_multi_cloud_8.2.8_0106,rbi_bank_multi_cloud_6.1_0021,rbi_nbfc_multi_cloud_3.4_0020,rbi_nbfc_multi_cloud_7.3_0035,soc2_multi_cloud_a1_2_0025,soc2_multi_cloud_cc_7_4_0018,soc2_multi_cloud_cc_a_1_1_0021,soc2_multi_cloud_cc_c_1_2_0023;canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059;fedramp_moderate_multi_cloud_CP-6_0146;fedramp_moderate_multi_cloud_CP-6_1_0147;fedramp_moderate_multi_cloud_CP-6_2_0148;fedramp_moderate_multi_cloud_CP-6_3_0149;fedramp_moderate_multi_cloud_CP-9_0160;fedramp_moderate_multi_cloud_CP-9_1_0161;fedramp_moderate_multi_cloud_CP-9_2_0162;fedramp_moderate_multi_cloud_CP-9_3_0163;fedramp_moderate_multi_cloud_CP-9_5_0164;fedramp_moderate_multi_cloud_CP-9_8_0165;iso27001_2022_multi_cloud_A.8.10_0065;iso27001_2022_multi_cloud_A.8.3_0085;nist_800_53_rev5_multi_cloud_AU-9_2_0260;nist_800_53_rev5_multi_cloud_CP-10_1_0513;nist_800_53_rev5_multi_cloud_CP-10_2_0514;nist_800_53_rev5_multi_cloud_CP-10_3_0515;nist_800_53_rev5_multi_cloud_CP-10_4_0516;nist_800_53_rev5_multi_cloud_CP-10_5_0517;nist_800_53_rev5_multi_cloud_CP-10_6_0518;nist_800_53_rev5_multi_cloud_CP-2_5_0457;nist_800_53_rev5_multi_cloud_CP-6-a_0485;nist_800_53_rev5_multi_cloud_CP-6_1_0482;nist_800_53_rev5_multi_cloud_CP-6_2_0483;nist_800_53_rev5_multi_cloud_CP-9-a_0509;nist_800_53_rev5_multi_cloud_CP-9-b_0510;nist_800_53_rev5_multi_cloud_CP-9-c_0511;nist_800_53_rev5_multi_cloud_PM-11-b_0867;nist_800_53_rev5_multi_cloud_PM-17-b_0876;nist_800_53_rev5_multi_cloud_SC-16_1_1256;nist_800_53_rev5_multi_cloud_SC-5_2_1189;nist_800_53_rev5_multi_cloud_SI-13_5_1426;rbi_bank_multi_cloud_6.1_0021;rbi_nbfc_multi_cloud_3.4_0020;rbi_nbfc_multi_cloud_7.3_0035;soc2_multi_cloud_a1_2_0025;soc2_multi_cloud_cc_7_4_0018;soc2_multi_cloud_cc_a_1_1_0021;soc2_multi_cloud_cc_c_1_2_0023",yes,aws.storage.cloudtrail.s3_put_bucket_versioning_suspend,high,"This CIEM rule detects when S3 bucket versioning is suspended, which directly addresses the catalog requirement for versioning to be enabled to ensure backup storage immutability.",Storage: S3 Put Bucket Versioning Suspend,data_destruction,storage,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_202,20,
aws.savings_plans.savings_plan.billing_admins_mfa_required,savings_plans,cost,"boto3.client(""savings_plans"")",,no,aws.threat.correlation.cloudtrail.console_login_no_mfa,high,"This CIEM rule detects console logins without MFA, which directly addresses the requirement for billing admins to use MFA when accessing Savings Plans.",Threat: Console Login No MFA,initial_access,threat,cis_aws_v3_1.14;cis_aws_v3_2.1;cis_azure_v2_1.2;cis_azure_v2_2.1;nist_800_53_r5_AC-17;nist_800_53_r5_IA-2;nist_800_53_r5_SI-3;pci_dss_v4_8.3;pci_dss_v4_11.5;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4,20,
rds.snapshots.public.access,snapshots,security,"boto3.client(""snapshots"")",hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_308_a_3_i_0004;hipaa_multi_cloud_164_312_a_1_0022,yes,aws.threat.correlation.cloudtrail.rds_snapshot_public,high,"This CIEM rule specifically detects when RDS snapshots are made publicly accessible, directly addressing the same security control as the catalog rule about preventing public access to RDS snapshots.",Threat: RDS Snapshot Public,data_exfiltration,threat,cis_aws_v3_2.7;cis_aws_v3_3.7;cis_azure_v2_3.1;cis_azure_v2_5.2;nist_800_53_r5_SC-7;nist_800_53_r5_SC-28;nist_800_53_r5_AC-4;pci_dss_v4_3.2;pci_dss_v4_4.1;pci_dss_v4_10.2;iso_27001_2022_A.8.12;iso_270,20,
aws.vpc_flow_logs.flow_log.alert_destinations_configured,vpc_flow_logs,network,"boto3.client(""vpc_flow_logs"")",,no,aws.vpc.cloudtrail.flow_logs_deleted,high,"This CIEM rule detects when VPC Flow Logs are deleted via CloudTrail events, which directly addresses the catalog requirement for alerting when flow log destinations are not properly configured due to deletion events.",VPC: Flow Logs Deleted,defense_evasion,vpc,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_,20,
aws.vpc_flow_logs.flow_log.flow_logs_enabled,vpc_flow_logs,network,"boto3.client(""vpc_flow_logs"")",,no,aws.vpc.cloudtrail.flow_logs_deleted,high,"This CIEM rule detects when VPC Flow Logs are deleted via CloudTrail events, directly addressing the security concern of missing flow logs that the catalog rule aims to prevent.",VPC: Flow Logs Deleted,defense_evasion,vpc,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_,20,
aws.api_gateway.request_validator.api_request_body_size_limit_configured,api_gateway,api_security,"boto3.client(""api_gateway"")",,no,aws.waf.web_acl_log.size_constraint_block,medium,"This CIEM rule detects when a WAF blocks a request due to a size constraint, which is the closest event-based detection to the static requirement for an API Gateway request validator body size limit.",WAF: Size Constraint Block,web_attack,waf,,20,
aws.apigateway.restapi_waf_acl_attached:nan,apigateway,,"boto3.client(""apigateway"")",,no,aws.netsec.cloudtrail.waf_disassociate_web_acl,medium,"This CIEM rule detects when a WAF web ACL is disassociated from a resource, which could indicate an API Gateway losing its WAF protection, though it's not API Gateway-specific.",Network Security: WAF Disassociate Web ACL,defense_evasion,netsec,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_,9,
"s3.bucket.server.access.logging.enabled,.cloudtrail.s3.dataevents.read.enabled,.cloudtrail.multi.region.enabled,.cloudtrail.cloudwatch.logging.enabled,.redshift.cluster.audit.logging",bucket,security,"boto3.client(""bucket"")",pci_dss_v4_multi_cloud_10.2.1_0143;pci_dss_v4_multi_cloud_10.3.1_0151;pci_dss_v4_multi_cloud_10.3.2_0152;pci_dss_v4_multi_cloud_10.3.3_0153;pci_dss_v4_multi_cloud_10.3.4_0154,yes,aws.threat.correlation.cloudtrail.disable_s3_logging,medium,"This CIEM rule detects disabling of S3 logging events, which partially addresses the catalog requirement for S3 bucket server access logging to be enabled.",Threat: Disable S3 Logging,defense_evasion,threat,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_,20,
"s3.bucket.server.access.logging.enabled,.cloudtrail.s3.dataevents.read.enabled,.cloudtrail.multi.region.enabled,.cloudtrail.cloudwatch.logging.enabled,.redshift.cluster.audit.logging,.config.recorder.all.regions.enabled,.s3.bucket.object.versioning,.cloudtrail.log.file.validation.enabled,.s3.bucket.cross.region.replication",bucket,security,"boto3.client(""bucket"")",pci_dss_v4_multi_cloud_10.5.1_0157,yes,aws.threat.correlation.cloudtrail.disable_s3_logging,medium,"This CIEM rule detects disabling of S3 logging, which directly addresses the catalog requirement for S3 bucket server access logging to be enabled.",Threat: Disable S3 Logging,defense_evasion,threat,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_,20,
aws.efs.file_system.encryption_at_rest_enabled,efs,data_protection_storage,"boto3.client(""efs"")",nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005;nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007,yes,aws.datasec.correlation.cloudtrail.encryption_disabled,medium,"This CIEM rule detects when encryption is disabled on cloud resources, which could include EFS file systems losing encryption-at-rest protection.",Data Security: Encryption Disabled,defense_evasion,datasec,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_,20,
aws.identity_center.permission_set.attached_policies_not_admin_star,identity_center,identity_access,"boto3.client(""identity_center"")",,no,aws.threat.correlation.cloudtrail.attach_admin_policy,medium,"The catalog rule checks for attached policies that are overly permissive (admin/*), and this CIEM rule specifically detects the attachment of admin policies, which aligns with the same security concern of excessive privilege assignment.",Threat: Attach Admin Policy,privilege_escalation,threat,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss,8,
aws.k8s.api.default_deny_ingress_per_namespace,k8s,containers_kubernetes,"boto3.client(""k8s"")",,no,aws.eks.audit_log.audit.ingress_modify,medium,"The CIEM rule detects modifications to EKS Ingress resources, which could indicate a violation of the default-deny ingress policy requirement by allowing unauthorized ingress changes.",EKS: Ingress Modify,defense_evasion,eks,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_,20,
aws.k8s.api.host_network_pid_ipc_disabled,k8s,containers_kubernetes,"boto3.client(""k8s"")",,no,aws.container.cloudtrail.ecs_task_def_host_network,medium,"This CIEM rule detects ECS tasks configured with host network mode, which is conceptually similar to the Kubernetes pod security control requiring hostNetwork, hostPID, and hostIPC to be disabled.",Container: ECS Task Def Host Network,lateral_movement,container,cis_aws_v3_5.1;cis_aws_v3_5.2;cis_aws_v3_5.3;cis_azure_v2_6.1;cis_azure_v2_6.2;nist_800_53_r5_SC-7;nist_800_53_r5_AC-4;nist_800_53_r5_SI-3;pci_dss_v4_1.2;pci_dss_v4_1.3;pci_dss_v4_7.2;iso_27001_2022_A,20,
aws.k8s.api.pod_security_level_restricted,k8s,containers_kubernetes,"boto3.client(""k8s"")",,no,aws.eks.audit_log.audit.privileged_pod,medium,"The catalog rule 'aws.k8s.api.pod_security_level_restricted' appears to check for restricted pod security standards, which is directly related to detecting privileged pod creation events that violate those standards.",EKS: Privileged Pod,privilege_escalation,eks,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss,20,
aws.k8s.api.service_account_token_signing_enabled,k8s,k8s,"boto3.client(""k8s"")",,no,aws.eks.audit_log.audit.token_request,medium,"This CIEM rule detects token request events in EKS audit logs, which could indicate service account token usage that might be related to signing configuration violations.",EKS: Token Request,credential_access,eks,cis_aws_v3_1.14;cis_aws_v3_1.19;cis_aws_v3_2.1;cis_azure_v2_1.3;cis_azure_v2_1.4;cis_azure_v2_8.1;nist_800_53_r5_IA-5;nist_800_53_r5_IA-8;nist_800_53_r5_SC-28;pci_dss_v4_8.2;pci_dss_v4_8.3;pci_dss_v4_,20,
aws.kafka.cluster.encryption_at_rest_uses_cmk:nan,kafka,,"boto3.client(""kafka"")",,no,aws.datasec.correlation.cloudtrail.encryption_disabled,medium,"This CIEM rule detects when encryption is disabled on AWS resources, which could cover the Kafka cluster encryption requirement if it monitors CreateCluster or UpdateClusterConfiguration API calls for MSK.",Data Security: Encryption Disabled,defense_evasion,datasec,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_,20,
