yaml_rule_id,yaml_service,yaml_resource_kind,scope,domain,severity,assertion_id,verdict_bucket,best_jaccard,pool_size,prev_ai_match,prev_ai_confidence,prev_ai_reasoning,new_ai_match,new_ai_confidence,new_ai_reasoning,top5_candidates,manual_review_decision,manual_review_notes
aws.sagemaker.endpoint_config_prod_variant_instances.endpoint_config_prod_variant_instances_configured,sagemaker,endpoint_config_prod_variant_instances,sagemaker.endpoint_config_prod_variant_instances.configuration,configuration_and_change_management,medium,security.configuration.sagemaker_endpoint_config_prod_variant_instances_endpoint_config_prod_variant_instances_configured,borderline-look,0.444,85,,none,"The config rule focuses on production variant instances configuration in SageMaker endpoint configs, which is not covered by any candidate rules related to authentication, logging, encryption, networking, or other security controls.",,none,No candidate rule addresses production variant instances configuration in SageMaker endpoint configs.,aws.sagemaker.endpoint_config_prod_variant_instances:aws.sagemaker.endpoint.authn_required(0.44); aws.sagemaker.endpoint.authn_required(0.14); aws.sagemaker.endpoint.logging_enabled(0.14); aws.sagemaker.notebook_instance.encrypted(0.14); aws.sagemaker.endpoint.logs_enabled(0.14),,
aws.sns.topics_not_publicly_accessible.topics_not_publicly_accessible_configured,sns,topics_not_publicly_accessible,sns.topics_not_publicly_accessible.network,network_security_and_connectivity,high,network_security.network_access.sns_topics_not_publicly_accessible_topics_not_publicly_accessible_configured,borderline-look,0.375,24,aws.sns.topic.no_public_webhooks,medium,"Both rules address preventing public access to SNS topics, though the candidate focuses specifically on webhooks while the config rule is more general.",aws.sns.topic.no_public_webhooks,high,"Both rules focus on preventing public accessibility of SNS topics, aligning with network security controls.",aws.sns.topics_not_publicly_accessible:aws.sns.subscription.destinations_configured(0.38); aws.sns.topic.channels_configured(0.20); aws.sns.topic.destinations_configured(0.20); aws.sns.topic.endpoints_authenticated(0.17); aws.sns.topic.alarm_actions_configured(0.17),,
aws.stepfunctions.statemachine.stepfunctions_integrations_least_privilege,stepfunctions,statemachine,stepfunctions.statemachine.access_control,identity_and_access_management,high,identity_access.least_privilege.stepfunctions_statemachine_stepfunctions_integrations_least_privilege,borderline-look,0.429,39,aws.stepfunctions.state_machine.iam_role_least_privileged,medium,"Both rules enforce least privilege for IAM roles in Step Functions state machines, though the candidate focuses on IAM roles generally while the config rule specifies Step Functions integrations.",aws.step_functions.state_machine.integrations_least_privilege,high,Both rules target least privilege for Step Functions state machine integrations with identical intent and resource scope.,aws.step_functions.state_machine.integrations_least_privilege(0.43); aws.stepfunctions.state_machine.execution_roles_least_privilege(0.22); aws.stepfunctions.state_machine.execution_role_least_privilege(0.22); aws.step_functions.state_machine.execution_roles_least_privilege(0.22); aws.stepfunctions.statemachine_logging_enabled:aws.stepfunctions.state_machine.logging_enabled(0.20),,
aws.timestream.resource.iam_fine_grained_access_control_enabled,timestream,resource,timestream.resource.access_control,identity_and_access_management,high,identity_access.least_privilege.timestream_resource_iam_fine_grained_access_control_enabled,borderline-look,0.4,18,aws.timestream.table.rbac_least_privilege,medium,"Both rules enforce least-privilege access control on Timestream resources, though the candidate specifies table-level RBAC while the config rule mentions fine-grained IAM control more broadly.",aws.timestream.table.rbac_least_privilege,medium,"Both rules focus on fine-grained access control and least privilege for Timestream resources, though the candidate specifies table-level while the config rule is more general.",aws.timestream.iam_fine_grained_access_control_enabled:aws.timestream.table.iam_or_managed_identity_auth_enabled_where_supported(0.40); aws.timestream.database.iam_or_managed_identity_auth_enabled_where_supported(0.15); aws.timestream.table.iam_or_managed_identity_auth_enabled_where_supported(0.15); aws.timestream.database.public_access_disabled(0.11); aws.timestream.table.public_access_disabled(0.11),,
aws.vpc.endpoint_services_allowed_principals_trust_boundaries.endpoint_principals_trust_boundaries_configured,vpc,endpoint_services_allowed_principals_trust_boundaries,vpc.endpoint_services_allowed_principals_trust_boundaries.configuration,configuration_and_change_management,medium,security.configuration.vpc_endpoint_services_allowed_principals_trust_boundaries_endpoint_principals_trust_boundaries_configured,borderline-look,0.357,53,,none,"The config rule checks VPC endpoint service allowed principals trust boundaries, but all candidates focus on flow logs, DNS settings, or route tables with no overlap on principal access controls.",,none,No candidate rule addresses VPC endpoint services allowed principals or trust boundaries.,aws.vpc.endpoint_services_allowed_principals_trust_boundaries:aws.vpc.vpc_endpoint.route_tables_no_unintended_internet_paths(0.36); aws.vpc.endpoint_connections_trust_boundaries:aws.vpc.security_group.dns_hostnames_and_support_configured(0.13); aws.vpc.vpc_endpoint.flow_logs_enabled(0.10); aws.vpc.vpc_endpoint.dns_hostnames_and_support_configured(0.09); aws.vpc.vpc_endpoint.route_tables_no_unintended_internet_paths(0.08),,
aws.vpc.nacl_ingress_restricted_ports_22_3389.nacl_ingress_restricted_ports_22_3389_configured,vpc,nacl_ingress_restricted_ports_22_3389,vpc.nacl_ingress_restricted_ports_22_3389.configuration,configuration_and_change_management,medium,security.configuration.vpc_nacl_ingress_restricted_ports_22_3389_nacl_ingress_restricted_ports_22_3389_configured,borderline-look,0.357,53,,none,"The config rule checks for restricted ingress ports (22, 3389) on network ACLs, while all candidates check for flow logs or DNS hostnames on various VPC resources, which are unrelated controls.",,none,No candidate rule addresses NACL ingress restrictions on ports 22 and 3389.,aws.vpc.nacl_ingress_restricted_ports_22_3389:aws.vpc.network_acl.dns_hostnames_and_support_configured(0.36); aws.vpc.customer_gateway.flow_logs_enabled(0.00); aws.vpc.internet_gateway.flow_logs_enabled(0.00); aws.vpc.nat_gateway.flow_logs_enabled(0.00); aws.vpc.network_acl.flow_logs_enabled(0.00),,
aws.vpc.peering_routing_tables_with_least_privilege.privilege,vpc,peering_routing_tables_with_least_privilege,vpc.peering_routing_tables_with_least_privilege.access_control,identity_and_access_management,high,identity_access.least_privilege.vpc_peering_routing_tables_with_least_privilege_privilege,borderline-look,0.357,53,,none,"None of the candidate rules address least privilege access control for VPC peering routing tables, focusing instead on DNS, flow logs, or unintended internet paths.",,none,No candidate rule addresses VPC peering routing tables with least privilege access control.,aws.vpc.peering_routing_tables_with_least_privilege:aws.vpc.security_group.dns_hostnames_and_support_configured(0.36); aws.vpc.route_table.flow_logs_enabled(0.10); aws.vpc.route_table.dns_hostnames_and_support_configured(0.09); aws.vpc.route_table.route_tables_no_unintended_internet_paths(0.09); aws.vpc.internet_gateway.route_tables_no_unintended_internet_paths(0.08),,
aws.vpc.subnet_no_public_ip_by_default.subnet_no_public_ip_by_default_configured,vpc,subnet_no_public_ip_by_default,vpc.subnet_no_public_ip_by_default.network,network_security_and_connectivity,high,network_security.network_access.vpc_subnet_no_public_ip_by_default_subnet_no_public_ip_by_default_configured,borderline-look,0.357,53,,none,"None of the candidate rules address subnet public IP auto-assignment configuration, which is the specific control in the YAML rule.",,none,"No candidate rule addresses subnet public IP assignment, focusing instead on DNS, flow logs, or route tables.",aws.vpc.subnet_no_public_ip_by_default:aws.vpc.security_group.dns_hostnames_and_support_configured(0.36); aws.vpc.subnet.route_tables_no_unintended_internet_paths(0.18); aws.vpc.subnet.flow_logs_enabled(0.11); aws.vpc.subnet.dns_hostnames_and_support_configured(0.10); aws.vpc.route_table.route_tables_no_unintended_internet_paths(0.09),,
aws.acm.privateca.ca_certificate_valid,acm,privateca,acm.privateca.configuration,configuration_and_change_management,medium,security.configuration.acm_privateca_ca_certificate_valid,weak-shared-theme,0.167,17,aws.acm.private_ca.not_expired,medium,"Both rules focus on certificate validity for ACM Private CA, though the candidate specifies expiration while the config rule implies general validity.",aws.acm.private_ca.not_expired,medium,"Both rules check validity/expiration status of ACM Private CA certificates, though with slightly different wording and granularity.",aws.acm.certificate.not_expired(0.17); aws.acm.certificate.trusted_issuer(0.17); aws.acm.certificates.expiration.check(0.17); acm.certificates.expiration.check(0.17); aws.acm.private_ca.not_expired(0.14),,
aws.cloudtrail.config_changes_monitoring.config_changes_monitoring_configured,cloudtrail,config_changes_monitoring,cloudtrail.config_changes_monitoring.logging,logging_monitoring_and_alerting,medium,logging_monitoring.monitoring.cloudtrail_config_changes_monitoring_config_changes_monitoring_configured,weak-shared-theme,0.25,42,,none,"The YAML rule focuses on monitoring configuration changes via CloudTrail, but all candidates either target specific resource changes (e.g., NACL, VPC) or alert destinations, not the general config changes monitoring intent.",aws.cloudtrail.trail.alert_destinations_configured,high,Both rules focus on configuring alert destinations for monitoring CloudTrail changes.,aws.cloudtrail.config_changes_monitoring:aws.cloudtrail.trail.alert_destinations_configured(0.25); aws.cloudtrail.nacl_change_monitoring_configuration_check:aws.cloudtrail.trail.alert_destinations_configured(0.22); aws.cloudtrail.organizations_changes_monitoring_setup:aws.cloudtrail.trail.alert_destinations_configured(0.22); aws.cloudtrail.vpc_changes_monitoring_enabled:aws.cloudtrail.trail.flow_logs_enabled(0.20); aws.cloudtrail.policy.change_monitoring:aws.cloudtrail.trail.alert_destinations_configured(0.11),,
aws.cloudtrail.policy.change_monitoring_configured,cloudtrail,policy,cloudtrail.policy.logging,logging_monitoring_and_alerting,medium,logging_monitoring.monitoring.cloudtrail_policy_change_monitoring_configured,weak-shared-theme,0.25,42,aws.cloudtrail.config_changes_monitoring:aws.cloudtrail.trail.alert_destinations_configured,medium,"The candidate rule for config changes monitoring best aligns with the intent of monitoring CloudTrail policy changes, though the resource granularity differs slightly.",aws.cloudtrail.trail.alert_destinations_configured,high,"Both rules focus on configuring alert destinations for CloudTrail policy changes, ensuring monitoring is set up.",aws.cloudtrail.policy.change_monitoring:aws.cloudtrail.trail.alert_destinations_configured(0.25); aws.cloudtrail.nacl_change_monitoring_configuration_check:aws.cloudtrail.trail.alert_destinations_configured(0.22); aws.cloudtrail.organizations_changes_monitoring_setup:aws.cloudtrail.trail.alert_destinations_configured(0.22); aws.cloudtrail.vpc_changes_monitoring_enabled:aws.cloudtrail.trail.flow_logs_enabled(0.20); aws.cloudtrail.config_changes_monitoring:aws.cloudtrail.trail.alert_destinations_configured(0.11),,
aws.cloudwatch.group.cloudwatch_configuration_changes_monitored,cloudwatch,group,cloudwatch.group.logging,logging_monitoring_and_alerting,medium,logging_monitoring.monitoring.cloudwatch_group_cloudwatch_configuration_changes_monitored,weak-shared-theme,0.25,88,aws.cloudwatch.log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled:aws.cloudwatch.alarm.alarm_actions_configured,medium,"Both rules monitor configuration changes via CloudWatch, though the candidate focuses on CloudTrail while the target rule specifies CloudWatch group configuration.",aws.cloudwatch.log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled:aws.cloudwatch.alarm.alarm_actions_configured,medium,"Both rules focus on monitoring configuration changes via CloudWatch, though the candidate is more specific to CloudTrail while the YAML rule is broader for CloudWatch groups.",cloudwatch.log.metric.filter.security.group.changes(0.25); aws.cloudwatch.group.changes:aws.cloudwatch.metric.flow_logs_enabled(0.22); aws.cloudwatch.group.retention:aws.cloudwatch.metric.flow_logs_enabled(0.22); aws.cloudwatch.group.not_publicly_accessible:aws.cloudwatch.alarm.alarm_actions_configured(0.22); aws.cloudwatch.group.kms_encryption_enabled:aws.cloudwatch.insights_query.storage_encrypted(0.20),,
aws.cloudwatch.policy.cloudwatch_configuration_changes_monitored,cloudwatch,policy,cloudwatch.policy.logging,logging_monitoring_and_alerting,medium,logging_monitoring.monitoring.cloudwatch_policy_cloudwatch_configuration_changes_monitored,weak-shared-theme,0.286,88,aws.cloudwatch.log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled:aws.cloudwatch.alarm.alarm_actions_configured,medium,"Both rules monitor configuration changes via CloudWatch, though the candidate focuses on CloudTrail while the target specifies CloudWatch policy changes.",aws.cloudwatch.log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled:aws.cloudwatch.alarm.alarm_actions_configured,medium,"Both rules monitor configuration changes via CloudWatch, but the candidate focuses on CloudTrail while the YAML rule targets CloudWatch policy changes.",cloudwatch.log.metric.filter.policy.changes(0.29); aws.cloudwatch.metric_filter.iam_policy_change_detected_filter_present(0.22); aws.cloudwatch.policy.changes:aws.cloudwatch.metric.flow_logs_enabled(0.22); aws.cloudwatch.bucket.policy_changes:aws.cloudwatch.metric.flow_logs_enabled(0.20); cloudwatch.log.metric.filter.for.s3.bucket.policy.changes(0.20),,
aws.directconnect.connection_redundancy.directconnect_connection_redundancy_configured,directconnect,connection_redundancy,directconnect.connection_redundancy.configuration,configuration_and_change_management,medium,security.configuration.directconnect_connection_redundancy_directconnect_connection_redundancy_configured,weak-shared-theme,0.25,5,,none,"The config rule checks for connection redundancy configuration, while all candidates focus on encryption, tunnel monitoring, or key rotation aspects unrelated to redundancy.",,none,"No candidate covers connection redundancy configuration; all candidates focus on encryption, monitoring, or key rotation.",aws.directconnect.connection_redundancy:aws.directconnect.connection.ike_phase_encryption_strong(0.25); aws.directconnect.virtual_interface_redundancy:aws.directconnect.connection.ike_phase_encryption_strong(0.20); aws.directconnect.connection.ike_phase_encryption_strong(0.14); aws.directconnect.connection.tunnel_health_monitoring_enabled(0.14); aws.directconnect.connection.pre_shared_keys_rotation_policy_defined(0.11),,
aws.docdb.cluster.docdb_storage_encrypted,docdb,cluster,docdb.cluster.encryption,data_protection_and_privacy,high,data_protection.encryption_rest.docdb_cluster_docdb_storage_encrypted,weak-shared-theme,0.286,26,,none,"The config rule checks for storage encryption at rest, but none of the candidates address encryption at rest for DocumentDB clusters.",aws.documentdb.cluster.encryption_at_rest_enabled,high,"Both rules enforce encryption at rest for DocumentDB clusters, with the config rule specifying storage encryption and the catalog rule covering the same control.",aws.docdb.cluster.encryption_in_transit_enabled(0.29); aws.documentdb.cluster.encryption_at_rest_cmek(0.29); aws.documentdb.cluster.encryption_at_rest_enabled(0.29); aws.documentdb.cluster.storage_encrypted:aws.documentdb.cluster.audit_logging_enabled(0.22); aws.documentdb.cluster.encryption_at_rest_enabled:aws.documentdb.cluster.encryption_at_rest_enabled(0.22),,
aws.dynamodb.resource.backup_enabled,dynamodb,resource,dynamodb.resource.backup_recovery,resilience_and_disaster_recovery,medium,resilience.backup_recovery.dynamodb_resource_backup_enabled,weak-shared-theme,0.25,23,aws.dynamodb.table_protected_by_backup_plan:aws.dynamodb.table.rbac_least_privilege,medium,"This candidate mentions backup protection for DynamoDB tables, which aligns with the backup intent of the config rule, though it combines backup with RBAC in a compound rule.",,none,"No candidate rule specifically addresses DynamoDB backup enablement; all focus on encryption, PITR, or other unrelated controls.",aws.dynamodb.backup_enabled:aws.dynamodb.stream.encryption_at_rest_enabled(0.25); dynamodb.tables.pitr.enabled(0.25); dynamodb.accelerator.cluster.encryption.enabled(0.20); aws.dynamodb.stream.encryption_at_rest_enabled(0.17); dynamodb.tables.kms.cmk.encryption.enabled(0.17),,
aws.ec2.eip.not_in_use,ec2,eip,ec2.eip.configuration,configuration_and_change_management,medium,security.configuration.ec2_eip_not_in_use,weak-shared-theme,0.167,183,,none,"The config rule checks for unused Elastic IPs (EIPs), while all candidate rules focus on public access restrictions, encryption, launch templates, or other unrelated EC2 controls.",,none,No candidate rule addresses Elastic IP (EIP) usage or idle resources.,aws.ec2.snapshot.not_public(0.17); aws.ec2.ami.not_publicly_shared(0.14); aws.ec2.launch_template.uses_approved_launch_template(0.14); aws.ec2.subnet.public_subnets_use_nacl_restrictions(0.12); aws.ec2.ebs_public_snapshot:aws.ebs.snapshot.snapshots_not_public(0.12),,
aws.ec2.instance.paravirtual_type_configured,ec2,instance,ec2.instance.configuration,configuration_and_change_management,medium,security.configuration.ec2_instance_paravirtual_type_configured,weak-shared-theme,0.222,183,,none,No candidate rule addresses paravirtual type configuration for EC2 instances.,,none,No candidate rule addresses paravirtual type configuration for EC2 instances.,aws.ec2.instance.paravirtual_type:aws.ec2.instance.data_volumes_encrypted_cmek(0.22); aws.ec2.instance.imds_hardened(0.20); aws.ec2.instance.vtpm_enabled(0.20); ec2.instance.public.ip(0.20); aws.ec2.instance.secure_boot_enabled(0.17),,
aws.ec2.instance.patch_compliance_status_check,ec2,instance,ec2.instance.compliance,compliance_and_governance,medium,compliance.policy_enforcement.ec2_instance_patch_compliance_status_check,weak-shared-theme,0.182,183,,none,"None of the candidate rules address patch compliance for EC2 instances, which is the specific control in the YAML config rule.",,none,No candidate rule addresses patch compliance for EC2 instances.,aws.ec2.patch_compliance:aws.ec2.instance.security_group_inbound_restricted(0.18); aws.ec2.instance.iam_role_compliance_check:aws.ec2.instance.data_volumes_encrypted_cmek(0.15); aws.ec2.instance.imds_hardened(0.14); aws.ec2.instance.vtpm_enabled(0.14); ec2.instance.public.ip(0.14),,
aws.ec2.instance.stopped_instances_removed,ec2,instance,ec2.instance.configuration,configuration_and_change_management,medium,security.configuration.ec2_instance_stopped_instances_removed,weak-shared-theme,0.222,183,,none,"No candidate rule addresses the removal or management of stopped EC2 instances, which is the focus of the YAML rule.",,none,No candidate rule addresses removal or cleanup of stopped EC2 instances.,aws.ec2.stopped_instance:aws.ec2.instance.security_group_inbound_restricted(0.22); aws.ec2.instance.imds_hardened(0.20); aws.ec2.instance.vtpm_enabled(0.20); ec2.instance.public.ip(0.20); aws.ec2.instance.secure_boot_enabled(0.17),,
aws.ec2.resource.backup_enabled,ec2,resource,ec2.resource.backup_recovery,resilience_and_disaster_recovery,medium,resilience.backup_recovery.ec2_resource_backup_enabled,weak-shared-theme,0.25,183,aws.ec2.backup_enabled:aws.ec2.snapshot.cross_region_copy_encrypted,low,"This candidate includes 'backup_enabled' in its rule_id, suggesting partial overlap with the backup control intent, though it may combine with other unrelated aspects.",,none,No candidate rule directly addresses EC2 resource backup enablement; the closest partial match (aws.ec2.volume.protected_by_backup_plan:aws.ec2.volume.cmk_cmek_configured) is unrelated to backup enablement.,aws.ec2.instance.vtpm_enabled(0.25); aws.ec2.instance.secure_boot_enabled(0.20); aws.ec2.vpc.flow_logs_enabled(0.20); aws.ec2.volume.encryption_at_rest_enabled(0.17); aws.ec2.vpn_connection.tunnel_health_monitoring_enabled(0.14),,
aws.ec2.security_group_not_used.unused_security_groups_removed,ec2,security_group_not_used,ec2.security_group_not_used.network,network_security_and_connectivity,high,network_security.network_access.ec2_security_group_not_used_unused_security_groups_removed,weak-shared-theme,0.25,183,aws.ec2.securitygroup_not_used:aws.ec2.instance.security_group_inbound_restricted,low,"Only candidate with 'securitygroup_not_used' in its ID, suggesting partial overlap on unused security groups, though it focuses on inbound restrictions rather than removal.",,none,"No candidate rule addresses unused security groups removal; all focus on security group policies, restrictions, or other aspects.",aws.ec2.security_group.egress_restricted(0.25); aws.ec2.security_group.policies_present(0.25); aws.ec2.securitygroup_not_used:aws.ec2.instance.security_group_inbound_restricted(0.25); aws.ec2.instance.security_group_inbound_restricted(0.22); aws.ec2.launch_template.security_groups_restrictive(0.22),,
aws.ec2.volume.in_use_configured,ec2,volume,ec2.volume.configuration,configuration_and_change_management,medium,security.configuration.ec2_volume_in_use_configured,weak-shared-theme,0.286,183,,none,"The config rule appears to check EC2 volume configuration while in use, but all candidates focus on encryption, snapshots, or launch templates with no semantic overlap.",,none,"No candidate rule addresses EC2 volume in-use configuration; all focus on encryption, snapshots, or other unrelated controls.",aws.ec2.volume.in_use:aws.ec2.volume.cmk_cmek_configured(0.29); aws.ec2.volume.cmk_cmek_configured(0.20); aws.ec2.volume.snapshots_encrypted(0.20); aws.ec2.instance.uses_single_eni:aws.ec2.instance.data_volumes_encrypted_cmek(0.20); ec2.ebs.volume.encryption(0.20),,
aws.eks.api.cluster_required_allowlist_for_namespace_services,eks,api,eks.api.configuration,configuration_and_change_management,medium,security.configuration.eks_api_cluster_required_allowlist_for_namespace_services,weak-shared-theme,0.182,42,,none,"The config rule requires an allowlist for namespace services, but none of the candidate rules address service allowlisting or network policies in EKS.",,none,No candidate rule addresses allowlist configuration for namespace services in EKS clusters.,aws.eks.cluster.default_service_account_automount_disabled(0.18); aws.eks.cluster.service_account_token_signing_enabled(0.18); aws.eks.cluster.profiling_disabled(0.11); aws.eks.cluster.audit_logging_enabled(0.10); aws.eks.cluster.anonymous_auth_disabled(0.10),,
aws.eks.api.default_sa_not_cluster_admin_configured,eks,api,eks.api.configuration,configuration_and_change_management,medium,security.configuration.eks_api_default_sa_not_cluster_admin_configured,weak-shared-theme,0.2,42,aws.eks.cluster.default_service_account_automount_disabled,medium,"Both rules address default service account security in EKS, though one focuses on cluster admin permissions and the other on automount behavior.",,none,No candidate rule addresses the specific control of preventing default service account from having cluster-admin role in EKS API configuration.,aws.eks.cluster.default_service_account_automount_disabled(0.20); aws.eks.cluster.profiling_disabled(0.12); aws.eks.cluster.audit_logging_enabled(0.11); aws.eks.cluster.anonymous_auth_disabled(0.11); aws.eks.cluster.secure_port_enabled(0.11),,
aws.eks.api.read_only_root_filesystem_configured,eks,api,eks.api.configuration,configuration_and_change_management,medium,security.configuration.eks_api_read_only_root_filesystem_configured,weak-shared-theme,0.222,42,,none,No candidate rule addresses read-only root filesystem configuration for EKS API resources.,,none,No candidate rule addresses read-only root filesystem configuration for EKS API resources.,aws.eks.node_group.read_only_port_disabled(0.22); aws.eks.fargate_profile.read_only_port_disabled(0.22); aws.eks.node_kubelet_read_only_port_check:aws.eks.node_group.read_only_port_disabled(0.17); aws.eks.fargate_profile.private_subnets_only(0.11); aws.eks.cluster.audit_logging_enabled(0.00),,
aws.eks.api.seccomp_profile_runtime_default_configured,eks,api,eks.api.configuration,configuration_and_change_management,medium,security.configuration.eks_api_seccomp_profile_runtime_default_configured,weak-shared-theme,0.222,42,,none,"The config rule checks for seccomp profile configuration on EKS API, but all candidate rules focus on different security controls like logging, networking, or authentication without addressing seccomp profiles.",,none,No candidate rule addresses seccomp profile configuration for EKS API.,aws.eks.fargate_profile.protect_kernel_defaults_enabled(0.22); aws.eks.fargate_profile.logging_enabled(0.12); aws.eks.fargate_profile.private_subnets_only(0.11); aws.eks.fargate_profile.anonymous_auth_disabled(0.11); aws.eks.cluster.default_service_account_automount_disabled(0.10),,
aws.elb.insecure_ssl_ciphers.insecure_ssl_ciphers_configured,elb,insecure_ssl_ciphers,elb.insecure_ssl_ciphers.encryption,data_protection_and_privacy,high,data_protection.encryption_transit.elb_insecure_ssl_ciphers_insecure_ssl_ciphers_configured,weak-shared-theme,0.25,31,aws.elb.insecure_ssl_ciphers:aws.elb.load_balancer.listener_tls_min_1_2,medium,"Both rules target ELB insecure SSL/TLS configurations, though the candidate focuses on TLS 1.2 minimum while the input rule addresses insecure ciphers more broadly.",aws.elbv2.listener.cipher_policy_secure,high,Both rules focus on ensuring secure SSL/TLS cipher policies for ELB listeners to prevent insecure ciphers.,elb.ssl.listeners(0.25); aws.elbv2.insecure_ssl_ciphers:aws.elbv2.listener.tls_min_1_2(0.20); aws.elb.insecure_ssl_ciphers:aws.elb.load_balancer.listener_tls_min_1_2(0.17); aws.elbv2.listener.cipher_policy_secure(0.17); aws.elb.ssl_listeners:aws.elb.load_balancer.secure_listener_protocols(0.10),,
aws.elb.internetfacing.elb_internet_facing_configured,elb,internetfacing,elb.internetfacing.configuration,configuration_and_change_management,medium,security.configuration.elb_internetfacing_elb_internet_facing_configured,weak-shared-theme,0.182,31,,none,"No candidate rule addresses internet-facing ELB configuration, which is the specific control being asserted.",,none,No candidate rule specifically addresses internet-facing configuration for ELB.,aws.elb.internet_facing:aws.elb.load_balancer.waf_attached_where_supported(0.18); aws.elb.ssl_listeners:aws.elb.load_balancer.secure_listener_protocols(0.09); aws.elbv2.internet_facing:aws.elbv2.target_group.targets_in_private_subnets(0.09); aws.elb.is_in_multiple_az:aws.elb.load_balancer.waf_attached_where_supported(0.07); aws.elb.insecure_ssl_ciphers:aws.elb.load_balancer.listener_tls_min_1_2(0.07),,
aws.elbv2.internetfacing.elbv2_internet_facing_configured,elbv2,internetfacing,elbv2.internetfacing.configuration,configuration_and_change_management,medium,security.configuration.elbv2_internetfacing_elbv2_internet_facing_configured,weak-shared-theme,0.2,31,,none,"None of the candidate rules address internet-facing configuration of ELBv2 load balancers, which is the specific control being asserted.",,none,No candidate rule directly addresses internet-facing configuration for ELBv2.,aws.elbv2.internet_facing:aws.elbv2.target_group.targets_in_private_subnets(0.20); aws.elbv2.deletion_protection:aws.elbv2.load_balancer.deletion_protection_enabled(0.10); aws.elbv2.waf_acl_attached:aws.elbv2.load_balancer.waf_attached_where_supported(0.08); aws.elbv2.insecure_ssl_ciphers:aws.elbv2.listener.tls_min_1_2(0.08); aws.elbv2.is_in_multiple_az:aws.elbv2.target_group.targets_in_private_subnets(0.08),,
aws.glacier.policy.public_access_configured,glacier,policy,glacier.policy.network,network_security_and_connectivity,high,network_security.network_access.glacier_policy_public_access_configured,weak-shared-theme,0.222,13,aws.glacier.vault.protected_from_public_override,medium,"Both rules address preventing public access to Glacier resources, but the candidate focuses on vault-level protection while the config rule targets policy-level configuration.",,none,No candidate directly addresses public access configuration for Glacier policies.,aws.glacier.policy.public_access:aws.glacier.vault.key_policy_least_privilege(0.22); aws.glacier.vault.policies_defined(0.20); aws.glacier.vault.key_policy_least_privilege(0.14); aws.glacier.vault.protected_from_public_override(0.14); aws.glacier.vault.encryption_at_rest_enabled(0.00),,
aws.guardduty.centrally_managed.guardduty_centrally_managed_configured,guardduty,centrally_managed,guardduty.centrally_managed.configuration,configuration_and_change_management,medium,security.configuration.guardduty_centrally_managed_guardduty_centrally_managed_configured,weak-shared-theme,0.25,23,,none,"The config rule checks for centrally managed GuardDuty configuration, but all candidates focus on different aspects like detectors, findings, IP sets, or custom identifiers without addressing central management.",,none,No candidate rule specifically addresses centrally managed GuardDuty configuration.,aws.guardduty.centrally_managed:aws.guardduty.custom_identifier.source_trusted(0.25); aws.guardduty.security_center_enabled:aws.guardduty.detector.detectors_enabled(0.12); aws.guardduty.enabled:aws.guardduty.detector.enabled_in_all_regions(0.11); aws.guardduty.no_high_severity_findings:aws.guardduty.custom_identifier.source_trusted(0.09); aws.guardduty.finding.reports_storage_encrypted(0.00),,
aws.iam.avoidrootusage.avoid_root_usage_configured,iam,avoidrootusage,iam.avoidrootusage.configuration,configuration_and_change_management,medium,security.configuration.iam_avoidrootusage_avoid_root_usage_configured,weak-shared-theme,0.167,108,,none,"The config rule focuses on avoiding root usage configuration, while all candidates address different controls like MFA, access keys, or policy management.",iam.no.root.access.key,medium,"Both rules focus on preventing root account misuse, though the candidate specifically targets access keys while the YAML rule may cover broader root usage configuration.",aws.iam.avoid_root_usage:aws.iam.instance_profile.role_policies_least_privilege(0.17); iam.root.mfa.enabled(0.17); iam.no.root.access.key(0.14); iam.root.hardware.mfa.enabled(0.14); aws.iam.root_mfa_enabled:aws.iam.instance_profile.role_policies_least_privilege(0.08),,
aws.iam.group.has_users_configured,iam,group,iam.group.configuration,configuration_and_change_management,medium,security.configuration.iam_group_has_users_configured,weak-shared-theme,0.25,108,aws.iam.group.has_users:aws.iam.group.attached_policies_not_admin_star,medium,"This candidate includes 'aws.iam.group.has_users' which directly matches the intent of checking if IAM groups have users configured, though it is combined with another condition.",aws.iam.group.has_users:aws.iam.group.attached_policies_not_admin_star,medium,Candidate includes 'aws.iam.group.has_users' which directly matches the intent of checking IAM groups for user membership.,aws.iam.user.no_inline_policies:aws.iam.group.no_inline_policies(0.25); aws.iam.user.mfa_required(0.20); aws.iam.group.has_users:aws.iam.group.attached_policies_not_admin_star(0.20); iam.user.accesskey.unused(0.20); aws.iam.group.no_inline_policies(0.17),,
