rule_id,source_category,service,severity,check_type,title,description,threat_category,aws_mapped_compliance_ids,compliance_frameworks_list,source_file
aws.s3.access_log.delete_object,s3,s3,medium,log,S3: Delete Object,S3 object deleted.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,s3/aws.s3.access_log.delete_object.yaml
aws.s3.access_log.get_acl,s3,s3,low,log,S3: Get ACL,S3 ACL retrieved — bucket or object access control list inspected.,discovery,,,s3/aws.s3.access_log.get_acl.yaml
aws.s3.access_log.get_object,s3,s3,medium,log,S3: Get Object,S3 object downloaded — data accessed from object storage.,data_exfiltration,cis_aws_v3_2.7;cis_aws_v3_3.7;cis_azure_v2_3.1;cis_azure_v2_5.2;nist_800_53_r5_SC-7;nist_800_53_r5_SC-28;nist_800_53_r5_AC-4;pci_dss_v4_3.2;pci_dss_v4_4.1;pci_dss_v4_10.2;iso_27001_2022_A.8.12;iso_27001_2022_A.8.20;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,s3/aws.s3.access_log.get_object.yaml
aws.s3.access_log.get_policy,s3,s3,low,log,S3: Get Policy,S3 bucket policy retrieved — bucket policy inspected for potential vulnerabilities.,discovery,,,s3/aws.s3.access_log.get_policy.yaml
aws.s3.access_log.list_objects,s3,s3,low,log,S3: List Objects,S3 bucket object listing performed — enumeration of stored data.,discovery,,,s3/aws.s3.access_log.list_objects.yaml
aws.s3.access_log.no_such_key,s3,s3,low,log,S3: No Such Key,S3 access failure (NoSuchKey) — may indicate object enumeration attempt.,discovery,,,s3/aws.s3.access_log.no_such_key.yaml
aws.s3.access_log.put_acl,s3,s3,high,log,S3: Put ACL,"S3 ACL modified — bucket or object permissions changed, potentially exposing data.",data_exfiltration,cis_aws_v3_2.7;cis_aws_v3_3.7;cis_azure_v2_3.1;cis_azure_v2_5.2;nist_800_53_r5_SC-7;nist_800_53_r5_SC-28;nist_800_53_r5_AC-4;pci_dss_v4_3.2;pci_dss_v4_4.1;pci_dss_v4_10.2;iso_27001_2022_A.8.12;iso_27001_2022_A.8.20;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,s3/aws.s3.access_log.put_acl.yaml
aws.secsvc.cloudtrail.acm_delete_certificate,secsvc,secsvc,medium,log,Security Services: ACM Delete Certificate,ACM certificate deleted — TLS certificate removed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.acm_delete_certificate.yaml
aws.secsvc.cloudtrail.acm_export_certificate,secsvc,secsvc,high,log,Security Services: ACM Export Certificate,ACM certificate exported — private key extracted from certificate manager.,credential_access,cis_aws_v3_1.14;cis_aws_v3_1.19;cis_aws_v3_2.1;cis_azure_v2_1.3;cis_azure_v2_1.4;cis_azure_v2_8.1;nist_800_53_r5_IA-5;nist_800_53_r5_IA-8;nist_800_53_r5_SC-28;pci_dss_v4_8.2;pci_dss_v4_8.3;pci_dss_v4_8.6;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4;iso_27001_2022_A.9.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.acm_export_certificate.yaml
aws.secsvc.cloudtrail.cloudtrail_delete_trail,secsvc,secsvc,critical,log,Security Services: Cloudtrail Delete Trail,CloudTrail trail deleted — audit logging capability destroyed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.cloudtrail_delete_trail.yaml
aws.secsvc.cloudtrail.cloudtrail_put_event_selectors,secsvc,secsvc,high,log,Security Services: Cloudtrail Put Event Selectors,CloudTrail event selectors modified — some API events may no longer be logged.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.cloudtrail_put_event_selectors.yaml
aws.secsvc.cloudtrail.config_delete_delivery_channel,secsvc,secsvc,high,log,Security Services: Config Delete Delivery Channel,AWS Config delivery channel deleted — configuration recording delivery stopped.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.config_delete_delivery_channel.yaml
aws.secsvc.cloudtrail.config_delete_rule,secsvc,secsvc,medium,log,Security Services: Config Delete Rule,AWS Config rule deleted — compliance monitoring check removed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.config_delete_rule.yaml
aws.secsvc.cloudtrail.guardduty_create_filter,secsvc,secsvc,medium,log,Security Services: Guardduty Create Filter,GuardDuty suppression filter created — specific finding types will be auto-suppressed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.guardduty_create_filter.yaml
aws.secsvc.cloudtrail.guardduty_delete_detector,secsvc,secsvc,critical,log,Security Services: Guardduty Delete Detector,GuardDuty detector deleted — threat detection entirely disabled for region.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.guardduty_delete_detector.yaml
aws.secsvc.cloudtrail.guardduty_disable_org_admin,secsvc,secsvc,critical,log,Security Services: Guardduty Disable Org Admin,GuardDuty org admin account disabled — organization-wide threat detection management removed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.guardduty_disable_org_admin.yaml
aws.secsvc.cloudtrail.guardduty_update_detector_disable,secsvc,secsvc,critical,log,Security Services: Guardduty Update Detector Disable,GuardDuty detector updated to disable — threat detection service being deactivated.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.guardduty_update_detector_disable.yaml
aws.secsvc.cloudtrail.inspector_delete_filter,secsvc,secsvc,medium,log,Security Services: Inspector Delete Filter,AWS Inspector suppression filter deleted.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.inspector_delete_filter.yaml
aws.secsvc.cloudtrail.macie_delete_custom_data_identifier,secsvc,secsvc,medium,log,Security Services: Macie Delete Custom Data Identifier,Macie custom data identifier deleted — sensitive data pattern detection removed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.macie_delete_custom_data_identifier.yaml
aws.secsvc.cloudtrail.secretsmanager_delete_secret,secsvc,secsvc,high,log,Security Services: Secretsmanager Delete Secret,Secrets Manager secret deleted — stored credential permanently removed.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.secretsmanager_delete_secret.yaml
aws.secsvc.cloudtrail.secretsmanager_get_secret_value,secsvc,secsvc,high,log,Security Services: Secretsmanager Get Secret Value,Secrets Manager secret value retrieved — credential accessed via cloud secrets API.,credential_access,cis_aws_v3_1.14;cis_aws_v3_1.19;cis_aws_v3_2.1;cis_azure_v2_1.3;cis_azure_v2_1.4;cis_azure_v2_8.1;nist_800_53_r5_IA-5;nist_800_53_r5_IA-8;nist_800_53_r5_SC-28;pci_dss_v4_8.2;pci_dss_v4_8.3;pci_dss_v4_8.6;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4;iso_27001_2022_A.9.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.secretsmanager_get_secret_value.yaml
aws.secsvc.cloudtrail.secretsmanager_put_resource_policy,secsvc,secsvc,high,log,Security Services: Secretsmanager Put Resource Policy,Secrets Manager resource policy updated — may grant cross-account access to secrets.,data_exfiltration,cis_aws_v3_2.7;cis_aws_v3_3.7;cis_azure_v2_3.1;cis_azure_v2_5.2;nist_800_53_r5_SC-7;nist_800_53_r5_SC-28;nist_800_53_r5_AC-4;pci_dss_v4_3.2;pci_dss_v4_4.1;pci_dss_v4_10.2;iso_27001_2022_A.8.12;iso_27001_2022_A.8.20;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.secretsmanager_put_resource_policy.yaml
aws.secsvc.cloudtrail.secretsmanager_put_secret_value,secsvc,secsvc,high,log,Security Services: Secretsmanager Put Secret Value,Secrets Manager secret value updated — credential value modified via cloud secrets API.,credential_access,cis_aws_v3_1.14;cis_aws_v3_1.19;cis_aws_v3_2.1;cis_azure_v2_1.3;cis_azure_v2_1.4;cis_azure_v2_8.1;nist_800_53_r5_IA-5;nist_800_53_r5_IA-8;nist_800_53_r5_SC-28;pci_dss_v4_8.2;pci_dss_v4_8.3;pci_dss_v4_8.6;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4;iso_27001_2022_A.9.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.secretsmanager_put_secret_value.yaml
aws.secsvc.cloudtrail.securityhub_disable_standards,secsvc,secsvc,high,log,Security Services: Securityhub Disable Standards,Security Hub security standards disabled — compliance framework monitoring stopped.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.securityhub_disable_standards.yaml
aws.secsvc.cloudtrail.securityhub_update_findings,secsvc,secsvc,medium,log,Security Services: Securityhub Update Findings,Security Hub findings suppressed or status changed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,secsvc/aws.secsvc.cloudtrail.securityhub_update_findings.yaml
aws.storage.cloudtrail.dynamodb_delete_backup,storage,storage,high,log,Storage: Dynamodb Delete Backup,DynamoDB backup deleted — point-in-time recovery data destroyed.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,storage/aws.storage.cloudtrail.dynamodb_delete_backup.yaml
aws.storage.cloudtrail.dynamodb_delete_table,storage,storage,critical,log,Storage: Dynamodb Delete Table,DynamoDB table deleted — all data and configuration permanently destroyed.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,storage/aws.storage.cloudtrail.dynamodb_delete_table.yaml
aws.storage.cloudtrail.dynamodb_export_table,storage,storage,high,log,Storage: Dynamodb Export Table,DynamoDB table exported — full table data extracted to S3.,data_exfiltration,cis_aws_v3_2.7;cis_aws_v3_3.7;cis_azure_v2_3.1;cis_azure_v2_5.2;nist_800_53_r5_SC-7;nist_800_53_r5_SC-28;nist_800_53_r5_AC-4;pci_dss_v4_3.2;pci_dss_v4_4.1;pci_dss_v4_10.2;iso_27001_2022_A.8.12;iso_27001_2022_A.8.20;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,storage/aws.storage.cloudtrail.dynamodb_export_table.yaml
aws.storage.cloudtrail.dynamodb_update_table,storage,storage,medium,log,Storage: Dynamodb Update Table,DynamoDB table updated — provisioning or encryption settings changed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,storage/aws.storage.cloudtrail.dynamodb_update_table.yaml
aws.storage.cloudtrail.ebs_create_snapshots_bulk,storage,storage,high,log,Storage: EBS Create Snapshots Bulk,Multiple EBS snapshots created in bulk — possible data collection prior to exfiltration.,data_exfiltration,cis_aws_v3_2.7;cis_aws_v3_3.7;cis_azure_v2_3.1;cis_azure_v2_5.2;nist_800_53_r5_SC-7;nist_800_53_r5_SC-28;nist_800_53_r5_AC-4;pci_dss_v4_3.2;pci_dss_v4_4.1;pci_dss_v4_10.2;iso_27001_2022_A.8.12;iso_27001_2022_A.8.20;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,storage/aws.storage.cloudtrail.ebs_create_snapshots_bulk.yaml
aws.storage.cloudtrail.efs_create_file_system,storage,storage,low,log,Storage: EFS Create File System,EFS file system created — shared network storage provisioned.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,storage/aws.storage.cloudtrail.efs_create_file_system.yaml
aws.storage.cloudtrail.efs_delete_file_system,storage,storage,critical,log,Storage: EFS Delete File System,EFS file system deleted — shared file storage destroyed.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,storage/aws.storage.cloudtrail.efs_delete_file_system.yaml
aws.storage.cloudtrail.efs_put_file_system_policy,storage,storage,high,log,Storage: EFS Put File System Policy,EFS file system policy updated — may grant cross-account or public access.,data_exfiltration,cis_aws_v3_2.7;cis_aws_v3_3.7;cis_azure_v2_3.1;cis_azure_v2_5.2;nist_800_53_r5_SC-7;nist_800_53_r5_SC-28;nist_800_53_r5_AC-4;pci_dss_v4_3.2;pci_dss_v4_4.1;pci_dss_v4_10.2;iso_27001_2022_A.8.12;iso_27001_2022_A.8.20;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,storage/aws.storage.cloudtrail.efs_put_file_system_policy.yaml
aws.storage.cloudtrail.elasticache_create_replication_group,storage,storage,low,log,Storage: Elasticache Create Replication Group,ElastiCache replication group created — in-memory cache cluster provisioned.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,storage/aws.storage.cloudtrail.elasticache_create_replication_group.yaml
aws.storage.cloudtrail.elasticache_create_snapshot,storage,storage,low,log,Storage: Elasticache Create Snapshot,Storage snapshot created.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,storage/aws.storage.cloudtrail.elasticache_create_snapshot.yaml
aws.storage.cloudtrail.elasticache_modify_replication_group,storage,storage,medium,log,Storage: Elasticache Modify Replication Group,ElastiCache replication group modified — cache cluster configuration changed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,storage/aws.storage.cloudtrail.elasticache_modify_replication_group.yaml
aws.storage.cloudtrail.rds_create_db_snapshot,storage,storage,medium,log,Storage: RDS Create Db Snapshot,RDS database snapshot created — point-in-time copy of database made.,collection,cis_aws_v3_2.1;cis_aws_v3_2.7;cis_azure_v2_3.1;cis_azure_v2_5.1;nist_800_53_r5_AC-4;nist_800_53_r5_AC-3;nist_800_53_r5_AU-12;pci_dss_v4_3.2;pci_dss_v4_7.1;iso_27001_2022_A.8.12;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,storage/aws.storage.cloudtrail.rds_create_db_snapshot.yaml
aws.storage.cloudtrail.rds_modify_cluster_snapshot_attribute,storage,storage,critical,log,Storage: RDS Modify Cluster Snapshot Attribute,RDS cluster snapshot attribute modified — snapshot may be shared with external accounts.,data_exfiltration,cis_aws_v3_2.7;cis_aws_v3_3.7;cis_azure_v2_3.1;cis_azure_v2_5.2;nist_800_53_r5_SC-7;nist_800_53_r5_SC-28;nist_800_53_r5_AC-4;pci_dss_v4_3.2;pci_dss_v4_4.1;pci_dss_v4_10.2;iso_27001_2022_A.8.12;iso_27001_2022_A.8.20;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,storage/aws.storage.cloudtrail.rds_modify_cluster_snapshot_attribute.yaml
aws.storage.cloudtrail.rds_restore_from_snapshot,storage,storage,high,log,Storage: RDS Restore From Snapshot,RDS instance restored from snapshot — may be used to access data in another account.,data_exfiltration,cis_aws_v3_2.7;cis_aws_v3_3.7;cis_azure_v2_3.1;cis_azure_v2_5.2;nist_800_53_r5_SC-7;nist_800_53_r5_SC-28;nist_800_53_r5_AC-4;pci_dss_v4_3.2;pci_dss_v4_4.1;pci_dss_v4_10.2;iso_27001_2022_A.8.12;iso_27001_2022_A.8.20;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,storage/aws.storage.cloudtrail.rds_restore_from_snapshot.yaml
aws.storage.cloudtrail.redshift_create_cluster_snapshot,storage,storage,medium,log,Storage: Redshift Create Cluster Snapshot,Redshift cluster snapshot created — full data warehouse backup taken.,collection,cis_aws_v3_2.1;cis_aws_v3_2.7;cis_azure_v2_3.1;cis_azure_v2_5.1;nist_800_53_r5_AC-4;nist_800_53_r5_AC-3;nist_800_53_r5_AU-12;pci_dss_v4_3.2;pci_dss_v4_7.1;iso_27001_2022_A.8.12;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,storage/aws.storage.cloudtrail.redshift_create_cluster_snapshot.yaml
