rule_id,provider,service,category,severity,title,description,rule_type,check_type,complexity,frameworks,compliance_ids,threat_category,action_category,mitre_tactics,mitre_techniques,risk_score,domain,posture_category,source_file
ibm.vsi.instance.ssh_key_authentication_enabled,ibm,vsi,instance,MEDIUM,Authentication Framework - SSH Key Authentication,Authentication Framework - SSH Key Authentication,config,config,L1_API_BOOLEAN,RBI_BANK,rbi_bank_9.1,,,,,,,,ibm_rule_config/vsi/ibm.vsi.instance.ssh_key_authentication_enabled.yaml
ibm.vsi.instance.uses_single_eni_configured,ibm,vsi,instance,MEDIUM,Network Security,Network Security,config,config,L2_API_CONFIG,ISO27001_2022,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,,,,,,,,ibm_rule_config/vsi/ibm.vsi.instance.uses_single_eni_configured.yaml
ibm.vsi.profile.metadata_service_required,ibm,vsi,profile,MEDIUM,Network Security,Network Security,config,config,L2_API_CONFIG,ISO27001_2022,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,,,,,,,,ibm_rule_config/vsi/ibm.vsi.profile.metadata_service_required.yaml
ibm.vsi.profile.no_secrets_enforced,ibm,vsi,profile,MEDIUM,Network Security,Network Security,config,config,L2_API_CONFIG,ISO27001_2022,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,,,,,,,,ibm_rule_config/vsi/ibm.vsi.profile.no_secrets_enforced.yaml
ibm.vsi.networkacl.allow_ingress_any_port_restricted,ibm,vsi,networkacl,MEDIUM,164_308_a_1_ii_b: 164.308(a)(1)(ii)(B) Risk Management,164_308_a_1_ii_b: 164.308(a)(1)(ii)(B) Risk Management,config,config,L3_API_LIST_CROSS,HIPAA;ISO27001_2022;NIST_800_171;SOC2,hipaa_164_308_a_1_ii_b;hipaa_164_312_e_1;iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;...(+12 more),,,,,,,,ibm_rule_config/vsi/ibm.vsi.networkacl.allow_ingress_any_port_restricted.yaml
ibm.vsi.networkacl.allow_ingress_tcp_port_22_restricted,ibm,vsi,networkacl,MEDIUM,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,config,config,L3_API_LIST_CROSS,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,,,,,,,,ibm_rule_config/vsi/ibm.vsi.networkacl.allow_ingress_tcp_port_22_restricted.yaml
ibm.vsi.networkacl.allow_ingress_tcp_port_3389_restricted,ibm,vsi,networkacl,MEDIUM,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,config,config,L3_API_LIST_CROSS,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,,,,,,,,ibm_rule_config/vsi/ibm.vsi.networkacl.allow_ingress_tcp_port_3389_restricted.yaml
ibm.vsi.networkacl.unused_disabled,ibm,vsi,networkacl,MEDIUM,Network Security,Network Security,config,config,L3_API_LIST_CROSS,ISO27001_2022,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,,,,,,,,ibm_rule_config/vsi/ibm.vsi.networkacl.unused_disabled.yaml
ibm.vsi.securitygroup.allow_ingress_from_internet_to_any_port_restricted,ibm,vsi,securitygroup,MEDIUM,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,config,config,L3_API_LIST_CROSS,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,,,,,,,,ibm_rule_config/vsi/ibm.vsi.securitygroup.allow_ingress_from_internet_to_any_port_restricted.yaml
ibm.vsi.securitygroup.allow_ingress_from_internet_to_high_risk_tcp_ports_restricted,ibm,vsi,securitygroup,MEDIUM,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,config,config,L3_API_LIST_CROSS,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,,,,,,,,ibm_rule_config/vsi/ibm.vsi.securitygroup.allow_ingress_from_internet_to_high_risk_tcp_ports_restricted.yaml
ibm.vsi.securitygroup.allow_ingress_from_internet_to_tcp_port_telnet_23_restricted,ibm,vsi,securitygroup,MEDIUM,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,config,config,L3_API_LIST_CROSS,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,,,,,,,,ibm_rule_config/vsi/ibm.vsi.securitygroup.allow_ingress_from_internet_to_tcp_port_telnet_23_restricted.yaml
ibm.vsi.securitygroup.common_ports_restricted,ibm,vsi,securitygroup,MEDIUM,Implement secure configurations for hardware and software,Implement secure configurations for hardware and software,config,config,L3_API_LIST_CROSS,CISA_CE;RBI_NBFC,cisa_ce_v1_Booting_Up_4;rbi_nbfc_2.8,,,,,,,,ibm_rule_config/vsi/ibm.vsi.securitygroup.common_ports_restricted.yaml
ibm.vsi.securitygroup.from_launch_wizard_configured,ibm,vsi,securitygroup,MEDIUM,Network Security,Network Security,config,config,L3_API_LIST_CROSS,ISO27001_2022,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,,,,,,,,ibm_rule_config/vsi/ibm.vsi.securitygroup.from_launch_wizard_configured.yaml
ibm.vsi.securitygroup.not_used_enforced,ibm,vsi,securitygroup,MEDIUM,Network Security,Network Security,config,config,L3_API_LIST_CROSS,ISO27001_2022,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,,,,,,,,ibm_rule_config/vsi/ibm.vsi.securitygroup.not_used_enforced.yaml
ibm.vsi.securitygroup.with_many_ingress_egress_rules_configured,ibm,vsi,securitygroup,MEDIUM,Network Security,Network Security,config,config,L3_API_LIST_CROSS,ISO27001_2022,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,,,,,,,,ibm_rule_config/vsi/ibm.vsi.securitygroup.with_many_ingress_egress_rules_configured.yaml
ibm.vsi.transitgateway.auto_accept_vpc_attachments_configured,ibm,vsi,transitgateway,MEDIUM,"CC6.7 The entity restricts the transmission, movement, and removal of informatio","CC6.7 The entity restricts the transmission, movement, and removal of informatio",config,config,L2_API_CONFIG,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_7,,,,,,,,ibm_rule_config/vsi/ibm.vsi.transitgateway.auto_accept_vpc_attachments_configured.yaml
ibm.vsi.vulnerability.scan_enabled,ibm,vsi,vulnerability,MEDIUM,Memory Protection,Memory Protection,config,config,L1_API_BOOLEAN,NIST_800_53,nist_800_53_rev5_SI_16,,,,,,,,ibm_rule_config/vsi/ibm.vsi.vulnerability.scan_enabled.yaml
k8s.admission.control.windows_hostprocess_restriction_configured,k8s,admission,control,MEDIUM,Minimize the admission of Windows HostProcess Containers,Minimize the admission of Windows HostProcess Containers,config,config,L2_API_CONFIG,CIS_K8S,cis_k8s_5.2.11,,,,,,,,k8s_rule_config/admission/k8s.admission.control.windows_hostprocess_restriction_configured.yaml
k8s.authentication.user.client_certificate_disabled,k8s,authentication,user,MEDIUM,Check that the cluster's authentication configuration does not allow or use static client certificate files for user authentication.,Check that the cluster's authentication configuration does not allow or use static client certificate files for user authentication.,config,config,L1_API_BOOLEAN,CIS_K8S,CIS_K8S/3.1.1,,,,,,,,k8s_rule_config/authentication/k8s.authentication.user.client_certificate_disabled.yaml
k8s.cluster.api_server.allow_privileged_restricted,k8s,cluster,api_server,MEDIUM,Check that the Kubernetes API server's --allow-privileged argument is set to false.,Check that the Kubernetes API server's --allow-privileged argument is set to false.; (refined),config,config,L2_API_CONFIG,CIS;CIS_K8S,CIS/2.1.1;CIS_K8S/2.1.1,,,,,,,,k8s_rule_config/cluster/k8s.cluster.api_server.allow_privileged_restricted.yaml
k8s.cluster.pod_security_policy_configured,k8s,cluster,pod_security_policy_configured,MEDIUM,PARTIAL: k8s.cluster.pod_security_policy ||| verifies PodSecurityPolicy/PSA configuration exists but not admission control enforcement,PARTIAL: k8s.cluster.pod_security_policy ||| verifies PodSecurityPolicy/PSA configuration exists but not admission control enforcement,config,config,L2_API_CONFIG,CIS,CIS/5.2.2,,,,,,,,k8s_rule_config/cluster/k8s.cluster.pod_security_policy_configured.yaml
k8s.compute.node.rotate_kubelet_server_certificate_configured,k8s,compute,node,MEDIUM,Verify the kubelet server certificate rotation is enabled on Kubernetes nodes.,Verify the kubelet server certificate rotation is enabled on Kubernetes nodes.; (refined),config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.2.12;CIS_K8S/4.2.12,,,,,,,,k8s_rule_config/compute/k8s.compute.node.rotate_kubelet_server_certificate_configured.yaml
k8s.container.image.baseline_approved_enforced,k8s,container,image,MEDIUM,Check that container images are from an approved baseline.,Check that container images are from an approved baseline.; (refined),config,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CM-2(7),,,,,,,,k8s_rule_config/container/k8s.container.image.baseline_approved_enforced.yaml
k8s.container.node_auto_upgrade_enabled,k8s,container,node_auto_upgrade_enabled,MEDIUM,Check that Kubernetes node pools are configured for automatic security updates.,Check that Kubernetes node pools are configured for automatic security updates.; (refined),config,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/SI-2(3),,,,,,,,k8s_rule_config/container/k8s.container.node_auto_upgrade_enabled.yaml
k8s.control_plane.kube_apiserver.event_qps_configured,k8s,control_plane,kube_apiserver,MEDIUM,Ensure the kube-apiserver --event-qps argument is set to 0 to limit event creation.,Ensure the kube-apiserver --event-qps argument is set to 0 to limit event creation.; (refined),config,config,L2_API_CONFIG,CIS;CIS_K8S,CIS/2.1.11;CIS_K8S/2.1.11,,,,,,,,k8s_rule_config/control_plane/k8s.control_plane.kube_apiserver.event_qps_configured.yaml
k8s.control_plane.scheduler.file_ownership_enforced,k8s,control_plane,scheduler,MEDIUM,Check that the kube-scheduler static pod manifest file is owned by root:root,Check that the kube-scheduler static pod manifest file is owned by root:root; (refined),config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/1.4.6;CIS_K8S/1.4.6,,,,,,,,k8s_rule_config/control_plane/k8s.control_plane.scheduler.file_ownership_enforced.yaml
k8s.core.namespace.backup_label_configured,k8s,core,namespace,MEDIUM,Check that Kubernetes namespaces or critical workloads are labeled for inclusion in a cluster backup/disaster recovery solution.,Check that Kubernetes namespaces or critical workloads are labeled for inclusion in a cluster backup/disaster recovery solution.,config,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CP-2(5),,,,,,,,k8s_rule_config/core/k8s.core.namespace.backup_label_configured.yaml
k8s.core.node.inventory_enabled,k8s,core,node,MEDIUM,(refined),(refined); PARTIAL: k8s.core.node.inventory ||| verifies node (compute) inventory but not other cluster-wide system components like control plane or a,config,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CM-8(1);CANADA_PBMM/CM-8(2);CANADA_PBMM/CM-8(3);CANADA_PBMM/CM-8(5),,,,,,,,k8s_rule_config/core/k8s.core.node.inventory_enabled.yaml
k8s.core.service_account.name_configured,k8s,core,service_account,MEDIUM,Check that all Kubernetes ServiceAccounts are identified with a unique name within a namespace.,Check that all Kubernetes ServiceAccounts are identified with a unique name within a namespace.; (refined),config,config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.5.1,,,,,,,,k8s_rule_config/core/k8s.core.service_account.name_configured.yaml
k8s.etcd.data_directory.ownership_configured,k8s,etcd,data_directory,MEDIUM,Check that the etcd data directory is owned by the etcd:etcd user and group.,Check that the etcd data directory is owned by the etcd:etcd user and group.; Check etcd data directory ownership is set to etcd:etcd; (refined),config,config,L2_API_CONFIG,CIS;CIS_K8S,CIS/1.1.12;CIS/1.4.12;CIS_K8S/1.1.12;CIS_K8S/1.4.12,,,,,,,,k8s_rule_config/etcd/k8s.etcd.data_directory.ownership_configured.yaml
k8s.etcd.data_directory.permissions_configured,k8s,etcd,data_directory,MEDIUM,Check etcd data directory file permissions are set to 700 or more restrictive,Check etcd data directory file permissions are set to 700 or more restrictive; (refined),config,config,L2_API_CONFIG,CIS;CIS_K8S,CIS/1.1.11;CIS_K8S/1.1.11,,,,,,,,k8s_rule_config/etcd/k8s.etcd.data_directory.permissions_configured.yaml
k8s.falco.daemonset.status_configured,k8s,falco,daemonset,MEDIUM,check that a runtime security tool like Falco is deployed as a DaemonSet,check that a runtime security tool like Falco is deployed as a DaemonSet,config,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/SI-4(16),,,,,,,,k8s_rule_config/falco/k8s.falco.daemonset.status_configured.yaml
k8s.kube_apiserver.argument.streaming_connection_idle_timeout_configured,k8s,kube_apiserver,argument,MEDIUM,Ensure kube-apiserver --streaming-connection-idle-timeout is not set to 0,Ensure kube-apiserver --streaming-connection-idle-timeout is not set to 0; (refined),config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/2.1.6;CIS_K8S/2.1.6,,,,,,,,k8s_rule_config/kube_apiserver/k8s.kube_apiserver.argument.streaming_connection_idle_timeout_configured.yaml
k8s.kubeconfig.file.permissions_configured,k8s,kubeconfig,file,MEDIUM,Check proxy kubeconfig file permissions are 600 or more restrictive,Check proxy kubeconfig file permissions are 600 or more restrictive; (refined),config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.1.3;CIS_K8S/4.1.3,,,,,,,,k8s_rule_config/kubeconfig/k8s.kubeconfig.file.permissions_configured.yaml
k8s.kubelet.config.cadvisor_port_configured,k8s,kubelet,config,MEDIUM,Ensure the kubelet's --cadvisor-port argument is disabled (set to 0) to prevent unauthorized access to container metrics.,Ensure the kubelet's --cadvisor-port argument is disabled (set to 0) to prevent unauthorized access to container metrics.; (refined),config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/2.1.13;CIS_K8S/2.1.13,,,,,,,,k8s_rule_config/kubelet/k8s.kubelet.config.cadvisor_port_configured.yaml
k8s.kubelet.config.cipher_suites_configured,k8s,kubelet,config,MEDIUM,Check kubelet configuration file for strong cryptographic ciphers.,Check kubelet configuration file for strong cryptographic ciphers.; (refined),config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.2.13;CIS_K8S/4.2.13,,,,,,,,k8s_rule_config/kubelet/k8s.kubelet.config.cipher_suites_configured.yaml
k8s.kubelet.config.file_ownership_enforced,k8s,kubelet,config,MEDIUM,validate kubelet config.yaml file ownership is set to root:root,validate kubelet config.yaml file ownership is set to root:root; (refined),config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.1.10;CIS_K8S/4.1.10,,,,,,,,k8s_rule_config/kubelet/k8s.kubelet.config.file_ownership_enforced.yaml
k8s.kubelet.config.rotate_certificates_configured,k8s,kubelet,config,MEDIUM,Ensure kubelet does not have rotate-certificates set to false,Ensure kubelet does not have rotate-certificates set to false; (refined),config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.2.11;CIS_K8S/4.2.11,,,,,,,,k8s_rule_config/kubelet/k8s.kubelet.config.rotate_certificates_configured.yaml
k8s.node.cni.file_permissions_restricted,k8s,node,cni,MEDIUM,"PARTIAL: k8s.kubernetes.cni.file_permissions ||| Requires agent-based file integrity monitoring on worker nodes, not a pure API-driven configuration c","PARTIAL: k8s.kubernetes.cni.file_permissions ||| Requires agent-based file integrity monitoring on worker nodes, not a pure API-driven configuration c",config,config,L5_NEEDS_AGENT,CIS,CIS/1.1.9,,,,,,,,k8s_rule_config/node/k8s.node.cni.file_permissions_restricted.yaml
k8s.kubelet.config.event_qps_configured,k8s,kubelet,config,MEDIUM,Check that the kubelet --event-qps argument is set to 0 or an appropriate level for event capture.,Check that the kubelet --event-qps argument is set to 0 or an appropriate level for event capture.; (refined),config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.2.9;CIS_K8S/4.2.9,,,,,,,,k8s_rule_config/kubelet/k8s.kubelet.config.event_qps_configured.yaml
k8s.kubelet.config.make_iptables_util_chains_configured,k8s,kubelet,config,MEDIUM,Ensure kubelet argument --make-iptables-util-chains is set to true,Ensure kubelet argument --make-iptables-util-chains is set to true; Ensure the kubelet --make-iptables-util-chains argument is set to true for proper,config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/2.1.8;CIS/4.2.7;CIS_K8S/2.1.8;CIS_K8S/4.2.7,,,,,,,,k8s_rule_config/kubelet/k8s.kubelet.config.make_iptables_util_chains_configured.yaml
k8s.node.cni.version_configured,k8s,node,cni,MEDIUM,"PARTIAL: k8s.kubernetes.node.cni.version ||| Can verify CNI version on self-managed nodes via node agent, but cannot enforce or verify for managed ser","PARTIAL: k8s.kubernetes.node.cni.version ||| Can verify CNI version on self-managed nodes via node agent, but cannot enforce or verify for managed ser",config,config,L2_API_CONFIG,CIS,CIS/4.3.1,,,,,,,,k8s_rule_config/node/k8s.node.cni.version_configured.yaml
k8s.node.file.ownership_configured,k8s,node,file,MEDIUM,Check that the admin.conf file on each node is owned by root:root,Check that the admin.conf file on each node is owned by root:root; (refined),config,config,L2_API_CONFIG,CIS;CIS_K8S,CIS/1.1.14;CIS_K8S/1.1.14,,,,,,,,k8s_rule_config/node/k8s.node.file.ownership_configured.yaml
k8s.node.file_permissions.proxy_configured,k8s,node,file_permissions,MEDIUM,(refined),(refined); Check that the kube-proxy kubeconfig file permissions are 644 or more restrictive.,config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/2.2.5;CIS_K8S/2.2.5,,,,,,,,k8s_rule_config/node/k8s.node.file_permissions.proxy_configured.yaml
k8s.node.file_system.client_ca_ownership_enforced,k8s,node,file_system,MEDIUM,Check that the client certificate authorities file on each node is owned by root:root,Check that the client certificate authorities file on each node is owned by root:root; (refined),config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.1.8;CIS_K8S/4.1.8,,,,,,,,k8s_rule_config/node/k8s.node.file_system.client_ca_ownership_enforced.yaml
k8s.node.file_system.ownership_configured,k8s,node,file_system,MEDIUM,Check that the proxy kubeconfig file on a node is owned by root:root,Check that the proxy kubeconfig file on a node is owned by root:root; Check that kubelet config file ownership is root:root on cluster nodes.; Check t,config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/1.4.4;CIS/4.1.4;CIS_K8S/1.4.4;CIS_K8S/2.2.2;CIS_K8S/4.1.4,,,,,,,,k8s_rule_config/node/k8s.node.file_system.ownership_configured.yaml
k8s.kubelet.config.protect_kernel_defaults_configured,k8s,kubelet,config,MEDIUM,Check that the kubelet argument --protect-kernel-defaults is set to true for node security.,Check that the kubelet argument --protect-kernel-defaults is set to true for node security.; Check that the kubelet --protect-kernel-defaults argument,config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/2.1.7;CIS/4.2.6;CIS_K8S/2.1.7;CIS_K8S/4.2.6,,,,,,,,k8s_rule_config/kubelet/k8s.kubelet.config.protect_kernel_defaults_configured.yaml
k8s.namespace.default_configured,k8s,namespace,default_configured,MEDIUM,"PARTIAL: k8s.namespace.default ||| requires agent-based audit of cluster RBAC, not pure API configuration","PARTIAL: k8s.namespace.default ||| requires agent-based audit of cluster RBAC, not pure API configuration",config,config,L2_API_CONFIG,CIS_K8S,CIS_K8S/5.7.4,,,,,,,,k8s_rule_config/namespace/k8s.namespace.default_configured.yaml
k8s.namespace.labels_configured,k8s,namespace,labels_configured,MEDIUM,PARTIAL: k8s.namespace.labels ||| verifies namespace labels as a tagging proxy but not all cluster resources,PARTIAL: k8s.namespace.labels ||| verifies namespace labels as a tagging proxy but not all cluster resources,config,config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,,,,,,,,k8s_rule_config/namespace/k8s.namespace.labels_configured.yaml
k8s.network.ingress.tls_secret_configured,k8s,network,ingress,HIGH,PARTIAL: k8s.network.ingress.tls_secret_configured ||| verifies TLS secret is referenced but not the TLS version or cipher strength,PARTIAL: k8s.network.ingress.tls_secret_configured ||| verifies TLS secret is referenced but not the TLS version or cipher strength,config,config,L3_API_LIST_CROSS,CIS,CIS/10.3,,,,,,,,k8s_rule_config/network/k8s.network.ingress.tls_secret_configured.yaml
k8s.network.network_policy.ingress_restricted,k8s,network,network_policy,MEDIUM,Check that NetworkPolicy resources restrict inbound pod traffic.,Check that NetworkPolicy resources restrict inbound pod traffic.; Check that NetworkPolicy resources restrict ingress from external sources to only au,config,config,L3_API_LIST_CROSS,CANADA_PBMM,CANADA_PBMM/SC-7(12);CANADA_PBMM/SC-7(13);CANADA_PBMM/SC-7(18);CANADA_PBMM/SC-7(7);CANADA_PBMM/SC-7(8),,,,,,,,k8s_rule_config/network/k8s.network.network_policy.ingress_restricted.yaml
k8s.network.service.external_traffic_policy_configured,k8s,network,service,MEDIUM,Check that Service externalTrafficPolicy is set for local traffic handling and failover.,Check that Service externalTrafficPolicy is set for local traffic handling and failover.; (refined),config,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CP-8(2),,,,,,,,k8s_rule_config/network/k8s.network.service.external_traffic_policy_configured.yaml
k8s.node.file_system.certificate_authorities_permissions_restricted,k8s,node,file_system,MEDIUM,Check that the kubelet's CA certificate file permissions are set to 600 or more restrictive.,Check that the kubelet's CA certificate file permissions are set to 600 or more restrictive.; (refined),config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.1.7;CIS_K8S/4.1.7,,,,,,,,k8s_rule_config/node/k8s.node.file_system.certificate_authorities_permissions_restricted.yaml
k8s.node.kubelet.hostname_override_configured,k8s,node,kubelet,MEDIUM,(refined),(refined); Check that the kubelet's --hostname-override argument is not set for node configuration.,config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/2.1.10;CIS/4.2.8;CIS_K8S/2.1.10;CIS_K8S/4.2.8,,,,,,,,k8s_rule_config/node/k8s.node.kubelet.hostname_override_configured.yaml
k8s.node.kubelet.kubeconfig_ownership_enforced,k8s,node,kubelet,MEDIUM,Check that the kubelet kubeconfig file ownership is set to root:root,Check that the kubelet kubeconfig file ownership is set to root:root; (refined),config,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.1.6;CIS_K8S/4.1.6,,,,,,,,k8s_rule_config/node/k8s.node.kubelet.kubeconfig_ownership_enforced.yaml
k8s.node.time_sync_configured,k8s,node,time_sync_configured,MEDIUM,(refined),"(refined); Check if Kubernetes nodes (e.g., via DaemonSet) are configured to run an NTP client or service.",config,config,L5_NEEDS_AGENT,PCI_DSS,PCI_DSS/10.6.1,,,,,,,,k8s_rule_config/node/k8s.node.time_sync_configured.yaml
k8s.persistentvolume.encryption_enabled,k8s,persistentvolume,encryption_enabled,HIGH,Check that PersistentVolumes are configured to use encryption at rest.,Check that PersistentVolumes are configured to use encryption at rest.,config,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CA-8(1),,,,,,,,k8s_rule_config/persistentvolume/k8s.persistentvolume.encryption_enabled.yaml
k8s.pod.required_labels_configured,k8s,pod,required_labels_configured,MEDIUM,Check that Kubernetes Pods have required labels for configuration management.,Check that Kubernetes Pods have required labels for configuration management.,config,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CM-6(1),,,,,,,,k8s_rule_config/pod/k8s.pod.required_labels_configured.yaml
k8s.pod.spec.containers_image_configured,k8s,pod,spec,MEDIUM,Check that pods use containers from an approved baseline image.,Check that pods use containers from an approved baseline image.,config,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CM-2(2),,,,,,,,k8s_rule_config/pod/k8s.pod.spec.containers_image_configured.yaml
k8s.rbac.namespace_configured,k8s,rbac,namespace_configured,MEDIUM,PARTIAL: k8s.rbac.namespace ||| verifies namespace configuration exists but not testing execution or isolation effectiveness,PARTIAL: k8s.rbac.namespace ||| verifies namespace configuration exists but not testing execution or isolation effectiveness,config,config,L2_API_CONFIG,CIS,CIS/5.6.1,,,,,,,,k8s_rule_config/rbac/k8s.rbac.namespace_configured.yaml
k8s.rbac.network_policy_configured,k8s,rbac,network_policy_configured,MEDIUM,PARTIAL: k8s.rbac.network_policy ||| verifies network policy configuration exists but not specific to maintenance sessions,PARTIAL: k8s.rbac.network_policy ||| verifies network policy configuration exists but not specific to maintenance sessions,config,config,L3_API_LIST_CROSS,CANADA_PBMM,CANADA_PBMM/MA-4(6),,,,,,,,k8s_rule_config/rbac/k8s.rbac.network_policy_configured.yaml
k8s.rbac.role_configured,k8s,rbac,role_configured,MEDIUM,PARTIAL: k8s.rbac.role ||| verifies RBAC role configuration exists but cannot verify change analysis process execution,PARTIAL: k8s.rbac.role ||| verifies RBAC role configuration exists but cannot verify change analysis process execution,config,config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.4.4,,,,,,,,k8s_rule_config/rbac/k8s.rbac.role_configured.yaml
k8s.rbac.role.administrators_cannot_update_cluster_role_binding_configured,k8s,rbac,role,MEDIUM,PARTIAL: k8s.rbac.role.administrators_cannot_update_cluster_role_binding ||| verifies RBAC bindings but not direct tenancy/namespace admin group modif,PARTIAL: k8s.rbac.role.administrators_cannot_update_cluster_role_binding ||| verifies RBAC bindings but not direct tenancy/namespace admin group modif,config,config,L2_API_CONFIG,CIS_K8S,CIS_K8S/5.1.3,,,,,,,,k8s_rule_config/rbac/k8s.rbac.role.administrators_cannot_update_cluster_role_binding_configured.yaml
k8s.rbac.role.deny_maintenance_tools_restricted,k8s,rbac,role,MEDIUM,PARTIAL: k8s.rbac.role.deny_maintenance_tools ||| verifies RBAC policy denies specific verbs/APIGroups but cannot verify restriction of physical/vendo,PARTIAL: k8s.rbac.role.deny_maintenance_tools ||| verifies RBAC policy denies specific verbs/APIGroups but cannot verify restriction of physical/vendo,config,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/MA-3(1),,,,,,,,k8s_rule_config/rbac/k8s.rbac.role.deny_maintenance_tools_restricted.yaml
k8s.rbac.role.rules_configured,k8s,rbac,role,MEDIUM,Check RBAC ClusterRoles and Roles have defined rules with explicit resource/verb boundaries.,Check RBAC ClusterRoles and Roles have defined rules with explicit resource/verb boundaries.; (refined),config,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/SC-6,,,,,,,,k8s_rule_config/rbac/k8s.rbac.role.rules_configured.yaml
k8s.rbac.role.verbs_configured,k8s,rbac,role,MEDIUM,PARTIAL: k8s.rbac.role.verbs ||| verifies RBAC policy configuration but not audit log coverage or centralized collection,PARTIAL: k8s.rbac.role.verbs ||| verifies RBAC policy configuration but not audit log coverage or centralized collection,config,config,L2_API_CONFIG,CIS,CIS/3.2.2,,,,,,,,k8s_rule_config/rbac/k8s.rbac.role.verbs_configured.yaml
k8s.rbac.rolebinding.annotations_configured,k8s,rbac,rolebinding,MEDIUM,Check RBAC RoleBindings for nonlocal access require specific authentication annotations.,Check RBAC RoleBindings for nonlocal access require specific authentication annotations.,config,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/MA-4(1),,,,,,,,k8s_rule_config/rbac/k8s.rbac.rolebinding.annotations_configured.yaml
