id,title,description,rationale,audit,remediation,profile_applicability,impact,references,source_file,original_filename
1.2.6,Ensure that the --authorization-mode argument is not set to AlwaysAllow,Automated,Do not always authorize all requests.,"The API Server, can be configured to allow all requests. This mode should not be used on any production cluster. Impact: Only authorized requests will be served.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --authorization-mode argument exists and is not set to AlwaysAllow.,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --authorization-mode parameter to values other than AlwaysAllow. One such example could be as below. --authorization-mode=RBAC Default Value: By default, AlwaysAllow is not enabled. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/authorization/",,• Level 1 - Master Node,Only authorized requests will be served.,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/authorization/
1.2.7,Ensure that the --authorization-mode argument includes Node,Automated,Restrict kubelet nodes to reading only objects associated with them.,"The Node authorization mode only allows kubelets to read Secret, ConfigMap, PersistentVolume, and PersistentVolumeClaim objects associated with their nodes. Impact: None",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --authorization-mode argument exists and is set to a value to include Node.,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --authorization-mode parameter to a value that includes Node. --authorization-mode=Node,RBAC Default Value: By default, Node authorization is not enabled. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/authorization/node/ 3. https://github.com/kubernetes/kubernetes/pull/46076 4. https://acotten.com/post/kube17-security",kubernetes_kubelet_node_authorization_enabled; kubernetes_kubelet_node_auth_mode_configured; kubernetes_kubelet_node_restricted_access; kubernetes_kubelet_node_authorization_required; kubernetes_kubelet_node_auth_mode_includes_node,• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/authorization/node/ 3. https://github.com/kubernetes/kubernetes/pull/46076 4. https://acotten.com/post/kube17-security
1.2.8,Ensure that the --authorization-mode argument includes RBAC,Automated,Turn on Role Based Access Control.,"Role Based Access Control (RBAC) allows fine-grained control over the operations that different entities can perform on different objects in the cluster. It is recommended to use the RBAC authorization mode. Impact: When RBAC is enabled you will need to ensure that appropriate RBAC settings (including Roles, RoleBindings and ClusterRoleBindings) are configured to allow appropriate access.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --authorization-mode argument exists and is set to a value to include RBAC.,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --authorization-mode parameter to a value that includes RBAC, for example: --authorization-mode=Node,RBAC Default Value: By default, RBAC authorization is not enabled. References: 1. https://kubernetes.io/docs/reference/access-authn-authz/rbac/",kubernetes_cluster_authorization_mode_rbac_enabled; kubernetes_cluster_rbac_enabled; kubernetes_api_server_authorization_mode_rbac_enabled; kubernetes_api_server_rbac_enabled; kubernetes_authorization_mode_rbac_enabled,• Level 1 - Master Node,"When RBAC is enabled you will need to ensure that appropriate RBAC settings (including Roles, RoleBindings and ClusterRoleBindings) are configured to allow appropriate access.",1. https://kubernetes.io/docs/reference/access-authn-authz/rbac/
1.2.9,Ensure that the admission control plugin EventRateLimit is set,Manual,Limit the rate at which the API server accepts requests.,"Using EventRateLimit admission control enforces a limit on the number of events that the API Server will accept in a given time slice. A misbehaving workload could overwhelm and DoS the API Server, making it unavailable. This particularly applies to a multi-tenant cluster, where there might be a small percentage of misbehaving tenants which could have a significant impact on the performance of the cluster overall. Hence, it is recommended to limit the rate of events that the API server will accept. Note: This is an Alpha feature in the Kubernetes 1.15 release. Impact: You need to carefully tune in limits as per your environment.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --enable-admission-plugins argument is set to a value that includes EventRateLimit.,"Follow the Kubernetes documentation and set the desired limits in a configuration file. Then, edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml and set the below parameters. --enable-admission-plugins=...,EventRateLimit,... --admission-control-config-file=<path/to/configuration/file> Default Value: By default, EventRateLimit is not set. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/admission-controllers/#eventratelimit 3. https://github.com/staebler/community/blob/9873b632f4d99b5d99c38c9b15fe2f8 b93d0a746/contributors/design- proposals/admission_control_event_rate_limit.md",,• Level 1 - Master Node,You need to carefully tune in limits as per your environment.,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/admission-controllers/#eventratelimit 3. https://github.com/staebler/community/blob/9873b632f4d99b5d99c38c9b15fe2f8 b93d0a746/contributors/design- proposals/admission_control_event_rate_limit.md
1.2.10,Ensure that the admission control plugin AlwaysAdmit is not set,Automated,Do not allow all requests.,Setting admission control plugin AlwaysAdmit allows all requests and do not filter any requests. The AlwaysAdmit admission controller was deprecated in Kubernetes v1.13. Its behavior was equivalent to turning off all admission controllers. Impact: Only requests explicitly allowed by the admissions control plugins would be served.,"Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that if the --enable-admission-plugins argument is set, its value does not include AlwaysAdmit.","Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and either remove the --enable-admission- plugins parameter, or set it to a value that does not include AlwaysAdmit. Default Value: AlwaysAdmit is not in the list of default admission plugins. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/admission-controllers/#alwaysadmit",kubernetes_admission_controller_always_admit_disabled; kubernetes_admission_plugin_always_admit_not_set; kubernetes_admission_policy_always_admit_restricted; kubernetes_admission_control_always_admit_blocked; kubernetes_admission_rule_always_admit_prohibited,• Level 1 - Master Node,Only requests explicitly allowed by the admissions control plugins would be served.,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/admission-controllers/#alwaysadmit
1.2.11,Ensure that the admission control plugin AlwaysPullImages is set,Manual,Always pull images.,"Setting admission control policy to AlwaysPullImages forces every new pod to pull the required images every time. In a multi-tenant cluster users can be assured that their private images can only be used by those who have the credentials to pull them. Without this admission control policy, once an image has been pulled to a node, any pod from any user can use it simply by knowing the image’s name, without any authorization check against the image ownership. When this plug-in is enabled, images are always pulled prior to starting containers, which means valid credentials are required. Impact: Credentials would be required to pull the private images every time. Also, in trusted environments, this might increases load on network, registry, and decreases speed. This setting could impact offline or isolated clusters, which have images pre-loaded and do not have access to a registry to pull in-use images. This setting is not appropriate for clusters which use this configuration.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --enable-admission-plugins argument is set to a value that includes AlwaysPullImages.,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --enable-admission-plugins parameter to include AlwaysPullImages. --enable-admission-plugins=...,AlwaysPullImages,... Default Value: By default, AlwaysPullImages is not set. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/admission-controllers/#alwayspullimages",kubernetes_admission_controller_always_pull_images_enabled; kubernetes_pod_always_pull_images_enabled; kubernetes_image_pull_policy_always_enabled; kubernetes_admission_plugin_always_pull_images_configured; kubernetes_workload_always_pull_images_enabled,• Level 1 - Master Node,"Credentials would be required to pull the private images every time. Also, in trusted environments, this might increases load on network, registry, and decreases speed. This setting could impact offline or isolated clusters, which have images pre-loaded and do not have access to a registry to pull in-use images. This setting is not appropriate for clusters which use this configuration.",1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/admission-controllers/#alwayspullimages
1.2.12,Ensure that the admission control plugin SecurityContextDeny is set if PodSecurityPolicy is not used,Manual,The SecurityContextDeny admission controller can be used to deny pods which make use of some SecurityContext fields which could allow for privilege escalation in the cluster. This should be used where PodSecurityPolicy is not in place within the cluster.,"SecurityContextDeny can be used to provide a layer of security for clusters which do not have PodSecurityPolicies enabled. Impact: This admission controller should only be used where Pod Security Policies cannot be used on the cluster, as it can interact poorly with certain Pod Security Policies","Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --enable-admission-plugins argument is set to a value that includes SecurityContextDeny, if PodSecurityPolicy is not included.","Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --enable-admission-plugins parameter to include SecurityContextDeny, unless PodSecurityPolicy is already in place. --enable-admission-plugins=...,SecurityContextDeny,... Default Value: By default, SecurityContextDeny is not set. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/admission-controllers/#securitycontextdeny 3. https://kubernetes.io/docs/user-guide/pod-security-policy/#working-with-rbac",kubernetes_admission_controller_security_context_deny_enabled; kubernetes_pod_security_context_deny_enabled; kubernetes_admission_controller_security_context_deny_no_psp; kubernetes_pod_security_context_deny_no_psp; kubernetes_admission_controller_privilege_escalation_denied; kubernetes_pod_privilege_escalation_denied_no_psp,• Level 2 - Master Node,"This admission controller should only be used where Pod Security Policies cannot be used on the cluster, as it can interact poorly with certain Pod Security Policies",1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/admission-controllers/#securitycontextdeny 3. https://kubernetes.io/docs/user-guide/pod-security-policy/#working-with-rbac
1.2.13,Ensure that the admission control plugin ServiceAccount is set,Automated,Automate service accounts management.,"When you create a pod, if you do not specify a service account, it is automatically assigned the default service account in the same namespace. You should create your own service account and let the API server manage its security tokens. Impact: None.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --disable-admission-plugins argument is set to a value that does not includes ServiceAccount.,"Follow the documentation and create ServiceAccount objects as per your environment. Then, edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the master node and ensure that the --disable-admission-plugins parameter is set to a value that does not include ServiceAccount. Default Value: By default, ServiceAccount is set. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/admission-controllers/#serviceaccount 3. https://kubernetes.io/docs/tasks/configure-pod-container/configure-service- account/",kubernetes_service_account_admission_plugin_enabled; kubernetes_service_account_automated_management_enabled; kubernetes_admission_controller_service_account_required; kubernetes_service_account_admission_control_enabled; kubernetes_admission_plugin_service_account_configured,• Level 2 - Master Node,None.,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/admission-controllers/#serviceaccount 3. https://kubernetes.io/docs/tasks/configure-pod-container/configure-service- account/
1.2.14,Ensure that the admission control plugin NamespaceLifecycle is set,Automated,Reject creating objects in a namespace that is undergoing termination.,"Setting admission control policy to NamespaceLifecycle ensures that objects cannot be created in non-existent namespaces, and that namespaces undergoing termination are not used for creating the new objects. This is recommended to enforce the integrity of the namespace termination process and also for the availability of the newer objects. Impact: None",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --disable-admission-plugins argument is set to a value that does not include NamespaceLifecycle.,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --disable-admission-plugins parameter to ensure it does not include NamespaceLifecycle. Default Value: By default, NamespaceLifecycle is set. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/admission-controllers/#namespacelifecycle",kubernetes_admission_controller_namespace_lifecycle_enabled; kubernetes_admission_plugin_namespace_termination_protected; kubernetes_namespace_lifecycle_admission_control_enabled; kubernetes_namespace_termination_admission_plugin_enabled; kubernetes_admission_controller_namespace_termination_blocked,• Level 2 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/admission-controllers/#namespacelifecycle
1.2.15,Ensure that the admission control plugin NodeRestriction is set,Automated,Limit the Node and Pod objects that a kubelet could modify.,"Using the NodeRestriction plug-in ensures that the kubelet is restricted to the Node and Pod objects that it could modify as defined. Such kubelets will only be allowed to modify their own Node API object, and only modify Pod API objects that are bound to their node. Impact: None",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --enable-admission-plugins argument is set to a value that includes NodeRestriction.,"Follow the Kubernetes documentation and configure NodeRestriction plug-in on kubelets. Then, edit the API server pod specification file /etc/kubernetes/manifests/kube-apiserver.yaml on the master node and set the -- enable-admission-plugins parameter to a value that includes NodeRestriction. --enable-admission-plugins=...,NodeRestriction,... Default Value: By default, NodeRestriction is not set. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/admission-controllers/#noderestriction 3. https://kubernetes.io/docs/admin/authorization/node/ 4. https://acotten.com/post/kube17-security",kubernetes_kubelet_node_restriction_enabled; kubernetes_admission_control_node_restriction_enabled; kubernetes_kubelet_node_restriction_plugin_enabled; kubernetes_admission_node_restriction_enabled; kubernetes_kubelet_node_restriction_active,• Level 2 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/admission-controllers/#noderestriction 3. https://kubernetes.io/docs/admin/authorization/node/ 4. https://acotten.com/post/kube17-security
1.2.16,Ensure that the --profiling argument is set to false,Automated,"Disable profiling, if not needed.","Profiling allows for the identification of specific performance bottlenecks. It generates a significant amount of program data that could potentially be exploited to uncover system and program details. If you are not experiencing any bottlenecks and do not need the profiler for troubleshooting purposes, it is recommended to turn it off to reduce the potential attack surface. Impact: Profiling information would not be available.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --profiling argument is set to false.,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the below parameter. --profiling=false Default Value: By default, profiling is enabled. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/community/blob/master/contributors/devel/profiling. md",eks_cluster_profiling_disabled; eks_cluster_no_profiling_enabled; eks_cluster_profiling_set_false; kubernetes_cluster_profiling_disabled; kubernetes_cluster_no_profiling_enabled,• Level 1 - Master Node,Profiling information would not be available.,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/community/blob/master/contributors/devel/profiling. md
1.2.17,Ensure that the --audit-log-path argument is set,Automated,Enable auditing on the Kubernetes API Server and set the desired audit log path.,"Auditing the Kubernetes API Server provides a security-relevant chronological set of records documenting the sequence of activities that have affected system by individual users, administrators or other components of the system. Even though currently, Kubernetes provides only basic audit capabilities, it should be enabled. You can enable it by setting an appropriate audit log path. Impact: None",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --audit-log-path argument is set as appropriate.,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --audit-log-path parameter to a suitable path and file where you would like audit logs to be written, for example: --audit-log-path=/var/log/apiserver/audit.log Default Value: By default, auditing is not enabled. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/concepts/cluster-administration/audit/ 3. https://github.com/kubernetes/features/issues/22",kubernetes_api_server_audit_logging_enabled; kubernetes_api_server_audit_log_path_set; kubernetes_api_server_audit_logging_configured; kubernetes_api_server_audit_log_path_valid; kubernetes_api_server_audit_logging_active,• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/concepts/cluster-administration/audit/ 3. https://github.com/kubernetes/features/issues/22
1.2.18,Ensure that the --audit-log-maxage argument is set to 30 or as appropriate,Automated,Retain the logs for at least 30 days or as appropriate.,Retaining logs for at least 30 days ensures that you can go back in time and investigate or correlate any events. Set your audit log retention period to 30 days or as per your business requirements. Impact: None,Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --audit-log-maxage argument is set to 30 or as appropriate.,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --audit-log-maxage parameter to 30 or as an appropriate number of days: --audit-log-maxage=30 Default Value: By default, auditing is not enabled. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/concepts/cluster-administration/audit/ 3. https://github.com/kubernetes/features/issues/22",kubernetes_api_server_audit_log_maxage_30d; kubernetes_api_server_audit_log_retention_configured; kubernetes_audit_log_maxage_set; kubernetes_audit_log_retention_min_30d; kubernetes_api_server_audit_log_duration_valid; kubernetes_audit_log_maxage_compliant; kubernetes_audit_log_retention_enforced; kubernetes_api_server_audit_log_age_configured,• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/concepts/cluster-administration/audit/ 3. https://github.com/kubernetes/features/issues/22
1.2.19,Ensure that the --audit-log-maxbackup argument is set to 10 or as appropriate,Automated,Retain 10 or an appropriate number of old log files.,"Kubernetes automatically rotates the log files. Retaining old log files ensures that you would have sufficient log data available for carrying out any investigation or correlation. For example, if you have set file size of 100 MB and the number of old log files to keep as 10, you would approximate have 1 GB of log data that you could potentially use for your analysis. Impact: None",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --audit-log-maxbackup argument is set to 10 or as appropriate.,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --audit-log-maxbackup parameter to 10 or to an appropriate value. --audit-log-maxbackup=10 Default Value: By default, auditing is not enabled. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/concepts/cluster-administration/audit/ 3. https://github.com/kubernetes/features/issues/22",kubernetes_api_server_audit_log_maxbackup_set; kubernetes_api_server_audit_log_maxbackup_10_or_more; kubernetes_audit_log_retention_configured; kubernetes_audit_log_maxbackup_valid; kubernetes_api_server_log_retention_compliant,• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/concepts/cluster-administration/audit/ 3. https://github.com/kubernetes/features/issues/22
1.2.20,Ensure that the --audit-log-maxsize argument is set to 100 or as appropriate,Automated,Rotate log files on reaching 100 MB or as appropriate.,"Kubernetes automatically rotates the log files. Retaining old log files ensures that you would have sufficient log data available for carrying out any investigation or correlation. If you have set file size of 100 MB and the number of old log files to keep as 10, you would approximate have 1 GB of log data that you could potentially use for your analysis. Impact: None",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --audit-log-maxsize argument is set to 100 or as appropriate.,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --audit-log-maxsize parameter to an appropriate size in MB. For example, to set it as 100 MB: --audit-log-maxsize=100 Default Value: By default, auditing is not enabled. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/concepts/cluster-administration/audit/ 3. https://github.com/kubernetes/features/issues/22",kubernetes_api_server_audit_log_maxsize_set; kubernetes_api_server_audit_log_maxsize_100mb; kubernetes_api_server_audit_log_rotation_enabled; kubernetes_api_server_audit_log_size_limited; kubernetes_api_server_audit_log_maxsize_configured,• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/concepts/cluster-administration/audit/ 3. https://github.com/kubernetes/features/issues/22
1.2.21,Ensure that the --request-timeout argument is set as appropriate,Manual,Set global request timeout for API server requests as appropriate.,"Setting global request timeout allows extending the API server request timeout limit to a duration appropriate to the user's connection speed. By default, it is set to 60 seconds which might be problematic on slower connections making cluster resources inaccessible once the data volume for requests exceeds what can be transmitted in 60 seconds. But, setting this timeout limit to be too large can exhaust the API server resources making it prone to Denial-of-Service attack. Hence, it is recommended to set this limit as appropriate and change the default limit of 60 seconds only if needed. Impact: None",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --request-timeout argument is either not set or set to an appropriate value.,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml and set the below parameter as appropriate and if needed. For example, --request-timeout=300s Default Value: By default, --request-timeout is set to 60 seconds. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/kubernetes/pull/51415",kubernetes_api_server_request_timeout_set; kubernetes_api_server_request_timeout_configured; kubernetes_api_server_request_timeout_appropriate; kubernetes_api_server_request_timeout_valid; kubernetes_api_server_request_timeout_within_limits,• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/kubernetes/pull/51415
1.2.22,Ensure that the --service-account-lookup argument is set to true,Automated,Validate service account before validating token.,"If --service-account-lookup is not enabled, the apiserver only verifies that the authentication token is valid, and does not validate that the service account token mentioned in the request is actually present in etcd. This allows using a service account token even after the corresponding service account is deleted. This is an example of time of check to time of use security issue. Impact: None",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that if the --service-account-lookup argument exists it is set to true.,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the below parameter. --service-account-lookup=true Alternatively, you can delete the --service-account-lookup parameter from this file so that the default takes effect. Default Value: By default, --service-account-lookup argument is set to true. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/kubernetes/issues/24167 3. https://en.wikipedia.org/wiki/Time_of_check_to_time_of_use",kubernetes_api_server_service_account_lookup_enabled; kubernetes_api_server_service_account_validation_enabled; kubernetes_api_server_service_account_pre_validation_enabled; kubernetes_api_server_service_account_auth_enabled; kubernetes_api_server_service_account_verify_enabled,• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/kubernetes/issues/24167 3. https://en.wikipedia.org/wiki/Time_of_check_to_time_of_use
1.2.23,Ensure that the --service-account-key-file argument is set as appropriate,Automated,Explicitly set a service account public key file for service accounts on the apiserver.,"By default, if no --service-account-key-file is specified to the apiserver, it uses the private key from the TLS serving certificate to verify service account tokens. To ensure that the keys for service account tokens could be rotated as needed, a separate public/private key pair should be used for signing service account tokens. Hence, the public key should be specified to the apiserver with --service-account-key-file. Impact: The corresponding private key must be provided to the controller manager. You would need to securely maintain the key file and rotate the keys based on your organization's key rotation policy.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --service-account-key-file argument exists and is set as appropriate.,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --service-account-key-file parameter to the public key file for service accounts: --service-account-key-file=<filename> Default Value: By default, --service-account-key-file argument is not set. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/kubernetes/issues/24167",kubernetes_apiserver_service_account_key_file_set; kubernetes_apiserver_service_account_key_file_configured; kubernetes_apiserver_service_account_key_file_valid; kubernetes_apiserver_service_account_key_file_secure; kubernetes_apiserver_service_account_key_file_explicit,• Level 1 - Master Node,The corresponding private key must be provided to the controller manager. You would need to securely maintain the key file and rotate the keys based on your organization's key rotation policy.,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/kubernetes/issues/24167
1.2.24,Ensure that the --etcd-certfile and --etcd-keyfile arguments are set as appropriate,Automated,etcd should be configured to make use of TLS encryption for client connections.,etcd is a highly-available key value store used by Kubernetes deployments for persistent storage of all of its REST API objects. These objects are sensitive in nature and should be protected by client authentication. This requires the API server to identify itself to the etcd server using a client certificate and key. Impact: TLS and client certificate authentication must be configured for etcd.,Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --etcd-certfile and --etcd-keyfile arguments exist and they are set as appropriate.,"Follow the Kubernetes documentation and set up the TLS connection between the apiserver and etcd. Then, edit the API server pod specification file /etc/kubernetes/manifests/kube-apiserver.yaml on the master node and set the etcd certificate and key file parameters. --etcd-certfile=<path/to/client-certificate-file> --etcd-keyfile=<path/to/client-key-file> Default Value: By default, --etcd-certfile and --etcd-keyfile arguments are not set References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://coreos.com/etcd/docs/latest/op-guide/security.html",kubernetes_etcd_tls_encryption_enabled; kubernetes_etcd_certfile_configured; kubernetes_etcd_keyfile_configured; kubernetes_etcd_client_tls_enabled; kubernetes_etcd_secure_connection_required,• Level 1 - Master Node,TLS and client certificate authentication must be configured for etcd.,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://coreos.com/etcd/docs/latest/op-guide/security.html
1.2.25,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,Automated,Setup TLS connection on the API server.,API server communication contains sensitive parameters that should remain encrypted in transit. Configure the API server to serve only HTTPS traffic. Impact: TLS and client certificate authentication must be configured for your Kubernetes cluster deployment.,Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --tls-cert-file and --tls-private-key-file arguments exist and they are set as appropriate.,"Follow the Kubernetes documentation and set up the TLS connection on the apiserver. Then, edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the master node and set the TLS certificate and private key file parameters. --tls-cert-file=<path/to/tls-certificate-file> --tls-private-key-file=<path/to/tls-key-file> Default Value: By default, --tls-cert-file and --tls-private-key-file are presented and created for use. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. http://rootsquash.com/2016/05/10/securing-the-kubernetes-api/ 3. https://github.com/kelseyhightower/docker-kubernetes-tls-guide",kubernetes_api_server_tls_cert_file_set; kubernetes_api_server_tls_private_key_file_set; kubernetes_api_server_tls_cert_and_key_configured; kubernetes_api_server_tls_connection_secure; kubernetes_api_server_tls_files_valid,• Level 1 - Master Node,TLS and client certificate authentication must be configured for your Kubernetes cluster deployment.,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. http://rootsquash.com/2016/05/10/securing-the-kubernetes-api/ 3. https://github.com/kelseyhightower/docker-kubernetes-tls-guide
1.2.26,Ensure that the --client-ca-file argument is set as appropriate,Automated,Setup TLS connection on the API server.,"API server communication contains sensitive parameters that should remain encrypted in transit. Configure the API server to serve only HTTPS traffic. If --client-ca-file argument is set, any request presenting a client certificate signed by one of the authorities in the client-ca-file is authenticated with an identity corresponding to the CommonName of the client certificate. Impact: TLS and client certificate authentication must be configured for your Kubernetes cluster deployment.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --client-ca-file argument exists and it is set as appropriate.,"Follow the Kubernetes documentation and set up the TLS connection on the apiserver. Then, edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the master node and set the client certificate authority file. --client-ca-file=<path/to/client-ca-file> Default Value: By default, --client-ca-file argument is not set. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. http://rootsquash.com/2016/05/10/securing-the-kubernetes-api/ 3. https://github.com/kelseyhightower/docker-kubernetes-tls-guide",kubernetes_api_server_client_ca_file_configured; kubernetes_api_server_tls_authentication_enabled; kubernetes_api_server_client_certificate_validation_enabled; kubernetes_api_server_secure_connection_required; kubernetes_api_server_client_ca_file_specified,• Level 1 - Master Node,TLS and client certificate authentication must be configured for your Kubernetes cluster deployment.,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. http://rootsquash.com/2016/05/10/securing-the-kubernetes-api/ 3. https://github.com/kelseyhightower/docker-kubernetes-tls-guide
