unique_compliance_id,framework,framework_version,control_id,section,title,description,automation_type,aws_checks,azure_checks,gcp_checks,oracle_checks,ibm_checks,alicloud_checks,k8s_checks,source_file
pci_dss_v4_1.3.1,PCI_DSS,v4.0.1,1.3.1,,Requirement 1.3.1,,automated,ec2_ebs_public_snapshot;rds_instance_no_public_access;awslambda_function_not_publicly_accessible;rds_snapshots_public_access;opensearch_service_domains_not_publicly_accessible;redshift_cluster_public_access;s3_bucket_policy_public_write_access;awslambda_function_inside_vpc;ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22;s3_bucket_public_write_acl;dms_instance_no_public_access;sagemaker_notebook_instance_without_direct_internet_access_configured,azure_compute_ebs_public_snapshot;azure_sql_instance_no_public_access;azure_awslambda_function_not_publicly_accessible;azure_sql_snapshots_public_access;azure_search_service_domains_not_publicly_accessible;azure_synapse_cluster_public_access;azure_storage_bucket_policy_public_write_access;azure_awslambda_function_inside_vpc;azure_compute_securitygroup_allow_ingress_from_internet_to_tcp_port_22;azure_storage_bucket_public_write_acl;azure_database_migration_instance_no_public_access;azure_machine_learning_notebook_instance_without_direct_internet_access_configured,gcp_compute_ebs_public_snapshot;gcp_sql_instance_no_public_access;gcp_awslambda_function_not_publicly_accessible;gcp_sql_snapshots_public_access;gcp_elasticsearch_service_domains_not_publicly_accessible;gcp_bigquery_cluster_public_access;gcp_storage_bucket_policy_public_write_access;gcp_awslambda_function_inside_vpc;gcp_compute_securitygroup_allow_ingress_from_internet_to_tcp_port_22;gcp_storage_bucket_public_write_acl;gcp_database_migration_instance_no_public_access;gcp_vertex_ai_notebook_instance_without_direct_internet_access_configured,oracle_compute_ebs_public_snapshot;oracle_database_instance_no_public_access;oracle_awslambda_function_not_publicly_accessible;oracle_database_snapshots_public_access;oracle_opensearch_service_domains_not_publicly_accessible;oracle_autonomous_dw_cluster_public_access;oracle_object_storage_bucket_policy_public_write_access;oracle_awslambda_function_inside_vpc;oracle_compute_securitygroup_allow_ingress_from_internet_to_tcp_port_22;oracle_object_storage_bucket_public_write_acl;oracle_golden gate_instance_no_public_access;oracle_data_science_notebook_instance_without_direct_internet_access_configured,ibm_vpc_ebs_public_snapshot;ibm_databases_instance_no_public_access;ibm_awslambda_function_not_publicly_accessible;ibm_databases_snapshots_public_access;ibm_databases_service_domains_not_publicly_accessible;ibm_db2_warehouse_cluster_public_access;ibm_cos_bucket_policy_public_write_access;ibm_awslambda_function_inside_vpc;ibm_vpc_securitygroup_allow_ingress_from_internet_to_tcp_port_22;ibm_cos_bucket_public_write_acl;ibm_lift_instance_no_public_access;ibm_watson_studio_notebook_instance_without_direct_internet_access_configured,alicloud_ecs_ebs_public_snapshot;alicloud_rds_instance_no_public_access;alicloud_awslambda_function_not_publicly_accessible;alicloud_rds_snapshots_public_access;alicloud_elasticsearch_service_domains_not_publicly_accessible;alicloud_analyticdb_cluster_public_access;alicloud_oss_bucket_policy_public_write_access;alicloud_awslambda_function_inside_vpc;alicloud_ecs_securitygroup_allow_ingress_from_internet_to_tcp_port_22;alicloud_oss_bucket_public_write_acl;alicloud_dts_instance_no_public_access;alicloud_pai_notebook_instance_without_direct_internet_access_configured,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_1.3.2,PCI_DSS,v4.0.1,1.3.2,,Requirement 1.3.2,,automated,rds_instance_no_public_access;ec2_securitygroup_allow_ingress_from_internet_to_all_ports;ec2_networkacl_allow_ingress_tcp_port_22;awslambda_function_not_publicly_accessible;ec2_networkacl_allow_ingress_tcp_port_3389;redshift_cluster_public_access;opensearch_service_domains_not_publicly_accessible;s3_bucket_policy_public_write_access;awslambda_function_inside_vpc;s3_bucket_public_write_acl;dms_instance_no_public_access;sagemaker_notebook_instance_without_direct_internet_access_configured,azure_sql_instance_no_public_access;azure_compute_securitygroup_allow_ingress_from_internet_to_all_ports;azure_compute_networkacl_allow_ingress_tcp_port_22;azure_awslambda_function_not_publicly_accessible;azure_compute_networkacl_allow_ingress_tcp_port_3389;azure_synapse_cluster_public_access;azure_search_service_domains_not_publicly_accessible;azure_storage_bucket_policy_public_write_access;azure_awslambda_function_inside_vpc;azure_storage_bucket_public_write_acl;azure_database_migration_instance_no_public_access;azure_machine_learning_notebook_instance_without_direct_internet_access_configured,gcp_sql_instance_no_public_access;gcp_compute_securitygroup_allow_ingress_from_internet_to_all_ports;gcp_compute_networkacl_allow_ingress_tcp_port_22;gcp_awslambda_function_not_publicly_accessible;gcp_compute_networkacl_allow_ingress_tcp_port_3389;gcp_bigquery_cluster_public_access;gcp_elasticsearch_service_domains_not_publicly_accessible;gcp_storage_bucket_policy_public_write_access;gcp_awslambda_function_inside_vpc;gcp_storage_bucket_public_write_acl;gcp_database_migration_instance_no_public_access;gcp_vertex_ai_notebook_instance_without_direct_internet_access_configured,oracle_database_instance_no_public_access;oracle_compute_securitygroup_allow_ingress_from_internet_to_all_ports;oracle_compute_networkacl_allow_ingress_tcp_port_22;oracle_awslambda_function_not_publicly_accessible;oracle_compute_networkacl_allow_ingress_tcp_port_3389;oracle_autonomous_dw_cluster_public_access;oracle_opensearch_service_domains_not_publicly_accessible;oracle_object_storage_bucket_policy_public_write_access;oracle_awslambda_function_inside_vpc;oracle_object_storage_bucket_public_write_acl;oracle_golden gate_instance_no_public_access;oracle_data_science_notebook_instance_without_direct_internet_access_configured,ibm_databases_instance_no_public_access;ibm_vpc_securitygroup_allow_ingress_from_internet_to_all_ports;ibm_vpc_networkacl_allow_ingress_tcp_port_22;ibm_awslambda_function_not_publicly_accessible;ibm_vpc_networkacl_allow_ingress_tcp_port_3389;ibm_db2_warehouse_cluster_public_access;ibm_databases_service_domains_not_publicly_accessible;ibm_cos_bucket_policy_public_write_access;ibm_awslambda_function_inside_vpc;ibm_cos_bucket_public_write_acl;ibm_lift_instance_no_public_access;ibm_watson_studio_notebook_instance_without_direct_internet_access_configured,alicloud_rds_instance_no_public_access;alicloud_ecs_securitygroup_allow_ingress_from_internet_to_all_ports;alicloud_ecs_networkacl_allow_ingress_tcp_port_22;alicloud_awslambda_function_not_publicly_accessible;alicloud_ecs_networkacl_allow_ingress_tcp_port_3389;alicloud_analyticdb_cluster_public_access;alicloud_elasticsearch_service_domains_not_publicly_accessible;alicloud_oss_bucket_policy_public_write_access;alicloud_awslambda_function_inside_vpc;alicloud_oss_bucket_public_write_acl;alicloud_dts_instance_no_public_access;alicloud_pai_notebook_instance_without_direct_internet_access_configured,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_1.3.3,PCI_DSS,v4.0.1,1.3.3,,Examine configuration settings and network diagrams to verify that NSCs are implemented between a...,,automated,ec2_ebs_public_snapshot;rds_instance_no_public_access;eks_endpoints_not_publicly_accessible;vpc_endpoint_for_ec2_enabled;s3_account_level_public_access_blocks;awslambda_function_not_publicly_accessible;emr_cluster_master_nodes_no_public_ip;ec2_instance_public_ip;rds_snapshots_public_access;opensearch_service_domains_not_publicly_accessible;redshift_cluster_public_access;awslambda_function_inside_vpc;dms_instance_no_public_access;sagemaker_notebook_instance_without_direct_internet_access_configured;s3_bucket_policy_public_write_access;ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22;s3_bucket_public_write_acl;ec2_securitygroup_allow_ingress_from_internet_to_all_ports;ec2_networkacl_allow_ingress_tcp_port_22;ec2_networkacl_allow_ingress_tcp_port_3389;ec2_securitygroup_default_restrict_traffic,azure_compute_ebs_public_snapshot;azure_sql_instance_no_public_access;azure_aks_endpoints_not_publicly_accessible;azure_virtual_network_endpoint_for_ec2_enabled;azure_storage_account_level_public_access_blocks;azure_awslambda_function_not_publicly_accessible;azure_hdinsight_cluster_master_nodes_no_public_ip;azure_compute_instance_public_ip;azure_sql_snapshots_public_access;azure_search_service_domains_not_publicly_accessible;azure_synapse_cluster_public_access;azure_awslambda_function_inside_vpc;azure_database_migration_instance_no_public_access;azure_machine_learning_notebook_instance_without_direct_internet_access_configured;azure_storage_bucket_policy_public_write_access;azure_compute_securitygroup_allow_ingress_from_internet_to_tcp_port_22;azure_storage_bucket_public_write_acl;azure_compute_securitygroup_allow_ingress_from_internet_to_all_ports;azure_compute_networkacl_allow_ingress_tcp_port_22;azure_compute_networkacl_allow_ingress_tcp_port_3389;azure_compute_securitygroup_default_restrict_traffic,gcp_compute_ebs_public_snapshot;gcp_sql_instance_no_public_access;gcp_gke_endpoints_not_publicly_accessible;gcp_vpc_endpoint_for_ec2_enabled;gcp_storage_account_level_public_access_blocks;gcp_awslambda_function_not_publicly_accessible;gcp_dataproc_cluster_master_nodes_no_public_ip;gcp_compute_instance_public_ip;gcp_sql_snapshots_public_access;gcp_elasticsearch_service_domains_not_publicly_accessible;gcp_bigquery_cluster_public_access;gcp_awslambda_function_inside_vpc;gcp_database_migration_instance_no_public_access;gcp_vertex_ai_notebook_instance_without_direct_internet_access_configured;gcp_storage_bucket_policy_public_write_access;gcp_compute_securitygroup_allow_ingress_from_internet_to_tcp_port_22;gcp_storage_bucket_public_write_acl;gcp_compute_securitygroup_allow_ingress_from_internet_to_all_ports;gcp_compute_networkacl_allow_ingress_tcp_port_22;gcp_compute_networkacl_allow_ingress_tcp_port_3389;gcp_compute_securitygroup_default_restrict_traffic,oracle_compute_ebs_public_snapshot;oracle_database_instance_no_public_access;oracle_oke_endpoints_not_publicly_accessible;oracle_vcn_endpoint_for_ec2_enabled;oracle_object_storage_account_level_public_access_blocks;oracle_awslambda_function_not_publicly_accessible;oracle_big_data_cluster_master_nodes_no_public_ip;oracle_compute_instance_public_ip;oracle_database_snapshots_public_access;oracle_opensearch_service_domains_not_publicly_accessible;oracle_autonomous_dw_cluster_public_access;oracle_awslambda_function_inside_vpc;oracle_golden gate_instance_no_public_access;oracle_data_science_notebook_instance_without_direct_internet_access_configured;oracle_object_storage_bucket_policy_public_write_access;oracle_compute_securitygroup_allow_ingress_from_internet_to_tcp_port_22;oracle_object_storage_bucket_public_write_acl;oracle_compute_securitygroup_allow_ingress_from_internet_to_all_ports;oracle_compute_networkacl_allow_ingress_tcp_port_22;oracle_compute_networkacl_allow_ingress_tcp_port_3389;oracle_compute_securitygroup_default_restrict_traffic,ibm_vpc_ebs_public_snapshot;ibm_databases_instance_no_public_access;ibm_iks_endpoints_not_publicly_accessible;ibm_vpc_endpoint_for_ec2_enabled;ibm_cos_account_level_public_access_blocks;ibm_awslambda_function_not_publicly_accessible;ibm_analytics_engine_cluster_master_nodes_no_public_ip;ibm_vpc_instance_public_ip;ibm_databases_snapshots_public_access;ibm_databases_service_domains_not_publicly_accessible;ibm_db2_warehouse_cluster_public_access;ibm_awslambda_function_inside_vpc;ibm_lift_instance_no_public_access;ibm_watson_studio_notebook_instance_without_direct_internet_access_configured;ibm_cos_bucket_policy_public_write_access;ibm_vpc_securitygroup_allow_ingress_from_internet_to_tcp_port_22;ibm_cos_bucket_public_write_acl;ibm_vpc_securitygroup_allow_ingress_from_internet_to_all_ports;ibm_vpc_networkacl_allow_ingress_tcp_port_22;ibm_vpc_networkacl_allow_ingress_tcp_port_3389;ibm_vpc_securitygroup_default_restrict_traffic,alicloud_ecs_ebs_public_snapshot;alicloud_rds_instance_no_public_access;alicloud_ack_endpoints_not_publicly_accessible;alicloud_vpc_endpoint_for_ec2_enabled;alicloud_oss_account_level_public_access_blocks;alicloud_awslambda_function_not_publicly_accessible;alicloud_emr_cluster_master_nodes_no_public_ip;alicloud_ecs_instance_public_ip;alicloud_rds_snapshots_public_access;alicloud_elasticsearch_service_domains_not_publicly_accessible;alicloud_analyticdb_cluster_public_access;alicloud_awslambda_function_inside_vpc;alicloud_dts_instance_no_public_access;alicloud_pai_notebook_instance_without_direct_internet_access_configured;alicloud_oss_bucket_policy_public_write_access;alicloud_ecs_securitygroup_allow_ingress_from_internet_to_tcp_port_22;alicloud_oss_bucket_public_write_acl;alicloud_ecs_securitygroup_allow_ingress_from_internet_to_all_ports;alicloud_ecs_networkacl_allow_ingress_tcp_port_22;alicloud_ecs_networkacl_allow_ingress_tcp_port_3389;alicloud_ecs_securitygroup_default_restrict_traffic,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_1.4.1,PCI_DSS,v4.0.1,1.4.1,,Requirement 1.4.1,,manual,,,,,,,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_1.4.2,PCI_DSS,v4.0.1,1.4.2,,Examine vendor documentation and configurations of NSCs to verify that inbound traffic from untru...,,manual,,,,,,,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_1.4.3,PCI_DSS,v4.0.1,1.4.3,,Examine vendor documentation and configurations for NSCs to verify that anti-spoofing measures ar...,,manual,,,,,,,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_1.4.4,PCI_DSS,v4.0.1,1.4.4,,Requirement 1.4.4,,manual,,,,,,,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_1.4.5,PCI_DSS,v4.0.1,1.4.5,,Requirement 1.4.5,,manual,,,,,,,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_1.5.1,PCI_DSS,v4.0.1,1.5.1,,Requirement 1.5.1,,manual,,,,,,,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_10.1.1,PCI_DSS,v4.0.1,10.1.1,,Examine documentation and interview personnel to verify that security policies and operational pr...,,automated,elb_logging_enabled;s3_bucket_server_access_logging_enabled;elbv2_logging_enabled;cloudtrail_s3_dataevents_read_enabled;cloudwatch_log_group_retention_policy_specific_days_enabled;apigateway_restapi_logging_enabled;cloudtrail_multi_region_enabled;wafv2_web_acl_logging_enabled;cloudtrail_cloudwatch_logging_enabled;vpc_flow_logs_enabled;redshift_cluster_audit_logging,azure_load_balancer_logging_enabled;azure_storage_bucket_server_access_logging_enabled;azure_monitor_s3_dataevents_read_enabled;azure_monitor_log_group_retention_policy_specific_days_enabled;azure_api_management_restapi_logging_enabled;azure_monitor_multi_region_enabled;azure_wafv2_web_acl_logging_enabled;azure_monitor_cloudwatch_logging_enabled;azure_virtual_network_flow_logs_enabled;azure_synapse_cluster_audit_logging,gcp_load_balancing_logging_enabled;gcp_storage_bucket_server_access_logging_enabled;gcp_logging_s3_dataevents_read_enabled;gcp_monitoring_log_group_retention_policy_specific_days_enabled;gcp_api_gateway_restapi_logging_enabled;gcp_logging_multi_region_enabled;gcp_wafv2_web_acl_logging_enabled;gcp_logging_cloudwatch_logging_enabled;gcp_vpc_flow_logs_enabled;gcp_bigquery_cluster_audit_logging,oracle_load_balancer_logging_enabled;oracle_object_storage_bucket_server_access_logging_enabled;oracle_audit_s3_dataevents_read_enabled;oracle_monitoring_log_group_retention_policy_specific_days_enabled;oracle_api_gateway_restapi_logging_enabled;oracle_audit_multi_region_enabled;oracle_wafv2_web_acl_logging_enabled;oracle_audit_cloudwatch_logging_enabled;oracle_vcn_flow_logs_enabled;oracle_autonomous_dw_cluster_audit_logging,ibm_load_balancer_logging_enabled;ibm_cos_bucket_server_access_logging_enabled;ibm_activity_tracker_s3_dataevents_read_enabled;ibm_monitoring_log_group_retention_policy_specific_days_enabled;ibm_api_connect_restapi_logging_enabled;ibm_activity_tracker_multi_region_enabled;ibm_wafv2_web_acl_logging_enabled;ibm_activity_tracker_cloudwatch_logging_enabled;ibm_vpc_flow_logs_enabled;ibm_db2_warehouse_cluster_audit_logging,alicloud_slb_logging_enabled;alicloud_oss_bucket_server_access_logging_enabled;alicloud_alb_logging_enabled;alicloud_actiontrail_s3_dataevents_read_enabled;alicloud_cms_log_group_retention_policy_specific_days_enabled;alicloud_api_gateway_restapi_logging_enabled;alicloud_actiontrail_multi_region_enabled;alicloud_wafv2_web_acl_logging_enabled;alicloud_actiontrail_cloudwatch_logging_enabled;alicloud_vpc_flow_logs_enabled;alicloud_analyticdb_cluster_audit_logging,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_10.1.2,PCI_DSS,v4.0.1,10.1.2,,Requirement 10.1.2,,automated,elb_logging_enabled;s3_bucket_server_access_logging_enabled;elbv2_logging_enabled;cloudtrail_s3_dataevents_read_enabled;cloudwatch_log_group_retention_policy_specific_days_enabled;apigateway_restapi_logging_enabled;cloudtrail_multi_region_enabled;wafv2_web_acl_logging_enabled;cloudtrail_cloudwatch_logging_enabled;vpc_flow_logs_enabled;redshift_cluster_audit_logging,azure_load_balancer_logging_enabled;azure_storage_bucket_server_access_logging_enabled;azure_monitor_s3_dataevents_read_enabled;azure_monitor_log_group_retention_policy_specific_days_enabled;azure_api_management_restapi_logging_enabled;azure_monitor_multi_region_enabled;azure_wafv2_web_acl_logging_enabled;azure_monitor_cloudwatch_logging_enabled;azure_virtual_network_flow_logs_enabled;azure_synapse_cluster_audit_logging,gcp_load_balancing_logging_enabled;gcp_storage_bucket_server_access_logging_enabled;gcp_logging_s3_dataevents_read_enabled;gcp_monitoring_log_group_retention_policy_specific_days_enabled;gcp_api_gateway_restapi_logging_enabled;gcp_logging_multi_region_enabled;gcp_wafv2_web_acl_logging_enabled;gcp_logging_cloudwatch_logging_enabled;gcp_vpc_flow_logs_enabled;gcp_bigquery_cluster_audit_logging,oracle_load_balancer_logging_enabled;oracle_object_storage_bucket_server_access_logging_enabled;oracle_audit_s3_dataevents_read_enabled;oracle_monitoring_log_group_retention_policy_specific_days_enabled;oracle_api_gateway_restapi_logging_enabled;oracle_audit_multi_region_enabled;oracle_wafv2_web_acl_logging_enabled;oracle_audit_cloudwatch_logging_enabled;oracle_vcn_flow_logs_enabled;oracle_autonomous_dw_cluster_audit_logging,ibm_load_balancer_logging_enabled;ibm_cos_bucket_server_access_logging_enabled;ibm_activity_tracker_s3_dataevents_read_enabled;ibm_monitoring_log_group_retention_policy_specific_days_enabled;ibm_api_connect_restapi_logging_enabled;ibm_activity_tracker_multi_region_enabled;ibm_wafv2_web_acl_logging_enabled;ibm_activity_tracker_cloudwatch_logging_enabled;ibm_vpc_flow_logs_enabled;ibm_db2_warehouse_cluster_audit_logging,alicloud_slb_logging_enabled;alicloud_oss_bucket_server_access_logging_enabled;alicloud_alb_logging_enabled;alicloud_actiontrail_s3_dataevents_read_enabled;alicloud_cms_log_group_retention_policy_specific_days_enabled;alicloud_api_gateway_restapi_logging_enabled;alicloud_actiontrail_multi_region_enabled;alicloud_wafv2_web_acl_logging_enabled;alicloud_actiontrail_cloudwatch_logging_enabled;alicloud_vpc_flow_logs_enabled;alicloud_analyticdb_cluster_audit_logging,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_10.2.1,PCI_DSS,v4.0.1,10.2.1,,are captured,,automated,s3_bucket_server_access_logging_enabled;cloudtrail_s3_dataevents_read_enabled;cloudtrail_multi_region_enabled;cloudtrail_cloudwatch_logging_enabled;redshift_cluster_audit_logging,azure_storage_bucket_server_access_logging_enabled;azure_monitor_s3_dataevents_read_enabled;azure_monitor_multi_region_enabled;azure_monitor_cloudwatch_logging_enabled;azure_synapse_cluster_audit_logging,gcp_storage_bucket_server_access_logging_enabled;gcp_logging_s3_dataevents_read_enabled;gcp_logging_multi_region_enabled;gcp_logging_cloudwatch_logging_enabled;gcp_bigquery_cluster_audit_logging,oracle_object_storage_bucket_server_access_logging_enabled;oracle_audit_s3_dataevents_read_enabled;oracle_audit_multi_region_enabled;oracle_audit_cloudwatch_logging_enabled;oracle_autonomous_dw_cluster_audit_logging,ibm_cos_bucket_server_access_logging_enabled;ibm_activity_tracker_s3_dataevents_read_enabled;ibm_activity_tracker_multi_region_enabled;ibm_activity_tracker_cloudwatch_logging_enabled;ibm_db2_warehouse_cluster_audit_logging,alicloud_oss_bucket_server_access_logging_enabled;alicloud_actiontrail_s3_dataevents_read_enabled;alicloud_actiontrail_multi_region_enabled;alicloud_actiontrail_cloudwatch_logging_enabled;alicloud_analyticdb_cluster_audit_logging,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_10.2.1.1,PCI_DSS,v4.0.1,10.2.1.1,,Examine audit log configurations and log data to verify that all individual user access to cardho...,,automated,apigatewayv2_api_access_logging_enabled,azure_apigatewayv2_api_access_logging_enabled,gcp_apigatewayv2_api_access_logging_enabled,oracle_apigatewayv2_api_access_logging_enabled,ibm_apigatewayv2_api_access_logging_enabled,alicloud_apigatewayv2_api_access_logging_enabled,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_10.2.1.2,PCI_DSS,v4.0.1,10.2.1.2,,Examine audit log configurations and log data to verify that all actions taken by any individual ...,,automated,apigateway_restapi_logging_enabled,azure_api_management_restapi_logging_enabled,gcp_api_gateway_restapi_logging_enabled,oracle_api_gateway_restapi_logging_enabled,ibm_api_connect_restapi_logging_enabled,alicloud_api_gateway_restapi_logging_enabled,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_10.2.1.3,PCI_DSS,v4.0.1,10.2.1.3,,Examine audit log configurations and log data to verify that access to all audit logs is captured,,automated,apigateway_restapi_tracing_enabled,azure_api_management_restapi_tracing_enabled,gcp_api_gateway_restapi_tracing_enabled,oracle_api_gateway_restapi_tracing_enabled,ibm_api_connect_restapi_tracing_enabled,alicloud_api_gateway_restapi_tracing_enabled,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_10.2.1.4,PCI_DSS,v4.0.1,10.2.1.4,,Examine audit log configurations and log data to verify that invalid logical access attempts are ...,,automated,appsync_field_level_logging_enabled,azure_appsync_field_level_logging_enabled,gcp_appsync_field_level_logging_enabled,oracle_appsync_field_level_logging_enabled,ibm_appsync_field_level_logging_enabled,alicloud_appsync_field_level_logging_enabled,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_10.2.1.5,PCI_DSS,v4.0.1,10.2.1.5,,Examine audit log configurations and log data to verify that changes to identification and authen...,,automated,elb_desync_mitigation_mode,azure_load_balancer_desync_mitigation_mode,gcp_load_balancing_desync_mitigation_mode,oracle_load_balancer_desync_mitigation_mode,ibm_load_balancer_desync_mitigation_mode,alicloud_slb_desync_mitigation_mode,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_10.2.1.6,PCI_DSS,v4.0.1,10.2.1.6,,Examine audit log configurations and log data to verify that all elements specified in this requi...,,automated,cloudfront_distributions_logging_enabled,azure_cdn_distributions_logging_enabled,gcp_cdn_distributions_logging_enabled,oracle_cdn_distributions_logging_enabled,ibm_cdn_distributions_logging_enabled,alicloud_cdn_distributions_logging_enabled,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_10.2.1.7,PCI_DSS,v4.0.1,10.2.1.7,,Examine audit log configurations and log data to verify that creation and deletion of system leve...,,automated,cloudtrail_s3_dataevents_write_enabled,azure_monitor_s3_dataevents_write_enabled,gcp_logging_s3_dataevents_write_enabled,oracle_audit_s3_dataevents_write_enabled,ibm_activity_tracker_s3_dataevents_write_enabled,alicloud_actiontrail_s3_dataevents_write_enabled,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_10.3.1,PCI_DSS,v4.0.1,10.3.1,,Interview system administrators and examine system configurations and privileges to verify that o...,,automated,s3_bucket_server_access_logging_enabled;cloudtrail_s3_dataevents_read_enabled;cloudtrail_multi_region_enabled;cloudtrail_cloudwatch_logging_enabled;redshift_cluster_audit_logging,azure_storage_bucket_server_access_logging_enabled;azure_monitor_s3_dataevents_read_enabled;azure_monitor_multi_region_enabled;azure_monitor_cloudwatch_logging_enabled;azure_synapse_cluster_audit_logging,gcp_storage_bucket_server_access_logging_enabled;gcp_logging_s3_dataevents_read_enabled;gcp_logging_multi_region_enabled;gcp_logging_cloudwatch_logging_enabled;gcp_bigquery_cluster_audit_logging,oracle_object_storage_bucket_server_access_logging_enabled;oracle_audit_s3_dataevents_read_enabled;oracle_audit_multi_region_enabled;oracle_audit_cloudwatch_logging_enabled;oracle_autonomous_dw_cluster_audit_logging,ibm_cos_bucket_server_access_logging_enabled;ibm_activity_tracker_s3_dataevents_read_enabled;ibm_activity_tracker_multi_region_enabled;ibm_activity_tracker_cloudwatch_logging_enabled;ibm_db2_warehouse_cluster_audit_logging,alicloud_oss_bucket_server_access_logging_enabled;alicloud_actiontrail_s3_dataevents_read_enabled;alicloud_actiontrail_multi_region_enabled;alicloud_actiontrail_cloudwatch_logging_enabled;alicloud_analyticdb_cluster_audit_logging,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_10.3.2,PCI_DSS,v4.0.1,10.3.2,,Examine system configurations and privileges and interview system administrators to verify that c...,,automated,s3_bucket_server_access_logging_enabled;cloudtrail_s3_dataevents_read_enabled;cloudtrail_multi_region_enabled;cloudtrail_cloudwatch_logging_enabled;redshift_cluster_audit_logging,azure_storage_bucket_server_access_logging_enabled;azure_monitor_s3_dataevents_read_enabled;azure_monitor_multi_region_enabled;azure_monitor_cloudwatch_logging_enabled;azure_synapse_cluster_audit_logging,gcp_storage_bucket_server_access_logging_enabled;gcp_logging_s3_dataevents_read_enabled;gcp_logging_multi_region_enabled;gcp_logging_cloudwatch_logging_enabled;gcp_bigquery_cluster_audit_logging,oracle_object_storage_bucket_server_access_logging_enabled;oracle_audit_s3_dataevents_read_enabled;oracle_audit_multi_region_enabled;oracle_audit_cloudwatch_logging_enabled;oracle_autonomous_dw_cluster_audit_logging,ibm_cos_bucket_server_access_logging_enabled;ibm_activity_tracker_s3_dataevents_read_enabled;ibm_activity_tracker_multi_region_enabled;ibm_activity_tracker_cloudwatch_logging_enabled;ibm_db2_warehouse_cluster_audit_logging,alicloud_oss_bucket_server_access_logging_enabled;alicloud_actiontrail_s3_dataevents_read_enabled;alicloud_actiontrail_multi_region_enabled;alicloud_actiontrail_cloudwatch_logging_enabled;alicloud_analyticdb_cluster_audit_logging,,pci_compliance_agent/PCI_controls_with_checks.csv
pci_dss_v4_10.3.3,PCI_DSS,v4.0.1,10.3.3,,"Examine backup configurations or log files to verify that current audit log files, including thos...",,automated,s3_bucket_server_access_logging_enabled;cloudtrail_s3_dataevents_read_enabled;cloudtrail_multi_region_enabled;cloudtrail_cloudwatch_logging_enabled;redshift_cluster_audit_logging,azure_storage_bucket_server_access_logging_enabled;azure_monitor_s3_dataevents_read_enabled;azure_monitor_multi_region_enabled;azure_monitor_cloudwatch_logging_enabled;azure_synapse_cluster_audit_logging,gcp_storage_bucket_server_access_logging_enabled;gcp_logging_s3_dataevents_read_enabled;gcp_logging_multi_region_enabled;gcp_logging_cloudwatch_logging_enabled;gcp_bigquery_cluster_audit_logging,oracle_object_storage_bucket_server_access_logging_enabled;oracle_audit_s3_dataevents_read_enabled;oracle_audit_multi_region_enabled;oracle_audit_cloudwatch_logging_enabled;oracle_autonomous_dw_cluster_audit_logging,ibm_cos_bucket_server_access_logging_enabled;ibm_activity_tracker_s3_dataevents_read_enabled;ibm_activity_tracker_multi_region_enabled;ibm_activity_tracker_cloudwatch_logging_enabled;ibm_db2_warehouse_cluster_audit_logging,alicloud_oss_bucket_server_access_logging_enabled;alicloud_actiontrail_s3_dataevents_read_enabled;alicloud_actiontrail_multi_region_enabled;alicloud_actiontrail_cloudwatch_logging_enabled;alicloud_analyticdb_cluster_audit_logging,,pci_compliance_agent/PCI_controls_with_checks.csv
