csp,total_mapped_functions,total_needs_development
nist_800_53_rev5_multi_cloud_AC-3_4_0049,582102021,16720210000
nist_800_53_rev5_multi_cloud_AC-3_4_0050,582102021,16720210000
nist_800_53_rev5_multi_cloud_AC-3_5_0051,551503024,18824390000
nist_800_53_rev5_multi_cloud_AC-3_5_0052,551503024,18824390000
nist_800_53_rev5_multi_cloud_AC-3_6_0053,551503024,18824390000
nist_800_53_rev5_multi_cloud_AC-3_7_0054,661604023,18922420000
nist_800_53_rev5_multi_cloud_AC-3_8_0055,582102021,16720210000
nist_800_53_rev5_multi_cloud_AC-3_9_0056,551503024,18824390000
nist_800_53_rev5_multi_cloud_AC-4_10_0058,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_11_0059,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_12_0060,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_13_0061,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_14_0062,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_15_0063,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_16_0064,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_17_0065,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_18_0066,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_19_0067,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_1_0057,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_20_0069,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_21_0070,73607019,16319360000
nist_800_53_rev5_multi_cloud_AC-4_22_0071,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_23_0072,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_24_0073,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_25_0074,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_26_0075,45509013,1438400000
nist_800_53_rev5_multi_cloud_AC-4_27_0076,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_28_0077,582102021,16720210000
nist_800_53_rev5_multi_cloud_AC-4_29_0078,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_2_0068,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_30_0080,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_31_0081,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_32_0082,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_3_0079,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_4_0083,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_5_0084,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_6_0085,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_7_0086,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_8_0087,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-4_9_0088,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-5-b_0090,1170103,7116120000
nist_800_53_rev5_multi_cloud_AC-6_10_0092,22100105,7616120000
nist_800_53_rev5_multi_cloud_AC-6_1_0091,661703023,18923370000
nist_800_53_rev5_multi_cloud_AC-6_2_0093,22100105,7616120000
nist_800_53_rev5_multi_cloud_AC-6_3_0094,1280106,7517190000
nist_800_53_rev5_multi_cloud_AC-6_4_0095,661703023,18923370000
nist_800_53_rev5_multi_cloud_AC-6_5_0096,661703023,18923370000
nist_800_53_rev5_multi_cloud_AC-6_6_0097,661703023,18923370000
nist_800_53_rev5_multi_cloud_AC-6_7_0098,661703023,18923370000
nist_800_53_rev5_multi_cloud_AC-6_8_0099,661703023,18923370000
nist_800_53_rev5_multi_cloud_AC-6_9_0100,4340709,1428390000
nist_800_53_rev5_multi_cloud_AC-7_4_0104,541501010,7215160000
nist_800_53_rev5_multi_cloud_AU-10_1_0268,34408017,1418310000
nist_800_53_rev5_multi_cloud_AU-10_2_0269,34408017,1418310000
nist_800_53_rev5_multi_cloud_AU-10_3_0270,34408017,1418310000
nist_800_53_rev5_multi_cloud_AU-10_4_0271,34408017,1418310000
nist_800_53_rev5_multi_cloud_AU-10_5_0272,34408017,1418310000
nist_800_53_rev5_multi_cloud_AU-11_1_0273,1010103,821160000
nist_800_53_rev5_multi_cloud_AU-12-a_0278,45509013,1438400000
nist_800_53_rev5_multi_cloud_AU-12-c_0280,45509013,1438400000
nist_800_53_rev5_multi_cloud_AU-12_1_0274,44509016,1458400000
nist_800_53_rev5_multi_cloud_AU-12_2_0275,44509016,1458400000
nist_800_53_rev5_multi_cloud_AU-12_3_0276,23406021,20510300000
nist_800_53_rev5_multi_cloud_AU-12_4_0277,45509013,1438400000
nist_800_53_rev5_multi_cloud_AU-14-a_0289,23406021,20510300000
nist_800_53_rev5_multi_cloud_AU-14-b_0290,23406021,20510300000
nist_800_53_rev5_multi_cloud_AU-14_3_0288,45509013,1438400000
nist_800_53_rev5_multi_cloud_AU-16_1_0291,1010103,1181290000
nist_800_53_rev5_multi_cloud_AU-16_2_0292,1010103,1181290000
nist_800_53_rev5_multi_cloud_AU-16_3_0293,1010103,1181290000
nist_800_53_rev5_multi_cloud_AU-2-b_0224,45509013,1438400000
nist_800_53_rev5_multi_cloud_AU-3-a_0231,45509013,1438400000
nist_800_53_rev5_multi_cloud_AU-3-b_0232,45509013,1438400000
nist_800_53_rev5_multi_cloud_AU-3-c_0233,45509013,1438400000
nist_800_53_rev5_multi_cloud_AU-3-d_0234,45509013,1438400000
nist_800_53_rev5_multi_cloud_AU-3-e_0235,45509013,1438400000
nist_800_53_rev5_multi_cloud_AU-3-f_0236,45509013,1438400000
nist_800_53_rev5_multi_cloud_AU-3_1_0228,2020206,1402270000
nist_800_53_rev5_multi_cloud_AU-4_1_0237,1010103,1181290000
nist_800_53_rev5_multi_cloud_AU-4_1_0238,1010103,1181290000
nist_800_53_rev5_multi_cloud_AU-7_1_0248,1010103,1181290000
nist_800_53_rev5_multi_cloud_AU-7_1_0249,1010103,1181290000
nist_800_53_rev5_multi_cloud_AU-8-b_0258,45509013,1438400000
nist_800_53_rev5_multi_cloud_AU-9-a_0266,3010103,1291210000
nist_800_53_rev5_multi_cloud_AU-9_2_0260,1110103,998190000
nist_800_53_rev5_multi_cloud_AU-9_3_0261,53508018,19422390000
nist_800_53_rev5_multi_cloud_AU-9_7_0265,1010103,1181290000
nist_800_53_rev5_multi_cloud_CA-2-d_0303,1030106,531180000
nist_800_53_rev5_multi_cloud_CA-2_2_0298,2030209,1595160000
nist_800_53_rev5_multi_cloud_CA-7-a_0337,30603015,1766200000
nist_800_53_rev5_multi_cloud_CA-7-b_0338,23406021,20510300000
nist_800_53_rev5_multi_cloud_CA-7-c_0339,30603015,1766200000
nist_800_53_rev5_multi_cloud_CA-7-d_0340,30603015,1766200000
nist_800_53_rev5_multi_cloud_CA-7-e_0341,30603015,1766200000
nist_800_53_rev5_multi_cloud_CA-7-f_0342,30603015,1766200000
nist_800_53_rev5_multi_cloud_CA-7-g_0343,30603015,1766200000
nist_800_53_rev5_multi_cloud_CA-7_1_0331,30603015,1766200000
nist_800_53_rev5_multi_cloud_CA-7_2_0332,30603015,1766200000
nist_800_53_rev5_multi_cloud_CA-7_3_0333,30603015,1766200000
nist_800_53_rev5_multi_cloud_CA-7_4_0334,30603015,1766200000
nist_800_53_rev5_multi_cloud_CA-7_5_0335,30603015,1766200000
nist_800_53_rev5_multi_cloud_CA-7_6_0336,30603015,1766200000
nist_800_53_rev5_multi_cloud_CA-9-b_0350,12204012,6811180000
nist_800_53_rev5_multi_cloud_CM-12-b_0445,1160103,4515160000
nist_800_53_rev5_multi_cloud_CM-2-a_0366,22303011,14820320000
nist_800_53_rev5_multi_cloud_CM-2-b_0367,31303010,6519380000
nist_800_53_rev5_multi_cloud_CM-2_2_0357,22303011,14820320000
nist_800_53_rev5_multi_cloud_CM-2_2_0358,22303011,14820320000
nist_800_53_rev5_multi_cloud_CM-3-a_0376,1110202,44790000
nist_800_53_rev5_multi_cloud_CM-3_3_0370,31303010,6519380000
nist_800_53_rev5_multi_cloud_CM-6-a_0397,72908024,26427520000
nist_800_53_rev5_multi_cloud_CM-6-b_0398,1120205,3717270000
nist_800_53_rev5_multi_cloud_CM-6-c_0399,1120205,3717270000
nist_800_53_rev5_multi_cloud_CM-6-d_0400,1120205,3717270000
nist_800_53_rev5_multi_cloud_CM-6_1_0393,1120205,3717270000
nist_800_53_rev5_multi_cloud_CM-6_2_0394,1120205,3717270000
nist_800_53_rev5_multi_cloud_CM-6_3_0395,1120205,3717270000
nist_800_53_rev5_multi_cloud_CM-6_4_0396,1120205,3717270000
nist_800_53_rev5_multi_cloud_CM-7-b_0412,0010103,1321100000
nist_800_53_rev5_multi_cloud_CM-8-a_0424,1120205,3717270000
nist_800_53_rev5_multi_cloud_CM-8-b_0425,1120205,3717270000
nist_800_53_rev5_multi_cloud_CM-8_1_0413,1120205,3717270000
nist_800_53_rev5_multi_cloud_CM-8_2_0414,1110103,3616220000
nist_800_53_rev5_multi_cloud_CM-8_2_0415,1110103,3616220000
nist_800_53_rev5_multi_cloud_CM-8_6_0419,22303011,14820320000
nist_800_53_rev5_multi_cloud_CM-9-b_0428,63908024,19629530000
nist_800_53_rev5_multi_cloud_CP-10_1_0513,61505016,14213300000
nist_800_53_rev5_multi_cloud_CP-10_2_0514,51405015,11412300000
nist_800_53_rev5_multi_cloud_CP-10_3_0515,61505016,14213300000
nist_800_53_rev5_multi_cloud_CP-10_4_0516,61505016,14213300000
nist_800_53_rev5_multi_cloud_CP-10_5_0517,61505016,14213300000
nist_800_53_rev5_multi_cloud_CP-10_6_0518,61505016,14213300000
nist_800_53_rev5_multi_cloud_CP-2-a_0462,1120204,83890000
nist_800_53_rev5_multi_cloud_CP-2-d_0465,1120204,83890000
nist_800_53_rev5_multi_cloud_CP-2-e_0466,1120204,83890000
nist_800_53_rev5_multi_cloud_CP-2_5_0457,62606017,14518310000
nist_800_53_rev5_multi_cloud_CP-2_6_0458,1010103,80180000
nist_800_53_rev5_multi_cloud_CP-6-a_0485,41304012,11411300000
nist_800_53_rev5_multi_cloud_CP-6_1_0482,41304012,11411300000
nist_800_53_rev5_multi_cloud_CP-6_2_0483,61505016,14213300000
nist_800_53_rev5_multi_cloud_CP-9-a_0509,51405018,11713390000
nist_800_53_rev5_multi_cloud_CP-9-b_0510,51405018,11713390000
nist_800_53_rev5_multi_cloud_CP-9-c_0511,51405018,11713390000
nist_800_53_rev5_multi_cloud_CP-9-d_0512,83708017,19021400000
nist_800_53_rev5_multi_cloud_CP-9_8_0508,2120206,1109210000
nist_800_53_rev5_multi_cloud_IA-4-b_0543,1170103,7313110000
nist_800_53_rev5_multi_cloud_IA-4-d_0545,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-4_4_0535,1170103,7313110000
nist_800_53_rev5_multi_cloud_IA-4_4_0536,1170103,7313110000
nist_800_53_rev5_multi_cloud_IA-4_8_0540,1170103,7313110000
nist_800_53_rev5_multi_cloud_IA-5-a_0572,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5-b_0573,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5-c_0574,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5-d_0575,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5-e_0576,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5-f_0577,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5-g_0578,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5-h_0579,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5-i_0580,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_10_0551,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_11_0552,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_12_0553,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_13_0554,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_14_0555,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_15_0556,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_16_0557,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_17_0558,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_18_0559,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_1_0546,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_1_0547,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_1_0548,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_1_0549,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_1_0550,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_2_0560,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_2_0561,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_2_0562,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_2_0563,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_3_0564,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_4_0565,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_4_0566,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_5_0567,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_6_0568,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_7_0569,1160103,4515160000
nist_800_53_rev5_multi_cloud_IA-5_8_0570,1170103,7313110000
nist_800_53_rev5_multi_cloud_IA-5_9_0571,1160103,4515160000
nist_800_53_rev5_multi_cloud_IR-4-a_0625,1020103,30110000
nist_800_53_rev5_multi_cloud_MA-4-c_0684,1160103,4515160000
nist_800_53_rev5_multi_cloud_MP-2_1_0704,661703023,18923370000
nist_800_53_rev5_multi_cloud_MP-2_1_0705,661703023,18923370000
nist_800_53_rev5_multi_cloud_MP-2_2_0706,661703023,18923370000
nist_800_53_rev5_multi_cloud_MP-2_2_0707,661703023,18923370000
nist_800_53_rev5_multi_cloud_PE-6_2_0776,1010103,521170000
nist_800_53_rev5_multi_cloud_PE-6_4_0778,1010103,521170000
nist_800_53_rev5_multi_cloud_PM-11-b_0867,61402012,20213400000
nist_800_53_rev5_multi_cloud_PM-16_1_0874,1010103,521170000
nist_800_53_rev5_multi_cloud_PM-17-b_0876,53405018,16315410000
nist_800_53_rev5_multi_cloud_PM-21-b_0885,1010103,821160000
nist_800_53_rev5_multi_cloud_PM-31-a_0911,23406021,20510300000
nist_800_53_rev5_multi_cloud_PM-31-b_0912,23406021,20510300000
nist_800_53_rev5_multi_cloud_PM-31-c_0913,23406021,20510300000
nist_800_53_rev5_multi_cloud_PM-31-d_0914,23406021,20510300000
nist_800_53_rev5_multi_cloud_PM-31-e_0915,23406021,20510300000
nist_800_53_rev5_multi_cloud_PM-31-f_0916,23406021,20510300000
nist_800_53_rev5_multi_cloud_RA-1-a_0990,1010103,521170000
nist_800_53_rev5_multi_cloud_RA-10-a_1029,1010103,521170000
nist_800_53_rev5_multi_cloud_RA-3_4_1000,1010103,521170000
nist_800_53_rev5_multi_cloud_RA-5-a_1018,1010103,521170000
nist_800_53_rev5_multi_cloud_RA-5_4_1012,1010103,521170000
nist_800_53_rev5_multi_cloud_SA-10_1_1124,3010103,1291210000
nist_800_53_rev5_multi_cloud_SA-10_1_1125,3010103,1291210000
nist_800_53_rev5_multi_cloud_SA-9_6_1118,0020103,104100000
nist_800_53_rev5_multi_cloud_SC-12_1_1236,0020103,104100000
nist_800_53_rev5_multi_cloud_SC-12_2_1237,0020103,104100000
nist_800_53_rev5_multi_cloud_SC-12_3_1238,0020103,104100000
nist_800_53_rev5_multi_cloud_SC-12_3_1239,0020103,104100000
nist_800_53_rev5_multi_cloud_SC-12_3_1240,0020103,104100000
nist_800_53_rev5_multi_cloud_SC-12_4_1241,0020103,104100000
nist_800_53_rev5_multi_cloud_SC-12_5_1242,0020103,104100000
nist_800_53_rev5_multi_cloud_SC-12_6_1243,0020103,104100000
nist_800_53_rev5_multi_cloud_SC-13-a_1248,53508018,19422390000
nist_800_53_rev5_multi_cloud_SC-16_1_1256,61402012,20213400000
nist_800_53_rev5_multi_cloud_SC-22_1268,1120204,83890000
nist_800_53_rev5_multi_cloud_SC-23_1_1269,12204012,6811180000
nist_800_53_rev5_multi_cloud_SC-23_1_1270,12204012,6811180000
nist_800_53_rev5_multi_cloud_SC-23_2_1271,12204012,6811180000
nist_800_53_rev5_multi_cloud_SC-23_3_1272,582102021,16720210000
nist_800_53_rev5_multi_cloud_SC-23_3_1273,582102021,16720210000
nist_800_53_rev5_multi_cloud_SC-23_4_1274,12204012,6811180000
nist_800_53_rev5_multi_cloud_SC-23_5_1275,1100106,67820000
nist_800_53_rev5_multi_cloud_SC-25_1277,631405018,18824360000
nist_800_53_rev5_multi_cloud_SC-28_1_1280,82708015,19222400000
nist_800_53_rev5_multi_cloud_SC-28_2_1281,1010103,821160000
nist_800_53_rev5_multi_cloud_SC-36_1_1302,1010103,80180000
nist_800_53_rev5_multi_cloud_SC-36_2_1303,1010103,80180000
nist_800_53_rev5_multi_cloud_SC-36_6_1304,1010103,80180000
nist_800_53_rev5_multi_cloud_SC-43-b_1322,1010103,521170000
nist_800_53_rev5_multi_cloud_SC-5-a_1191,1010103,521170000
nist_800_53_rev5_multi_cloud_SC-5-b_1192,1010103,521170000
nist_800_53_rev5_multi_cloud_SC-5_1_1188,1010103,521170000
nist_800_53_rev5_multi_cloud_SC-5_2_1189,62606019,14619400000
nist_800_53_rev5_multi_cloud_SC-6_1193,1010103,80180000
nist_800_53_rev5_multi_cloud_SC-7-a_1224,72606017,16219400000
nist_800_53_rev5_multi_cloud_SC-7-b_1225,72606017,16219400000
nist_800_53_rev5_multi_cloud_SC-7-c_1226,72606017,16219400000
nist_800_53_rev5_multi_cloud_SC-7_11_1196,72606017,16219400000
nist_800_53_rev5_multi_cloud_SC-7_12_1197,82707019,18120400000
nist_800_53_rev5_multi_cloud_SC-7_16_1201,82707019,18120400000
nist_800_53_rev5_multi_cloud_SC-7_20_1207,72606017,16219400000
nist_800_53_rev5_multi_cloud_SC-7_21_1208,72606017,16219400000
nist_800_53_rev5_multi_cloud_SC-7_25_1212,72606019,15818390000
nist_800_53_rev5_multi_cloud_SC-7_26_1213,72606019,15818390000
nist_800_53_rev5_multi_cloud_SC-7_27_1214,72606019,15818390000
nist_800_53_rev5_multi_cloud_SC-7_28_1215,72606019,15818390000
nist_800_53_rev5_multi_cloud_SC-7_2_1206,72606017,16219400000
nist_800_53_rev5_multi_cloud_SC-7_3_1217,72606017,16219400000
nist_800_53_rev5_multi_cloud_SC-7_5_1219,23404015,15611220000
nist_800_53_rev5_multi_cloud_SC-7_7_1221,72606019,15818390000
nist_800_53_rev5_multi_cloud_SC-8_1_1227,22204015,7011190000
nist_800_53_rev5_multi_cloud_SC-8_2_1228,12204012,6811180000
nist_800_53_rev5_multi_cloud_SC-8_3_1229,53508018,19422390000
nist_800_53_rev5_multi_cloud_SC-8_4_1230,53508018,19422390000
nist_800_53_rev5_multi_cloud_SC-8_5_1231,12204012,6811180000
nist_800_53_rev5_multi_cloud_SI-13_5_1426,61605016,14214300000
nist_800_53_rev5_multi_cloud_SI-16_1433,3010207,132440000
nist_800_53_rev5_multi_cloud_SI-19_4_1445,82708015,19222400000
nist_800_53_rev5_multi_cloud_SI-2-a_1342,2030209,1595160000
nist_800_53_rev5_multi_cloud_SI-2-c_1344,1020206,282310000
nist_800_53_rev5_multi_cloud_SI-2-d_1345,1020206,282310000
nist_800_53_rev5_multi_cloud_SI-2_2_1337,1020206,282310000
nist_800_53_rev5_multi_cloud_SI-2_5_1340,1020206,282310000
nist_800_53_rev5_multi_cloud_SI-4-a_1391,1010103,521170000
nist_800_53_rev5_multi_cloud_SI-4-b_1392,1010103,521170000
nist_800_53_rev5_multi_cloud_SI-4-c_1393,1010103,521170000
nist_800_53_rev5_multi_cloud_SI-4-d_1394,3010103,1291210000
nist_800_53_rev5_multi_cloud_SI-4_10_1363,1010103,521170000
nist_800_53_rev5_multi_cloud_SI-4_10_1364,1010103,521170000
nist_800_53_rev5_multi_cloud_SI-4_12_1366,1010106,1574150000
nist_800_53_rev5_multi_cloud_SI-4_12_1367,1010106,1574150000
nist_800_53_rev5_multi_cloud_SI-4_14_1369,1010103,521170000
nist_800_53_rev5_multi_cloud_SI-4_17_1373,44509016,1458400000
nist_800_53_rev5_multi_cloud_SI-4_1_1362,1010103,521170000
nist_800_53_rev5_multi_cloud_SI-4_20_1377,4340709,1428390000
nist_800_53_rev5_multi_cloud_SI-4_23_1380,1010103,521170000
nist_800_53_rev5_multi_cloud_SI-4_25_1382,1010103,521170000
nist_800_53_rev5_multi_cloud_SI-4_2_1376,53508012,1479390000
nist_800_53_rev5_multi_cloud_SI-4_3_1383,1010103,521170000
pci_dss_v4_multi_cloud_1.1.1_0001,2000000,124000000
pci_dss_v4_multi_cloud_1.1.2_0002,2000000,124000000
pci_dss_v4_multi_cloud_1.2.1_0003,9000000,169000000
pci_dss_v4_multi_cloud_1.2.3_0004,2000000,143000000
pci_dss_v4_multi_cloud_1.2.5_0005,9000000,169000000
pci_dss_v4_multi_cloud_1.2.6_0006,9000000,169000000
pci_dss_v4_multi_cloud_1.2.7_0007,9000000,169000000
pci_dss_v4_multi_cloud_1.2.8_0008,9000000,169000000
pci_dss_v4_multi_cloud_1.3.1_0009,8000000,168000000
pci_dss_v4_multi_cloud_1.3.2_0010,6000000,158000000
pci_dss_v4_multi_cloud_1.3.3_0011,12000000,170000000
pci_dss_v4_multi_cloud_10.1.1_0141,5000000,215000000
pci_dss_v4_multi_cloud_10.1.2_0142,5000000,215000000
pci_dss_v4_multi_cloud_10.2.1.1_0144,0210101,1000000
pci_dss_v4_multi_cloud_10.2.1.2_0145,0310103,11170000
pci_dss_v4_multi_cloud_10.2.1.3_0146,0220103,1000000
pci_dss_v4_multi_cloud_10.2.1.4_0147,0220103,1000000
pci_dss_v4_multi_cloud_10.2.1.5_0148,2200103,0010000
pci_dss_v4_multi_cloud_10.2.1.6_0149,1010103,76100000
pci_dss_v4_multi_cloud_10.2.1.7_0150,1010103,991250000
pci_dss_v4_multi_cloud_10.2.1_0143,3000000,142000000
pci_dss_v4_multi_cloud_10.3.1_0151,3000000,142000000
pci_dss_v4_multi_cloud_10.3.2_0152,3000000,142000000
pci_dss_v4_multi_cloud_10.3.3_0153,3000000,142000000
pci_dss_v4_multi_cloud_10.3.4_0154,3000000,142000000
pci_dss_v4_multi_cloud_10.4.1.1_0155,0220103,1000000
pci_dss_v4_multi_cloud_10.5.1_0157,7000000,196000000
pci_dss_v4_multi_cloud_10.7.2_0160,2000000,90000000
pci_dss_v4_multi_cloud_10.7.3_0161,2000000,90000000
pci_dss_v4_multi_cloud_11.3.1.2_0167,0010103,11200000
pci_dss_v4_multi_cloud_11.4.2_0170,1010103,521170000
pci_dss_v4_multi_cloud_11.4.3_0171,1010103,521170000
pci_dss_v4_multi_cloud_11.4.4_0172,1010103,521170000
pci_dss_v4_multi_cloud_11.4.5_0173,1010103,521170000
pci_dss_v4_multi_cloud_11.5.1.1_0175,2200103,0010000
pci_dss_v4_multi_cloud_11.5.1_0174,1020103,45100000
pci_dss_v4_multi_cloud_11.5.2_0176,1020103,45100000
pci_dss_v4_multi_cloud_2.1.1_0018,2000000,17000000
pci_dss_v4_multi_cloud_2.1.2_0019,2000000,17000000
pci_dss_v4_multi_cloud_2.2.1_0020,12000000,209000000
pci_dss_v4_multi_cloud_2.2.2_0021,10000000,169000000
pci_dss_v4_multi_cloud_2.2.3_0022,12000000,209000000
pci_dss_v4_multi_cloud_2.2.4_0023,0010103,11200000
pci_dss_v4_multi_cloud_2.2.5_0024,0010103,11200000
pci_dss_v4_multi_cloud_2.2.6_0025,12000000,209000000
pci_dss_v4_multi_cloud_2.2.7_0026,12000000,209000000
pci_dss_v4_multi_cloud_2.3.1_0027,3000000,81000000
pci_dss_v4_multi_cloud_2.3.2_0028,3000000,81000000
pci_dss_v4_multi_cloud_3.1.1_0032,9000000,149000000
pci_dss_v4_multi_cloud_3.1.2_0033,9000000,149000000
pci_dss_v4_multi_cloud_3.4.1_0039,11000000,194000000
pci_dss_v4_multi_cloud_3.4.2_0040,13000000,202000000
pci_dss_v4_multi_cloud_3.5.1.2_0042,1020103,60100000
pci_dss_v4_multi_cloud_3.5.1.3_0043,1020103,76100000
pci_dss_v4_multi_cloud_3.6.1.1_0045,1010103,68180000
pci_dss_v4_multi_cloud_3.6.1.4_0048,2010103,0100000
pci_dss_v4_multi_cloud_4.1.1_0058,4000000,222000000
pci_dss_v4_multi_cloud_4.1.2_0059,4000000,222000000
pci_dss_v4_multi_cloud_4.1.4_0060,4000000,222000000
pci_dss_v4_multi_cloud_4.2.1.1_0062,0100103,65810000
pci_dss_v4_multi_cloud_4.2.1.2_0063,1010102,8100000
pci_dss_v4_multi_cloud_5.1.1_0065,0010103,11200000
pci_dss_v4_multi_cloud_5.1.2_0066,0010103,11200000
pci_dss_v4_multi_cloud_5.2.2_0067,0010103,11200000
pci_dss_v4_multi_cloud_5.2.3.1_0068,0010103,11200000
pci_dss_v4_multi_cloud_6.2.1_0075,2000000,4000000
pci_dss_v4_multi_cloud_6.2.2_0076,2000000,4000000
pci_dss_v4_multi_cloud_6.2.3.1_0078,2000000,4000000
pci_dss_v4_multi_cloud_6.2.3_0077,2000000,4000000
pci_dss_v4_multi_cloud_6.2.4_0079,2000000,4000000
pci_dss_v4_multi_cloud_6.3.2_0080,0000000,2000000
pci_dss_v4_multi_cloud_7.1.1_0089,0010103,1100000
pci_dss_v4_multi_cloud_7.1.2_0090,0010103,1100000
pci_dss_v4_multi_cloud_7.2.1_0091,9000000,160000000
pci_dss_v4_multi_cloud_7.2.2_0092,9000000,160000000
pci_dss_v4_multi_cloud_7.2.3_0093,9000000,160000000
pci_dss_v4_multi_cloud_7.2.5.1_0095,1020103,5100000
pci_dss_v4_multi_cloud_7.2.5_0094,9000000,160000000
pci_dss_v4_multi_cloud_8.1.1_0099,3000000,125000000
pci_dss_v4_multi_cloud_8.1.2_0100,1020103,86100000
pci_dss_v4_multi_cloud_8.2.1_0101,12000000,202000000
pci_dss_v4_multi_cloud_8.2.4_0102,1220103,55000000
pci_dss_v4_multi_cloud_8.2.5_0103,1220103,55000000
pci_dss_v4_multi_cloud_8.2.6_0104,13000000,205000000
pci_dss_v4_multi_cloud_8.2.7_0105,13000000,205000000
pci_dss_v4_multi_cloud_8.2.8_0106,13000000,205000000
pci_dss_v4_multi_cloud_8.3.11_0112,1150103,68840000
pci_dss_v4_multi_cloud_8.3.3_0107,1150103,68840000
pci_dss_v4_multi_cloud_8.3.4_0108,1150103,68840000
pci_dss_v4_multi_cloud_8.3.7_0109,1150103,68840000
pci_dss_v4_multi_cloud_8.3.8_0110,1150103,68840000
pci_dss_v4_multi_cloud_8.3.9_0111,1150103,68840000
pci_dss_v4_multi_cloud_8.6.1_0117,1150103,68840000
pci_dss_v4_multi_cloud_8.6.3_0118,1150103,68840000
rbi_bank_multi_cloud_10.1_0003,2020209,5320000
rbi_bank_multi_cloud_11.1_0004,2040305,1043170000
rbi_bank_multi_cloud_12.1_0005,1120209,8210150000
rbi_bank_multi_cloud_13.1_0006,4020308,1393340000
rbi_bank_multi_cloud_14.1_0007,2040209,533140000
rbi_bank_multi_cloud_17.1_0011,3250307,1577190000
rbi_bank_multi_cloud_21.2_0013,2160307,11460000
rbi_bank_multi_cloud_3.2_0015,881801011,72650000
rbi_bank_multi_cloud_3.3_0016,42705011,13811210000
rbi_bank_multi_cloud_4.2_0017,2310309,3716240000
