id,title,program_name,final_confidence,automation_summary,source
20.9,Ensure only MFA enabled identities can access privileged Virtual Machine,azure_vm_mfa_access_enforcement,HIGH,"Resource: Virtual Machines, Azure Active Directory | API: Use Azure CLI commands such as `az ad user list` to enumerate users and `az ad user show` to check MFA status.",CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
20.10,Ensure Trusted Launch is enabled on Virtual Machines,azure_vm_trusted_launch_enabled,HIGH,"Resource: Virtual Machines | API: `az vm show --resource-group <resource-group> --name <vm> --query ""securityType""`, `Get-AzVM -ResourceGroupName <resource-group> -Name <vm>`",CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
20.11,Ensure that encryption at host is enabled,azure_compute_vm_encryption_at_host_enabled,HIGH,"Resource: Virtual Machines | API: `az vm show --resource-group <resource-group> --name <vm> --query ""securityProfile.encryptionAtHost""`",CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1,Ensure 'Microsoft Entra Authentication' is 'Enabled',azure_redis_entra_authentication_enabled,HIGH,Resource: ** Azure Cache for Redis | API: ** Use `az redis show` command with Azure CLI or equivalent ARM API calls.,1. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-identity- management 2. https://learn.microsoft.com/en-us/azure/azure-cache-for-redis/cache-azure- active-directory-for-authentication
2.2,Ensure that 'Allow access only via SSL' is set to 'Yes',azure_redis_ssl_enforcement_check,HIGH,Resource: ** Azure Cache for Redis | API: ** Azure CLI (`az redis show`) or ARM REST API,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
2.3,Ensure that 'Minimum TLS version' is set to TLS v1.2 (or higher),azure_cache_for_redis_minimum_tls_version_verified,HIGH,Resource: Azure Cache for Redis | API: `az redis show --name <redis_instance_name> --resource-group <resource_group_name>`,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
2.4,Ensure that 'Access Policies' are implemented and reviewed periodically,azure_redis_access_policies_review,HIGH,"Resource: ** Azure Cache for Redis | API: ** `az redis list` to list instances, followed by `az redis show` to inspect configurations",CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
2.5,Ensure that 'System Assigned Managed Identity' is set to 'On',azure_redis_check_system_assigned_identity,HIGH,Resource: Azure Cache for Redis | API: Use the Azure Resource Manager API with the endpoint `GET https://management.azure.com/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Cache/Redis/{cacheName}?api-version=2021-04-01`,1. https://learn.microsoft.com/en-us/azure/azure-cache-for-redis/cache-managed- identity
2.6,Ensure that 'Public Network Access' is 'Disabled',azure_app_service_environment_internal_lb_check,HIGH,Resource: App Service Environments | API: Use the Azure Resource Manager API with a GET request to `https://management.azure.com/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Web/hostingEnvironments/{hostingEnvironmentName}?api-version=2021-02-01`,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
3.1,Ensure That 'Firewalls & Networks' Is Limited to Use Selected Networks Instead of All Networks,azure_cosmosdb_firewall_selected_networks_configured,HIGH,"Resource: Azure Cosmos DB | API: `az cosmosdb list`, `az cosmosdb show`",CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
3.2,Ensure That Private Endpoints Are Used Where Possible,azure_container_instance_identity_compliance_check,HIGH,Resource: ** Azure Container Instances | API: ** `az container list`,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
3.3,Use Entra ID Client Authentication and Azure RBAC where possible.,azure_cosmosdb_disable_local_auth_enforced,HIGH,Resource: Azure Cosmos DB | API: `az cosmosdb show`,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
6.1,Ensure 'Enforce SSL connection' is set to 'Enabled' for Standard MySQL Database Server,azure_mysql_server_ssl_enforcement_enabled,HIGH,Resource: ** Azure Database for MySQL servers | API: ** `az mysql server show`,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
6.2,Ensure 'TLS Version' is set to 'TLSV1.2' (or higher) for MySQL flexible Database Server,azure_mysql_flexible_server_tls_version_verified,HIGH,Resource: ** Azure Database for MySQL Flexible Servers | API: ** `az mysql flexible-server parameter show`,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
6.3,Ensure server parameter 'audit_log_enabled' is set to 'ON' for MySQL Database Server,azure_mysql_server_audit_log_status_check,HIGH,Resource: ** Azure Database for MySQL Servers | API: ** `az mysql server show`,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
6.4,Ensure server parameter 'audit_log_events' has 'CONNECTION' set for MySQL Database Server,azure_mysql_server_audit_log_events_connection,HIGH,Resource: Azure Database for MySQL servers | API: Use Azure CLI command `az mysql server configuration show`,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.1,Ensure 'Enforce SSL connection' is set to 'ENABLED' for PostgreSQL Database Server,azure_postgresql_ssl_enforcement_enabled,HIGH,Resource: Azure Database for PostgreSQL | API: `az postgres server show --resource-group <resourceGroupName> --name <serverName> --query sslEnforcement`,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.2,Ensure Server Parameter 'log_checkpoints' is set to 'ON' for PostgreSQL Database Server,azure_resource_locks_compliance_check,HIGH,Resource: ** Azure Resource Groups and Individual Azure Resources | API: **,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.3,Ensure server parameter 'log_connections' is set to 'ON' for PostgreSQL Database Server,azure_postgresql_server_log_connections_enabled,HIGH,Resource: Azure Database for PostgreSQL Servers | API: `az postgres server configuration show` and `Get-AzPostgreSqlConfiguration`,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.4,Ensure server parameter 'log_disconnections' is set to 'ON' for PostgreSQL Database Server,azure_postgresql_server_log_disconnections_enabled,HIGH,Resource: ** Azure Database for PostgreSQL Servers | API: ** `az postgres server configuration show`,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.6,Ensure Server Parameter 'log_retention_days' is greater than 3 days for PostgreSQL Database Server,azure_postgresql_server_log_retention_days_check,HIGH,Resource: ** Azure Database for PostgreSQL Servers | API: **,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.7,Ensure 'Allow access to Azure services' for PostgreSQL Database Server is disabled,azure_postgresql_firewall_access_disabled,HIGH,Resource: PostgreSQL Database Servers | API: `az postgres server firewall-rule list`,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.8,Ensure 'Infrastructure double encryption' for PostgreSQL Database Server is 'Enabled' (Single Server Only),azure_postgresql_server_infrastructure_encryption_enabled,HIGH,Resource: ** Azure Database for PostgreSQL servers | API: ** `az postgres server show`,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
10.1,Ensure that 'Auditing' is set to 'On',azure_netappfiles_encryption_key_source_check,HIGH,"Resource: ** Azure NetApp Files | API: ** `az netappfiles account list`, `az netappfiles account show`",CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
10.2,Ensure no Azure SQL Databases allow ingress from 0.0.0.0/0 (ANY IP),azure_sql_database_firewall_rules_compliance_check,HIGH,"Resource: ** Azure SQL Databases | API: ** `az sql server list`, `az sql server firewall-rule list`",CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
10.3,Ensure SQL server's Transparent Data Encryption (TDE) protector is encrypted with Customer-managed key,azure_sql_server_tde_customer_managed_key_verification,HIGH,Resource: ** SQL Servers | API: ** Use Azure Resource Manager API endpoint `GET https://management.azure.com/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Sql/servers/{serverName}/encryptionProtector?api-version=2015-05-01-preview`,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
10.4,Ensure that Microsoft Entra authentication is Configured for SQL Servers,azure_sql_server_aad_authentication_configured,HIGH,Resource: ** SQL Servers | API: ** `az sql server ad-admin list`,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
10.5,Ensure that 'Data encryption' is set to 'On' on a SQL Database,azure_sql_database_data_encryption_enabled,HIGH,Resource: SQL Databases | API: `az sql db tde show`,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
10.6,Ensure that 'Auditing' Retention is 'greater than 90 days',azure_sql_server_auditing_retention_configured,HIGH,"Resource: ** SQL Servers | API: ** Get-AzSqlServer, Get-AzSqlServerAudit",CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
10.7,Ensure Public Network Access is Disabled,azure_sql_server_public_network_access_disabled,HIGH,Resource: Azure SQL Servers | API: Azure CLI command `az sql server show` or Azure Resource Manager API,1. https://learn.microsoft.com/en-us/security/benchmark/azure/security-controls-v3- network-security#ns-2-secure-cloud-services-with-network-controls 2. https://learn.microsoft.com/en-us/azure/azure-sql/database/connectivity- settings?view=azuresql&tabs=azure-portal#deny-public-network-access
2.1.1.1.1,Ensure Critical Data is Encrypted with Microsoft Managed Keys (MMK),azure_storage_account_encryption_mmk_enabled,HIGH,Resource: Storage Accounts | API: `az storage account show`,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.1.1.2.1,Ensure Critical Data is Encrypted with Customer Managed Keys (CMK),azure_storage_account_encryption_cmk_verified,HIGH,Resource: Storage Accounts | API: `az storage account show` or equivalent REST API call,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.2.1.1,Ensure public network access is Disabled,azure_storage_account_public_network_access_disabled,HIGH,"Resource: ** Storage Accounts | API: ** `az storage account show --name <storage_account_name> --query ""publicNetworkAccess"" --output tsv`",CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.2.1.2,Ensure Network Access Rules are set to Deny-by-default,azure_network_security_nsg_deny_by_default_configured,HIGH,Resource: Network Security Groups (NSGs) | API: `az network nsg rule list` to enumerate security rules within NSGs,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.2.2.1,Ensure Private Endpoints are used to access {service},azure_network_private_endpoint_usage_verified,HIGH,Resource: ** Virtual Networks and associated Private Endpoints | API: **,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.1,Ensure that Azure Databricks is deployed in a customer- managed virtual network (VNet),azure_aks_node_kubeconfig_permission_check,HIGH,Resource: ** AKS Clusters | API: ** `az vm run-command invoke`,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.2,Ensure that network security groups are configured for Databricks subnets,azure_databricks_network_security_groups_configured,HIGH,"Resource: ** Azure Databricks, Network Security Groups | API: ** `az network nsg list --query ""[].{Name:name, Rules:securityRules}"" -o table`",CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.3,Ensure that traffic is encrypted between cluster worker nodes,azure_databricks_cluster_verify_encryption,HIGH,Resource: Azure Databricks Clusters | API: `databricks clusters get`,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.4,Ensure that users and groups are synced from Microsoft Entra ID to Azure Databricks,azure_databricks_scim_provisioning_enabled,HIGH,"Resource: Azure Databricks | API: `az ad app show --id <databricks-app-id>`, `az ad app list`",CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.5,Ensure that Unity Catalog is configured for Azure Databricks,azure_databricks_unity_catalog_enabled,HIGH,Resource: ** Azure Databricks | API: ** Azure Databricks SQL API,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.6,Ensure that usage is restricted and expiry is enforced for Databricks personal access tokens,azure_databricks_tokens_expiry_policy_enforced,HIGH,"Resource: ** Azure Databricks | API: ** `databricks token list`, `databricks workspace-conf get`",1. https://learn.microsoft.com/en-us/azure/databricks/administration-guide/access- control/tokens 2. https://learn.microsoft.com/en-us/azure/databricks/dev-tools/auth/
3.1.7,Ensure that diagnostic log delivery is configured for Azure Databricks,azure_databricks_workspace_diagnostic_logging_verification,HIGH,"Resource: ** Azure Databricks Workspaces | API: ** `az monitor diagnostic-settings list`, `az monitor diagnostic-settings show`",CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.8,Ensure that data at rest and in transit is encrypted in Azure Databricks using customer managed keys (CMK),azure_databricks_workspace_encryption_cmk_enabled,HIGH,Resource: ** Azure Databricks Workspaces | API: ** `az databricks workspace show`,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
4.1.1,Ensure only MFA enabled identities can access privileged Virtual Machine,azure_aks_rbac_cluster_admin_role_verified,HIGH,"Resource: AKS Clusters | API: Use `az aks get-credentials` to configure access, then `kubectl get clusterrolebindings`",CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.1.1,Ensure that 'security defaults' is enabled in Microsoft Entra ID,azure_microsoft_entra_id_security_defaults_enabled,HIGH,Resource: ** Microsoft Entra ID (formerly Azure Active Directory) | API: ** Microsoft Graph API,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.1.2,Ensure that 'multifactor authentication' is 'enabled' for all users,azure_identity_users_mfa_enabled,HIGH,Resource: ** Microsoft Entra ID (Azure Active Directory) | API: ** Use the Microsoft Graph API with PowerShell command `Get-MgUser`,1. https://docs.microsoft.com/en-us/azure/multi-factor-authentication/multi-factor- authentication 2. https://learn.microsoft.com/en-us/entra/identity/authentication/concept- mandatory-multifactor-authentication 3. https://azure.microsoft.com/en-us/blog/announcing-mandatory-multi-factor- authentication-for-azure-sign-in/ 4. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-identity- management#im-4-authenticate-server-and-services
6.2.1,Ensure that 'trusted locations' are defined,azure_entr_id_conditional_access_trusted_locations_verified,HIGH,"Resource: Microsoft Entra ID (formerly Azure Active Directory) | API: Microsoft Graph API, PowerShell cmdlet `Get-MgIdentityConditionalAccessNamedLocation`","When configuring Named locations, the organization can create locations using Geographical location data or by defining source IP addresses or ranges. Configuring Named locations using a Country location does not provide the organization the ability to mark those locations as trusted, and any Conditional Access policy relying on those Countries location setting will not be able to use the All trusted locations setting within the Conditional Access policy. They instead will have to rely on the Select locations setting. This may add additional resource requirements when configuring and will require thorough organizational testing. In general, Conditional Access policies may completely prevent users from authenticating to Microsoft Entra ID, and thorough testing is recommended. To avoid complete lockout, a 'Break Glass' account with full Global Administrator rights is recommended in the event all other administrators are locked out of authenticating to Microsoft Entra ID. This 'Break Glass' account should be excluded from Conditional Access Policies and should be configured with the longest pass phrase feasible in addition to a FIDO2 security key or certificate kept in a very secure physical location. This account should only be used in the event of an emergency and complete administrator lockout. NOTE: Starting July 2024, Microsoft will begin requiring MFA for All Users - including Break Glass Accounts. By the end of October 2024, this requirement will be enforced. Physical FIDO2 security keys, or a certificate kept on secure removable storage can fulfill this MFA requirement. If opting for a physical device, that device should be kept in a very secure, documented physical location."
6.2.3,Ensure that an exclusionary device code flow policy is considered,azure_conditional_access_policy_audit_device_code_flow,HIGH,"Resource: Microsoft Entra ID (Azure Active Directory) | API: Microsoft Graph API, Azure AD PowerShell module",CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.2.4,Ensure that a multifactor authentication policy exists for all users,azure_aks_cluster_check_duplicate_gids,HIGH,Resource: ** AKS Clusters | API: ** Azure CLI or Azure PowerShell to execute scripts on AKS nodes,1. https://docs.microsoft.com/en-us/azure/active-directory/conditional- access/howto-conditional-access-policy-all-users-mfa 2. https://docs.microsoft.com/en-us/azure/active-directory/conditional- access/troubleshoot-conditional-access-what-if 3. https://docs.microsoft.com/en-us/azure/active-directory/conditional- access/howto-conditional-access-insights-reporting 4. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-identity- management#im-7-restrict-resource-access-based-on--conditions Additional Information: These policies should be tested by using the What If tool in the References. Setting these can and will create issues with logging in for users until they use an MFA device linked to their accounts. Further testing can also be done via the insights and reporting resource in the References which monitors Azure sign ins.
6.2.5,Ensure that multifactor authentication is required for risky sign-ins,azure_entra_conditional_access_mfa_required,HIGH,Resource: Microsoft Entra ID (formerly Azure AD) | API: Use Microsoft Graph API endpoint `GET https://graph.microsoft.com/v1.0/conditionalAccess/policies` or Azure CLI command `az ad conditional-access policy list`,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.2.6,Ensure that multifactor authentication is required for Windows Azure Service Management API,azure_aks_cluster_check_duplicate_group_names,HIGH,Resource: ** AKS Clusters | API: ** Azure Automation with a custom script or Azure CLI,1. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-identity- management#im-7-restrict-resource-access-based-on--conditions 2. https://docs.microsoft.com/en-us/azure/active-directory/conditional- access/concept-conditional-access-users-groups 3. https://learn.microsoft.com/en-us/entra/identity/conditional-access/howto- conditional-access-policy-azure-management 4. https://learn.microsoft.com/en-us/entra/identity/conditional-access/concept- conditional-access-cloud-apps#windows-azure-service-management-api Additional Information: These policies should be tested by using the What If tool in the References. Setting these can and will create issues with administrators changing settings until they use an MFA device linked to their accounts. An emergency access account is recommended for this eventuality if all administrators are locked out. Please see the documentation in the references for further information. Similarly further testing can also be done via the insights and reporting resource in References which monitors Azure sign ins.
6.2.7,Ensure that multifactor authentication is required to access Microsoft Admin Portals,azure_azuread_conditional_access_mfa_required,HIGH,Resource: ** Azure Active Directory (Azure AD) | API: ** `az ad conditional-access policy list` and Microsoft Graph API `GET https://graph.microsoft.com/v1.0/identity/conditionalAccess/policies`,1. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-identity- management#im-7-restrict-resource-access-based-on--conditions 2. https://docs.microsoft.com/en-us/azure/active-directory/conditional- access/concept-conditional-access-users-groups 3. https://learn.microsoft.com/en-us/entra/identity/conditional-access/how-to-policy- mfa-admin-portals Additional Information: These policies should be tested by using the What If tool in the References. Setting these can and will create issues with administrators changing settings until they use an MFA device linked to their accounts. An emergency access account is recommended for this eventuality if all administrators are locked out. Please see the documentation in the references for further information. Similarly further testing can also be done via the insights and reporting resource in References which monitors Azure sign ins.
6.3.1,Ensure that Azure admin accounts are not used for daily operations,azure_monitor_admin_account_usage_detection,HIGH,"Resource: ** Azure Monitor, Microsoft Entra ID | API: ** Azure Monitor Logs, Azure CLI (`az monitor activity-log list`), PowerShell (`Get-AzActivityLog`)",1. https://learn.microsoft.com/en-us/security/privileged-access-workstations/critical- impact-accounts
6.3.3,Ensure that use of the 'User Access Administrator' role is restricted,azure_role_assignment_user_access_admin_restricted,HIGH,"Resource: Azure Subscriptions and Management Groups | API: `az role assignment list --role ""User Access Administrator""`",CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.3.4,Ensure that all 'privileged' role assignments are periodically reviewed,azure_ad_role_assignment_review,HIGH,"Resource: Azure Active Directory | API: `az role assignment list --role ""Owner"" --role ""Contributor"" --role ""User Access Administrator""`",CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.4,Ensure that 'Restrict non-admin users from creating tenants' is set to 'Yes',azure_mysql_server_audit_log_events_connection,HIGH,Resource: Azure Database for MySQL servers | API: Use Azure CLI command `az mysql server configuration show`,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.5,Ensure that 'Number of methods required to reset' is set to '2',azure_microsoft_entra_id_sspr_methods_required,HIGH,Resource: Microsoft Entra ID (Azure AD) | API: Use Microsoft Graph API,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.6,Ensure that account 'Lockout threshold' is less than or equal to '10',azure_entra_id_password_protection_lockout_threshold_check,HIGH,Resource: ** Microsoft Entra ID (Azure Active Directory) | API: ** Use Microsoft Graph API to access password protection settings.,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.7,Ensure that account 'Lockout duration in seconds' is greater than or equal to '60',azure_entra_account_lockout_duration_verified,HIGH,Resource: ** Microsoft Entra ID (Azure AD) | API: ** Use Microsoft Graph API and Azure CLI,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.8,Ensure that a 'Custom banned password list' is set to 'Enforce',azure_microsoft_entra_password_banned_list_enforced,HIGH,Resource: Microsoft Entra ID | API: Microsoft Graph API,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.9,Ensure that 'Number of days before users are asked to re- confirm their authentication information' is not set to '0',azure_entra_identity_authentication_reconfirmation_period_verified,HIGH,Resource: ** Microsoft Entra ID (Azure Active Directory) | API: ** Microsoft Graph API,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.10,Ensure that 'Notify users on password resets?' is set to 'Yes',azure_entra_id_password_reset_notifications_enabled,HIGH,Resource: Microsoft Entra ID (formerly Azure AD) | API: Microsoft Graph API,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.11,Ensure that 'Notify all admins when other admins reset their password?' is set to 'Yes',azure_entrad_users_password_reset_notification_check,HIGH,Resource: Microsoft Entra ID (formerly Azure Active Directory) | API: Use Azure PowerShell cmdlet `Get-AzureADDirectorySetting`,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.12,Ensure that 'User consent for applications' is set to 'Do not allow user consent',azure_entrad_identity_user_consent_disabled,HIGH,Resource: Microsoft Entra ID | API: Microsoft Graph API,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.13," for selected permissions'""",azure_entra_id_user_consent_settings,HIGH,Resource: Microsoft Entra ID (Azure Active Directory) | API: `Get-MgPolicyAuthorizationPolicy` from Microsoft Graph PowerShell,1. https://learn.microsoft.com/en-us/entra/identity/enterprise-apps/configure-user- consent?pivots=ms-graph#configure-user-consent-to-applications 2. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-1-separate-and-limit-highly-privilegedadministrative-users 3. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-2-define-and-implement-enterprise-segmentationseparation-of- duties-strategy 4. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-6-define-and-implement-identity-and-privileged-access-strategy 5. https://learn.microsoft.com/en- us/powershell/module/microsoft.graph.identity.signins/get- mgpolicyauthorizationpolicy?view=graph-powershell-1.0
6.14,Ensure that 'Users can register applications' is set to 'No',azure_entra_id_user_app_registration_disabled,HIGH,Resource: Microsoft Entra ID (Azure Active Directory) | API: PowerShell cmdlet `Get-MgPolicyAuthorizationPolicy`,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.15,Ensure that 'Guest users access restrictions' is set to 'Guest user access is restricted to properties and memberships of their own directory objects',azure_entra_external_identities_guest_access_restriction,HIGH,Resource: Microsoft Entra ID (Azure Active Directory) | API: Microsoft Graph API,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.16,Ensure that 'Guest invite restrictions' is set to 'Only users assigned to specific admin roles can invite guest users',azure_ad_external_id_guest_invite_restrictions_check,HIGH,"Resource: Azure Active Directory | API: Microsoft Graph API or PowerShell (e.g., `Connect-MgGraph`, `Update-MgPolicyAuthorizationPolicy`)",CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.17,Ensure that 'Restrict access to Microsoft Entra admin center' is set to 'Yes',azure_entra_user_access_restriction_check,HIGH,Resource: Microsoft Entra ID | API: Use Microsoft Graph API or Azure PowerShell cmdlet `Get-AzureADDirectorySetting`,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.18,Ensure that 'Restrict user ability to access groups features in My Groups' is set to 'Yes',azure_ad_directory_restrict_user_access,HIGH,Resource: Microsoft Entra ID (Azure Active Directory) | API: Microsoft Graph API,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.19," API or PowerShell' is set to 'No'""",azure_ad_group_security_restriction,HIGH,"Resource: ** Azure Active Directory | API: ** `Get-AzureADDirectorySetting` and `Set-AzureADDirectorySetting` in PowerShell, or `az ad group` commands in Azure CLI",1. https://learn.microsoft.com/en-us/entra/identity/users/groups-self-service- management#making-a-group-available-for-end-user-self-service 2. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-6-define-and-implement-identity-and-privileged-access-strategy 3. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-2-define-and-implement-enterprise-segmentationseparation-of- duties-strategy 4. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-1-separate-and-limit-highly-privilegedadministrative-users 5. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-3-manage-lifecycle-of-identities-and-entitlements
6.20,Ensure that 'Owners can manage group membership requests in My Groups' is set to 'No',azure_entra_id_group_membership_requests_disabled,HIGH,Resource: Microsoft Entra ID (formerly Azure Active Directory) | API: Microsoft Graph API,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
