id,title,final_approach,program_name,source
6.16,Ensure that 'Guest invite restrictions' is set to 'Only users assigned to specific admin roles can invite guest users',Automated,azure_ad_external_id_guest_invite_restrictions_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.17,Ensure that 'Restrict access to Microsoft Entra admin center' is set to 'Yes',Automated,azure_entra_user_access_restriction_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.18,Ensure that 'Restrict user ability to access groups features in My Groups' is set to 'Yes',Automated,azure_ad_directory_restrict_user_access,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.19," API or PowerShell' is set to 'No'""",Automated,azure_ad_group_security_restriction,1. https://learn.microsoft.com/en-us/entra/identity/users/groups-self-service- management#making-a-group-available-for-end-user-self-service 2. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-6-define-and-implement-identity-and-privileged-access-strategy 3. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-2-define-and-implement-enterprise-segmentationseparation-of- duties-strategy 4. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-1-separate-and-limit-highly-privilegedadministrative-users 5. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-3-manage-lifecycle-of-identities-and-entitlements
6.20,Ensure that 'Owners can manage group membership requests in My Groups' is set to 'No',Automated,azure_entra_id_group_membership_requests_disabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.21," API or PowerShell' is set to 'No'""",Automated,azure_ad_group_creation_restriction_check,1. https://learn.microsoft.com/en-us/microsoft-365/solutions/manage-creation-of- groups?view=o365-worldwide&redirectSourcePath=%252fen- us%252farticle%252fControl-who-can-create-Office-365-Groups-4c46c8cb-17d0- 44b5-9776-005fced8e618 2. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-6-define-and-implement-identity-and-privileged-access-strategy 3. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-2-define-and-implement-enterprise-segmentationseparation-of- duties-strategy 4. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-1-separate-and-limit-highly-privilegedadministrative-users 5. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-3-manage-lifecycle-of-identities-and-entitlements
6.22,Ensure that 'Require Multifactor Authentication to register or join devices with Microsoft Entra' is set to 'Yes',Manual,,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.23,Ensure that no custom subscription administrator roles exist,Automated,azure_role_based_access_custom_roles_audit,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.24,Ensure that a custom role is assigned permissions for administering resource locks,Automated,azure_role_custom_role_verified_permissions,1. https://docs.microsoft.com/en-us/azure/role-based-access-control/custom-roles 2. https://docs.microsoft.com/en-us/azure/role-based-access-control/check-access 3. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-1-separate-and-limit-highly-privilegedadministrative-users 4. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-7-follow-just-enough-administration-least-privilege-principle 5. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-3-manage-lifecycle-of-identities-and-entitlements 6. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-2-define-and-implement-enterprise-segmentationseparation-of- duties-strategy 7. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-6-define-and-implement-identity-and-privileged-access-strategy
6.25,Ensure that 'Subscription leaving Microsoft Entra tenant' and 'Subscription entering Microsoft Entra tenant' is set to 'Permit no one',Manual,,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.26,Ensure fewer than 5 users have global administrator assignment,Automated,azure_entradirectory_global_admin_user_count_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.1.1,Ensure that a 'Diagnostic Setting' exists for Subscription Activity Logs,Automated,azure_monitor_diagnostic_settings_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.1.2,Ensure Diagnostic Setting captures appropriate categories,Automated,azure_monitor_diagnostic_settings_audit_categories_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.1.3,Ensure the storage account containing the container with activity logs is encrypted with Customer Managed Key (CMK),Automated,azure_storage_account_activity_logs_cmk_encryption_verified,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.1.4,Ensure that logging for Azure Key Vault is 'Enabled',Automated,azure_keyvault_logging_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.1.5,Ensure that Network Security Group Flow logs are captured and sent to Log Analytics,Automated,azure_network_security_group_flow_logs_configuration_check,1. https://docs.microsoft.com/en-us/azure/network-watcher/network-watcher-nsg- flow-logging-portal 2. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-logging-threat- detection#lt-4-enable-network-logging-for-security-investigation
7.1.1.6,Ensure that logging for Azure AppService 'HTTP logs' is enabled,Automated,azure_appservice_http_logs_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.1.7,Ensure that virtual network flow logs are captured and sent to Log Analytics,Automated,azure_network_virtual_network_flow_logs_enabled,"1. https://learn.microsoft.com/en-us/azure/network-watcher/vnet-flow-logs-overview 2. https://learn.microsoft.com/en-us/azure/network-watcher/vnet-flow-logs-cli Additional Information: On September 30, 2027, NSG flow logs will be retired, and creating new NSG flow logs will no longer be possible after June 30, 2025. Azure recommends migrating to virtual network flow logs, which address NSG flow log limitations. After retirement, traffic analytics using NSG flow logs will no longer be supported, and existing NSG flow log resources will be deleted. Previously collected NSG flow log records will remain available per their retention policies. For details, see the official announcement: https://azure.microsoft.com/en-gb/updates?id=Azure-NSG-flow-logs-Retirement."
7.1.1.8,Ensure that a Microsoft Entra diagnostic setting exists to send Microsoft Graph activity logs to an appropriate destination,Automated,azure_entra_diagnostic_setting_graph_activity_logs_enabled,1. https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto- configure-diagnostic-settings 2. https://learn.microsoft.com/en-us/graph/microsoft-graph-activity-logs-overview 3. https://learn.microsoft.com/en-us/azure/azure-monitor/logs/cost-logs#pricing- model 4. https://azure.microsoft.com/en-gb/pricing/details/storage/blobs/ 5. https://azure.microsoft.com/en-gb/pricing/details/event-hubs/
7.1.1.9,Ensure that a Microsoft Entra diagnostic setting exists to send Microsoft Entra activity logs to an appropriate destination,Automated,azure_entra_diagnostic_settings_verification,1. https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto- configure-diagnostic-settings 2. https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-access- activity-logs?tabs=microsoft-entra-activity-logs%2Carchive-activity-logs-to-a- storage-account
7.1.1.10,Ensure that Intune logs are captured and sent to Log Analytics,Automated,azure_intune_logs_log_analytics_enabled,1. https://learn.microsoft.com/en-us/mem/intune/fundamentals/review-logs-using- azure-monitor 2. https://www.microsoft.com/en-gb/security/business/microsoft-intune-pricing 3. https://learn.microsoft.com/en-us/azure/azure-monitor/logs/cost-logs
7.1.2.1,Ensure that Activity Log Alert exists for Create Policy Assignment,Automated,azure_monitor_activity_log_alert_policy_assignment_exist,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.2.2,Ensure that Activity Log Alert exists for Delete Policy Assignment,Automated,azure_monitor_activity_log_alerts_delete_policy_assignment_exists,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.2.3,Ensure that Activity Log Alert exists for Create or Update Network Security Group,Automated,azure_monitor_nsg_activity_log_alert_exists,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.2.4,Ensure that Activity Log Alert exists for Delete Network Security Group,Automated,azure_monitor_activity_log_alert_for_delete_nsg,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.2.5,Ensure that Activity Log Alert exists for Create or Update Security Solution,Automated,azure_monitor_activity_log_alerts_create_or_update_security_solution,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.2.6,Ensure that Activity Log Alert exists for Delete Security Solution,Automated,azure_monitor_activity_log_alert_delete_security_solution_exists,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.2.7,Ensure that Activity Log Alert exists for Create or Update SQL Server Firewall Rule,Automated,azure_sql_firewall_rule_activity_log_alert_exists,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.2.8,Ensure that Activity Log Alert exists for Delete SQL Server Firewall Rule,Automated,azure_sql_firewall_rule_deletion_alert_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.2.9,Ensure that Activity Log Alert exists for Create or Update Public IP Address rule,Automated,azure_monitor_activity_log_alert_exists,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.2.10,Ensure that Activity Log Alert exists for Delete Public IP Address rule,Automated,azure_monitor_activity_log_alert_public_ip_delete,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.2.11,Ensure that an Activity Log Alert exists for Service Health,Automated,azure_monitor_activity_log_alert_service_health_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.3.1,Ensure Application Insights are Configured,Automated,azure_monitor_application_insights_configuration_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.4,Ensure that Azure Monitor Resource Logging is Enabled for All Services that Support it,Automated,azure_monitor_resource_logging_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.5,Ensure that SKU Basic/Consumption is not used on artifacts that need to be monitored (Particularly for Production Workloads),Automated,azure_resource_sku_standard_required,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.2,Ensure that Resource Locks are set for Mission-Critical Azure Resources,Automated,azure_resource_locks_compliance_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
8.1,Ensure that RDP access from the Internet is evaluated and restricted,Automated,azure_network_nsg_rdp_access_restricted,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
8.2,Ensure that SSH access from the Internet is evaluated and restricted,Automated,azure_storage_share_root_squash_configured,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
8.3,Ensure that UDP access from the Internet is evaluated and restricted,Automated,azure_network_nsg_udp_access_restricted,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
8.4,Ensure that HTTP(S) access from the Internet is evaluated and restricted,Automated,azure_network_nsg_http_access_restricted,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
8.5,Ensure that Network Security Group Flow Log retention period is 'greater than 90 days',Automated,azure_network_nsg_flow_logs_retention_compliance_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
8.6,Ensure that Network Watcher is 'Enabled' for Azure Regions that are in use,Automated,azure_network_watcher_region_compliance,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
8.7,Ensure that Public IP addresses are Evaluated on a Periodic Basis,Automated,azure_network_public_ip_periodic_review,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
8.8,Ensure that virtual network flow log retention days is set to greater than or equal to 90,Automated,azure_network_flow_logs_retention_days_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.3.1,Ensure that Defender for Servers is set to 'On',Automated,azure_defender_for_servers_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.3.2,Ensure that 'Vulnerability assessment for machines' component status is set to 'On',Automated,azure_defender_vulnerability_assessment_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.3.3,Ensure that 'Endpoint protection' component status is set to 'On',Automated,azure_defender_for_cloud_endpoint_protection_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.3.4,Ensure that 'Agentless scanning for machines' component status is set to 'On',Automated,azure_defender_cloud_agentless_scanning_enabled,1. https://learn.microsoft.com/en-us/azure/defender-for-cloud/concept-agentless- data-collection 2. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-incident- response#ir-2-preparation---setup-incident-notification 3. https://learn.microsoft.com/en-us/azure/defender-for-cloud/enable-agentless- scanning-vms
9.1.3.5,Ensure that 'File Integrity Monitoring' component status is set to 'On',Automated,azure_defender_for_cloud_file_integrity_monitoring_status_check,1. https://learn.microsoft.com/en-us/azure/defender-for-cloud/file-integrity- monitoring-overview 2. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-incident- response#ir-2-preparation---setup-incident-notification 3. https://learn.microsoft.com/en-us/azure/defender-for-cloud/file-integrity- monitoring-enable-defender-endpoint
9.1.4.1,Ensure That Microsoft Defender for Containers Is Set To 'On',Automated,azure_defender_for_containers_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.5.1,Ensure That Microsoft Defender for Storage Is Set To 'On',Automated,azure_defender_storage_compliance_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.6.1,Ensure That Microsoft Defender for App Services Is Set To 'On',Automated,azure_appservice_defender_pricing_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.7.1,Ensure That Microsoft Defender for Azure Cosmos DB Is Set To 'On',Automated,azure_cosmosdb_defender_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.7.2,Ensure That Microsoft Defender for Open-Source Relational Databases Is Set To 'On',Automated,azure_security_open_source_db_defender_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.7.3,Ensure That Microsoft Defender for (Managed Instance) Azure SQL Databases Is Set To 'On',Automated,azure_sql_managed_instance_defender_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.7.4,Ensure That Microsoft Defender for SQL Servers on Machines Is Set To 'On',Automated,azure_sql_virtual_machine_defender_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.8.1,Ensure That Microsoft Defender for Key Vault Is Set To 'On',Automated,azure_security_keyvault_defender_status,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.9.1,Ensure That Microsoft Defender for Resource Manager Is Set To 'On',Automated,azure_defender_resource_manager_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.10,Ensure that Microsoft Defender for Cloud is configured to check VM operating systems for updates,Automated,azure_defender_for_cloud_vm_updates_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.11,Ensure that Microsoft Cloud Security Benchmark policies are not set to 'Disabled',Automated,azure_defender_cloud_security_benchmark_policy_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.12,Ensure That 'All users with the following roles' is set to 'Owner',Automated,azure_security_subscription_security_contacts_notifications_configured,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.13,Ensure 'Additional email addresses' is Configured with a Security Contact Email,Automated,azure_defender_security_contact_email_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.14,Ensure that 'Notify about alerts with the following severity (or higher)' is enabled,Automated,azure_defender_for_cloud_email_notifications_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.15,Ensure that 'Notify about attack paths with the following risk level (or higher)' is enabled,Automated,azure_defender_for_cloud_attack_paths_notifications_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.16,Ensure that Microsoft Defender External Attack Surface Monitoring (EASM) is enabled,Automated,azure_defender_easm_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.17,[LEGACY] Ensure That Microsoft Defender for DNS Is Set To 'On',Automated,azure_defender_dns_status_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.2.1,Ensure That Microsoft Defender for IoT Hub Is Set To 'On',Automated,azure_iot_hub_defender_status_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.3.1,Ensure that the Expiration Date is set for all Keys in RBAC Key Vaults,Automated,azure_keyvault_keys_expiration_date_set,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.3.2,Ensure that the Expiration Date is set for all Keys in Non- RBAC Key Vaults.,Automated,azure_keyvault_nonrbac_keys_expiration_compliance,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.3.3,Ensure that the Expiration Date is set for all Secrets in RBAC Key Vaults,Automated,azure_keyvault_secret_expiration_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.3.4,Ensure that the Expiration Date is set for all Secrets in Non- RBAC Key Vaults,Automated,azure_keyvault_secrets_expiration_date_set,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.3.5,Ensure the Key Vault is Recoverable,Automated,azure_keyvault_recovery_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.3.6,Ensure that Role Based Access Control for Azure Key Vault is enabled,Automated,azure_keyvault_rbac_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.3.7,Ensure that Public Network Access when using Private Endpoint is disabled,Automated,azure_keyvault_public_network_access_disabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.3.8,Ensure that Private Endpoints are Used for Azure Key Vault,Automated,azure_keyvault_private_endpoint_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.3.9,Ensure automatic key rotation is enabled within Azure Key Vault,Automated,azure_keyvault_key_rotation_policy_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.3.10,Ensure that Azure Key Vault Managed HSM is used when required,Automated,azure_keyvault_managed_hsm_verification,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.4.1,Ensure an Azure Bastion Host Exists,Automated,azure_network_bastion_host_exists,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.1.1,Ensure soft delete for Azure File Shares is Enabled,Automated,azure_storage_account_file_shares_soft_delete_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.1.2,Ensure 'SMB protocol version' is set to 'SMB 3.1.1' or higher for SMB file shares,Automated,azure_storage_file_share_smb_protocol_version_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.1.3,Ensure 'SMB channel encryption' is set to 'AES-256-GCM' or higher for SMB file shares,Automated,azure_storage_account_smb_channel_encryption_verified,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.2.1,Ensure that soft delete for blobs on Azure Blob Storage storage accounts is Enabled,Automated,azure_storage_blob_soft_delete_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.2.2,Ensure 'Versioning' is set to 'Enabled' on Azure Blob Storage storage accounts,Automated,azure_storage_account_blob_versioning_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.1.1,Ensure that 'Enable key rotation reminders' is enabled for each Storage Account,Automated,azure_storage_account_key_rotation_reminders_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.1.2,Ensure that Storage Account access keys are periodically regenerated,Automated,azure_storage_account_access_keys_rotated,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.1.3,Ensure 'Allow storage account key access' for Azure Storage Accounts is 'Disabled',Automated,azure_storage_account_shared_key_access_disabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.2.1,Ensure Private Endpoints are used to access Storage Accounts,Automated,azure_storage_account_private_endpoint_used,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.2.2,Ensure that 'Public Network Access' is 'Disabled' for storage accounts,Automated,azure_storage_account_public_network_access_disabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.2.3,Ensure default network access rule for storage accounts is set to deny,Automated,azure_storage_account_network_access_restrictions_denied,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.3.1,Ensure that 'Default to Microsoft Entra authorization in the Azure portal' is set to 'Enabled',Automated,azure_storage_account_default_to_auth_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.4,Ensure that 'Secure transfer required' is set to 'Enabled',Automated,azure_storage_account_https_only_enabled,
10.3.5,Ensure 'Allow Azure services on the trusted services list to access this storage account' is Enabled for Storage Account Access,Automated,azure_storage_account_trusted_services_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.6,Ensure Soft Delete is Enabled for Azure Containers and Blob Storage,Automated,azure_storage_blob_soft_delete_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.7,Ensure the 'Minimum TLS version' for storage accounts is set to 'Version 1.2',Automated,azure_storage_account_minimum_tls_version_configured,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.8,Ensure 'Cross Tenant Replication' is not enabled,Automated,azure_storage_account_cross_tenant_replication_disabled,1. https://learn.microsoft.com/en-us/azure/storage/blobs/object-replication-prevent- cross-tenant-policies?tabs=portal
10.3.9,Ensure that 'Allow Blob Anonymous Access' is set to 'Disabled',Automated,azure_storage_account_blob_access_disabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.10,Ensure Azure Resource Manager Delete locks are applied to Azure Storage Accounts,Automated,azure_storage_account_delete_lock_verification,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.11,Ensure Azure Resource Manager ReadOnly locks are considered for Azure Storage Accounts,Automated,azure_storage_account_readonly_lock_verification,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.12,Ensure Redundancy is set to 'geo-redundant storage (GRS)' on critical Azure Storage Accounts,Automated,azure_storage_account_redundancy_grs_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.1.1.1,Ensure 'Allowed Protocols' for shared access signature (SAS) tokens is set to 'HTTPS Only',Automated,azure_storage_sas_https_only,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
2.1.1.2,Ensure that shared access signature (SAS) tokens expire within an hour,Automated,azure_storage_sas_token_expiry_check,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
2.1.1.3,Ensure stored access policies (SAP) are used when generating shared access signature (SAS) tokens,Automated,azure_storage_sas_policy_verification,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
2.1.2.1.1,Ensure Critical Data is Encrypted with Microsoft Managed Keys (MMK),Automated,azure_storage_account_encryption_microsoft_managed_keys_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
2.1.2.2.1,Ensure Critical Data is Encrypted with Customer Managed Keys (CMK),Automated,azure_storage_account_encryption_customer_managed_keys_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
2.2.1.1,Ensure public network access is Disabled,Automated,azure_storage_account_public_network_access_disabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
2.2.1.2,Ensure Network Access Rules are set to Deny-by-default,Automated,azure_network_security_nsg_deny_by_default_configured,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
2.2.2.1,Ensure Private Endpoints are used to access {service},Automated,azure_network_private_endpoint_usage_verified,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
4.1,Ensure 'Key encryption key' is set to a customer-managed key for Azure Managed Lustre file systems,Automated,azure_lustre_filesystem_key_encryption_key_verified,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
5.1.1,Ensure soft delete on Backup vaults is Enabled,Automated,azure_backup_vault_soft_delete_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
