framework,control_id,title,automation_type_recommended,mapped_csp_count,new_csp_count,skip_csp_count,aws_cspm,aws_ciem,azure_cspm,azure_ciem,gcp_cspm,gcp_ciem,oracle_cspm,oracle_ciem,ibm_cspm,ibm_ciem,alicloud_cspm,alicloud_ciem,k8s_cspm,k8s_ciem
CIS_K8S,1.1.16,Ensure that the scheduler.conf file ownership is set to root:root,automated,1,0,6,SKIP: Control is specific to on-premises/OS-level scheduler configuration; no equivalent managed service or verifiable resource in AWS CSPM scope.,,SKIP: Control is specific to on-premises/OS-level scheduler configuration; no equivalent managed service or verifiable resource in Azure CSPM scope.,,SKIP: Control is specific to on-premises/OS-level scheduler configuration; no equivalent managed service or verifiable resource in GCP CSPM scope.,,SKIP: Control is specific to on-premises/OS-level scheduler configuration; no equivalent managed service or verifiable resource in OCI CSPM scope.,,SKIP: Control is specific to on-premises/OS-level scheduler configuration; no equivalent managed service or verifiable resource in IBM Cloud CSPM scope.,,SKIP: Control is specific to on-premises/OS-level scheduler configuration; no equivalent managed service or verifiable resource in Alibaba Cloud CSPM scope.,,k8s.scheduler.conf.file_permissions_check,
CIS_K8S,1.1.17,Ensure that the controller-manager.conf file permissions are set to 600 or more restrictive,automated,1,0,6,"SKIP: Control is specific to Kubernetes controller-manager configuration file permissions, which is not a managed service configuration verifiable via AWS CSPM for EKS; node-level file permissions are outside CSPM scope.",,SKIP: Control is specific to Kubernetes controller-manager configuration file permissions; AKS managed control plane configurations are not exposed for file permission validation via Azure CSPM.,,SKIP: Control is specific to Kubernetes controller-manager configuration file permissions; GKE's managed control plane does not allow CSPM verification of underlying node file permissions.,,SKIP: Control is specific to Kubernetes controller-manager configuration file permissions; OKE managed control plane configurations are not accessible for file permission checks via OCI CSPM.,,SKIP: Control is specific to Kubernetes controller-manager configuration file permissions; IBM Cloud Kubernetes Service managed control plane file permissions are not verifiable via IBM CSPM.,,SKIP: Control is specific to Kubernetes controller-manager configuration file permissions; ACK managed control plane does not expose node file systems for permission validation via Alibaba Cloud CSPM.,,k8s.scheduler.conf.file_permissions_check;k8s.controlplane.controller.manager_root_ca_file_verification,
CIS_K8S,1.1.18,Ensure that the controller-manager.conf file ownership is set to root:root,automated,1,0,6,"SKIP: Control is specific to Kubernetes controller-manager configuration file ownership, which is not a managed service attribute in AWS's EKS; node-level file permissions are customer-managed and not directly verifiable via CSPM.",,"SKIP: Control is specific to Kubernetes controller-manager configuration file ownership; in Azure AKS, the master node configuration, including file permissions, is managed by Azure and not exposed for CSPM verification.",,"SKIP: Control is specific to Kubernetes controller-manager configuration file ownership; in GCP GKE, the control plane configuration, including file system permissions, is managed by Google and not directly verifiable via CSPM.",,"SKIP: Control is specific to Kubernetes controller-manager configuration file ownership; in Oracle OKE, the Kubernetes master nodes are managed by Oracle, and file-level permissions are not exposed for CSPM assessment.",,"SKIP: Control is specific to Kubernetes controller-manager configuration file ownership; in IBM Cloud Kubernetes Service, the master node configuration is managed by IBM, and file ownership details are not available for CSPM validation.",,"SKIP: Control is specific to Kubernetes controller-manager configuration file ownership; in Alibaba ACK, the managed control plane's file system permissions are not accessible for direct CSPM verification.",,k8s.controlplane.controller.manager_root_ca_file_verification,
CIS_K8S,1.1.19,Ensure that the Kubernetes PKI directory and file ownership is set to root:root,automated,1,0,6,"SKIP: Control is specific to self-managed Kubernetes PKI files on nodes, not verifiable via CSPM for managed services like EKS where underlying node OS is abstracted.",,"SKIP: Control is specific to self-managed Kubernetes PKI files on nodes, not verifiable via CSPM for managed services like AKS where underlying node OS is abstracted.",,"SKIP: Control is specific to self-managed Kubernetes PKI files on nodes, not verifiable via CSPM for managed services like GKE where underlying node OS is abstracted.",,"SKIP: Control is specific to self-managed Kubernetes PKI files on nodes, not verifiable via CSPM for managed services like OKE where underlying node OS is abstracted.",,"SKIP: Control is specific to self-managed Kubernetes PKI files on nodes, not verifiable via CSPM for managed services like IKS where underlying node OS is abstracted.",,"SKIP: Control is specific to self-managed Kubernetes PKI files on nodes, not verifiable via CSPM for managed services like ACK where underlying node OS is abstracted.",,k8s.pod.securitycontext.defined;k8s.pod.securitycontext.non_root;k8s.pod.resource.limits_set,
CIS_K8S,1.1.2,Ensure that the API server pod specification file ownership is set to root:root,automated,1,0,6,"SKIP: Control is specific to Kubernetes API server pod specification file ownership, not applicable to AWS managed services without direct host/OS access.",,"SKIP: Control is specific to Kubernetes API server pod specification file ownership, not applicable to Azure managed services without direct host/OS access.",,"SKIP: Control is specific to Kubernetes API server pod specification file ownership, not applicable to GCP managed services without direct host/OS access.",,"SKIP: Control is specific to Kubernetes API server pod specification file ownership, not applicable to OCI managed services without direct host/OS access.",,"SKIP: Control is specific to Kubernetes API server pod specification file ownership, not applicable to IBM Cloud managed services without direct host/OS access.",,"SKIP: Control is specific to Kubernetes API server pod specification file ownership, not applicable to Alibaba Cloud managed services without direct host/OS access.",,k8s.pod.securitycontext.defined;k8s.pod.securitycontext.non_root;k8s.pod.resource.limits_set,
CIS_K8S,1.1.20,Ensure that the Kubernetes PKI certificate file permissions are set to 600 or more restrictive,automated,1,0,6,SKIP: Control is specific to Kubernetes PKI files on managed nodes; AWS EKS does not expose underlying node file systems for CSPM verification.,,SKIP: Control is specific to Kubernetes PKI files on managed nodes; Azure AKS does not expose underlying node file systems for CSPM verification.,,SKIP: Control is specific to Kubernetes PKI files on managed nodes; Google GKE does not expose underlying node file systems for CSPM verification.,,SKIP: Control is specific to Kubernetes PKI files on managed nodes; Oracle OKE does not expose underlying node file systems for CSPM verification.,,SKIP: Control is specific to Kubernetes PKI files on managed nodes; IBM Cloud Kubernetes Service does not expose underlying node file systems for CSPM verification.,,SKIP: Control is specific to Kubernetes PKI files on managed nodes; Alibaba ACK does not expose underlying node file systems for CSPM verification.,,k8s.pod.securitycontext.defined;k8s.pod.resource.limits_set;k8s.pod.container.config_enforced,
CIS_K8S,1.1.21,Ensure that the Kubernetes PKI key file permissions are set to 600,automated,1,0,6,"SKIP: Control is specific to Kubernetes node-level PKI files, which are not exposed or managed by AWS-managed Kubernetes services (EKS) for CSPM verification.",,"SKIP: Control is specific to Kubernetes node-level PKI files, which are not exposed or managed by Azure-managed Kubernetes services (AKS) for CSPM verification.",,"SKIP: Control is specific to Kubernetes node-level PKI files, which are not exposed or managed by GCP-managed Kubernetes services (GKE) for CSPM verification.",,"SKIP: Control is specific to Kubernetes node-level PKI files, which are not exposed or managed by Oracle-managed Kubernetes services (OKE) for CSPM verification.",,"SKIP: Control is specific to Kubernetes node-level PKI files, which are not exposed or managed by IBM-managed Kubernetes services (IKS/ROKS) for CSPM verification.",,"SKIP: Control is specific to Kubernetes node-level PKI files, which are not exposed or managed by Alibaba-managed Kubernetes services (ACK) for CSPM verification.",,k8s.pod.securitycontext.defined;k8s.pod.resource.limits_set;k8s.pod.container.config_enforced,
CIS_K8S,1.1.3,Ensure that the controller manager pod specification file permissions are set to 600 or more restrictive,automated,1,0,6,"SKIP: Control is specific to Kubernetes controller manager pod specification file permissions, which is not a managed service configuration verifiable by AWS CSPM for EKS master nodes.",,"SKIP: Control is specific to Kubernetes controller manager pod specification file permissions, which is not a managed service configuration verifiable by Azure CSPM for AKS control plane.",,"SKIP: Control is specific to Kubernetes controller manager pod specification file permissions, which is not a managed service configuration verifiable by GCP CSPM for GKE control plane.",,"SKIP: Control is specific to Kubernetes controller manager pod specification file permissions, which is not a managed service configuration verifiable by OCI CSPM for OKE control plane.",,"SKIP: Control is specific to Kubernetes controller manager pod specification file permissions, which is not a managed service configuration verifiable by IBM CSPM for IKS control plane.",,"SKIP: Control is specific to Kubernetes controller manager pod specification file permissions, which is not a managed service configuration verifiable by Alibaba Cloud CSPM for ACK control plane.",,k8s.pod.securitycontext.defined;k8s.pod.resource.limits_set;k8s.pod.container.config_enforced,
CIS_K8S,1.1.4,Ensure that the controller manager pod specification file ownership is set to root:root,automated,1,0,6,"SKIP: Control is specific to Kubernetes controller manager pod specification file ownership, which is not a managed service configuration verifiable via AWS CSPM for EKS master nodes (managed by AWS).",,"SKIP: Control is specific to Kubernetes controller manager pod specification file ownership, which is not a managed service configuration verifiable via Azure CSPM for AKS control plane (managed by Microsoft).",,"SKIP: Control is specific to Kubernetes controller manager pod specification file ownership, which is not a managed service configuration verifiable via GCP CSPM for GKE control plane (managed by Google).",,"SKIP: Control is specific to Kubernetes controller manager pod specification file ownership, which is not a managed service configuration verifiable via OCI CSPM for OKE control plane (managed by Oracle).",,"SKIP: Control is specific to Kubernetes controller manager pod specification file ownership, which is not a managed service configuration verifiable via IBM CSPM for IKS master nodes (managed by IBM).",,"SKIP: Control is specific to Kubernetes controller manager pod specification file ownership, which is not a managed service configuration verifiable via Alibaba Cloud CSPM for ACK control plane (managed by Alibaba).",,k8s.controlplane.controller.manager_root_ca_file_verification;k8s.pod.securitycontext.defined;k8s.pod.securitycontext.non_root,
CIS_K8S,1.1.5,Ensure that the scheduler pod specification file permissions are set to 600 or more restrictive,automated,1,0,6,"SKIP: Control is specific to Kubernetes scheduler pod spec file permissions, not applicable to AWS cloud services directly",,"SKIP: Control is specific to Kubernetes scheduler pod spec file permissions, not applicable to Azure cloud services directly",,"SKIP: Control is specific to Kubernetes scheduler pod spec file permissions, not applicable to GCP cloud services directly",,"SKIP: Control is specific to Kubernetes scheduler pod spec file permissions, not applicable to OCI cloud services directly",,"SKIP: Control is specific to Kubernetes scheduler pod spec file permissions, not applicable to IBM cloud services directly",,"SKIP: Control is specific to Kubernetes scheduler pod spec file permissions, not applicable to Alibaba cloud services directly",,k8s.scheduler.conf.file_permissions_check;k8s.pod.securitycontext.defined;k8s.pod.resource.limits_set,
CIS_K8S,1.1.6,Ensure that the scheduler pod specification file ownership is set to root:root,automated,1,0,6,"SKIP: Control is specific to Kubernetes scheduler pod file ownership; AWS managed services (EKS) abstract underlying node/pod spec file management, making direct file ownership verification impossible via CSPM.",,"SKIP: Control is specific to Kubernetes scheduler pod file ownership; Azure managed services (AKS) abstract underlying node/pod spec file management, making direct file ownership verification impossible via CSPM.",,"SKIP: Control is specific to Kubernetes scheduler pod file ownership; GCP managed services (GKE) abstract underlying node/pod spec file management, making direct file ownership verification impossible via CSPM.",,"SKIP: Control is specific to Kubernetes scheduler pod file ownership; OCI managed services (OKE) abstract underlying node/pod spec file management, making direct file ownership verification impossible via CSPM.",,"SKIP: Control is specific to Kubernetes scheduler pod file ownership; IBM managed services (IBM Cloud Kubernetes Service) abstract underlying node/pod spec file management, making direct file ownership verification impossible via CSPM.",,"SKIP: Control is specific to Kubernetes scheduler pod file ownership; Alibaba Cloud managed services (ACK) abstract underlying node/pod spec file management, making direct file ownership verification impossible via CSPM.",,k8s.pod.securitycontext.defined;k8s.pod.securitycontext.non_root;k8s.pod.resource.limits_set,
CIS_K8S,1.1.7,Ensure that the etcd pod specification file permissions are set to 600 or more restrictive,automated,1,0,6,"SKIP: Control is specific to Kubernetes etcd pod file permissions, not applicable to AWS managed services without direct host/OS access",,"SKIP: Control is specific to Kubernetes etcd pod file permissions, not applicable to Azure managed services without direct host/OS access",,"SKIP: Control is specific to Kubernetes etcd pod file permissions, not applicable to GCP managed services without direct host/OS access",,"SKIP: Control is specific to Kubernetes etcd pod file permissions, not applicable to OCI managed services without direct host/OS access",,"SKIP: Control is specific to Kubernetes etcd pod file permissions, not applicable to IBM Cloud managed services without direct host/OS access",,"SKIP: Control is specific to Kubernetes etcd pod file permissions, not applicable to Alibaba Cloud managed services without direct host/OS access",,k8s.pod.securitycontext.defined;k8s.pod.resource.limits_set;k8s.pod.container.config_enforced,
CIS_K8S,1.1.8,Ensure that the etcd pod specification file ownership is set to root:root,automated,1,0,6,"SKIP: Control is specific to Kubernetes etcd pod file ownership; AWS managed services (EKS) abstract underlying node/pod spec file management, making direct verification impossible.",,"SKIP: Control is specific to Kubernetes etcd pod file ownership; Azure managed services (AKS) abstract underlying node/pod spec file management, making direct verification impossible.",,"SKIP: Control is specific to Kubernetes etcd pod file ownership; GCP managed services (GKE) abstract underlying node/pod spec file management, making direct verification impossible.",,"SKIP: Control is specific to Kubernetes etcd pod file ownership; OCI managed services (OKE) abstract underlying node/pod spec file management, making direct verification impossible.",,"SKIP: Control is specific to Kubernetes etcd pod file ownership; IBM managed services (IBM Cloud Kubernetes Service) abstract underlying node/pod spec file management, making direct verification impossible.",,"SKIP: Control is specific to Kubernetes etcd pod file ownership; Alibaba Cloud managed services (ACK) abstract underlying node/pod spec file management, making direct verification impossible.",,k8s.pod.securitycontext.defined;k8s.pod.securitycontext.non_root;k8s.pod.resource.limits_set,
CIS_K8S,1.1.9,Ensure that the Container Network Interface file permissions are set to 600 or more restrictive,automated,1,0,6,"SKIP: Control is specific to Kubernetes node-level configuration; AWS managed services (EKS) abstract node management, preventing direct file permission verification.",,"SKIP: Control is specific to Kubernetes node-level configuration; Azure managed services (AKS) abstract node management, preventing direct file permission verification.",,"SKIP: Control is specific to Kubernetes node-level configuration; GCP managed services (GKE) abstract node management, preventing direct file permission verification.",,"SKIP: Control is specific to Kubernetes node-level configuration; OCI managed services (OKE) abstract node management, preventing direct file permission verification.",,"SKIP: Control is specific to Kubernetes node-level configuration; IBM managed services (IKS/ROKS) abstract node management, preventing direct file permission verification.",,"SKIP: Control is specific to Kubernetes node-level configuration; Alibaba managed services (ACK) abstract node management, preventing direct file permission verification.",,k8s.pod.securitycontext.defined;k8s.pod.container.host_network_disabled;k8s.network.no.public_ip,
CIS_K8S,1.4.10,Ensure that the flanneld file ownership is set to root:root,manual,0,0,7,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,"SKIP: Control is specific to a host-level daemon file ownership, not a Kubernetes API-managed resource configuration.",
CIS_K8S,1.4.11,Ensure that the etcd data directory permissions are set to 700 or more restrictive,automated,0,1,6,SKIP: Control is specific to Kubernetes etcd component; AWS managed Kubernetes (EKS) does not expose etcd data directory for customer configuration or permission verification.,,SKIP: Control is specific to Kubernetes etcd component; Azure managed Kubernetes (AKS) does not expose etcd data directory for customer configuration or permission verification.,,SKIP: Control is specific to Kubernetes etcd component; GCP managed Kubernetes (GKE) does not expose etcd data directory for customer configuration or permission verification.,,SKIP: Control is specific to Kubernetes etcd component; Oracle managed Kubernetes (OKE) does not expose etcd data directory for customer configuration or permission verification.,,SKIP: Control is specific to Kubernetes etcd component; IBM managed Kubernetes (IKS/ROKS) does not expose etcd data directory for customer configuration or permission verification.,,SKIP: Control is specific to Kubernetes etcd component; Alibaba managed Kubernetes (ACK) does not expose etcd data directory for customer configuration or permission verification.,,NEW: k8s.etcd.configuration.data_directory_permissions,
CIS_K8S,1.4.12,Ensure that the etcd data directory ownership is set to etcd:etcd,automated,0,1,6,"SKIP: Control is specific to self-managed etcd on Kubernetes nodes, not a managed AWS service; no equivalent AWS service or resource exists to verify this OS-level file ownership.",,"SKIP: Control is specific to self-managed etcd on Kubernetes nodes, not a managed Azure service; no equivalent Azure service or resource exists to verify this OS-level file ownership.",,"SKIP: Control is specific to self-managed etcd on Kubernetes nodes, not a managed GCP service; no equivalent GCP service or resource exists to verify this OS-level file ownership.",,"SKIP: Control is specific to self-managed etcd on Kubernetes nodes, not a managed OCI service; no equivalent OCI service or resource exists to verify this OS-level file ownership.",,"SKIP: Control is specific to self-managed etcd on Kubernetes nodes, not a managed IBM Cloud service; no equivalent IBM service or resource exists to verify this OS-level file ownership.",,"SKIP: Control is specific to self-managed etcd on Kubernetes nodes, not a managed Alibaba Cloud service; no equivalent Alibaba service or resource exists to verify this OS-level file ownership.",,NEW: k8s.etcd.data_directory.ownership,
CIS_K8S,1.4.3,Ensure that the config file permissions are set to 644 or more restrictive,automated,0,7,0,NEW: aws.ec2.config_file.permissions;aws.ssm.parameter.permissions,,NEW: azure.vm.config_file.permissions;azure.keyvault.secret.permissions,,NEW: gcp.compute.config_file.permissions;gcp.secretmanager.secret.permissions,,NEW: oci.compute.config_file.permissions;oci.vault.secret.permissions,,NEW: ibm.vpc.config_file.permissions;ibm.secretsmanager.secret.permissions,,NEW: alicloud.ecs.config_file.permissions;alicloud.kms.secret.permissions,,NEW: k8s.kubernetes.config_file.permissions,
CIS_K8S,1.4.4,Ensure that the config file ownership is set to root:root,automated,0,1,6,SKIP: Control is OS-level file ownership; CSPM cannot directly verify config files on ephemeral compute instances without agent-based scanning.,,SKIP: Control is OS-level file ownership; CSPM cannot directly verify config files on ephemeral compute instances without agent-based scanning.,,SKIP: Control is OS-level file ownership; CSPM cannot directly verify config files on ephemeral compute instances without agent-based scanning.,,SKIP: Control is OS-level file ownership; CSPM cannot directly verify config files on ephemeral compute instances without agent-based scanning.,,SKIP: Control is OS-level file ownership; CSPM cannot directly verify config files on ephemeral compute instances without agent-based scanning.,,SKIP: Control is OS-level file ownership; CSPM cannot directly verify config files on ephemeral compute instances without agent-based scanning.,,NEW: k8s.kubernetes.node.file_system.ownership,
CIS_K8S,1.4.5,Ensure that the scheduler file permissions are set to 644 or more restrictive,automated,1,0,6,"SKIP: Control is specific to OS-level scheduler file permissions on compute instances, not a managed CSP service configuration verifiable by CSPM.",,"SKIP: Control is specific to OS-level scheduler file permissions on compute instances, not a managed CSP service configuration verifiable by CSPM.",,"SKIP: Control is specific to OS-level scheduler file permissions on compute instances, not a managed CSP service configuration verifiable by CSPM.",,"SKIP: Control is specific to OS-level scheduler file permissions on compute instances, not a managed CSP service configuration verifiable by CSPM.",,"SKIP: Control is specific to OS-level scheduler file permissions on compute instances, not a managed CSP service configuration verifiable by CSPM.",,"SKIP: Control is specific to OS-level scheduler file permissions on compute instances, not a managed CSP service configuration verifiable by CSPM.",,k8s.scheduler.conf.file_permissions_check,
CIS_K8S,1.4.6,Ensure that the scheduler file ownership is set to root:root,automated,0,1,6,SKIP: Control is OS-level (Linux file ownership) and not directly verifiable via CSPM for managed services; no equivalent AWS service exposes scheduler file ownership.,,SKIP: Control is OS-level (Linux file ownership) and not directly verifiable via CSPM for managed services; no equivalent Azure service exposes scheduler file ownership.,,SKIP: Control is OS-level (Linux file ownership) and not directly verifiable via CSPM for managed services; no equivalent GCP service exposes scheduler file ownership.,,SKIP: Control is OS-level (Linux file ownership) and not directly verifiable via CSPM for managed services; no equivalent OCI service exposes scheduler file ownership.,,SKIP: Control is OS-level (Linux file ownership) and not directly verifiable via CSPM for managed services; no equivalent IBM Cloud service exposes scheduler file ownership.,,SKIP: Control is OS-level (Linux file ownership) and not directly verifiable via CSPM for managed services; no equivalent Alibaba Cloud service exposes scheduler file ownership.,,NEW: k8s.control_plane.scheduler.file_ownership,
CIS_K8S,1.4.7,Ensure that the etcd.conf file permissions are set to 644 or more restrictive,automated,1,0,6,"SKIP: Control is specific to Kubernetes etcd configuration file permissions on a node, not applicable to AWS managed services; AWS does not provide CSPM visibility into host-level file permissions for self-managed K8s nodes.",,"SKIP: Control is specific to Kubernetes etcd configuration file permissions on a node, not applicable to Azure managed services; Azure does not provide CSPM visibility into host-level file permissions for self-managed K8s nodes.",,"SKIP: Control is specific to Kubernetes etcd configuration file permissions on a node, not applicable to GCP managed services; GCP does not provide CSPM visibility into host-level file permissions for self-managed K8s nodes.",,"SKIP: Control is specific to Kubernetes etcd configuration file permissions on a node, not applicable to OCI managed services; OCI does not provide CSPM visibility into host-level file permissions for self-managed K8s nodes.",,"SKIP: Control is specific to Kubernetes etcd configuration file permissions on a node, not applicable to IBM Cloud managed services; IBM does not provide CSPM visibility into host-level file permissions for self-managed K8s nodes.",,"SKIP: Control is specific to Kubernetes etcd configuration file permissions on a node, not applicable to Alibaba Cloud managed services; Alibaba does not provide CSPM visibility into host-level file permissions for self-managed K8s nodes.",,k8s.scheduler.conf.file_permissions_check,
CIS_K8S,1.4.8,Ensure that the etcd.conf file ownership is set to root:root,manual,0,0,7,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,"SKIP: etcd.conf is a host-level file, not a managed Kubernetes API resource configuration.",
CIS_K8S,1.4.9,Ensure that the flanneld file permissions are set to 644 or more restrictive,manual,0,0,7,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,"SKIP: Flanneld is a specific third-party CNI plugin, not a core Kubernetes resource configuration.",
CIS_K8S,1.5.5,Ensure that the --peer-client-cert-auth argument is set to true,automated,1,0,6,"SKIP: Control is specific to Kubernetes etcd configuration; AWS managed services (EKS) abstract etcd, and EC2 instances running etcd are not a standard CSPM target.",,"SKIP: Control is specific to Kubernetes etcd configuration; Azure managed services (AKS) abstract etcd, and VMs running etcd are not a standard CSPM target.",,"SKIP: Control is specific to Kubernetes etcd configuration; GCP managed services (GKE) abstract etcd, and Compute Engine VMs running etcd are not a standard CSPM target.",,"SKIP: Control is specific to Kubernetes etcd configuration; OCI managed services (OKE) abstract etcd, and Compute instances running etcd are not a standard CSPM target.",,"SKIP: Control is specific to Kubernetes etcd configuration; IBM managed services (IKS/ROKS) abstract etcd, and VPC instances running etcd are not a standard CSPM target.",,"SKIP: Control is specific to Kubernetes etcd configuration; Alibaba managed services (ACK) abstract etcd, and ECS instances running etcd are not a standard CSPM target.",,k8s.etcd.peer.client_cert_auth_in_transit_enabled;k8s.etcd.etcd.peer_client_cert_auth_in_transit_enabled;k8s.etcd.pod.client_cert_auth_enabled,
CIS_K8S,1.5.6,Ensure that the --peer-auto-tls argument is not set to true,automated,1,0,6,SKIP: Control is specific to etcd configuration on self-managed Kubernetes nodes; AWS managed services (EKS) do not expose this argument for CSPM validation.,,SKIP: Control is specific to etcd configuration on self-managed Kubernetes nodes; Azure managed services (AKS) do not expose this argument for CSPM validation.,,SKIP: Control is specific to etcd configuration on self-managed Kubernetes nodes; GCP managed services (GKE) do not expose this argument for CSPM validation.,,SKIP: Control is specific to etcd configuration on self-managed Kubernetes nodes; OCI managed services (OKE) do not expose this argument for CSPM validation.,,SKIP: Control is specific to etcd configuration on self-managed Kubernetes nodes; IBM managed services (IBM Cloud Kubernetes Service) do not expose this argument for CSPM validation.,,SKIP: Control is specific to etcd configuration on self-managed Kubernetes nodes; Alibaba managed services (ACK) do not expose this argument for CSPM validation.,,k8s.etcd.pod.peer_auto_tls_disabled;k8s.network.tls.encryption_enabled;k8s.etcd.etcd.auto_tls_configured,
CIS_K8S,1.5.7,Ensure that the --wal-dir argument is set as appropriate,manual,0,0,7,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,"SKIP: The --wal-dir argument is specific to PostgreSQL configuration, not a standard Kubernetes resource or workload configuration attribute.",
CIS_K8S,1.5.8,Ensure that the --max-wals argument is set to 0,manual,0,0,7,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,"SKIP: The --max-wals argument is specific to the etcd binary command line, not a standard, declarative Kubernetes resource configuration.",
CIS_K8S,1.6.5,Avoid using Kubernetes Secrets,automated,7,0,0,aws.eks.secret.encrypted;aws.eks.secret.managed,,azure.aks.secret.encrypted;azure.aks.secret.managed,,gcp.gke.secret.encrypted;gcp.gke.secret.managed,,oci.oke.secret.encrypted;oci.oke.secret.managed,,ibm.iks.secret.encrypted;ibm.iks.secret.managed,,alicloud.cs.secret.encrypted;alicloud.cs.secret.managed,,k8s.pod.securitycontext.defined;k8s.pod.container.config_enforced;k8s.pod.securitycontext.verification,
CIS_K8S,2.1.1,Ensure that the --allow-privileged argument is set to false,automated,0,1,6,"SKIP: Control is specific to Kubernetes API server arguments, not directly verifiable on AWS managed services; AWS EKS configuration is covered under k8s mapping.",NEW: aws.ecs.activity_log.privileged_container_launch;aws.eks.audit.privileged_pod_create,"SKIP: Control is specific to Kubernetes API server arguments, not directly verifiable on Azure managed services; Azure AKS configuration is covered under k8s mapping.",NEW: azure.aks.audit.privileged_pod_creation;azure.containerinstances.activity_log.privileged_container_start,"SKIP: Control is specific to Kubernetes API server arguments, not directly verifiable on GCP managed services; GCP GKE configuration is covered under k8s mapping.",NEW: gcp.gke.audit.privileged_pod_creation;gcp.compute.audit.instance_metadata_privilege_enable,"SKIP: Control is specific to Kubernetes API server arguments, not directly verifiable on OCI managed services; OCI OKE configuration is covered under k8s mapping.",NEW: oci.oke.audit.privileged_pod_creation;oci.compute.audit.instance_privileged_launch,"SKIP: Control is specific to Kubernetes API server arguments, not directly verifiable on IBM Cloud managed services; IBM Kubernetes Service configuration is covered under k8s mapping.",NEW: ibm.containerservice.audit.privileged_pod_creation;ibm.codeengine.activity_log.privileged_job_run,"SKIP: Control is specific to Kubernetes API server arguments, not directly verifiable on Alibaba Cloud managed services; Alibaba ACK configuration is covered under k8s mapping.",NEW: alicloud.cs.audit.privileged_pod_create;alicloud.ecs.activity_log.privileged_container_launch,NEW: k8s.cluster.api_server.allow_privileged,NEW: k8s.audit.privileged_pod_create;k8s.chain.privilege_escalation_init
CIS_K8S,2.1.10,Ensure that the --hostname-override argument is not set,automated,0,1,6,"SKIP: Control is specific to Kubernetes node configuration; AWS managed services (EKS) abstract kubelet arguments, no CSPM visibility into node-level hostname-override flag.",,"SKIP: Control is specific to Kubernetes node configuration; Azure managed services (AKS) abstract kubelet arguments, no CSPM visibility into node-level hostname-override flag.",,"SKIP: Control is specific to Kubernetes node configuration; GCP managed services (GKE) abstract kubelet arguments, no CSPM visibility into node-level hostname-override flag.",,"SKIP: Control is specific to Kubernetes node configuration; OCI managed services (OKE) abstract kubelet arguments, no CSPM visibility into node-level hostname-override flag.",,"SKIP: Control is specific to Kubernetes node configuration; IBM managed services (IKS/ROKS) abstract kubelet arguments, no CSPM visibility into node-level hostname-override flag.",,"SKIP: Control is specific to Kubernetes node configuration; Alibaba managed services (ACK) abstract kubelet arguments, no CSPM visibility into node-level hostname-override flag.",,NEW: k8s.node.kubelet.hostname_override,
CIS_K8S,2.1.11,Ensure that the --event-qps argument is set to 0,automated,0,1,6,SKIP: Control is specific to Kubernetes API server arguments; AWS managed services (EKS) do not expose this for direct CSPM verification.,,SKIP: Control is specific to Kubernetes API server arguments; Azure managed services (AKS) do not expose this for direct CSPM verification.,,SKIP: Control is specific to Kubernetes API server arguments; GCP managed services (GKE) do not expose this for direct CSPM verification.,,SKIP: Control is specific to Kubernetes API server arguments; OCI managed services (OKE) do not expose this for direct CSPM verification.,,SKIP: Control is specific to Kubernetes API server arguments; IBM managed services (IKS/ROKS) do not expose this for direct CSPM verification.,,SKIP: Control is specific to Kubernetes API server arguments; Alibaba managed services (ACK) do not expose this for direct CSPM verification.,,NEW: k8s.control_plane.kube_apiserver.event_qps,
