rule_id,csp,reality,type,dedup,winner_rule,note
k8s.rbac.token.review_expiration,k8s,REAL,config,UNIQUE,,Checks for bound service account token expiration configuration (TokenReview).
k8s.rbac.user.account_management_enabled,k8s,REAL,config,UNIQUE,,Checks for enabled account management controls for users/service accounts.
k8s.rbac.user.allow_anonymous_auth,k8s,REAL,config,UNIQUE,,Checks if anonymous authentication is disabled for account management.
k8s.serviceaccount.audit.clusterrole_binding,k8s,REAL,ciem,DUP,k8s.serviceaccount.chain.privileged_pod,Both detect high-privilege ClusterRole bindings; rule 2 is the better-named representative.
k8s.serviceaccount.chain.privileged_pod,k8s,REAL,ciem,UNIQUE,,Detects high-privilege ClusterRole bindings and chained events (privileged pod).
k8s.storage.chain.pv_delete_pod_evict,k8s,REAL,ciem,UNIQUE,,Detects multi-step attack sequence (PV deletion then pod eviction)
k8s.storage.persistent_volume.encryption_state,k8s,REAL,config,UNIQUE,,Checks if storage class encryption is enabled for persistent volumes
k8s.storage.persistentvolume.reclaim_policy,k8s,REAL,config,UNIQUE,,Verifies persistent volume reclaim policy configuration
k8s.workload.chain.create_configmap_then_pod,k8s,REAL,ciem,UNIQUE,,Detects multi-step behavior chain (create ConfigMap then mount).
k8s.workload.backup_annotation,k8s,REAL,config,UNIQUE,,Checks for backup annotation/label on critical workloads.
k8s.workload.container.image_baseline,k8s,REAL,config,UNIQUE,,Checks images are from an approved baseline repository.
k8s.workload.container.image_digest,k8s,REAL,config,UNIQUE,,Checks for immutable image digest specification.
k8s.workload.replica_count,k8s,REAL,config,DUP,k8s.workload.replica_high_availability,Checks replica count >1; rule 6 is more comprehensive (includes PDB).
k8s.workload.replica_high_availability,k8s,REAL,config,UNIQUE,,Checks replicas and pod disruption budget for high availability.
oci.audit.activity_log.anomalous_access,oracle,REAL,ciem,UNIQUE,,Detects anomalous access patterns from untrusted locations.
oci.audit.activity_log.audit_policy_change,oracle,REAL,ciem,UNIQUE,,Detects audit policy changes like retention reduction.
oci.audit.activity_log.compartment_change,oracle,REAL,ciem,DUP,oci.audit.activity_log.compartment_delete,"Detects compartment modifications, semantically covered by rule 4."
oci.audit.activity_log.compartment_delete,oracle,REAL,ciem,UNIQUE,,Detects compartment deletion and critical IAM policy changes.
oci.audit.activity_log.trail_deletion,oracle,REAL,ciem,UNIQUE,,Detects deletion or update of audit trails.
oci.audit.activity_log.vault_deletion,oracle,REAL,ciem,DUP,oci.audit.activity_log.trail_deletion,"Detects vault/audit trail deletion, overlaps with rule 5's core intent."
oci.audit.audit.update,oracle,REAL,ciem,UNIQUE,,Detects audit config changes paired with privilege escalation.
oci.audit.chain.admin_session,oracle,REAL,ciem,UNIQUE,,Monitors admin group membership and high-risk administrative chains.
oci.audit.chain.auth_replay_pattern,oracle,REAL,ciem,UNIQUE,,Detects authentication replay attempts and suspicious patterns.
oci.audit.chain.compartment_bypass,oracle,REAL,ciem,UNIQUE,,Detects chained actions to bypass compartment boundaries.
oci.audit.chain.compartment_delete,oracle,REAL,ciem,DUP,oci.audit.activity_log.compartment_delete,"Detects chained compartment deletion, covered by rule 4's scope."
oci.audit.chain.compartment_deletion_log_disable,oracle,REAL,ciem,UNIQUE,,Detects compartment deletion combined with log disabling.
oci.audit.chain.config_change_by_new_api_session,oracle,REAL,ciem,UNIQUE,,Detects config changes by a new API key session.
oci.audit.chain.config_change_then_disable,oracle,REAL,ciem,DUP,oci.audit.chain.compartment_deletion_log_disable,"Detects config change then log disable, similar to rule 12's pattern."
oci.audit.chain.config_change_then_event_rule_delete,oracle,REAL,ciem,UNIQUE,,Detects config change followed by audit event rule deletion.
oci.audit.chain.config_deletion,oracle,REAL,ciem,UNIQUE,,Detects disabling/deletion of OCI Audit service or OKE audit logging config.
oci.audit.chain.config_then_delete,oracle,REAL,ciem,DUP,oci.audit.chain.config_deletion,Semantically same as rule 1: both detect modifications to OCI Audit configuration for OKE.
oci.audit.chain.defense_evasion,oracle,REAL,ciem,UNIQUE,,Identifies multi-step defense evasion chains and policy bypass attempts in logs.
oci.audit.chain.disable_delete,oracle,REAL,ciem,DUP,oci.audit.chain.config_deletion,Semantically same as rule 1: detects actions to disable or delete Audit service config.
oci.audit.chain.event_rule_disable,oracle,REAL,ciem,DUP,oci.audit.chain.config_deletion,Semantically same as rule 1: detects changes/sequences that disable logging configuration.
oci.audit.chain.group_membership_change,oracle,REAL,ciem,UNIQUE,,Detects IAM policy modifications and group membership changes granting excessive permissions.
oci.audit.chain.log_compromise,oracle,REAL,ciem,UNIQUE,,Flags sequences of audit log API calls that could obscure event timing.
oci.audit.chain.log_export_disable,oracle,REAL,ciem,UNIQUE,,Detects API key creation for privileged user followed by disabling audit log exports.
oci.audit.chain.policy_bypass,oracle,REAL,ciem,DUP,oci.audit.chain.log_export_disable,Semantically same as rule 8: detects API key actions and policy modifications reducing logging.
oci.audit.chain.retention_evasion,oracle,REAL,ciem,UNIQUE,,Monitors config changes and sequential actions to reduce retention.
oci.audit.chain.trail_tamper,oracle,REAL,ciem,DUP,oci.audit.chain.config_deletion,Semantically same as rule 1: detects changes to Audit config and multi-step tampering attempts.
oci.audit.chain.vcn_flow_log_disable,oracle,REAL,ciem,UNIQUE,,Detects security list modifications and chained actions to disable VCN flow logs.
oci.audit.service.retention_breach,oracle,REAL,ciem,UNIQUE,,Detects audit log retention policy violations and administrative bypass attempts.
oci.audit.audit.audit_log_enabled,oracle,REAL,config,UNIQUE,,Checks if audit logging is enabled (refined config rule).
oci.audit.config,oracle,REAL,config,DUP,oci.audit.audit.audit_log_enabled,Semantically same as rule 14: verifies audit log configuration exists for capturing.
oci.audit.configuration.retention,oracle,REAL,config,UNIQUE,,singleton-in-group
oci.cloudguard.activity_log.target_detector_recipe_detach,oracle,REAL,ciem,UNIQUE,,"Detects deactivation/detachment of detector recipes, a specific security event."
oci.cloudguard.audit.disable,oracle,REAL,ciem,UNIQUE,,"Detects disabling of Cloud Guard or changes to Vulnerability Scanning, a distinct security event."
oci.cloudguard.audit.responder_recipe_deactivate,oracle,REAL,ciem,DUP,oci.cloudguard.activity_log.target_detector_recipe_detach,Semantically identical to rule 1 (both detect deactivation/detachment of responder/detector recipes).
oci.cloudguard.detector_recipe.enabled,oracle,REAL,config,UNIQUE,,Checks static state of detector recipe being enabled.
oci.cloudguard.target.enabled,oracle,REAL,config,UNIQUE,,Checks static state of a Cloud Guard target being enabled.
oci.compute.activity_log.auditd_stop,oracle,REAL,ciem,UNIQUE,,Detects auditd termination and OS Management disable commands.
oci.compute.activity_log.create_security_list_voip,oracle,REAL,ciem,UNIQUE,,Monitors security list modifications for VoIP protocols.
oci.compute.activity_log.instance_console,oracle,REAL,ciem,UNIQUE,,Detects remote console access and API key creation for privileged access.
oci.compute.activity_log.instance_launch_with_nested,oracle,REAL,ciem,DUP,oci.compute.audit.nested_virtualization_flag,Semantically same as rule 11 (detect nested virtualization).
oci.compute.activity_log.launch_instance,oracle,REAL,ciem,UNIQUE,,Observes instance launches and OS Management software installations.
oci.compute.activity_log.update_instance,oracle,REAL,ciem,UNIQUE,,Detects modifications to instance metadata or audit configuration.
oci.compute.activity_log.update_instance_configuration,oracle,REAL,ciem,DUP,oci.compute.audit.launch_instance_without_trusted_platform,Semantically same as rule 10 (disable TPM or launch without it).
oci.compute.audit.disable_scanning_agent,oracle,REAL,ciem,UNIQUE,,Detects stopping/removal of vulnerability scanning agents.
oci.compute.audit.image_import,oracle,REAL,ciem,UNIQUE,,Identifies import of custom boot volumes or unverified updates.
oci.compute.audit.launch_instance_without_trusted_platform,oracle,REAL,ciem,UNIQUE,,Detects instance launches without trusted platform module.
oci.compute.audit.nested_virtualization_flag,oracle,REAL,ciem,UNIQUE,,Detects nested virtualization enabled (winner for dup with rule 4).
oci.compute.audit.patch_override,oracle,REAL,ciem,UNIQUE,,Detects patch management overrides or command chains.
oci.compute.chain.instance_privileged_access,oracle,REAL,ciem,UNIQUE,,Detects API key creation and subsequent privileged instance access.
oci.compute.chain.remove_agent,oracle,REAL,ciem,UNIQUE,,Detects disabling of scanning service or removal of Cloud Agent.
oci.compute.chain.session_persistence,oracle,REAL,ciem,UNIQUE,,Detects authentication policy weakening and persistent sessions.
oci.compute.config_file.permissions,oracle,REAL,config,UNIQUE,,Checks config file permissions for security.
oci.compute.image.signature_validation_enabled,oracle,REAL,config,UNIQUE,,Validates image signatures for integrity.
oci.compute.instance.agent_installed,oracle,REAL,config,UNIQUE,,Verifies management agent installation.
oci.compute.instance.backup_policy,oracle,REAL,config,UNIQUE,,Checks for backup/recovery policy configuration.
oci.compute.instance.baseline_image,oracle,REAL,config,UNIQUE,,Ensures instances use approved baseline images.
oci.compute.instance.disaster_recovery,oracle,REAL,config,UNIQUE,,Verifies cross-region disaster recovery setup.
oci.compute.instance.fault_domain,oracle,REAL,config,UNIQUE,,Checks fault domain distribution for HA.
oci.compute.instance.image_scan,oracle,REAL,config,UNIQUE,,Verifies image scan configuration exists.
oci.compute.instance.inventory,oracle,REAL,config,UNIQUE,,Ensures instances are tracked via inventory/tags.
oci.compute.instance.maintenance_behavior,oracle,REAL,config,UNIQUE,,Checks instance maintenance behavior settings.
oci.compute.instance.maintenance_policy,oracle,REAL,config,UNIQUE,,Verifies customer-managed maintenance policy.
oci.compute.instance.management_agent,oracle,REAL,config,UNIQUE,,Checks OS Management Service agent presence.
oci.compute.instance.namespace,oracle,REAL,config,UNIQUE,,Checks instance namespace configuration.
oci.compute.instance.recovery_attributes,oracle,REAL,config,UNIQUE,,Verifies termination protection/recovery attributes.
oci.compute.instance.required_tags,oracle,REAL,config,UNIQUE,,Ensures required tags are present for management.
oci.compute.instance.source_details,oracle,REAL,config,UNIQUE,,Checks for approved baseline image source.
oci.compute.instance.time_sync,oracle,REAL,config,UNIQUE,,Checks NTP server configuration.
oci.compute.stopped.instance,oracle,NONSENSE,config,UNIQUE,,"Vague inventory intent, not a verifiable security check."
oci.compute.volume.auto_terminate,oracle,NONSENSE,config,UNIQUE,,"Partial/truncated rule, intent unclear."
oci.core.activity_log.security_list_change,oracle,REAL,ciem,UNIQUE,,Detects security list modifications reducing network controls.
oci.core.audit.delete_volume,oracle,REAL,ciem,UNIQUE,,Detects block volume and storage bucket deletion events.
oci.core.local_peering_gateway.route_table_id,oracle,REAL,config,UNIQUE,,Checks LPG association with restrictive route table.
oci.core.security_list.deny_all_ingress,oracle,REAL,config,UNIQUE,,Checks security list denies all inbound by default.
oci.core.security_list.least_functionality,oracle,REAL,config,UNIQUE,,Checks VCN security list ingress not overly permissive.
oci.core.security_list.no_public_ingress,oracle,NONSENSE,config,UNIQUE,,Rule description is incomplete/partial and not verifiable.
oci.events.audit.delete_rule,oracle,REAL,ciem,UNIQUE,,Detects deletion of audit rules or Events service config changes.
oci.events.audit.disable_vulnerability_scanning,oracle,REAL,ciem,UNIQUE,,Detects disabling of Vulnerability Scanning or removal of Cloud Agent.
oci.events.audit.log_disable,oracle,REAL,ciem,UNIQUE,,Detects disabling of malware alert rules or deletion of Logging groups.
oci.events.audit.rule_deactivation,oracle,REAL,ciem,DUP,oci.events.audit.disable_vulnerability_scanning,Semantically same as rule 2 (disabling Vulnerability Scanning service).
oci.events.chain.agent_stop_and_tag,oracle,REAL,ciem,UNIQUE,,Detects stopping scanning agent and tagging to bypass policies.
oci.events.chain.log_tamper,oracle,REAL,ciem,UNIQUE,,Detects audit log config changes combined with chained tampering.
oci.events.chain.policy_bypass,oracle,REAL,ciem,UNIQUE,,Detects direct IAM policy edits and chained bypass attempts.
oci.events.chain.rule_deactivate,oracle,REAL,ciem,DUP,oci.events.audit.delete_rule,Semantically same as rule 1 (audit config changes & rule deactivation).
oci.events.chain.trail_deletion,oracle,REAL,ciem,UNIQUE,,Detects disabling of Audit config or chained events for trail deletion.
oci.events.rule.enabled,oracle,NONSENSE,config,UNIQUE,,Rule description is incomplete/partial and not verifiable.
oci.functions.activity_log.dynamic_group_edit,oracle,REAL,ciem,DUP,oci.functions.audit.policy_update,Same intent as rule 3 (policy/dynamic group updates).
oci.functions.audit.create_function,oracle,REAL,ciem,UNIQUE,,Tracks creation/updates of functions (executable code).
oci.functions.audit.policy_update,oracle,REAL,ciem,UNIQUE,,Detects policy updates granting excessive permissions.
oci.functions.function.dynamic_group_least_privilege,oracle,REAL,config,UNIQUE,,Checks static configuration for least privilege on dynamic groups.
oci.iam.activity_log.api_key,oracle,REAL,ciem,UNIQUE,,Detects emergency API key generation and audit changes during incidents.
oci.iam.audit.admin_bypass,oracle,REAL,ciem,UNIQUE,,Detects audit log retention violations and admin bypass attempts.
oci.iam.audit.policy_assignment_change,oracle,REAL,ciem,DUP,oci.iam.chain.policy_assignment_evasion,Semantically identical to rule 10 (both monitor policy assignment evasion).
oci.iam.audit.policy_attachment_admin,oracle,REAL,ciem,UNIQUE,,Detects admin policy attachments and compartment traversal.
oci.iam.audit.user_auth_after_inactivity,oracle,REAL,ciem,DUP,oci.iam.chain.api_to_console_bypass,Semantically identical to rule 7 (both flag inactive user auth and API-to-console chains).
oci.iam.audit.user_capability,oracle,REAL,ciem,UNIQUE,,Identifies user capability assignments leading to admin privilege.
oci.iam.chain.api_to_console_bypass,oracle,REAL,ciem,UNIQUE,,Flags inactive user auth and chained API-to-console bypass attempts.
oci.iam.chain.credential_theft,oracle,REAL,ciem,UNIQUE,,Flags anomalous access from untrusted locations and credential theft chains.
oci.iam.chain.mfa_bypass,oracle,REAL,ciem,UNIQUE,,Detects audit/IAM modifications that bypass MFA.
oci.iam.chain.policy_assignment_evasion,oracle,REAL,ciem,UNIQUE,,Monitors IAM policy assignment events and evasion chains.
oci.iam.chain.privilege_escalation,oracle,REAL,ciem,UNIQUE,,Identifies audit log changes and chained IAM events for privilege escalation.
oci.iam.password_policy.minimum_length,oracle,REAL,config,UNIQUE,,Checks IAM password policy for minimum length of 14 characters.
oci.iam.policy.custom_permissions,oracle,NONSENSE,config,UNIQUE,,"Rule intent is empty/vague (""refined"")."
oci.iam.policy.deny_maintenance_tools,oracle,REAL,config,UNIQUE,,Checks IAM policies for statements denying maintenance tool usage.
oci.iam.policy.policy_enabled,oracle,NONSENSE,config,UNIQUE,,"Rule intent is empty/vague (""refined"")."
oci.iam.policy.statements.external_principals,oracle,REAL,config,UNIQUE,,Checks for unauthorized external principals in IAM policies.
oci.iam.policy.system_authenticated_non_default,oracle,REAL,config,UNIQUE,,Checks for non-default use of system authenticated principals.
oci.iam.policy.temporary_token_expiry,oracle,REAL,config,UNIQUE,,Checks for temporary token expiry settings.
oci.iam.policy.wildcard_action,oracle,REAL,config,UNIQUE,,Checks for wildcard actions in IAM policies.
oci.iam.role.kms_enforce_separation_of_duties,oracle,REAL,config,UNIQUE,,Checks KMS role separation of duties.
oci.iam.role.least_privilege,oracle,REAL,config,UNIQUE,,Checks roles for least privilege.
oci.iam.role.sa_enforce_separation_of_duties,oracle,REAL,config,UNIQUE,,Checks service account role separation of duties.
oci.iam.service_account_token_volume_projection,oracle,REAL,config,UNIQUE,,Checks service account token volume projection.
oci.iam.user.allow_customer_secret_keys,oracle,REAL,config,UNIQUE,,Checks for disallowed customer secret key creation.
oci.iam.user.anonymous_auth_disabled,oracle,REAL,config,UNIQUE,,Checks that anonymous authentication is disabled.
oci.iam.user.last_successful_login,oracle,REAL,config,UNIQUE,,Checks user last successful login timestamps.
oci.iam.user.name,oracle,REAL,config,UNIQUE,,Checks for unique IAM user names.
oci.iam.user.security_key_enforcement,oracle,REAL,config,UNIQUE,,Checks for security key enforcement.
oci.iam.user.service_account_default_check,oracle,REAL,config,UNIQUE,,Checks service accounts for default configurations.
oci.identity.audit.api_key_creation,oracle,REAL,ciem,UNIQUE,,Detects API key creation for privileged users and subsequent compute actions.
oci.identity.audit.api_key_upload,oracle,REAL,ciem,UNIQUE,,Detects API key upload and policy changes that reduce logging.
oci.identity.audit.auth_failure_burst,oracle,REAL,ciem,UNIQUE,,Flags bursts of authentication failures from a source.
oci.identity.audit.auth_policy_change,oracle,REAL,ciem,UNIQUE,,Detects auth policy weakening and persistent sessions evading logging.
oci.identity.audit.policy_attachment_admin,oracle,REAL,ciem,UNIQUE,,Identifies dynamic group and admin policy attachment changes.
oci.identity.audit.policy_bypass,oracle,NONSENSE,ciem,UNIQUE,,"Vague ""multi-step defense evasion chains"" not a verifiable, specific check."
oci.identity.audit.policy_delete,oracle,REAL,ciem,UNIQUE,,Detects IAM policy deletion and chained actions to disable/delete audit.
oci.identity.audit.policy_modification,oracle,REAL,ciem,UNIQUE,,Detects compartment deletion and critical IAM policy modifications.
oci.identity.audit.replay_attempt,oracle,REAL,ciem,UNIQUE,,Detects replay attempts and suspicious authentication patterns.
oci.identity.audit.update_customer_secret_key,oracle,REAL,ciem,UNIQUE,,Detects audit log compromise chained with sensitive credential updates.
oci.identity.audit.user_capability_change,oracle,REAL,ciem,UNIQUE,,Detects audit config changes paired with user privilege escalation.
oci.identity.audit.user_capability_reactivation,oracle,REAL,ciem,UNIQUE,,Detects user capability reactivation and chained compartment actions.
oci.identity.audit.user_creation,oracle,REAL,ciem,UNIQUE,,Identifies creation of non-federated external users added to privileged groups.
oci.identity.audit.user_group_change,oracle,REAL,ciem,UNIQUE,,Monitors admin group membership changes and high-risk admin action chains.
oci.identity.chain.admin_escalation,oracle,NONSENSE,ciem,UNIQUE,,"Vague ""chained actions leading to administrative privilege"" not a specific, verifiable check."
oci.identity.chain.admin_session_sequence,oracle,REAL,ciem,UNIQUE,,Detects chained admin session and high-privilege policy modifications.
oci.identity.chain.compartment_bypass,oracle,REAL,ciem,UNIQUE,,Detects chained actions for compartment bypass via key/audit deletion.
oci.identity.chain.defense_evasion,oracle,REAL,ciem,UNIQUE,,Detects chained audit changes and user privilege elevation.
oci.identity.chain.group_policy_modify,oracle,REAL,ciem,UNIQUE,,Detects creation of external users added to privileged groups.
oci.identity.chain.privilege_escalation,oracle,REAL,ciem,DUP,oci.identity.chain.defense_evasion,Semantically same as rule 3 (audit changes + privilege escalation chain).
oci.identity.anonymous_auth_disabled,oracle,REAL,config,UNIQUE,,Checks if anonymous authentication is disabled.
oci.identity.dynamic_group.token_rules,oracle,REAL,config,UNIQUE,,Checks dynamic group token rules configuration.
oci.identity.group.restrict_user_access_features,oracle,REAL,config,UNIQUE,,Checks group restrictions on user access features.
oci.identity.namespace.default_not_used,oracle,REAL,config,UNIQUE,,Checks that default namespace is not used.
oci.identity.password_policy.hide_feedback,oracle,REAL,config,UNIQUE,,Checks password policy hides feedback.
oci.identity.policy.change_control,oracle,REAL,config,UNIQUE,,Checks policy change control mechanisms.
oci.identity.policy.condition,oracle,REAL,config,UNIQUE,,Checks use of policy conditions.
oci.identity.policy.condition_ip,oracle,REAL,config,UNIQUE,,Checks use of IP-based policy conditions.
oci.identity.policy.deny_maintenance_tools,oracle,REAL,config,UNIQUE,,Checks policies deny maintenance tools.
oci.identity.policy.policy_conditions_used,oracle,REAL,config,UNIQUE,,Checks that policy conditions are used.
oci.identity.policy.statement,oracle,REAL,config,UNIQUE,,Checks IAM policy statement content (refined rule).
oci.identity.policy.statements.external_entities,oracle,REAL,config,UNIQUE,,Checks for external entities in IAM policy statements.
oci.identity.policy.token_actions,oracle,REAL,config,UNIQUE,,Checks IAM policy for token-related actions (refined rule).
oci.identity.security.contact_information_configured,oracle,REAL,config,UNIQUE,,Checks if security contact information is configured.
oci.identity.securityaudit.role_created,oracle,REAL,config,UNIQUE,,Checks for creation of a security audit role (SoD).
oci.identity.support.role_created,oracle,REAL,config,UNIQUE,,Checks for creation of a support role (data protection design).
oci.identity.user.account_management_enabled,oracle,REAL,config,UNIQUE,,Checks if user account management is enabled.
oci.identity.user.client_certificate.disabled,oracle,REAL,config,UNIQUE,,Checks if client certificates for users are disabled.
oci.identity.user.inactive_disable,oracle,REAL,config,UNIQUE,,Checks for disabling inactive users (partial rule).
oci.identity.user.namespace,oracle,REAL,config,UNIQUE,,Checks user namespace configuration (refined rule).
oci.identity.user.password_policy.enforce_change,oracle,REAL,config,UNIQUE,,Checks password policy for enforced change (partial rule).
oci.identity.user.service_account_default_check,oracle,REAL,config,UNIQUE,,Checks service account defaults.
oci.identity.user_settings.password_reset_notification_enabled,oracle,REAL,config,UNIQUE,,Checks if password reset notifications are enabled.
oci.loadbalancer.chain.ssl_cipher_update_and_listener_modify,oracle,REAL,ciem,UNIQUE,,"Detects chained actions modifying SSL ciphers and listeners, a specific behavioral pattern."
oci.loadbalancer.listeners.tls_version,oracle,REAL,config,UNIQUE,,"Checks TLS version configuration on listeners, a static security posture check."
oci.logging.chain.log_group_deletion,oracle,REAL,ciem,UNIQUE,,"Detects disabling of malware alert rules or deletion of log groups, a specific event."
oci.logging.log_group.retention_duration,oracle,REAL,config,UNIQUE,,Checks static configuration of log group retention periods for compliance.
oci.logging.sink.created,oracle,NONSENSE,config,UNIQUE,,"Rule description is a truncated, nonsensical compliance fragment with no clear check."
oci.network.activity_log.update_seclist,oracle,REAL,ciem,UNIQUE,,"Detects deactivation of scans or security list modifications, specific event."
oci.network.audit.update_security_list,oracle,REAL,ciem,UNIQUE,,"Detects security list modifications for plaintext protocols, different specific event."
oci.network.security_list.restrict_default,oracle,REAL,config,UNIQUE,,Checks static configuration to restrict default security lists.
oci.network.vpn_connection.configuration,oracle,NONSENSE,config,UNIQUE,,"Rule name is ""PARTIAL"" and description is incomplete/tautological."
oci.objectstorage.audit.delete_bucket,oracle,REAL,ciem,UNIQUE,,Detects bucket deletion events as potential disposal.
oci.objectstorage.chain.log_alteration,oracle,REAL,ciem,UNIQUE,,Detects changes to audit config or object deletions that could indicate log alteration.
oci.objectstorage.chain.log_deletion,oracle,REAL,ciem,DUP,oci.objectstorage.chain.log_alteration,Semantically same as rule 2 (detecting log tampering via config change and deletion).
oci.objectstorage.bucket.cross.tenancy.replication.disabled,oracle,REAL,config,UNIQUE,,"Checks if cross-tenancy replication is disabled, a specific bucket configuration."
oci.objectstorage.bucket.namespace,oracle,NONSENSE,config,UNIQUE,,"Rule name ""namespace"" is vague/tautological; intent is not a verifiable security check."
oci.objectstorage.bucket.tls_version,oracle,REAL,config,UNIQUE,,"Checks bucket TLS version requirement, a specific encryption-in-transit config."
oci.objectstorage.buckets.https_only,oracle,REAL,config,UNIQUE,,"Checks if buckets require HTTPS, a specific encryption-in-transit config."
oci.objectstorage.presigned.stored.policy,oracle,REAL,config,UNIQUE,,"Checks for presigned URL stored policies, a specific bucket access configuration."
oci.osmanagement.audit.software_install,oracle,REAL,ciem,UNIQUE,,Observes instance launches and software installs for compliance.
oci.osmanagement.audit.software_management,oracle,REAL,ciem,UNIQUE,,Identifies import of custom boot volumes or unapproved software updates.
oci.osmanagement.chain.auditd_disable,oracle,REAL,ciem,UNIQUE,,Detects auditd process termination or commands that disable auditing.
oci.osmanagement.chain.patch_bypass,oracle,REAL,ciem,UNIQUE,,Detects patch management overrides or command chains bypassing patching.
oci.vulnerability_scanning.audit.disable_scan,oracle,REAL,ciem,UNIQUE,,Detects deactivation of scans or security modifications.
oci.vulnerability_scanning.chain.agent_tamper,oracle,REAL,ciem,UNIQUE,,Detects agent tampering or removal.
oci.vulnerability_scanning.chain.config_change,oracle,REAL,ciem,UNIQUE,,Detects Cloud Guard disable or config changes.
oci.vulnerability_scanning.host_scan_target.enabled,oracle,REAL,config,UNIQUE,,Checks if host scan target is enabled (refined config).
oci.vulnerabilityscanning.activity_log.host_scan_disable,oracle,REAL,ciem,UNIQUE,,Detects disabling of host scans or deactivation of Event (specific action)
oci.vulnerabilityscanning.audit.disable_scan,oracle,REAL,ciem,DUP,oci.vulnerabilityscanning.activity_log.host_scan_disable,Both detect disabling of scans; rule 1 is more specific to host scans
alicloud.cms.alarm.contact_groups,alicloud,REAL,config,UNIQUE,,Checks CloudMonitor alarms have notification contact groups configured for security events.
alicloud.cms.event_rule.contact_group_configured,alicloud,REAL,config,DUP,alicloud.cms.alarm.contact_groups,Refined version of rule 1; both check contact group configuration for CMS alarms/events.
alicloud.iam.role.kms_enforce_separation_of_duties,alicloud,REAL,config,UNIQUE,,Checks role-based KMS access separation of duties.
alicloud.iam.role.least_privilege,alicloud,REAL,config,UNIQUE,,Checks role adheres to least privilege principle.
alicloud.iam.role.sa_enforce_separation_of_duties,alicloud,REAL,config,UNIQUE,,Checks role-based service account access separation of duties.
alicloud.iam.user.last_login_time,alicloud,REAL,config,UNIQUE,,Checks user console login recency.
alicloud.kms.cmk.not_multi_region,alicloud,REAL,config,UNIQUE,,"Checks if CMK is multi-region, a specific key property."
alicloud.kms.cmk.rotation_enabled,alicloud,REAL,config,DUP,alicloud.kms.key.automatic_rotation,Checks key rotation enabled; same intent as rule 3.
alicloud.kms.key.automatic_rotation,alicloud,REAL,config,UNIQUE,,Checks automatic key rotation policy is enabled.
alicloud.kms.key.key_manager,alicloud,REAL,config,UNIQUE,,Checks for an authorized key manager (RAM user/role).
alicloud.kms.key.not_publicly_accessible,alicloud,REAL,config,UNIQUE,,Checks key is not publicly accessible (data leakage prevention).
alicloud.kms.kms.key_expiration_set,alicloud,REAL,config,UNIQUE,,Checks key expiration date is set (cryptographic management).
alicloud.kms.secret.permissions,alicloud,NONSENSE,config,UNIQUE,,"Vague/empty intent (""permissions"" with ""refined"" is not a verifiable check)."
alicloud.network.bastion.host_exists,alicloud,REAL,config,UNIQUE,,Bastion host existence check for secure access.
alicloud.network.watcher.enabled,alicloud,REAL,config,UNIQUE,,Network watcher service enabled for monitoring.
alicloud.postgresql.flexible.server_log_checkpoints_on,alicloud,REAL,config,UNIQUE,,Checks if PostgreSQL server logs checkpoints (a specific logging feature).
alicloud.postgresql.flexible.server_log_retention_days_greater_3,alicloud,REAL,config,UNIQUE,,Checks if PostgreSQL server log retention is >3 days (a different configuration).
alicloud.sqlserver.microsoft.defender_enabled,alicloud,REAL,config,UNIQUE,,"Checks if Microsoft Defender for SQL Server is enabled, a specific security feature."
alicloud.sqlserver.tde.encrypted_with_cmk,alicloud,REAL,config,UNIQUE,,"Checks if TDE uses a customer-managed key (CMK), a stricter control than just enabling TDE."
alicloud.sqlserver.tde.encryption_enabled,alicloud,REAL,config,DUP,alicloud.sqlserver.tde.encrypted_with_cmk,"Checks if TDE is enabled, a broader prerequisite already implied by the more specific rule 2."
alicloud.storage.blob.public_access_level_is_disabled,alicloud,REAL,config,UNIQUE,,Valid check for disabling public blob access in OSS.
alicloud.storage.ensure.alicloud_services_are_trusted_to_access_is_enabled,alicloud,NONSENSE,config,UNIQUE,,"Vague intent; ""trusted services"" is not a standard Alibaba OSS control."
alicloud.storage.ensure.soft_delete_is_enabled,alicloud,REAL,config,UNIQUE,,Valid check for enabling soft delete (backup/retention) in storage.
alicloud.tablestore.encryption.enabled,alicloud,REAL,config,UNIQUE,,"Checks if data encryption is enabled for Tablestore, a specific security control."
alicloud.tablestore.pitr.enabled,alicloud,REAL,config,UNIQUE,,"Checks if point-in-time recovery (backup) is enabled, a different data protection control."
alicloud.wafv2.web.acl_logging_enabled,alicloud,REAL,config,UNIQUE,,Checks if WAF web ACL logging is enabled.
alicloud.wafv2.webacl.rule_logging_enabled,alicloud,REAL,config,DUP,alicloud.wafv2.web.acl_logging_enabled,"Checks same logging intent as rule 1, just a different rule name."
aws.backup.backup_plan.backup_rule_configuration,aws,REAL,config,UNIQUE,,Checks for existence of a backup rule configuration.
aws.backup.recovery_point_encryption.state,aws,REAL,config,DUP,aws.backup.recovery_points.encryption,Both check recovery point encryption; rule 3 is more specific (CMK).
aws.backup.recovery_points.encryption,aws,REAL,config,UNIQUE,,Checks encryption with a customer-managed key (CMK).
aws.backup.recovery_points.minimum_count,aws,REAL,config,UNIQUE,,Checks for a minimum count of recovery points.
aws.backup.recovery_vault.backup_plan,aws,REAL,config,UNIQUE,,Checks for a backup plan for a specific service context.
