rule_id,csp,service,type,action,frameworks,framework_count,control_count,mapped_controls,suggested_intent
k8s.admission.chain.disable_opa_policies,k8s,admission,chain,disable_opa_policies,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(7),Detect RBAC escalations to modify malware scanning DaemonSets or chained attempts to disable OPA/Gatekeeper policies for malware protection.
k8s.admission.chain.privilege_escalation,k8s,admission,chain,privilege_escalation,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(2),Detect pods disabling securityContext or chaining privilege escalation admissions to bypass security policies
k8s.api.chain.audit_policy_evasion,k8s,api,chain,audit_policy_evasion,CIS,1,1,CIS/2.1.2,"Detect audit policy configMap deletions or webhook endpoint failures, and chained role-binding or admission controller changes to disable Kubernetes audit logging."
k8s.api.chain.proxy_to_pod,k8s,api,chain,proxy_to_pod,NIST_800_171,1,1,NIST_800_171/3.1.15,Detect creation of pods with privileged execution and chained access via kubectl proxy to execute remote commands.
k8s.apiserver.audit.authentication_failure_chain,k8s,apiserver,audit,authentication_failure_chain,NIST_800_171,1,1,NIST_800_171/3.1.8,Identify patterns of consecutive failed authentication requests to the Kubernetes API server.
k8s.apiserver.audit.exec_session_anomaly,k8s,apiserver,audit,exec_session_anomaly,NIST_800_171,1,1,NIST_800_171/3.1.10,Detect anomalous long-running or unattended exec sessions into pods evading session controls.
k8s.apiserver.audit.log_policy,k8s,apiserver,audit,log_policy,CIS,1,1,CIS/3.1.13,Detect kube-apiserver audit policy/log size changes and multi-step attempts to disable audit mechanisms
k8s.apiserver.chain.escalation_pattern,k8s,apiserver,chain,escalation_pattern,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(1),Monitor ClusterRoleBinding creations and multi-step patterns for privilege escalation in Kubernetes.
k8s.apiserver.chain.log_evasion,k8s,apiserver,chain,log_evasion,CANADA_PBMM,1,1,CANADA_PBMM/AU-9(2),"Detect modifications to audit policy ConfigMaps or apiserver arguments (e.g., --audit-log-path) that disable or divert Kubernetes audit logs."
k8s.apiserver.chain.privileged_scc_modify,k8s,apiserver,chain,privileged_scc_modify,CIS,1,1,CIS/5.2.10,Detect bindings to cluster-admin/clusterroles and sequences modifying privileged SecurityContextConstraints.
k8s.audit.activity_log.audit_policy_edit,k8s,audit,activity_log,audit_policy_edit,CIS,1,1,CIS/3.2.2,Detect modifications to Kubernetes audit policy or webhook configurations and sequences that may indicate evasion of logging controls.
k8s.audit.activity_log.audit_policy_override,k8s,audit,activity_log,audit_policy_override,CIS,1,1,CIS/1.2.22,Detect overrides of audit policy maxBackup or log backend and chained tampering with audit log mechanisms.
k8s.audit.activity_log.disabled,k8s,audit,activity_log,disabled,CIS,1,1,CIS/2.1.2,"Detect audit policy configMap deletions or webhook endpoint failures, and chained role-binding or admission controller changes to disable Kubernetes audit logging."
k8s.audit.activity_log.policy_alter,k8s,audit,activity_log,policy_alter,CIS,1,1,CIS/1.2.20,Detect audit policy ConfigMap changes and API server flag/chain attempts to disable audit logging.
k8s.audit.activity_log.policy_change,k8s,audit,activity_log,policy_change,CIS,1,1,CIS/1.2.21,"Detect audit policy or log retention argument modifications, and chained tampering with audit webhook configurations."
k8s.audit.activity_log.policy_modified,k8s,audit,activity_log,policy_modified,CIS,1,1,CIS/1.2.23,Detect changes to audit policy max file size/rotation and sequences of policy deletion followed by high-risk pod/role creation.
k8s.audit.activity_log.privileged_pod_chain,k8s,audit,activity_log,privileged_pod_chain,PCI_DSS,1,1,PCI_DSS/10.4.2.1,Detect multi-step attack chains involving privileged pod creation and subsequent lateral movement within Kubernetes clusters.
k8s.audit.activity_log.psp_deletion,k8s,audit,activity_log,psp_deletion,PCI_DSS,1,1,PCI_DSS/10.7.1,Detect deletion or modification of Pod Security Policies/Admission Webhooks and chained events where privileged pods are created after security controls are disabled.
k8s.audit.activity_log.secret_access,k8s,audit,activity_log,secret_access,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(20),Detect multi-step pod/role privilege escalation and anomalous secret access patterns.
k8s.audit.activity_log.suppression,k8s,audit,activity_log,suppression,NIST_800_171,1,1,NIST_800_171/3.3.6,Detect audit policy modifications to drop events and chained RBAC creations to bypass log collection
k8s.audit.audit.disable,k8s,audit,audit,disable,CANADA_PBMM,1,1,CANADA_PBMM/IR-7(2),"Detect disabling of Kubernetes audit logs or RBAC binding chains that grant excessive privileges, hindering cluster incident response"
k8s.audit.audit.policy_change,k8s,audit,audit,policy_change,CANADA_PBMM,1,1,CANADA_PBMM/AU-9(2),"Detect modifications to audit policy ConfigMaps or apiserver arguments (e.g., --audit-log-path) that disable or divert Kubernetes audit logs."
k8s.audit.audit.webhook_delete,k8s,audit,audit,webhook_delete,CANADA_PBMM,1,1,CANADA_PBMM/IR-3(2),"Detect deletion of audit webhook configurations or chained RBAC changes to remove audit-related bindings, disrupting incident logging."
k8s.audit.audit.webhook_disable,k8s,audit,audit,webhook_disable,PCI_DSS,1,1,PCI_DSS/10.6.1,"Detect multi-step patterns to disable NTP on cluster nodes or disable audit webhooks, undermining time synchronization for event correlation."
k8s.audit.audit_policy_change,k8s,audit,audit_policy_change,,CANADA_PBMM,1,1,CANADA_PBMM/AU-2(3),"Detect modifications to the audit policy or webhook configuration, and chain of secret access, pod exec, and log deletion events."
k8s.audit.chain.admission_webhook_delete__then__pod_creation,k8s,audit,chain,admission_webhook_delete__then__pod_creation,CIS,1,1,CIS/4.15,Detect deletion of validating/mutating webhooks followed by pod creation as a potential evasion to bypass security policy alerts.
k8s.audit.chain.config_change,k8s,audit,chain,config_change,NIST_800_171,1,1,NIST_800_171/3.4.3,"Detect multi-step chains involving cluster configuration changes (e.g., RBAC modifications followed by secret access) to identify unauthorized system alterations."
k8s.audit.chain.configmap_sensitive_access,k8s,audit,chain,configmap_sensitive_access,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(4),"Detect binding to a high-privilege ClusterRole followed by access to sensitive ConfigMaps, indicating lateral movement and data exfiltration steps."
k8s.audit.chain.configmap_then_webhook,k8s,audit,chain,configmap_then_webhook,CIS,1,1,CIS/2.2.1,"Detect chained modifications to audit policy ConfigMaps followed by webhook endpoint changes, indicating evasion."
k8s.audit.chain.delete_logs,k8s,audit,chain,delete_logs,CANADA_PBMM,1,1,CANADA_PBMM/IR-4(3),Detect creation of overly permissive ClusterRoles followed by audit log deletion to disrupt incident handling.
k8s.audit.chain.disable_audit_logging,k8s,audit,chain,disable_audit_logging,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(16),Detect creation of overly permissive ClusterRoles followed by attempts to disable Kubernetes audit logging mechanisms
k8s.audit.chain.escalation,k8s,audit,chain,escalation,CIS,1,1,CIS/2.4,Detect RoleBinding/ClusterRoleBinding changes and chained events for potential privilege escalation
k8s.audit.chain.log_deletion_with_breach,k8s,audit,chain,log_deletion_with_breach,CANADA_PBMM,1,1,CANADA_PBMM/IR-6(1),Detect RBAC privilege escalation and subsequent audit log deletion to conceal security incidents
k8s.audit.chain.log_manipulation,k8s,audit,chain,log_manipulation,CANADA_PBMM,1,1,CANADA_PBMM/IR-4(1),Detect RBAC privilege escalation attempts followed by audit log manipulation in Kubernetes
k8s.audit.chain.log_suppression,k8s,audit,chain,log_suppression,CANADA_PBMM,1,1,CANADA_PBMM/AU-7(1),"Detect cluster audit policy modifications or log backend tampering (e.g., fluentd) followed by privileged pod/role creation to evade logging."
k8s.audit.chain.policy_delete_pod,k8s,audit,chain,policy_delete_pod,CANADA_PBMM,1,1,CANADA_PBMM/AU-3(1),Detect chained deletion of audit policy followed by privileged pod execution that could bypass audit logging
k8s.audit.chain.policy_deletion_evasion,k8s,audit,chain,policy_deletion_evasion,CIS,1,1,CIS/1.2.23,Detect changes to audit policy max file size/rotation and sequences of policy deletion followed by high-risk pod/role creation.
k8s.audit.chain.privileged_pod,k8s,audit,chain,privileged_pod,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(5),Detect RoleBinding/ClusterRoleBinding creations and chains of actions leading to privileged pod execution for unauthorized privilege escalation.
k8s.audit.chain.privileged_pod_exec,k8s,audit,chain,privileged_pod_exec,CANADA_PBMM,1,1,CANADA_PBMM/IA-2(1),Detect chained pattern: privileged pod creation followed by exec into pod from external network
k8s.audit.chain.privileged_pod_logs,k8s,audit,chain,privileged_pod_logs,NIST_800_171,1,1,NIST_800_171/3.12.3,Detect creation of overly permissive ClusterRoleBindings and chained execution of privileged pods to access or disable logging.
k8s.audit.chain.privileged_pod_logs_delete,k8s,audit,chain,privileged_pod_logs_delete,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(5),Detect creation of privileged pods followed by log deletion events
k8s.audit.chain.proxy_evasion,k8s,audit,chain,proxy_evasion,CANADA_PBMM,1,1,CANADA_PBMM/CA-7(1),Detect binding to a high-privilege ClusterRole and use of kubectl proxy to bypass audit logging.
k8s.audit.chain.r_b_a_c_delete_pod_logs,k8s,audit,chain,r_b_a_c_delete_pod_logs,NIST_800_171,1,1,NIST_800_171/3.6.3,"Detect RBAC role deletions or modifications that remove pod log access, hindering incident investigation."
k8s.audit.chain.replay_credential_use,k8s,audit,chain,replay_credential_use,NIST_800_171,1,1,NIST_800_171/3.5.4,Detect behavioral chains of credential reuse across pods/nodes indicating potential replay attacks in audit logs.
k8s.audit.chain.resource_deletion_evasion,k8s,audit,chain,resource_deletion_evasion,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(23),Detect suspicious ClusterRoleBinding for privilege escalation and chained deletion of audit/logging resources.
k8s.audit.chain.rolebind_priv_esc_then_delete_events,k8s,audit,chain,rolebind_priv_esc_then_delete_events,SOC2,1,1,SOC2/P6.6,Detect privilege escalation via RoleBinding followed by event deletion to obstruct incident reporting
k8s.audit.chain.rolebinding_impersonate,k8s,audit,chain,rolebinding_impersonate,NIST_800_171,1,1,NIST_800_171/3.12.2,Detect deletion of ClusterRole resources that define permissions and chained impersonation attempts to bypass RBAC during vulnerability mitigation.
k8s.audit.chain.secret_access_then_audit_policy_patch,k8s,audit,chain,secret_access_then_audit_policy_patch,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(2),Detect cluster secret access followed by audit policy modification to suppress logs
k8s.audit.chain.serviceaccount_privilege_escalation,k8s,audit,chain,serviceaccount_privilege_escalation,PCI_DSS,1,1,PCI_DSS/7.2.4,Detect RoleBinding creation/modification post-access review and chained service account privilege escalation to bypass review controls
k8s.audit.chain.serviceaccount_token_escalation,k8s,audit,chain,serviceaccount_token_escalation,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(10),Identify high-privilege ClusterRoleBinding creations and multi-step chains using ServiceAccount tokens for privilege escalation.
k8s.audit.chain.serviceaccount_token_mount,k8s,audit,chain,serviceaccount_token_mount,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(9),<detect ClusterRoleBinding creations and ServiceAccount token mounts for privilege escalation>
k8s.audit.logging.disable,k8s,audit,logging,disable,NIST_800_171,1,1,NIST_800_171/3.3.9,"Detect modifications to audit policy or webhook configurations, and RBAC changes to control audit logging."
k8s.audit.privileged_pod_create,k8s,audit,privileged_pod_create,,CIS,1,1,CIS/2.1.1,Detect direct privileged pod creation and chained events leading to privilege escalation
k8s.audit_log.activity_log.cluster_admin_evasion,k8s,audit_log,activity_log,cluster_admin_evasion,PCI_DSS,1,1,PCI_DSS/10.2.2,Identify cluster-admin audit evasion and RBAC persistence chain patterns
k8s.chain.defense_evasion,k8s,chain,defense_evasion,,CANADA_PBMM,1,1,CANADA_PBMM/AU-2(3),"Detect modifications to the audit policy or webhook configuration, and chain of secret access, pod exec, and log deletion events."
k8s.chain.pod_privilege_escape,k8s,chain,pod_privilege_escape,,PCI_DSS,1,1,PCI_DSS/10.7.1,Detect deletion or modification of Pod Security Policies/Admission Webhooks and chained events where privileged pods are created after security controls are disabled.
k8s.chain.privilege_escalation_init,k8s,chain,privilege_escalation_init,,CIS,1,1,CIS/2.1.1,Detect direct privileged pod creation and chained events leading to privilege escalation
k8s.container.audit.auditd_mount_tamper,k8s,container,audit,auditd_mount_tamper,CIS,1,1,CIS/5.7.2,Detect container auditd socket mount tampering and DaemonSet deployments that bypass host audit logging
k8s.container.chain.image_pull_exec,k8s,container,chain,image_pull_exec,NIST_800_171,1,1,NIST_800_171/3.7.4,Detect multi-step pattern of pulling untrusted container images followed by privileged pod execution for diagnostic/testing purposes.
k8s.daemonset.chain.auditd_bypass,k8s,daemonset,chain,auditd_bypass,CIS,1,1,CIS/5.7.2,Detect container auditd socket mount tampering and DaemonSet deployments that bypass host audit logging
k8s.daemonset.chain.patch_evasion,k8s,daemonset,chain,patch_evasion,CIS,1,1,CIS/10.7,"Identify node-level patch tampering (e.g., kubelet config changes) or DaemonSet deployments that disable or evade node updates."
k8s.falco.audit.disable,k8s,falco,audit,disable,PCI_DSS,1,1,PCI_DSS/5.3.4,Detect disabling of Falco runtime malware detection audit logs or tampering with Fluentd log forwarding to evade anti-malware audit retention.
k8s.fluentd.chain.log_evasion,k8s,fluentd,chain,log_evasion,PCI_DSS,1,1,PCI_DSS/5.3.4,Detect disabling of Falco runtime malware detection audit logs or tampering with Fluentd log forwarding to evade anti-malware audit retention.
k8s.jobs.audit.create,k8s,jobs,audit,create,NIST_800_171,1,1,NIST_800_171/3.4.8,Monitor Pod and Job creation events to control containerized software execution via deny-by-exception or permit-by-exception.
k8s.kubernetes.audit.privileged_container_create,k8s,kubernetes,audit,privileged_container_create,CIS,1,1,CIS/5.2.1,Monitor K8s audit logs for privileged containers and escalation patterns
k8s.kubernetes.chain.privileged_escalation,k8s,kubernetes,chain,privileged_escalation,CIS,1,1,CIS/5.2.1,Monitor K8s audit logs for privileged containers and escalation patterns
k8s.network.activity_log.update_network_policy,k8s,network,activity_log,update_network_policy,CANADA_PBMM,1,1,CANADA_PBMM/RA-5(5),Detect RBAC role modifications that remove permissions for vulnerability scanning pods or network policy changes that block scanner traffic.
k8s.network.chain.block_scanner,k8s,network,chain,block_scanner,CANADA_PBMM,1,1,CANADA_PBMM/RA-5(2),Detect RBAC privilege escalation to disable admission controllers or network policies that block vulnerability scanner pods.
k8s.network.chain.block_scanner_pod,k8s,network,chain,block_scanner_pod,CANADA_PBMM,1,1,CANADA_PBMM/RA-5(3),Detect RBAC role modifications to deny vulnerability scanner service accounts or network policy chains that isolate scanner pods.
k8s.network.chain.block_scanner_pods,k8s,network,chain,block_scanner_pods,CANADA_PBMM,1,1,CANADA_PBMM/RA-5(8),Detect RBAC role modifications that remove scanning permissions or network policy chains that isolate pods from vulnerability scanners.
k8s.network.chain.modify_network_policy,k8s,network,chain,modify_network_policy,CANADA_PBMM,1,1,CANADA_PBMM/RA-5(6),Detect creation of overly permissive ClusterRoles or chained modifications to Network Policies that could block scanning pods.
k8s.network.chain.network_policy_delete,k8s,network,chain,network_policy_delete,CANADA_PBMM,1,1,CANADA_PBMM/RA-5(1),Detect modifications to RBAC roles that grant excessive permissions and chained deletion of network policies to weaken cluster security controls.
k8s.network.chain.voip_pod_deployment,k8s,network,chain,voip_pod_deployment,NIST_800_171,1,1,NIST_800_171/3.13.14,Detect multi-step VoIP deployment pattern: privileged pod creation with hostNetwork and VoIP port exposure
k8s.networking.audit.modify_network_policy,k8s,networking,audit,modify_network_policy,CIS,1,1,CIS/10.3,Detect network policy changes allowing unencrypted ingress and chained deletion of TLS secrets followed by Ingress updates to disable HTTPS.
k8s.node.audit.patch_tamper,k8s,node,audit,patch_tamper,CIS,1,1,CIS/10.7,"Identify node-level patch tampering (e.g., kubelet config changes) or DaemonSet deployments that disable or evade node updates."
k8s.node.chain.time_ntp_disable,k8s,node,chain,time_ntp_disable,PCI_DSS,1,1,PCI_DSS/10.6.1,"Detect multi-step patterns to disable NTP on cluster nodes or disable audit webhooks, undermining time synchronization for event correlation."
k8s.node.chain.time_sync_tamper,k8s,node,chain,time_sync_tamper,NIST_800_171,1,1,NIST_800_171/3.3.7,"Detect multi-step patterns of tampering with time synchronization (e.g., modifying node NTP daemonsets, altering time-related kernel parameters) to compromise audit timestamps."
k8s.pod.audit.disable_security_context,k8s,pod,audit,disable_security_context,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(2),Detect pods disabling securityContext or chaining privilege escalation admissions to bypass security policies
k8s.pods.audit.create,k8s,pods,audit,create,NIST_800_171,1,1,NIST_800_171/3.4.8,Monitor Pod and Job creation events to control containerized software execution via deny-by-exception or permit-by-exception.
k8s.rbac.audit.clusterrole_bind,k8s,rbac,audit,clusterrole_bind,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(4),"Detect binding to a high-privilege ClusterRole followed by access to sensitive ConfigMaps, indicating lateral movement and data exfiltration steps."
k8s.rbac.audit.clusterrole_escalation,k8s,rbac,audit,clusterrole_escalation,CANADA_PBMM,1,1,CANADA_PBMM/CA-7(1),Detect binding to a high-privilege ClusterRole and use of kubectl proxy to bypass audit logging.
k8s.rbac.audit.clusterrolebinding_escalation,k8s,rbac,audit,clusterrolebinding_escalation,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(23),Detect suspicious ClusterRoleBinding for privilege escalation and chained deletion of audit/logging resources.
k8s.rbac.audit.create_clusterrolebinding,k8s,rbac,audit,create_clusterrolebinding,NIST_800_171,1,1,NIST_800_171/3.12.3,Detect creation of overly permissive ClusterRoleBindings and chained execution of privileged pods to access or disable logging.
k8s.rbac.audit.delete_clusterrole,k8s,rbac,audit,delete_clusterrole,NIST_800_171,1,1,NIST_800_171/3.12.2,Detect deletion of ClusterRole resources that define permissions and chained impersonation attempts to bypass RBAC during vulnerability mitigation.
k8s.rbac.audit.escalate,k8s,rbac,audit,escalate,CANADA_PBMM,1,1,CANADA_PBMM/RA-5(2),Detect RBAC privilege escalation to disable admission controllers or network policies that block vulnerability scanner pods.
k8s.rbac.audit.escalate_malware_pod,k8s,rbac,audit,escalate_malware_pod,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(1),Detect RBAC escalations to deploy malicious pods or admission controller changes to bypass OPA/Gatekeeper malware policies.
k8s.rbac.audit.escalate_malware_scan,k8s,rbac,audit,escalate_malware_scan,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(7),Detect RBAC escalations to modify malware scanning DaemonSets or chained attempts to disable OPA/Gatekeeper policies for malware protection.
k8s.rbac.audit.privileged_escalation,k8s,rbac,audit,privileged_escalation,CANADA_PBMM,1,1,CANADA_PBMM/IR-6(1),Detect RBAC privilege escalation and subsequent audit log deletion to conceal security incidents
k8s.rbac.audit.privileged_exec,k8s,rbac,audit,privileged_exec,NIST_800_171,1,1,NIST_800_171/3.1.15,Detect creation of pods with privileged execution and chained access via kubectl proxy to execute remote commands.
k8s.rbac.audit.role_modify,k8s,rbac,audit,role_modify,CANADA_PBMM,1,1,CANADA_PBMM/RA-5(1),Detect modifications to RBAC roles that grant excessive permissions and chained deletion of network policies to weaken cluster security controls.
k8s.rbac.audit.rolebinding,k8s,rbac,audit,rolebinding,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(5),Detect RoleBinding/ClusterRoleBinding creations and chains of actions leading to privileged pod execution for unauthorized privilege escalation.
k8s.rbac.audit.rolebinding_after_review,k8s,rbac,audit,rolebinding_after_review,PCI_DSS,1,1,PCI_DSS/7.2.4,Detect RoleBinding creation/modification post-access review and chained service account privilege escalation to bypass review controls
k8s.rbac.audit.rolebinding_change,k8s,rbac,audit,rolebinding_change,CIS,1,1,CIS/2.4,Detect RoleBinding/ClusterRoleBinding changes and chained events for potential privilege escalation
k8s.rbac.audit.rolebinding_create,k8s,rbac,audit,rolebinding_create,CIS,1,1,CIS/5.3.7,Detect RoleBinding creations and multi-step escalation chains bypassing review cycles
k8s.rbac.chain.audit_binding_remove,k8s,rbac,chain,audit_binding_remove,CANADA_PBMM,1,1,CANADA_PBMM/IR-3(2),"Detect deletion of audit webhook configurations or chained RBAC changes to remove audit-related bindings, disrupting incident logging."
k8s.rbac.chain.audit_policy,k8s,rbac,chain,audit_policy,NIST_800_171,1,1,NIST_800_171/3.3.9,"Detect modifications to audit policy or webhook configurations, and RBAC changes to control audit logging."
k8s.rbac.chain.bind_privileged,k8s,rbac,chain,bind_privileged,CANADA_PBMM,1,1,CANADA_PBMM/IR-7(2),"Detect disabling of Kubernetes audit logs or RBAC binding chains that grant excessive privileges, hindering cluster incident response"
k8s.rbac.chain.persistence_pattern,k8s,rbac,chain,persistence_pattern,PCI_DSS,1,1,PCI_DSS/10.2.2,Identify cluster-admin audit evasion and RBAC persistence chain patterns
k8s.rbac.chain.privilege_abuse,k8s,rbac,chain,privilege_abuse,NIST_800_171,1,1,NIST_800_171/3.3.6,Detect audit policy modifications to drop events and chained RBAC creations to bypass log collection
k8s.rbac.chain.rolebinding_escalation,k8s,rbac,chain,rolebinding_escalation,CIS,1,1,CIS/5.3.7,Detect RoleBinding creations and multi-step escalation chains bypassing review cycles
k8s.serviceaccount.audit.clusterrole_binding,k8s,serviceaccount,audit,clusterrole_binding,CIS,1,1,CIS/12.4,Detect high-privilege ClusterRole bindings to service accounts and chained events where such accounts are used to launch privileged pods.
k8s.serviceaccount.chain.privileged_pod,k8s,serviceaccount,chain,privileged_pod,CIS,1,1,CIS/12.4,Detect high-privilege ClusterRole bindings to service accounts and chained events where such accounts are used to launch privileged pods.
k8s.storage.chain.pv_delete_pod_evict,k8s,storage,chain,pv_delete_pod_evict,NIST_800_171,1,1,NIST_800_171/3.8.3,Detect persistent volume deletion followed by pod eviction as a potential multi-step disposal chain without sanitization.
k8s.workload.chain.create_configmap_then_pod,k8s,workload,chain,create_configmap_then_pod,NIST_800_171,1,1,NIST_800_171/3.13.13,Identify multi-step chain where a ConfigMap (holding mobile code) is created and then mounted/executed by a newly created Pod.
kubernetes.ingress.chain.tls_secret_delete_and_update,k8s,ingress,chain,tls_secret_delete_and_update,CIS,1,1,CIS/10.3,Detect network policy changes allowing unencrypted ingress and chained deletion of TLS secrets followed by Ingress updates to disable HTTPS.
oci.announcements.audit.create_broadcast,oracle,announcements,audit,create_broadcast,NIST_800_171,1,1,NIST_800_171/3.13.14,Monitor security list modifications for VoIP protocols and announcement service broadcast creation
oci.audit.activity_log.anomalous_access,oracle,audit,activity_log,anomalous_access,PCI_DSS,1,1,PCI_DSS/10.4.2.1,Flag anomalous access patterns from untrusted locations and credential theft/abuse chains in OCI audit logs.
oci.audit.activity_log.audit_policy_change,oracle,audit,activity_log,audit_policy_change,CIS,1,1,CIS/1.2.22,Detect reduction of audit retention or target changes and chained actions to disable or divert audit trails.
oci.audit.activity_log.compartment_change,oracle,audit,activity_log,compartment_change,NIST_800_171,1,1,NIST_800_171/3.4.3,"Detect compartment modifications (e.g., move, delete) and identity policy changes to log and review system alterations."
oci.audit.activity_log.compartment_delete,oracle,audit,activity_log,compartment_delete,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(23),Detect compartment deletion and critical IAM policy modifications in audit logs.
oci.audit.activity_log.config_modified,oracle,audit,activity_log,config_modified,CIS,1,1,CIS/1.2.23,Detect modifications to Audit service configuration (retention periods) and patterns of disabling audit before privileged actions.
oci.audit.activity_log.configuration_change,oracle,audit,activity_log,configuration_change,NIST_800_171,1,1,NIST_800_171/3.6.3,Monitor for audit configuration changes combined with event rule deactivation that could obscure incidents.
oci.audit.activity_log.dynamic_group_membership_change,oracle,audit,activity_log,dynamic_group_membership_change,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(10),Identify changes to dynamic group memberships and administrative policy attachments that grant excessive permissions.
oci.audit.activity_log.trail_deletion,oracle,audit,activity_log,trail_deletion,CANADA_PBMM,1,1,CANADA_PBMM/AU-9(4),Detect deletion or update of Audit service trails that could compromise audit information protection.
oci.audit.activity_log.update_config,oracle,audit,activity_log,update_config,CIS,1,1,CIS/2.2.1,"Detect modifications to OCI Audit configuration for OKE, including chained config changes followed by log deletion."
oci.audit.activity_log.vault_deletion,oracle,audit,activity_log,vault_deletion,PCI_DSS,1,1,PCI_DSS/10.7.1,"Detect deletion of Vault keys or deletion of audit trails, and chained compartment policy modifications that bypass security controls."
oci.audit.audit.config_disable,oracle,audit,audit,config_disable,CANADA_PBMM,1,1,CANADA_PBMM/IR-3(2),"Detect disabling of Audit service configuration or chained events leading to trail deletion, evading incident logging."
oci.audit.audit.config_update,oracle,audit,audit,config_update,CANADA_PBMM,1,1,CANADA_PBMM/AU-6(3),Detect modification of audit configuration paired with elevation of user privileges.
oci.audit.audit.update,oracle,audit,audit,update,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(7),Detect modifications to Audit service configuration paired with user privilege escalation.
oci.audit.chain.admin_session,oracle,audit,chain,admin_session,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(5),Monitor administrative group membership modifications and chain of high-risk administrative actions for unauthorized privilege changes.
oci.audit.chain.auth_replay_pattern,oracle,audit,chain,auth_replay_pattern,NIST_800_171,1,1,NIST_800_171/3.5.4,Detect replay attempts in identity audit logs and patterns of authentication events suggesting credential replay.
oci.audit.chain.compartment_deletion_log_disable,oracle,audit,chain,compartment_deletion_log_disable,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(5),Detect compartment deletion attempts combined with audit log disabling
oci.audit.chain.compartment_policy_evasion,oracle,audit,chain,compartment_policy_evasion,PCI_DSS,1,1,PCI_DSS/7.2.4,Detect reactivation of user capabilities after review deactivation and chained compartment policy modifications to restore access
oci.audit.chain.config_change_by_new_api_session,oracle,audit,chain,config_change_by_new_api_session,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(4),"Detect a new API key session making critical configuration changes (e.g., to compartments, policies, or audit settings) as a potential compromise indicator."
oci.audit.chain.config_change_then_disable,oracle,audit,chain,config_change_then_disable,SOC2,1,1,SOC2/P6.6,Detect configuration changes followed by audit log disabling to evade incident detection
oci.audit.chain.config_change_then_event_rule_delete,oracle,audit,chain,config_change_then_event_rule_delete,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(2),"Detect configuration change (e.g., network security) followed by audit event rule deletion to hide actions"
oci.audit.chain.config_deletion,oracle,audit,chain,config_deletion,CIS,1,1,CIS/2.3.1,Detect disabling of OCI Audit service or configuration deletion for OKE audit logging
oci.audit.chain.config_tampering_evasion,oracle,audit,chain,config_tampering_evasion,CIS,1,1,CIS/1.2.23,Detect modifications to Audit service configuration (retention periods) and patterns of disabling audit before privileged actions.
oci.audit.chain.config_then_delete,oracle,audit,chain,config_then_delete,CIS,1,1,CIS/2.2.1,"Detect modifications to OCI Audit configuration for OKE, including chained config changes followed by log deletion."
oci.audit.chain.defense_evasion,oracle,audit,chain,defense_evasion,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(20),Identify multi-step defense evasion chains and policy bypass attempts in audit logs.
oci.audit.chain.event_rule_disable,oracle,audit,chain,event_rule_disable,NIST_800_171,1,1,NIST_800_171/3.3.9,"Detect changes to Audit configuration or event rules, and sequences that disable logging collection."
oci.audit.chain.group_membership_change,oracle,audit,chain,group_membership_change,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(9),<detect IAM policy modifications and group membership changes that grant excessive permissions>
oci.audit.chain.log_compromise,oracle,audit,chain,log_compromise,CANADA_PBMM,1,1,CANADA_PBMM/AU-8(1),Flag sequences of audit log API calls that could obscure event timing
oci.audit.chain.log_deletion_after_breach,oracle,audit,chain,log_deletion_after_breach,CANADA_PBMM,1,1,CANADA_PBMM/IR-6(1),Detect API key creation followed by audit log deletion as a multi-step incident concealment
oci.audit.chain.log_destination_tamper,oracle,audit,chain,log_destination_tamper,CIS,1,1,CIS/1.2.22,Detect reduction of audit retention or target changes and chained actions to disable or divert audit trails.
oci.audit.chain.log_export_disable,oracle,audit,chain,log_export_disable,CANADA_PBMM,1,1,CANADA_PBMM/IR-4(1),Detect API key creation for privileged user followed by disabling audit log exports
