control_id,family,cspm_scope,title,aws_checks,aws_match_confidence,azure_checks,azure_match_confidence,gcp_checks,gcp_match_confidence,oracle_checks,oracle_match_confidence,ibm_checks,ibm_match_confidence,alicloud_checks,alicloud_match_confidence,k8s_checks,k8s_match_confidence,aws_ciem_checks,azure_ciem_checks,gcp_ciem_checks,oracle_ciem_checks,ibm_ciem_checks,alicloud_ciem_checks,k8s_ciem_checks
IR-9,IR,partial,(title not in local sources),SKIP: Control ID IR-9 title and intent not provided; cannot map to a specific cloud resource configuration check.,0.00,SKIP: Control ID IR-9 title and intent not provided; cannot map to a specific cloud resource configuration check.,0.00,SKIP: Control ID IR-9 title and intent not provided; cannot map to a specific cloud resource configuration check.,0.00,SKIP: Control ID IR-9 title and intent not provided; cannot map to a specific cloud resource configuration check.,0.00,SKIP: Control ID IR-9 title and intent not provided; cannot map to a specific cloud resource configuration check.,0.00,SKIP: Control ID IR-9 title and intent not provided; cannot map to a specific cloud resource configuration check.,0.00,SKIP: Control ID IR-9 title and intent not provided; cannot map to a specific cloud resource configuration check.,0.00,,,,,,,
IR-9(1),IR,partial,(title not in local sources),SKIP: Control ID IR-9(1) title and intent not provided; cannot map to a specific cloud resource configuration check.,0.00,SKIP: Control ID IR-9(1) title and intent not provided; cannot map to a specific cloud resource configuration check.,0.00,SKIP: Control ID IR-9(1) title and intent not provided; cannot map to a specific cloud resource configuration check.,0.00,SKIP: Control ID IR-9(1) title and intent not provided; cannot map to a specific cloud resource configuration check.,0.00,SKIP: Control ID IR-9(1) title and intent not provided; cannot map to a specific cloud resource configuration check.,0.00,SKIP: Control ID IR-9(1) title and intent not provided; cannot map to a specific cloud resource configuration check.,0.00,SKIP: Control ID IR-9(1) title and intent not provided; cannot map to a specific cloud resource configuration check.,0.00,,,,,,,
IR-9(2),IR,partial,(title not in local sources),SKIP: Control ID IR-9(2) title and intent not provided; cannot map to a specific cloud resource configuration.,0.00,SKIP: Control ID IR-9(2) title and intent not provided; cannot map to a specific cloud resource configuration.,0.00,SKIP: Control ID IR-9(2) title and intent not provided; cannot map to a specific cloud resource configuration.,0.00,SKIP: Control ID IR-9(2) title and intent not provided; cannot map to a specific cloud resource configuration.,0.00,SKIP: Control ID IR-9(2) title and intent not provided; cannot map to a specific cloud resource configuration.,0.00,SKIP: Control ID IR-9(2) title and intent not provided; cannot map to a specific cloud resource configuration.,0.00,SKIP: Control ID IR-9(2) title and intent not provided; cannot map to a specific cloud resource configuration.,0.00,,,,,,,
IR-9(3),IR,partial,(title not in local sources),NEW: aws.iam.password_policy.minimum_length,0.00,NEW: azure.aad.password_policy.minimum_length,0.00,NEW: gcp.iam.password_policy.minimum_length,0.00,NEW: oci.iam.password_policy.minimum_length,0.00,NEW: ibm.iam.password_policy.minimum_length,0.00,NEW: alicloud.ram.password_policy.minimum_length,0.00,SKIP: <No native cloud-managed user/password policy resource; relies on external identity provider integration>,0.00,,,,,,,
IR-9(4),IR,partial,(title not in local sources),SKIP: Control IR-9(4) title and specific technical requirement unknown; cannot map to a concrete resource configuration check.,0.00,SKIP: Control IR-9(4) title and specific technical requirement unknown; cannot map to a concrete resource configuration check.,0.00,SKIP: Control IR-9(4) title and specific technical requirement unknown; cannot map to a concrete resource configuration check.,0.00,SKIP: Control IR-9(4) title and specific technical requirement unknown; cannot map to a concrete resource configuration check.,0.00,SKIP: Control IR-9(4) title and specific technical requirement unknown; cannot map to a concrete resource configuration check.,0.00,SKIP: Control IR-9(4) title and specific technical requirement unknown; cannot map to a concrete resource configuration check.,0.00,SKIP: Control IR-9(4) title and specific technical requirement unknown; cannot map to a concrete resource configuration check.,0.00,,,,,,,
MA-3(1),MA,partial,Maintenance Tools (1),NEW: aws.iam.policy.deny_maintenance_tools,0.00,NEW: azure.authorization.role_definition.deny_maintenance_tools,0.00,NEW: gcp.iam.policy.deny_maintenance_tools,0.00,NEW: oci.identity.policy.deny_maintenance_tools,0.00,NEW: ibm.iam.policy.deny_maintenance_tools,0.00,NEW: alicloud.ram.policy.deny_maintenance_tools,0.00,PARTIAL: k8s.rbac.role.deny_maintenance_tools | verifies RBAC policy denies specific verbs/APIGroups but cannot verify restriction of physical/vendor maintenance tools,0.00,,,,,,,
MA-3(2),MA,partial,Maintenance Tools (2),NEW: aws.iam.policy.deny_maintenance_tools,0.00,NEW: azure.authorization.role_definition.deny_maintenance_tools,0.00,NEW: gcp.iam.policy.deny_maintenance_tools,0.00,NEW: oci.iam.policy.deny_maintenance_tools,0.00,NEW: ibm.iam.policy.deny_maintenance_tools,0.00,NEW: alicloud.ram.policy.deny_maintenance_tools,0.00,SKIP: <Maintenance tools are external to Kubernetes cluster resource configuration; control is not verifiable via cluster RBAC or resource definitions.>,0.00,,,,,,,
MA-3(3),MA,partial,Maintenance Tools (3),NEW: aws.iam.policy.action,0.00,NEW: azure.authorization.role_definition.action,0.00,NEW: gcp.iam.role.permission,0.00,NEW: oci.identity.policy.statement,0.00,NEW: ibm.iam.policy.role,0.00,NEW: alicloud.ram.policy.statement,0.00,NEW: k8s.rbac.role.rule,0.00,,,,,,,
MA-4(1),MA,partial,Nonlocal Maintenance (1),NEW: aws.iam.policy.principal_condition,0.00,NEW: azure.authorization.role_assignment.condition,0.00,NEW: gcp.iam.policy.binding.condition,0.00,NEW: oci.identity.policy.condition,0.00,NEW: ibm.iam.policy.rule,0.00,NEW: alicloud.ram.policy.condition,0.00,NEW: k8s.rbac.rolebinding.annotations,0.00,,,,,,,
MA-4(2),MA,partial,Nonlocal Maintenance (2),NEW: aws.ec2.instance.maintenance_behavior,0.00,NEW: azure.compute.virtual_machine.maintenance_behavior,0.00,NEW: gcp.compute.instance.maintenance_behavior,0.00,NEW: oci.compute.instance.maintenance_behavior,0.00,NEW: ibm.vpc.vsi.maintenance_behavior,0.00,NEW: alicloud.ecs.instance.maintenance_behavior,0.00,"SKIP: <Non-local maintenance is a provider/host-level concept, not a verifiable configuration of a Kubernetes resource>",0.00,,,,,,,
MA-4(3),MA,partial,Nonlocal Maintenance (3),NEW: aws.ec2.instance.maintenance_policy,0.00,NEW: azure.compute.virtual_machine.maintenance_config,0.00,NEW: gcp.compute.instance.maintenance_policy,0.00,"PARTIAL: oci.compute.instance.maintenance_policy | verifies customer-managed maintenance window configuration exists, but nonlocal execution is managed by Oracle support",0.00,"PARTIAL: ibm.is.instance.maintenance_policy | verifies customer-managed maintenance policy on VPC instances, but nonlocal execution is governed by IBM support agreements",0.00,"PARTIAL: alicloud.ecs.instance.maintenance_window | verifies customer-configured maintenance window for ECS, but nonlocal execution is managed by Alibaba Cloud support",0.00,SKIP: Maintenance of the underlying infrastructure is the responsibility of the cloud provider or cluster operator; no customer-configurable resource for nonlocal maintenance of the control plane exists,0.00,,,,,,,
MA-4(6),MA,partial,Nonlocal Maintenance (6),NEW: aws.iam.policy.condition_source_ip,0.00,NEW: azure.authorization.role_assignment.condition_ip,0.00,NEW: gcp.iam.policy.condition_ip,0.00,NEW: oci.identity.policy.condition_ip,0.00,NEW: ibm.iam.policy.condition_ip,0.00,NEW: alicloud.ram.policy.condition_ip,0.00,PARTIAL: k8s.rbac.network_policy | verifies network policy configuration exists but not specific to maintenance sessions,0.00,,,,,,,
MA-5(1),MA,partial,Maintenance Personnel (1),"SKIP: Control pertains to physical/logical access for maintenance personnel, not a cloud resource configuration.",0.00,"SKIP: Control pertains to physical/logical access for maintenance personnel, not a cloud resource configuration.",0.00,"SKIP: Control pertains to physical/logical access for maintenance personnel, not a cloud resource configuration.",0.00,"SKIP: Control pertains to physical/logical access for maintenance personnel, not a cloud resource configuration.",0.00,"SKIP: Control pertains to physical/logical access for maintenance personnel, not a cloud resource configuration.",0.00,"SKIP: Control pertains to physical/logical access for maintenance personnel, not a cloud resource configuration.",0.00,"SKIP: Control pertains to physical/logical access for maintenance personnel, not a cloud resource configuration.",0.00,,,,,,,
MP-5(4),MP,partial,Media Transport (4),"SKIP: Control pertains to physical media transport, which is outside CSPM scope for cloud resource configuration.",0.00,"SKIP: Control pertains to physical media transport, which is outside CSPM scope for cloud resource configuration.",0.00,"SKIP: Control pertains to physical media transport, which is outside CSPM scope for cloud resource configuration.",0.00,"SKIP: Control pertains to physical media transport, which is outside CSPM scope for cloud resource configuration.",0.00,"SKIP: Control pertains to physical media transport, which is outside CSPM scope for cloud resource configuration.",0.00,"SKIP: Control pertains to physical media transport, which is outside CSPM scope for cloud resource configuration.",0.00,"SKIP: Control pertains to physical media transport, which is outside CSPM scope for cloud resource configuration.",0.00,,,,,,,
MP-6(1),MP,partial,Media Sanitization (1),"SKIP: Media sanitization is a physical/process control for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/process control for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/process control for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/process control for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/process control for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/process control for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/process control for decommissioned hardware, not a cloud resource configuration.",0.00,,,,,,,
MP-6(2),MP,partial,Media Sanitization (2),"SKIP: Media sanitization is a physical/logical process for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/logical process for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/logical process for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/logical process for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/logical process for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/logical process for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/logical process for decommissioned hardware, not a cloud resource configuration.",0.00,,,,,,,
MP-6(3),MP,partial,Media Sanitization (3),"SKIP: Media sanitization is a physical/logical process for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/logical process for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/logical process for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/logical process for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/logical process for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/logical process for decommissioned hardware, not a cloud resource configuration.",0.00,"SKIP: Media sanitization is a physical/logical process for decommissioned hardware, not a cloud resource configuration.",0.00,,,,,,,
MP-7(1),MP,partial,Media Use (1),"SKIP: Control pertains to physical media use and restrictions, which is outside CSPM scope for cloud resource configuration.",0.00,"SKIP: Control pertains to physical media use and restrictions, which is outside CSPM scope for cloud resource configuration.",0.00,"SKIP: Control pertains to physical media use and restrictions, which is outside CSPM scope for cloud resource configuration.",0.00,"SKIP: Control pertains to physical media use and restrictions, which is outside CSPM scope for cloud resource configuration.",0.00,"SKIP: Control pertains to physical media use and restrictions, which is outside CSPM scope for cloud resource configuration.",0.00,"SKIP: Control pertains to physical media use and restrictions, which is outside CSPM scope for cloud resource configuration.",0.00,"SKIP: Control pertains to physical media use and restrictions, which is outside CSPM scope for cloud resource configuration.",0.00,,,,,,,
MP-8,MP,partial,(title not in local sources),SKIP: Control MP-8 title and specific configuration requirement unknown.,0.00,SKIP: Control MP-8 title and specific configuration requirement unknown.,0.00,SKIP: Control MP-8 title and specific configuration requirement unknown.,0.00,SKIP: Control MP-8 title and specific configuration requirement unknown.,0.00,SKIP: Control MP-8 title and specific configuration requirement unknown.,0.00,SKIP: Control MP-8 title and specific configuration requirement unknown.,0.00,SKIP: Control MP-8 title and specific configuration requirement unknown.,0.00,,,,,,,
MP-8(1),MP,partial,(title not in local sources),NEW: aws.media_import_export.job.encryption_enabled,0.00,SKIP: <No Azure service directly manages physical media import/export encryption; control is for physical hardware handling outside CSP's logical resource model.>,0.00,SKIP: <No GCP service directly manages physical media import/export encryption; control is for physical hardware handling outside CSP's logical resource model.>,0.00,SKIP: <No OCI service directly manages physical media import/export encryption; control is for physical hardware handling outside CSP's logical resource model.>,0.00,SKIP: <No IBM Cloud service directly manages physical media import/export encryption; control is for physical hardware handling outside CSP's logical resource model.>,0.00,SKIP: <No Alibaba Cloud service directly manages physical media import/export encryption; control is for physical hardware handling outside CSP's logical resource model.>,0.00,SKIP: <Kubernetes is a container orchestration platform and does not manage physical media import/export encryption.>,0.00,,,,,,,
RA-5(1),RA,partial,Vulnerability Monitoring and Scanning (1),NEW: aws.ec2.instance.vulnerability_scan_enabled,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.create_update_sqlserver_fr,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.alert_create_update_sqlserver_fr;oci.monitoring.alarm.alert_create_update_nsg;oci.monitoring.alarm.monitoring_alert_destinations_enabled,0.57,PARTIAL: ibm.vpc.instance.vulnerability_scanning_enabled | verifies config exists for VSI vulnerability scanning but not testing execution,0.00,alicloud.cr.container.vulnerability_scanning_enabled,0.40,k8s.image.vulnerability.scanning_enabled,0.40,NEW: aws.ec2.activity_log.security_group_modify;aws.cloudtrail.audit.vpc_flow_log_disable,NEW: azure.network.activity_log.nsg_rule_modify;azure.monitor.audit.diagnostic_setting_delete,NEW: gcp.compute.activity_log.firewall_rule_update;gcp.logging.audit.sink_deletion,NEW: oci.core.activity_log.security_list_change;oci.audit.chain.vcn_flow_log_disable,NEW: ibm.vpc.activity_log.security_group_alter;ibm.activity_tracker.audit.event_routing_disable,NEW: alicloud.vpc.activity_log.security_group_update;alicloud.actiontrail.audit.trail_stop,NEW: k8s.rbac.audit.role_modify;k8s.network.chain.network_policy_delete
RA-5(2),RA,partial,Vulnerability Monitoring and Scanning (2),NEW: aws.ec2.instance.vulnerability_scan_enabled,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.create_update_sqlserver_fr,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.alert_create_update_sqlserver_fr;oci.monitoring.alarm.alert_create_update_nsg;oci.monitoring.alarm.monitoring_alert_destinations_enabled,0.57,PARTIAL: ibm.vpc.instance.vulnerability_scanning_enabled | verifies config exists for compute scanning but not universal coverage across all services,0.00,alicloud.cr.container.vulnerability_scanning_enabled,0.40,k8s.image.vulnerability.scanning_enabled,0.40,NEW: aws.ec2.activity_log.modify_security_group;aws.cloudtrail.audit.stop_logging,NEW: azure.security.audit.disable_va;azure.network.activity_log.modify_nsg,NEW: gcp.compute.activity_log.update_firewall;gcp.iam.audit.disable_service_account,NEW: oci.vulnerability_scanning.audit.disable_scan;oci.network.activity_log.update_seclist,NEW: ibm.security.audit.disable_va;ibm.vpc.activity_log.update_sg,NEW: alicloud.security-center.audit.disable_scan;alicloud.ecs.activity_log.modify_sg,NEW: k8s.rbac.audit.escalate;k8s.network.chain.block_scanner
RA-5(3),RA,partial,Vulnerability Monitoring and Scanning (3),NEW: aws.ec2.instance.vulnerability_scan_enabled,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.create_update_sqlserver_fr,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.alert_create_update_sqlserver_fr;oci.monitoring.alarm.alert_create_update_nsg;oci.monitoring.alarm.monitoring_alert_destinations_enabled,0.57,PARTIAL: ibm.vpc.instance.vulnerability_scanning_enabled | verifies scanning configuration for VPC compute instances but not for all IBM Cloud services,0.00,alicloud.cr.container.vulnerability_scanning_enabled,0.40,k8s.image.vulnerability.scanning_enabled,0.40,NEW: aws.ec2.activity_log.modify_security_group;aws.cloudtrail.audit.stop_logging,NEW: azure.security.audit.disable_va;azure.network.activity_log.modify_nsg,NEW: gcp.compute.activity_log.update_firewall;gcp.iam.audit.disable_service_account,NEW: oci.vulnerability_scanning.audit.disable_scan;oci.network.activity_log.update_seclist,NEW: ibm.vpc.activity_log.update_security_group;ibm.activity_tracker.audit.stop_logging,NEW: alicloud.actiontrail.audit.stop_logging;alicloud.ecs.activity_log.modify_security_group,NEW: k8s.rbac.audit.modify_role;k8s.network.chain.block_scanner_pod
RA-5(5),RA,partial,Vulnerability Monitoring and Scanning (5),NEW: aws.ec2.instance.vulnerability_scan_enabled,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.create_update_sqlserver_fr,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.alert_create_update_sqlserver_fr;oci.monitoring.alarm.alert_create_update_nsg;oci.monitoring.alarm.monitoring_alert_destinations_enabled,0.57,PARTIAL: ibm.vpc.instance.vulnerability_scanning_enabled | verifies config exists for VSI vulnerability scanning but not testing execution or coverage,0.00,alicloud.cr.container.vulnerability_scanning_enabled,0.40,k8s.image.vulnerability.scanning_enabled,0.40,NEW: aws.ec2.activity_log.modify_security_group;aws.cloudtrail.audit.stop_logging,NEW: azure.securitycenter.audit.disable_va;azure.network.activity_log.modify_nsg,NEW: gcp.compute.activity_log.update_firewall;gcp.iam.audit.disable_service_account,NEW: oci.vulnerability_scanning.audit.disable_scan;oci.network.activity_log.update_seclist,NEW: ibm.vpc.activity_log.update_security_group;ibm.activity_tracker.audit.stop_logging,NEW: alicloud.actiontrail.audit.stop_logging;alicloud.ecs.activity_log.modify_security_group,NEW: k8s.rbac.audit.modify_role;k8s.network.activity_log.update_network_policy
RA-5(6),RA,partial,Vulnerability Monitoring and Scanning (6),NEW: aws.guardduty.detector.status,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.create_update_sqlserver_fr,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.alert_create_update_sqlserver_fr;oci.monitoring.alarm.alert_create_update_nsg;oci.monitoring.alarm.monitoring_alert_destinations_enabled,0.57,"PARTIAL: ibm.vpc.security_group.flow_logs_enabled | verifies network traffic monitoring for anomaly detection, not direct vulnerability scanning",0.00,alicloud.cr.container.vulnerability_scanning_enabled,0.40,k8s.image.vulnerability.scanning_enabled,0.40,NEW: aws.ec2.activity_log.modify_security_group;aws.cloudtrail.audit.stop_logging,NEW: azure.securitycenter.audit.disable_va;azure.network.activity_log.modify_nsg,NEW: gcp.compute.activity_log.update_firewall;gcp.iam.audit.disable_service_account,NEW: oci.vulnerabilityscanning.audit.disable_scan;oci.network.activity_log.update_seclist,NEW: ibm.vpc.activity_log.update_security_group;ibm.activitytracker.audit.stop_logging,NEW: alicloud.actiontrail.audit.stop_logging;alicloud.ecs.activity_log.modify_security_group,NEW: k8s.rbac.audit.create_clusterrole;k8s.network.chain.modify_network_policy
RA-5(8),RA,partial,Vulnerability Monitoring and Scanning (8),NEW: aws.ec2.instance.vulnerability_scan_enabled,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.create_update_sqlserver_fr,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.alert_create_update_sqlserver_fr;oci.monitoring.alarm.alert_create_update_nsg;oci.monitoring.alarm.monitoring_alert_destinations_enabled,0.57,PARTIAL: ibm.vpc.instance.vulnerability_scanning_enabled | verifies config exists for VM vulnerability scanning but not testing execution,0.00,alicloud.cr.container.vulnerability_scanning_enabled,0.40,k8s.image.vulnerability.scanning_enabled,0.40,NEW: aws.ec2.activity_log.modify_security_group;aws.cloudtrail.audit.stop_logging,NEW: azure.securitycenter.audit.disable_va;azure.network.activity_log.modify_nsg,NEW: gcp.compute.activity_log.update_firewall;gcp.iam.audit.disable_service_account,NEW: oci.vulnerabilityscanning.audit.disable_scan;oci.network.activity_log.update_seclist,NEW: ibm.vpc.activity_log.update_security_group;ibm.activitytracker.audit.stop_logging,NEW: alicloud.actiontrail.audit.stop_logging;alicloud.ecs.activity_log.modify_security_group,NEW: k8s.rbac.audit.modify_role;k8s.network.chain.block_scanner_pods
SA-4(1),SA,partial,Acquisition Process (1),"SKIP: Control SA-4(1) is a procurement/process control, not a verifiable cloud resource configuration.",0.00,"SKIP: Control SA-4(1) is a procurement/process control, not a verifiable cloud resource configuration.",0.00,"SKIP: Control SA-4(1) is a procurement/process control, not a verifiable cloud resource configuration.",0.00,"SKIP: Control SA-4(1) is a procurement/process control, not a verifiable cloud resource configuration.",0.00,"SKIP: Control SA-4(1) is a procurement/process control, not a verifiable cloud resource configuration.",0.00,"SKIP: Control SA-4(1) is a procurement/process control, not a verifiable cloud resource configuration.",0.00,"SKIP: Control SA-4(1) is a procurement/process control, not a verifiable cloud resource configuration.",0.00,,,,,,,
SA-4(2),SA,partial,Acquisition Process (2),"SKIP: Control pertains to acquisition process and procurement, not cloud resource configuration.",0.00,"SKIP: Control pertains to acquisition process and procurement, not cloud resource configuration.",0.00,"SKIP: Control pertains to acquisition process and procurement, not cloud resource configuration.",0.00,"SKIP: Control pertains to acquisition process and procurement, not cloud resource configuration.",0.00,"SKIP: Control pertains to acquisition process and procurement, not cloud resource configuration.",0.00,"SKIP: Control pertains to acquisition process and procurement, not cloud resource configuration.",0.00,"SKIP: Control pertains to acquisition process and procurement, not cloud resource configuration.",0.00,,,,,,,
SA-4(8),SA,partial,Acquisition Process (8),"SKIP: Control pertains to acquisition process documentation, not a specific cloud resource configuration.",0.00,"SKIP: Control pertains to acquisition process documentation, not a specific cloud resource configuration.",0.00,"SKIP: Control pertains to acquisition process documentation, not a specific cloud resource configuration.",0.00,"SKIP: Control pertains to acquisition process documentation, not a specific cloud resource configuration.",0.00,"SKIP: Control pertains to acquisition process documentation, not a specific cloud resource configuration.",0.00,"SKIP: Control pertains to acquisition process documentation, not a specific cloud resource configuration.",0.00,"SKIP: Control pertains to acquisition process documentation, not a specific cloud resource configuration.",0.00,,,,,,,
SA-4(9),SA,partial,Acquisition Process (9),"SKIP: Control SA-4(9) pertains to acquisition process/system development life cycle, which is a human/procurement process, not a cloud resource configuration.",0.00,"SKIP: Control SA-4(9) is a procurement and development lifecycle control, outside the scope of CSPM resource configuration checks.",0.00,"SKIP: Control SA-4(9) involves acquisition and development processes, not a specific, verifiable cloud resource setting.",0.00,"SKIP: Control SA-4(9) relates to system acquisition and lifecycle management, which is a procedural control, not a resource config.",0.00,"SKIP: Control SA-4(9) is a process control for acquisition and development, not a checkable configuration of a cloud resource.",0.00,"SKIP: Control SA-4(9) governs acquisition and system development processes, which are not cloud resource attributes.",0.00,"SKIP: Control SA-4(9) is a procurement and development lifecycle control, not a configuration of a Kubernetes resource.",0.00,,,,,,,
SA-9(1),SA,partial,External System Services (1),NEW: aws.iam.role.trust_policy_external_principal,0.00,NEW: azure.authorization.role_assignment.external_principal,0.00,NEW: gcp.iam.policy_binding.external_principal,0.00,NEW: oci.identity.policy.external_principal,0.00,"NEW: ibm.iam.policy.external_principal;ibm.iam.access_group.external_member ||| <what aspect is partial — e.g., ""verifies config exists but not testing execution"">",0.00,NEW: alicloud.ram.policy.external_principal,0.00,NEW: k8s.rbac.rolebinding.external_subject,0.00,,,,,,,
SA-9(2),SA,partial,External System Services (2),NEW: aws.iam.role.trust_policy_external_accounts,0.00,NEW: azure.authorization.role_assignment.external_tenants,0.00,NEW: gcp.iam.policy_binding.external_members,0.00,NEW: oci.iam.policy.external_entities,0.00,NEW: ibm.iam.policy.external_subjects,0.00,NEW: alicloud.ram.role.trust_policy_external_ids,0.00,NEW: k8s.rbac.rolebinding.external_subjects,0.00,,,,,,,
SA-9(4),SA,partial,External System Services (4),NEW: aws.iam.role.trust_policy_external_principals,0.00,NEW: azure.authorization.role_assignment.external_principals,0.00,NEW: gcp.iam.policy_binding.external_principals,0.00,NEW: oci.iam.policy.external_principals,0.00,NEW: ibm.iam.policy.external_principals,0.00,NEW: alicloud.ram.policy.external_principals,0.00,NEW: k8s.rbac.rolebinding.external_subjects,0.00,,,,,,,
SA-9(5),SA,partial,External System Services (5),NEW: aws.iam.role.trust_policy_external_principals,0.00,NEW: azure.authorization.role_assignment.external_principals,0.00,NEW: gcp.iam.policy_binding.external_members,0.00,NEW: oci.iam.policy.statements.external_principals,0.00,"PARTIAL: ibm.iam.policy.principal_external | verifies IAM access policy bindings but not all service-specific trust relationships (e.g., for compute, storage)",0.00,NEW: alicloud.ram.policy.principal_external,0.00,NEW: k8s.rbac.rolebinding.external_subjects,0.00,,,,,,,
SA-10(1),SA,partial,Developer Configuration Management (1),PARTIAL: aws.ec2.image.trusted_launch_enabled | verifies image integrity via trusted launch but not full developer CM process,0.00,PARTIAL: azure.compute.vm.trusted_launch_enabled | verifies image integrity via trusted launch but not full developer CM process,0.00,PARTIAL: gcp.compute.image.shielded_vm_enabled | verifies image integrity via shielded VM but not full developer CM process,0.00,PARTIAL: oci.compute.image.signature_validation_enabled | verifies image signature but not full developer CM process,0.00,PARTIAL: ibm.vpc.image.encrypted_boot_volume | verifies boot volume encryption as integrity proxy but not full developer CM process,0.00,PARTIAL: alicloud.ecs.image.encrypted_system_disk | verifies system disk encryption as integrity proxy but not full developer CM process,0.00,k8s.node.node.configuration_management_enabled;k8s.node.configuration.management_enabled,0.40,,,,,,,
SA-11(1),SA,partial,Developer Testing and Evaluation (1),"SKIP: Control pertains to developer testing processes, not directly to cloud resource configuration.",0.00,"SKIP: Control pertains to developer testing processes, not directly to cloud resource configuration.",0.00,"SKIP: Control pertains to developer testing processes, not directly to cloud resource configuration.",0.00,"SKIP: Control pertains to developer testing processes, not directly to cloud resource configuration.",0.00,"SKIP: Control pertains to developer testing processes, not directly to cloud resource configuration.",0.00,"SKIP: Control pertains to developer testing processes, not directly to cloud resource configuration.",0.00,"SKIP: Control pertains to developer testing processes, not directly to cloud resource configuration.",0.00,,,,,,,
SA-11(2),SA,partial,Developer Testing and Evaluation (2),"SKIP: Control pertains to developer testing/evaluation processes, not a specific cloud resource configuration.",0.00,"SKIP: Control pertains to developer testing/evaluation processes, not a specific cloud resource configuration.",0.00,"SKIP: Control pertains to developer testing/evaluation processes, not a specific cloud resource configuration.",0.00,"SKIP: Control pertains to developer testing/evaluation processes, not a specific cloud resource configuration.",0.00,"SKIP: Control pertains to developer testing/evaluation processes, not a specific cloud resource configuration.",0.00,"SKIP: Control pertains to developer testing/evaluation processes, not a specific cloud resource configuration.",0.00,"SKIP: Control pertains to developer testing/evaluation processes, not a specific cloud resource configuration.",0.00,,,,,,,
SA-11(8),SA,partial,Developer Testing and Evaluation (8),"SKIP: Developer testing is a process, not a cloud resource configuration.",0.00,"SKIP: Developer testing is a process, not a cloud resource configuration.",0.00,"SKIP: Developer testing is a process, not a cloud resource configuration.",0.00,"SKIP: Developer testing is a process, not a cloud resource configuration.",0.00,"SKIP: Developer testing is a process, not a cloud resource configuration.",0.00,"SKIP: Developer testing is a process, not a cloud resource configuration.",0.00,"SKIP: Developer testing is a process, not a cloud resource configuration.",0.00,,,,,,,
SC-6,SC,yes,(title not in local sources),NEW: aws.iam.role.trust_policy_boundary,0.00,NEW: azure.rbac.role.custom_role_permissions,0.00,NEW: gcp.iam.role.custom_role_permissions,0.00,NEW: oci.iam.policy.custom_permissions,0.00,NEW: ibm.iam.custom_role.policies,0.00,NEW: alicloud.ram.role.custom_policies,0.00,NEW: k8s.rbac.role.rules,0.00,,,,,,,
