rule_id,csp,service,resource,attribute,frameworks,framework_count,control_count,mapped_controls,suggested_intent
ibm.vpc.instance.metadata_service,ibm,vpc,instance,metadata_service,CANADA_PBMM,1,1,CANADA_PBMM/SI-2(2),"PARTIAL: ibm.vpc.instance.metadata_service ||| verifies instance metadata service is enabled for patch orchestration tools, but not patch compliance state"
ibm.vpc.instance.monitoring_agent,ibm,vpc,instance,monitoring_agent,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(2),PARTIAL: ibm.vpc.instance.monitoring_agent ||| verifies IBM Cloud Monitoring Agent is installed for potential third-party AV integration but not the AV state i
ibm.vpc.instance.namespace,ibm,vpc,instance,namespace,CIS,1,1,CIS/5.6.1,(refined)
ibm.vpc.instance.required_image,ibm,vpc,instance,required_image,CANADA_PBMM,1,1,CANADA_PBMM/CM-7(5),Ensure VPC virtual server instances use approved custom images only.
ibm.vpc.instance.required_tags,ibm,vpc,instance,required_tags,CANADA_PBMM,1,1,CANADA_PBMM/CM-6(1),Check that IBM VPC virtual server instances have required tags for configuration management.
ibm.vpc.instance.secure_boot_enabled,ibm,vpc,instance,secure_boot_enabled,CIS,1,1,CIS/3.2,(refined)
ibm.vpc.instance.trusted_image,ibm,vpc,instance,trusted_image,CANADA_PBMM,1,1,CANADA_PBMM/SI-7(7),"Check that VPC instances are created from trusted images (e.g., approved stock or custom images)."
ibm.vpc.instance.trusted_profile_attached,ibm,vpc,instance,trusted_profile_attached,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(1),PARTIAL: ibm.vpc.instance.trusted_profile_attached ||| verifies identity/compliance profile association but not antimalware state
ibm.vpc.instance.trusted_profile_attachment,ibm,vpc,instance,trusted_profile_attachment,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(7),"PARTIAL: ibm.vpc.instance.trusted_profile_attachment ||| verifies instance uses a trusted profile for secure, automated management, but does not confirm specif"
ibm.vpc.instance.vulnerability_scan,ibm,vpc,instance,vulnerability_scan,PCI_DSS,1,1,PCI_DSS/6.3.1,PARTIAL: ibm.vpc.instance.vulnerability_scan ||| verifies scan target configuration exists but not the external intelligence source or human process
ibm.vpc.loadbalancers.tls_listeners,ibm,vpc,loadbalancers,tls_listeners,CIS,1,1,CIS/16.1,(refined)
ibm.vpc.network_acl.configured,ibm,vpc,network_acl,configured,CIS,1,1,CIS/5.4.4,(refined)
ibm.vpc.security_group.configured,ibm,vpc,security_group,configured,CIS,1,1,CIS/5.4.4,(refined)
ibm.vpc.security_group.flow_logs_enabled,ibm,vpc,security_group,flow_logs_enabled,CANADA_PBMM,1,1,CANADA_PBMM/RA-5(6),"PARTIAL: ibm.vpc.security_group.flow_logs_enabled ||| verifies network traffic monitoring for anomaly detection, not direct vulnerability scanning"
ibm.vpc.security_group.least_functionality,ibm,vpc,security_group,least_functionality,CANADA_PBMM,1,1,CANADA_PBMM/CM-7(1),"Check that VPC security group rules are not overly permissive (e.g., allow all inbound traffic)."
ibm.vpc.snapshot.schedule,ibm,vpc,snapshot,schedule,CANADA_PBMM,1,1,CANADA_PBMM/CP-9(1),PARTIAL: ibm.vpc.snapshot.schedule ||| verifies snapshot schedule configuration for VPC block storage but not comprehensive system backup for all services
ibm.vpc.volume.auto_delete,ibm,vpc,volume,auto_delete,NIST_800_171,1,1,NIST_800_171/3.8.3,PARTIAL: ibm.vpc.volume.auto_delete ||| verifies config exists for block storage volumes but not for all storage types or procedural wipe execution
ibm.vpc.vpn.ike_policy_configured,ibm,vpc,vpn,ike_policy_configured,CIS,1,1,CIS/10.3,(refined)
ibm.vpc.vsi.maintenance_behavior,ibm,vpc,vsi,maintenance_behavior,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(2),(refined)
ibm.vpc.vsi.patch_management,ibm,vpc,vsi,patch_management,CANADA_PBMM,1,1,CANADA_PBMM/SI-2(3),(refined)
k8s.apiserver.audit.policy,k8s,apiserver,audit,policy,CIS,1,1,CIS/1.2.23,PARTIAL: k8s.apiserver.audit.policy ||| verifies audit policy exists but not maxsize argument
k8s.audit.audit_policy.policy_exists,k8s,audit,audit_policy,policy_exists,CIS,1,1,CIS/2.1.2,PARTIAL: k8s.audit.audit_policy.policy_exists ||| verifies audit policy configuration but not its active enforcement or log collection to external storage
k8s.audit.log.policy_configured,k8s,audit,log,policy_configured,NIST_800_171,1,1,NIST_800_171/3.12.3,PARTIAL: k8s.audit.log.policy_configured ||| verifies audit log policy configuration exists but not continuous monitoring execution
k8s.audit.policy,k8s,audit,policy,,CIS,1,1,CIS/1.2.21,PARTIAL: k8s.audit.policy ||| verifies policy configuration but not log retention age at the cluster level
k8s.audit.policy.log_all_requests,k8s,audit,policy,log_all_requests,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(2),Check that the Kubernetes audit policy is configured to log all requests at the metadata level.
k8s.audit.policy.log_backend,k8s,audit,policy,log_backend,CANADA_PBMM,1,1,CANADA_PBMM/IR-4(3),Check that an audit policy with a log backend is configured for cluster incident handling.
k8s.audit.policy.log_maxbackup,k8s,audit,policy,log_maxbackup,CIS,1,1,CIS/1.2.22,PARTIAL: k8s.audit.policy.log_maxbackup ||| verifies audit policy configuration but not the kube-apiserver argument execution
k8s.audit.policy.logging_enabled,k8s,audit,policy,logging_enabled,CANADA_PBMM,1,1,CANADA_PBMM/IR-4(1),Check that an audit policy is configured and logs are enabled for cluster activities.
k8s.audit_log.policy.enabled,k8s,audit_log,policy,enabled,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(1),check that the Kubernetes audit logging policy is enabled
k8s.audit_logging.policy.log_all_requests,k8s,audit_logging,policy,log_all_requests,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(14),Check that the Kubernetes audit logging policy is configured to log all requests at the Metadata or Request level.
k8s.authentication.user.client_certificate.disabled,k8s,authentication,user,client_certificate.disabled,CIS_K8S,1,1,CIS_K8S/3.1.1,Check that the cluster's authentication configuration does not allow or use static client certificate files for user authentication.
k8s.cis.kubernetes.3.1.3,k8s,cis,kubernetes,3.1.3,CIS,1,1,CIS/3.1.3,PARTIAL: k8s.cis.kubernetes.3.1.3 ||| Rule may verify declared pod security context but cannot directly audit host-level kubelet file permissions on nodes.
k8s.cluster.audit_policy,k8s,cluster,audit_policy,,CIS,1,1,CIS/2.2.1,PARTIAL: k8s.cluster.audit_policy ||| verifies audit policy configuration but not the integration with a cloud logging service
k8s.cluster.authorization_modeverifiesconfigexistsbutnottestingexecution,k8s,cluster,authorization_modeverifiesconfigexistsbutnottestingexecution,,CIS,1,1,CIS/3.2.2,(refined)
k8s.cluster.kubelet.rotate_server_certificate,k8s,cluster,kubelet,rotate_server_certificate,CIS,1,1,CIS/3.2.9,(refined)
k8s.cluster.pod_security_policy,k8s,cluster,pod_security_policy,,CIS,1,1,CIS/5.2.2,PARTIAL: k8s.cluster.pod_security_policy ||| verifies PodSecurityPolicy/PSA configuration exists but not admission control enforcement
k8s.container.image.baseline_approved,k8s,container,image,baseline_approved,CANADA_PBMM,1,1,CANADA_PBMM/CM-2(7),Check that container images are from an approved baseline.; (refined)
k8s.container.image.baseline_repository,k8s,container,image,baseline_repository,CANADA_PBMM,1,1,CANADA_PBMM/CM-2(1),Check that Pod container images are from an approved baseline repository.; (refined)
k8s.container.node_auto_upgrade,k8s,container,node_auto_upgrade,,CANADA_PBMM,1,1,CANADA_PBMM/SI-2(3),Check that Kubernetes node pools are configured for automatic security updates.; (refined)
k8s.container.security_context.read_only_root_filesystem,k8s,container,security_context,read_only_root_filesystem,NIST_800_171,1,1,NIST_800_171/3.14.5,Check if container security context enforces a read-only root filesystem to limit file execution/writing.; (refined)
k8s.container_engine.cluster.kubelet_streaming_connection_idle_timeout,k8s,container_engine,cluster,kubelet_streaming_connection_idle_timeout,CIS,1,1,CIS/3.2.5,"PARTIAL: k8s.container_engine.cluster.kubelet_streaming_connection_idle_timeout ||| Rule can verify kubelet config file/argument if accessible, but validation"
k8s.core.namespace.backup_label,k8s,core,namespace,backup_label,CANADA_PBMM,1,1,CANADA_PBMM/CP-2(5),Check that Kubernetes namespaces or critical workloads are labeled for inclusion in a cluster backup/disaster recovery solution.
k8s.core.service_account.automount_token,k8s,core,service_account,automount_token,PCI_DSS,1,1,PCI_DSS/8.2.2,Check ServiceAccount automountServiceAccountToken is false by default.
k8s.core.service_account.name,k8s,core,service_account,name,NIST_800_171,1,1,NIST_800_171/3.5.1,Check that all Kubernetes ServiceAccounts are identified with a unique name within a namespace.; (refined)
k8s.falco.daemonset.status,k8s,falco,daemonset,status,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(16),check that a runtime security tool like Falco is deployed as a DaemonSet
k8s.falco.deployment.status,k8s,falco,deployment,status,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(20),check that a runtime security monitoring tool like Falco is deployed in the cluster
k8s.kubernetes.api_server.authorization_mode_not_alwaysallow,k8s,kubernetes,api_server,authorization_mode_not_alwaysallow,CIS,1,1,CIS/3.2.2,(refined)
k8s.kubernetes.api_server.tls_cert_key_set,k8s,kubernetes,api_server,tls_cert_key_set,CIS,1,1,CIS/4.2.9,"PARTIAL: k8s.kubernetes.api_server.tls_cert_key_set ||| Verifies static pod manifest or config file for arguments, but cannot test live execution on a running"
k8s.kubernetes.audit_log.policy,k8s,kubernetes,audit_log,policy,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(23),check that Kubernetes audit logging is configured and enabled
k8s.kubernetes.audit_log.status,k8s,kubernetes,audit_log,status,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(11),check that kubernetes audit logging is enabled and configured
k8s.kubernetes.cni.file_permissions,k8s,kubernetes,cni,file_permissions,CIS,1,1,CIS/1.1.9,"PARTIAL: k8s.kubernetes.cni.file_permissions ||| Requires agent-based file integrity monitoring on worker nodes, not a pure API-driven configuration check."
k8s.kubernetes.control_plane.encryption_provider_config,k8s,kubernetes,control_plane,encryption_provider_config,CIS,1,1,CIS/1.2.31,"PARTIAL: k8s.kubernetes.control_plane.encryption_provider_config ||| Can verify the static pod spec or API server manifest for the argument, but cannot test it"
k8s.kubernetes.control_plane.tls_cert_key_configured,k8s,kubernetes,control_plane,tls_cert_key_configured,CIS,1,1,CIS/1.2.28,(refined)
k8s.kubernetes.control_plane.tls_cert_key_set,k8s,kubernetes,control_plane,tls_cert_key_set,CIS,1,1,CIS/3.2.8,"PARTIAL: k8s.kubernetes.control_plane.tls_cert_key_set ||| Rule can verify static pod/configuration file for arguments, but cannot verify runtime enforcement o"
k8s.kubernetes.node.cni.version,k8s,kubernetes,node,cni.version,CIS,1,1,CIS/4.3.1,"PARTIAL: k8s.kubernetes.node.cni.version ||| Can verify CNI version on self-managed nodes via node agent, but cannot enforce or verify for managed service abst"
k8s.kubernetes.node.file_ownership,k8s,kubernetes,node,file_ownership,CIS,1,1,CIS/1.1.10,PARTIAL: k8s.kubernetes.node.file_ownership ||| Requires node-level agent for file inspection; CSPM can verify rule logic but not execute on managed control pl
k8s.kubernetes.node.file_system.ownership_partial_proposedrulewouldrequireanodelevelagentor_daemon_settoverifyfileownershiponhost_o_snotanative_kubernetes_a_p_icontrol.,k8s,kubernetes,node,file_system.ownership_partial_proposedrulewouldrequireanodelevelagentor_daemon_settoverifyfileownershiponhost_o_snotanative_kubernetes_a_p_icontrol.,CIS,1,1,CIS/2.2.2,(refined)
k8s.kubernetes.node.kubelet_config,k8s,kubernetes,node,kubelet_config,CIS,1,1,CIS/3.2.6,"PARTIAL: k8s.kubernetes.node.kubelet_config ||| May verify kubelet config file or flags if accessible, but CSPM cannot reliably test execution on managed servi"
k8s.kubernetes.rbac.authorization_mode_node,k8s,kubernetes,rbac,authorization_mode_node,CIS,1,1,CIS/1.2.6,PARTIAL: k8s.kubernetes.rbac.authorization_mode_node ||| Verifies the argument is present in kube-apiserver configuration but may not test actual enforcement o
k8s.monitoring.prometheus.enabled,k8s,monitoring,prometheus,enabled,CANADA_PBMM,1,1,CANADA_PBMM/CA-7(1),check that a monitoring tool like Prometheus is deployed and configured
k8s.namespace.annotation.audit_retention,k8s,namespace,annotation,audit_retention,CANADA_PBMM,1,1,CANADA_PBMM/AU-8(1),Ensure Kubernetes namespaces or audit policy configurations have audit log retention settings for timestamp integrity.
k8s.namespace.default,k8s,namespace,default,,CIS,1,1,CIS/4.6.4,"PARTIAL: k8s.namespace.default ||| requires agent-based audit of cluster RBAC, not pure API configuration"
k8s.namespace.labels,k8s,namespace,labels,,CIS,1,1,CIS/4.1,PARTIAL: k8s.namespace.labels ||| verifies namespace labels as a tagging proxy but not all cluster resources
k8s.network.changes.monitored,k8s,network,changes,monitored,PCI_DSS,1,1,PCI_DSS/1.2.2,PARTIAL: k8s.network.changes.monitored ||| verifies logging of network changes but not the approval process
k8s.network.ingress.tls,k8s,network,ingress,tls,CIS,1,1,CIS/11.4,"PARTIAL: k8s.network.ingress.tls ||| verifies TLS spec exists on Ingress but not for all service-to-service traffic (e.g., mTLS)"
k8s.network.ingress.tls_secret_configured,k8s,network,ingress,tls_secret_configured,CIS,1,1,CIS/10.3,PARTIAL: k8s.network.ingress.tls_secret_configured ||| verifies TLS secret is referenced but not the TLS version or cipher strength
k8s.network.network_policy.enforced,k8s,network,network_policy,enforced,CIS,1,1,CIS/7.1,PARTIAL: k8s.network.network_policy.enforced ||| verifies policy existence but not network architecture design or segmentation efficacy
k8s.network.network_policy.ingress_rules,k8s,network,network_policy,ingress_rules,CANADA_PBMM,1,1,CANADA_PBMM/CA-3(3),Check that NetworkPolicy ingress rules restrict traffic from unauthorized namespaces or pods.
k8s.network.network_policy.least_functionality,k8s,network,network_policy,least_functionality,CANADA_PBMM,1,1,CANADA_PBMM/CM-7(1),Check that NetworkPolicy resources restrict pod ingress/egress traffic (default deny).
k8s.network.network_policy.spec_pod_selector,k8s,network,network_policy,spec_pod_selector,CANADA_PBMM,1,1,CANADA_PBMM/AC-4(21),Check that NetworkPolicy resources exist and define pod selector/ingress/egress rules to enforce traffic flows.
k8s.network.network_policy_default,k8s,network,network_policy_default,,CIS,1,1,CIS/5.3.2,PARTIAL: k8s.network.network_policy_default ||| verifies a default deny policy exists but not that all namespaces have specific policies defined
k8s.network.policy.default_deny,k8s,network,policy,default_deny,CIS,1,1,CIS/5.4.4,PARTIAL: k8s.network.policy.default_deny ||| verifies NetworkPolicy resource exists but not testing execution
k8s.network.service.external_traffic_policy,k8s,network,service,external_traffic_policy,CANADA_PBMM,1,1,CANADA_PBMM/CP-8(2),Check that Service externalTrafficPolicy is set for local traffic handling and failover.; (refined)
k8s.network_policy.default_deny,k8s,network_policy,default_deny,,CIS,1,1,CIS/2.1.3,PARTIAL: k8s.network_policy.default_deny ||| verifies policy intent but not encryption at the network layer
k8s.networking.ingress.tls,k8s,networking,ingress,tls,CIS,1,1,CIS/16.1,PARTIAL: k8s.networking.ingress.tls ||| verifies TLS spec exists on Ingress but not client-to-pod encryption
k8s.networking.network_policy.default_deny,k8s,networking,network_policy,default_deny,CANADA_PBMM,1,1,CANADA_PBMM/SC-8(1),Check that a default-deny NetworkPolicy exists for the namespace.
k8s.node.automatic_updates,k8s,node,automatic_updates,,CANADA_PBMM,1,1,CANADA_PBMM/SI-2(2),"Check that Kubernetes nodes are configured for automatic security updates (e.g., via node OS configuration).; (refined)"
k8s.node.file.permissions,k8s,node,file,permissions,CIS,1,1,CIS/3.1.4,"PARTIAL: k8s.node.file.permissions ||| Verifies file permissions on Kubernetes node filesystem, but the specific azure.json file and root ownership are Azure A"
k8s.node.kubelet.event_record_qps,k8s,node,kubelet,event_record_qps,CIS,1,1,CIS/3.2.7,(refined)
k8s.node.kubelet.rotate_certificates,k8s,node,kubelet,rotate_certificates,CIS,1,1,CIS/3.2.8,PARTIAL: k8s.node.kubelet.rotate_certificates ||| May verify kubelet config but depends on node access; often not fully verifiable via pure API in managed clus
k8s.node.security.kubeletownership_rulewouldcheckkubeletconfigurationfileownershiponselfmanaged_kubernetesworkernodes.,k8s,node,security,kubeletownership_rulewouldcheckkubeletconfigurationfileownershiponselfmanaged_kubernetesworkernodes.,CIS,1,1,CIS/3.1.4,(refined)
k8s.node.time_sync,k8s,node,time_sync,,PCI_DSS,1,1,PCI_DSS/10.6.1,"(refined); Check if Kubernetes nodes (e.g., via DaemonSet) are configured to run an NTP client or service."
k8s.persistentvolume.encryption,k8s,persistentvolume,encryption,,CANADA_PBMM,1,1,CANADA_PBMM/CA-8(1),Check that PersistentVolumes are configured to use encryption at rest.
k8s.pod.disruption_budget,k8s,pod,disruption_budget,,CANADA_PBMM,1,1,CANADA_PBMM/CP-2(6),Check for PodDisruptionBudget resources to ensure application availability during disruptions
k8s.pod.required_labels,k8s,pod,required_labels,,CANADA_PBMM,1,1,CANADA_PBMM/CM-6(1),Check that Kubernetes Pods have required labels for configuration management.
k8s.pod.security_context.read_only_root_filesystem,k8s,pod,security_context,read_only_root_filesystem,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(2),Check if Pod security context sets readOnlyRootFilesystem to limit malware persistence.; (refined)
k8s.pod.security_context.readonly_root_filesystem,k8s,pod,security_context,readonly_root_filesystem,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(1),Check if pod security context sets readOnlyRootFilesystem to limit malicious code persistence.; (refined)
k8s.pod.spec.containers.image,k8s,pod,spec,containers.image,CANADA_PBMM,1,1,CANADA_PBMM/CM-2(2),Check that pods use containers from an approved baseline image.
k8s.pod_security_policy.allow_privilege_escalation,k8s,pod_security_policy,allow_privilege_escalation,,CIS,1,1,CIS/5.2.5,(refined)
k8s.rbac.audit.clusterrole,k8s,rbac,audit,clusterrole,CIS,1,1,CIS/2.2.2,PARTIAL: k8s.rbac.audit.clusterrole ||| verifies RBAC role bindings exist but not specific to service-level admin concept
k8s.rbac.authorization_mode_rbac,k8s,rbac,authorization_mode_rbac,,CIS,1,1,CIS/1.2.7,PARTIAL: k8s.rbac.authorization_mode_rbac ||| Verifies RBAC is enabled in cluster configuration but may not directly test the --authorization-mode argument on
k8s.rbac.clusterrole.cluster_admin_restricted,k8s,rbac,clusterrole,cluster_admin_restricted,CIS,1,1,CIS/4.1.1,PARTIAL: k8s.rbac.clusterrole.cluster_admin_restricted ||| verifies ClusterRole definition but not real-time usage or binding context
k8s.rbac.clusterrole.clusterrole_least_privilege,k8s,rbac,clusterrole,clusterrole_least_privilege,CIS,1,1,CIS/2.14,PARTIAL: k8s.rbac.clusterrole.clusterrole_least_privilege ||| verifies RBAC policy configuration but not the audit logging of access events
k8s.rbac.clusterrole.least_privilege,k8s,rbac,clusterrole,least_privilege,CIS,1,1,CIS/4.1.1,(refined)
k8s.rbac.clusterrolebinding.admin_restricted,k8s,rbac,clusterrolebinding,admin_restricted,CIS,1,1,CIS/4.1.1,(refined)
k8s.rbac.namespace,k8s,rbac,namespace,,CIS,1,1,CIS/5.6.1,PARTIAL: k8s.rbac.namespace ||| verifies namespace configuration exists but not testing execution or isolation effectiveness
k8s.rbac.namespace.default_not_used,k8s,rbac,namespace,default_not_used,CIS,1,1,CIS/5.6.4,(refined)
k8s.rbac.network_policy,k8s,rbac,network_policy,,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(6),PARTIAL: k8s.rbac.network_policy ||| verifies network policy configuration exists but not specific to maintenance sessions
k8s.rbac.role,k8s,rbac,role,,NIST_800_171,1,1,NIST_800_171/3.4.4,PARTIAL: k8s.rbac.role ||| verifies RBAC role configuration exists but cannot verify change analysis process execution
k8s.rbac.role.administrators_cannot_update_cluster_role_binding,k8s,rbac,role,administrators_cannot_update_cluster_role_binding,CIS,1,1,CIS/1.3,PARTIAL: k8s.rbac.role.administrators_cannot_update_cluster_role_binding ||| verifies RBAC bindings but not direct tenancy/namespace admin group modification
k8s.rbac.role.deny_maintenance_tools,k8s,rbac,role,deny_maintenance_tools,CANADA_PBMM,1,1,CANADA_PBMM/MA-3(1),PARTIAL: k8s.rbac.role.deny_maintenance_tools ||| verifies RBAC policy denies specific verbs/APIGroups but cannot verify restriction of physical/vendor mainten
k8s.rbac.role.rule,k8s,rbac,role,rule,CANADA_PBMM,1,1,CANADA_PBMM/MA-3(3),Check RBAC roles for unauthorized maintenance tool actions; (refined)
k8s.rbac.role.rules,k8s,rbac,role,rules,CANADA_PBMM,1,1,CANADA_PBMM/SC-6,Check RBAC ClusterRoles and Roles have defined rules with explicit resource/verb boundaries.; (refined)
k8s.rbac.role.verbs,k8s,rbac,role,verbs,CIS,1,1,CIS/3.2.2,PARTIAL: k8s.rbac.role.verbs ||| verifies RBAC policy configuration but not audit log coverage or centralized collection
k8s.rbac.role.wildcard_verb,k8s,rbac,role,wildcard_verb,CIS,1,1,CIS/4.1.3,PARTIAL: k8s.rbac.role.wildcard_verb ||| verifies RBAC manifests but not runtime admission control
k8s.rbac.rolebinding.annotations,k8s,rbac,rolebinding,annotations,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(1),Check RBAC RoleBindings for nonlocal access require specific authentication annotations.
k8s.rbac.rolebinding.external_subject,k8s,rbac,rolebinding,external_subject,CANADA_PBMM,1,1,CANADA_PBMM/SA-9(1),Check RoleBindings/ClusterRoleBindings for external user or group subjects.
k8s.rbac.service_account.automount_token,k8s,rbac,service_account,automount_token,CIS,1,1,CIS/4.1.6,(refined)
k8s.rbac.service_account.default_check,k8s,rbac,service_account,default_check,CIS,1,1,CIS/4.1.5,PARTIAL: k8s.rbac.service_account.default_check ||| verifies default service account token automount is disabled but not all default account usage
k8s.rbac.service_account.default_token_check,k8s,rbac,service_account,default_token_check,CIS,1,1,CIS/4.1.5,PARTIAL: k8s.rbac.service_account.default_token_check ||| verifies default service account token automount is disabled but not usage of the account itself
k8s.rbac.service_account.secret_mounts,k8s,rbac,service_account,secret_mounts,CIS,1,1,CIS/4.1.6,(refined)
k8s.rbac.service_account_token_volume_projection,k8s,rbac,service_account_token_volume_projection,,CIS,1,1,CIS/6.6.5,PARTIAL: k8s.rbac.service_account_token_volume_projection ||| verifies projected volume config in pod spec but not token validity or rotation
k8s.rbac.token.review_expiration,k8s,rbac,token,review_expiration,NIST_800_171,1,1,NIST_800_171/3.1.11,Check TokenReview or bound service account token expiration is configured.; (refined)
k8s.rbac.user.account_management_enabled,k8s,rbac,user,account_management_enabled,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(1),Ensure account management controls are enabled for Kubernetes users and service accounts; (refined)
k8s.rbac.user.allow_anonymous_auth,k8s,rbac,user,allow_anonymous_auth,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(9),Check that anonymous authentication is disabled for account management.
k8s.secret.secret_encrypted,k8s,secret,secret_encrypted,,CIS,1,1,CIS/4.4.2,PARTIAL: k8s.secret.secret_encrypted ||| verifies secret encryption at rest is configured but not external storage usage
k8s.secret.type,k8s,secret,type,,CANADA_PBMM,1,1,CANADA_PBMM/SC-12(1),Check that Kubernetes Secrets of type kubernetes.io/tls or opaque are used for storing cryptographic keys and material.
k8s.security.audit.log.policy,k8s,security,audit,log.policy,CANADA_PBMM,1,1,CANADA_PBMM/SI-6,PARTIAL: k8s.security.audit.log.policy ||| <verifies audit logging is configured but not the active verification/testing of security functions>
k8s.security.pod_security_policy,k8s,security,pod_security_policy,,PCI_DSS,1,1,PCI_DSS/5.2.1,Check Pod Security Policies or Pod Security Standards restrict privileged containers to mitigate malware risk.; (refined)
k8s.service.not_external_ip,k8s,service,not_external_ip,,NIST_800_171,1,1,NIST_800_171/3.1.22,PARTIAL: k8s.service.not_external_ip ||| verifies service config lacks external IP but cannot assess data classification (CUI) or pod-level network policies
k8s.storage.persistent_volume.encryption_state,k8s,storage,persistent_volume,encryption_state,CANADA_PBMM,1,1,CANADA_PBMM/SC-28(1),PARTIAL: k8s.storage.persistent_volume.encryption_state ||| verifies storage class encryption config but not underlying provider-managed encryption
k8s.storage.persistentvolume.reclaim_policy,k8s,storage,persistentvolume,reclaim_policy,SOC2,1,1,SOC2/PI1.5,PARTIAL: k8s.storage.persistentvolume.reclaim_policy ||| verifies persistent storage policy for data retention but not completeness/accuracy/timeliness of data
k8s.workload.backup_annotation,k8s,workload,backup_annotation,,CANADA_PBMM,1,1,CANADA_PBMM/CP-2(1),Check that critical workloads (Pods/Deployments) have annotations/labels indicating backup or disaster recovery intent.
k8s.workload.container.image_baseline,k8s,workload,container,image_baseline,CANADA_PBMM,1,1,CANADA_PBMM/CM-2(3),Check that Pod container images are from an approved baseline repository.
k8s.workload.replica_count,k8s,workload,replica_count,,CANADA_PBMM,1,1,CANADA_PBMM/CP-2(4),Check Deployments/StatefulSets have a minimum replica count >1 for high availability.
k8s.workload.replica_high_availability,k8s,workload,replica_high_availability,,CANADA_PBMM,1,1,CANADA_PBMM/CP-2(8),Check Kubernetes Deployments/StatefulSets have multiple replicas and pod disruption budgets for high availability.; (refined)
oci.artifacts.container.image.scan_on_push,oracle,artifacts,container,image.scan_on_push,PCI_DSS,1,1,PCI_DSS/11.3.1.3,PARTIAL: oci.artifacts.container.image.scan_on_push ||| verifies OCIR scan on push is enabled but does not confirm execution after significant changes
oci.audit.audit.audit_log_enabled,oracle,audit,audit,audit_log_enabled,CIS,1,1,CIS/2.14,(refined)
oci.audit.config,oracle,audit,config,,NIST_800_171,1,1,NIST_800_171/3.12.1,PARTIAL: oci.audit.config ||| verifies audit log configuration exists for capturing assessment events but not the periodic execution of assessments
oci.audit.configuration.audit_log_enabled,oracle,audit,configuration,audit_log_enabled,CIS,1,1,CIS/2.1.2,(refined)
oci.audit.configuration.log_retention_days,oracle,audit,configuration,log_retention_days,CIS,1,1,CIS/2.1.2,(refined)
oci.audit.configuration.retention,oracle,audit,configuration,retention,CANADA_PBMM,1,1,CANADA_PBMM/IR-4(1),Check that Audit configuration has retention enabled for incident analysis.
oci.audit.configuration.retention_period_days,oracle,audit,configuration,retention_period_days,CANADA_PBMM,1,1,CANADA_PBMM/IR-4(3),Check that Audit log retention period is configured for incident investigation.
oci.block_volume.backup_policy.state,oracle,block_volume,backup_policy,state,CANADA_PBMM,1,1,CANADA_PBMM/CP-10(4),Check that OCI Block Volume backups have a policy configured.
oci.block_volume.backup_policy_configured,oracle,block_volume,backup_policy_configured,,CIS,1,1,CIS/6.1,(refined)
oci.blockstorage.volume.backup_policy,oracle,blockstorage,volume,backup_policy,CANADA_PBMM,1,1,CANADA_PBMM/CP-9(1),Check OCI Block Volume has a backup policy assigned.; (refined)
oci.blockstorage.volume.encryption_at_rest,oracle,blockstorage,volume,encryption_at_rest,NIST_800_171,1,1,NIST_800_171/3.8.1,Check that block volumes storing CUI are encrypted at rest.; (refined)
oci.cloud_guard.configuration.status,oracle,cloud_guard,configuration,status,CANADA_PBMM,1,1,CANADA_PBMM/SI-6,Check that Oracle Cloud Guard is enabled and the target compartment is monitored.
oci.cloudguard.detector_recipe.enabled,oracle,cloudguard,detector_recipe,enabled,CIS,1,1,CIS/8.1.16,(refined)
oci.cloudguard.target.enabled,oracle,cloudguard,target,enabled,CIS,1,1,CIS/8.1.16,(refined)
oci.compute.config_file.permissions,oracle,compute,config_file,permissions,CIS,1,1,CIS/1.4.3,(refined)
oci.compute.image.baseline_approved,oracle,compute,image,baseline_approved,CANADA_PBMM,1,1,CANADA_PBMM/CM-2(7),Check that Compute images are from an approved baseline.; (refined)
oci.compute.image.signature_validation_enabled,oracle,compute,image,signature_validation_enabled,CANADA_PBMM,1,1,CANADA_PBMM/SA-10(1),PARTIAL: oci.compute.image.signature_validation_enabled ||| verifies image signature but not full developer CM process
oci.compute.instance.auto_backup,oracle,compute,instance,auto_backup,CANADA_PBMM,1,1,CANADA_PBMM/CP-2(8),PARTIAL: oci.compute.instance.auto_backup ||| verifies backup/DR configuration exists but not automated failover execution
