rule_a,rule_b,csp,rule_type,decision,winner,reason
ibm.defender.ensure.defender_for_app_services_is_on,ibm.defender.ensure.defender_for_databases_is_on,ibm,config,DIFFERENT,A,Defender for App Services and Defender for Databases are different Azure Defender plans for distinct resource types.
ibm.defender.ensure.defender_for_app_services_is_on,ibm.defender.ensure.defender_for_dns_is_on,ibm,config,DIFFERENT,A,Defender for App Services and Defender for DNS are different Azure Defender plans for distinct resource types.
ibm.defender.ensure.defender_for_app_services_is_on,ibm.defender.ensure.defender_for_ibm_sql_databases_is_on,ibm,config,DIFFERENT,A,Defender for App Services and Defender for IBM SQL Databases are different Azure Defender plans for distinct resource types.
ibm.defender.ensure.defender_for_app_services_is_on,ibm.defender.ensure.defender_for_keyvault_is_on,ibm,config,DIFFERENT,A,Defender for App Services and Defender for Key Vault are different Azure Defender plans for distinct resource types.
ibm.defender.ensure.defender_for_app_services_is_on,ibm.defender.ensure.defender_for_os_relational_databases_is_on,ibm,config,DIFFERENT,B,"Rule A checks Defender for App Services, while Rule B checks Defender for OS Relational Databases, which are distinct Azure services."
ibm.defender.ensure.defender_for_app_services_is_on,ibm.defender.ensure.defender_for_server_is_on,ibm,config,DIFFERENT,B,"Rule A checks Defender for App Services, while Rule B checks Defender for Server, targeting different resource types (PaaS vs IaaS)."
ibm.defender.ensure.defender_for_app_services_is_on,ibm.defender.ensure.defender_for_sql_servers_is_on,ibm,config,DIFFERENT,B,"Rule A checks Defender for App Services, while Rule B checks Defender for SQL Servers, focusing on different database services."
ibm.defender.ensure.defender_for_app_services_is_on,ibm.defender.ensure.defender_for_storage_is_on,ibm,config,DIFFERENT,B,"Rule A checks Defender for App Services, while Rule B checks Defender for Storage, securing different Azure resource categories."
ibm.defender.ensure.defender_for_arm_is_on,ibm.defender.ensure.defender_for_containers_is_on,ibm,config,DIFFERENT,B,"Rule A checks Defender for ARM (Azure Resource Manager), while Rule B checks Defender for Containers, protecting different layers (management vs runtime)."
ibm.defender.ensure.defender_for_arm_is_on,ibm.defender.ensure.defender_for_cosmosdb_is_on,ibm,config,DIFFERENT,B,"Rule A checks Defender for ARM, while Rule B checks Defender for Cosmos DB, targeting management plane vs a specific database service."
ibm.defender.ensure.defender_for_arm_is_on,ibm.defender.ensure.defender_for_databases_is_on,ibm,config,DIFFERENT,B,"Rule A checks Defender for ARM, while Rule B checks Defender for Databases, which is a broader category than the management plane."
ibm.defender.ensure.defender_for_arm_is_on,ibm.defender.ensure.defender_for_dns_is_on,ibm,config,DIFFERENT,B,"Rule A checks Defender for ARM, while Rule B checks Defender for DNS, securing different components (management vs network service)."
ibm.defender.ensure.defender_for_arm_is_on,ibm.defender.ensure.defender_for_ibm_sql_databases_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for ARM (Azure Resource Manager), while Rule B checks Defender for IBM SQL Databases, which are distinct services."
ibm.defender.ensure.defender_for_arm_is_on,ibm.defender.ensure.defender_for_keyvault_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for ARM, while Rule B checks Defender for Key Vault, targeting different Azure services."
ibm.defender.ensure.defender_for_arm_is_on,ibm.defender.ensure.defender_for_os_relational_databases_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for ARM, while Rule B checks Defender for OS Relational Databases, focusing on different resource types."
ibm.defender.ensure.defender_for_arm_is_on,ibm.defender.ensure.defender_for_server_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for ARM, while Rule B checks Defender for Server, which are separate security scopes."
ibm.defender.ensure.defender_for_arm_is_on,ibm.defender.ensure.defender_for_sql_servers_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for ARM, while Rule B checks Defender for SQL Servers, addressing different Azure services."
ibm.defender.ensure.defender_for_arm_is_on,ibm.defender.ensure.defender_for_storage_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for ARM, while Rule B checks Defender for Storage, protecting distinct resource categories."
ibm.defender.ensure.defender_for_arm_is_on,ibm.defender.ensure.iot_hub_defender_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for ARM, while Rule B checks Defender for IoT Hub, covering different Azure IoT services."
ibm.defender.ensure.defender_for_containers_is_on,ibm.defender.ensure.defender_for_cosmosdb_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for Containers, while Rule B checks Defender for Cosmos DB, which are unrelated Azure services."
ibm.defender.ensure.defender_for_containers_is_on,ibm.defender.ensure.defender_for_databases_is_on,ibm,config,DIFFERENT,B,"Rule A checks Defender for containers, Rule B checks Defender for databases; they are distinct services."
ibm.defender.ensure.defender_for_containers_is_on,ibm.defender.ensure.defender_for_dns_is_on,ibm,config,DIFFERENT,B,"Rule A checks Defender for containers, Rule B checks Defender for DNS; they are distinct services."
ibm.defender.ensure.defender_for_containers_is_on,ibm.defender.ensure.defender_for_ibm_sql_databases_is_on,ibm,config,DIFFERENT,B,"Rule A checks Defender for containers, Rule B checks Defender for IBM SQL databases; they are distinct services."
ibm.defender.ensure.defender_for_containers_is_on,ibm.defender.ensure.defender_for_keyvault_is_on,ibm,config,DIFFERENT,B,"Rule A checks Defender for containers, Rule B checks Defender for Key Vault; they are distinct services."
ibm.defender.ensure.defender_for_containers_is_on,ibm.defender.ensure.defender_for_os_relational_databases_is_on,ibm,config,DIFFERENT,B,"Rule A checks Defender for containers, Rule B checks Defender for OS relational databases; they are distinct services."
ibm.defender.ensure.defender_for_containers_is_on,ibm.defender.ensure.defender_for_server_is_on,ibm,config,DIFFERENT,B,"Rule A checks Defender for containers, Rule B checks Defender for server; they are distinct services."
ibm.defender.ensure.defender_for_containers_is_on,ibm.defender.ensure.defender_for_sql_servers_is_on,ibm,config,DIFFERENT,B,"Rule A checks Defender for containers, Rule B checks Defender for SQL servers; they are distinct services."
ibm.defender.ensure.defender_for_containers_is_on,ibm.defender.ensure.defender_for_storage_is_on,ibm,config,DIFFERENT,B,"Rule A checks Defender for containers, Rule B checks Defender for storage; they are distinct services."
ibm.defender.ensure.defender_for_containers_is_on,ibm.defender.ensure.iot_hub_defender_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for Containers, while rule B checks Defender for IoT Hub, which are distinct services."
ibm.defender.ensure.defender_for_cosmosdb_is_on,ibm.defender.ensure.defender_for_databases_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for Cosmos DB, while rule B checks Defender for Databases, which are different scopes (specific vs. general)."
ibm.defender.ensure.defender_for_cosmosdb_is_on,ibm.defender.ensure.defender_for_dns_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for Cosmos DB, while rule B checks Defender for DNS, targeting different service types."
ibm.defender.ensure.defender_for_cosmosdb_is_on,ibm.defender.ensure.defender_for_ibm_sql_databases_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for Cosmos DB, while rule B checks Defender for IBM SQL Databases, which are distinct database services."
ibm.defender.ensure.defender_for_cosmosdb_is_on,ibm.defender.ensure.defender_for_keyvault_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for Cosmos DB, while rule B checks Defender for Key Vault, focusing on different resource types (database vs. secrets management)."
ibm.defender.ensure.defender_for_cosmosdb_is_on,ibm.defender.ensure.defender_for_os_relational_databases_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for Cosmos DB, while rule B checks Defender for OS Relational Databases, targeting different database platforms."
ibm.defender.ensure.defender_for_cosmosdb_is_on,ibm.defender.ensure.defender_for_server_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for Cosmos DB, while rule B checks Defender for Server, which are different protection scopes (database vs. server-level)."
ibm.defender.ensure.defender_for_cosmosdb_is_on,ibm.defender.ensure.defender_for_sql_servers_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for Cosmos DB, while rule B checks Defender for SQL Servers, which are distinct database technologies."
ibm.defender.ensure.defender_for_cosmosdb_is_on,ibm.defender.ensure.defender_for_storage_is_on,ibm,config,DIFFERENT,A,"Checks Cosmos DB Defender vs. Storage Defender, distinct services."
ibm.defender.ensure.defender_for_cosmosdb_is_on,ibm.defender.ensure.iot_hub_defender_is_on,ibm,config,DIFFERENT,A,"Checks Cosmos DB Defender vs. IoT Hub Defender, distinct services."
ibm.defender.ensure.defender_for_databases_is_on,ibm.defender.ensure.defender_for_dns_is_on,ibm,config,DIFFERENT,A,"Checks Databases Defender vs. DNS Defender, distinct service types."
ibm.defender.ensure.defender_for_databases_is_on,ibm.defender.ensure.defender_for_ibm_sql_databases_is_on,ibm,config,DIFFERENT,B,"General Databases Defender vs. specific IBM SQL Databases Defender, B is more specific."
ibm.defender.ensure.defender_for_databases_is_on,ibm.defender.ensure.defender_for_keyvault_is_on,ibm,config,DIFFERENT,A,"Checks Databases Defender vs. Key Vault Defender, distinct services."
ibm.defender.ensure.defender_for_databases_is_on,ibm.defender.ensure.defender_for_os_relational_databases_is_on,ibm,config,DIFFERENT,B,"General Databases Defender vs. specific OS Relational Databases Defender, B is more specific."
ibm.defender.ensure.defender_for_databases_is_on,ibm.defender.ensure.defender_for_server_is_on,ibm,config,DIFFERENT,A,"Checks Databases Defender vs. Server Defender, distinct service types."
ibm.defender.ensure.defender_for_databases_is_on,ibm.defender.ensure.defender_for_sql_servers_is_on,ibm,config,DIFFERENT,B,"General Databases Defender vs. specific SQL Servers Defender, B is more specific."
ibm.defender.ensure.defender_for_databases_is_on,ibm.defender.ensure.defender_for_storage_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for Databases, while Rule B checks Defender for Storage, which are distinct services."
ibm.defender.ensure.defender_for_databases_is_on,ibm.defender.ensure.iot_hub_defender_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for Databases, while Rule B checks Defender for IoT Hub, which are distinct services."
ibm.defender.ensure.defender_for_dns_is_on,ibm.defender.ensure.defender_for_ibm_sql_databases_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for DNS, while Rule B checks Defender for IBM SQL Databases, which are distinct services."
ibm.defender.ensure.defender_for_dns_is_on,ibm.defender.ensure.defender_for_keyvault_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for DNS, while Rule B checks Defender for Key Vault, which are distinct services."
ibm.defender.ensure.defender_for_dns_is_on,ibm.defender.ensure.defender_for_os_relational_databases_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for DNS, while Rule B checks Defender for OS Relational Databases, which are distinct services."
ibm.defender.ensure.defender_for_dns_is_on,ibm.defender.ensure.defender_for_server_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for DNS, while Rule B checks Defender for Server, which are distinct services."
ibm.defender.ensure.defender_for_dns_is_on,ibm.defender.ensure.defender_for_sql_servers_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for DNS, while Rule B checks Defender for SQL Servers, which are distinct services."
ibm.defender.ensure.defender_for_dns_is_on,ibm.defender.ensure.defender_for_storage_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for DNS, while Rule B checks Defender for Storage, which are distinct services."
ibm.defender.ensure.defender_for_dns_is_on,ibm.defender.ensure.iot_hub_defender_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for DNS, while rule B checks Defender for IoT Hub, which are distinct services."
ibm.defender.ensure.defender_for_ibm_sql_databases_is_on,ibm.defender.ensure.defender_for_keyvault_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for IBM SQL Databases, while rule B checks Defender for Key Vault, which are distinct services."
ibm.defender.ensure.defender_for_ibm_sql_databases_is_on,ibm.defender.ensure.defender_for_os_relational_databases_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for IBM SQL Databases, while rule B checks Defender for OS Relational Databases, which are distinct database types."
ibm.defender.ensure.defender_for_ibm_sql_databases_is_on,ibm.defender.ensure.defender_for_server_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for IBM SQL Databases, while rule B checks Defender for Server, which are distinct resource types."
ibm.defender.ensure.defender_for_ibm_sql_databases_is_on,ibm.defender.ensure.defender_for_sql_servers_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for IBM SQL Databases, while rule B checks Defender for SQL Servers, which are distinct database platforms."
ibm.defender.ensure.defender_for_ibm_sql_databases_is_on,ibm.defender.ensure.defender_for_storage_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for IBM SQL Databases, while rule B checks Defender for Storage, which are distinct services."
ibm.defender.ensure.defender_for_keyvault_is_on,ibm.defender.ensure.defender_for_os_relational_databases_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for Key Vault, while rule B checks Defender for OS Relational Databases, which are distinct services."
ibm.defender.ensure.defender_for_keyvault_is_on,ibm.defender.ensure.defender_for_server_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for Key Vault, while rule B checks Defender for Server, which are distinct resource types."
ibm.defender.ensure.defender_for_keyvault_is_on,ibm.defender.ensure.defender_for_sql_servers_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for Key Vault, while rule B checks Defender for SQL Servers, which are distinct Azure services."
ibm.defender.ensure.defender_for_keyvault_is_on,ibm.defender.ensure.defender_for_storage_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for Key Vault, while rule B checks Defender for Storage, which are distinct Azure services."
ibm.defender.ensure.defender_for_keyvault_is_on,ibm.defender.ensure.iot_hub_defender_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for Key Vault, while rule B checks Defender for IoT Hub, which are distinct Azure services."
ibm.defender.ensure.defender_for_os_relational_databases_is_on,ibm.defender.ensure.defender_for_server_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for open-source relational databases, while rule B checks Defender for servers, which are distinct resource types."
ibm.defender.ensure.defender_for_os_relational_databases_is_on,ibm.defender.ensure.defender_for_sql_servers_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for open-source relational databases, while rule B checks Defender for SQL Servers, which are distinct database types."
ibm.defender.ensure.defender_for_os_relational_databases_is_on,ibm.defender.ensure.defender_for_storage_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for open-source relational databases, while rule B checks Defender for Storage, which are distinct Azure services."
ibm.defender.ensure.defender_for_server_is_on,ibm.defender.ensure.defender_for_sql_servers_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for servers, while rule B checks Defender for SQL Servers, which are distinct resource types."
ibm.defender.ensure.defender_for_server_is_on,ibm.defender.ensure.defender_for_storage_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for servers, while rule B checks Defender for Storage, which are distinct Azure services."
ibm.defender.ensure.defender_for_server_is_on,ibm.defender.ensure.iot_hub_defender_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for servers, while rule B checks Defender for IoT Hub, which are distinct Azure Defender plans."
ibm.defender.ensure.defender_for_sql_servers_is_on,ibm.defender.ensure.defender_for_storage_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for SQL servers, while rule B checks Defender for storage, which are distinct Azure Defender plans."
ibm.defender.ensure.defender_for_storage_is_on,ibm.defender.ensure.iot_hub_defender_is_on,ibm,config,DIFFERENT,A,"Rule A checks Defender for storage, while rule B checks Defender for IoT Hub, which are distinct Azure Defender plans."
ibm.defender.ensure.mcas_is_enabled,ibm.defender.ensure.wdatp_is_enabled,ibm,config,DIFFERENT,A,"Rule A checks Microsoft Cloud App Security (MCAS), while rule B checks Windows Defender Advanced Threat Protection (WDATP), which are different Microsoft security services."
ibm.dms.replication.task_source_logging_enabled,ibm.dms.replication.task_target_logging_enabled,ibm,config,DIFFERENT,A,"Rule A checks logging for the source of a replication task, while rule B checks logging for the target, which are distinct logging configurations."
ibm.dynamodb.accelerator.cluster_encryption_enabled,ibm.dynamodb.accelerator.cluster_in_transit_encryption_enabled,ibm,config,DIFFERENT,A,"Rule A checks encryption at rest for a cluster, while rule B checks in-transit encryption, which are distinct encryption states."
ibm.dynamodb.autoscaling.enabled,ibm.dynamodb.backup.enabled,ibm,config,DIFFERENT,A,"Rule A checks autoscaling for capacity management, while rule B checks backup for disaster recovery, which are distinct operational controls."
ibm.dynamodb.tables.key_protect_cmk_encryption_enabled,ibm.dynamodb.tables.kms_cmk_encryption_enabled,ibm,config,SAME,B,"Both rules check for KMS CMK encryption on DynamoDB tables; rule B's name is more general and conventional, while rule A specifies ""Key Protect"" which is IBM's KMS branding."
ibm.efs.backup.enabled,ibm.efs.have.backup_enabled,ibm,config,SAME,A,"Both check if EFS backup is enabled, A's name is more direct and conventional."
ibm.eks.cluster.key_protect_cmk_encryption_in_secrets_enabled,ibm.eks.cluster.kms_cmk_encryption_in_secrets_enabled,ibm,config,SAME,B,"Both check if EKS secrets use KMS CMK encryption, B's name is more precise with ""kms_cmk""."
ibm.entra.policy.ensure_default_user_cannot_create_apps,ibm.entra.policy.ensure_default_user_cannot_create_tenants,ibm,config,DIFFERENT,A,"Rule A checks default user cannot create apps, rule B checks cannot create tenants, which are distinct administrative actions."
ibm.entra.policy.restricts_user_consent_for_apps,ibm.entra.policy.user_consent_for_verified_apps,ibm,config,DIFFERENT,A,"Rule A restricts user consent for apps broadly, rule B specifies consent for verified apps, focusing on app verification status."
ibm.entra.privileged.user_has_mfa,ibm.entra.user.with_vm_access_has_mfa,ibm,config,DIFFERENT,A,"Rule A checks MFA for privileged users, rule B checks MFA for users with VM access, targeting different user roles/access types."
ibm.fsx.file.system_copy_tags_to_backups_enabled,ibm.fsx.file.system_copy_tags_to_volumes_enabled,ibm,config,DIFFERENT,A,"Rule A checks copying tags to backups, rule B checks copying tags to volumes, involving different resource destinations."
ibm.glue.development.endpoints_cos_encryption_enabled,ibm.glue.development.endpoints_job_bookmark_encryption_enabled,ibm,config,DIFFERENT,A,"Rule A checks encryption for Cloud Object Storage endpoints, rule B checks encryption for job bookmarks, securing different data components."
ibm.glue.development.endpoints_job_bookmark_encryption_enabled,ibm.glue.etl.jobs_job_bookmark_encryption_enabled,ibm,config,SAME,B,"Both check job bookmark encryption for Glue, but rule B specifies ETL jobs, which is more precise than development endpoints."
ibm.glue.etl.jobs_amazon_cos_encryption_enabled,ibm.glue.etl.jobs_job_bookmark_encryption_enabled,ibm,config,DIFFERENT,A,"Rule A checks encryption for Amazon COS in jobs, rule B checks encryption for job bookmarks, protecting different data aspects."
ibm.glue.etl.jobs_amazon_cos_encryption_enabled,ibm.glue.etl.jobs_logging_enabled,ibm,config,DIFFERENT,A,"Rule A checks encryption for Amazon COS, rule B checks logging enabled, which are distinct security controls (data protection vs. audit)."
ibm.glue.etl.jobs_amazon_cos_encryption_enabled,ibm.glue.etl.jobs_monitoring_logs_encryption_enabled,ibm,config,DIFFERENT,A,"Rule A checks encryption for job data in Amazon COS, while Rule B checks encryption for monitoring logs."
ibm.glue.etl.jobs_job_bookmark_encryption_enabled,ibm.glue.etl.jobs_logging_enabled,ibm,config,DIFFERENT,A,"Rule A checks encryption for job bookmarks, while Rule B checks if logging is enabled, not its encryption."
ibm.glue.etl.jobs_job_bookmark_encryption_enabled,ibm.glue.etl.jobs_monitoring_logs_encryption_enabled,ibm,config,DIFFERENT,A,"Rule A checks encryption for job bookmarks, while Rule B checks encryption for monitoring logs."
ibm.glue.etl.jobs_logging_enabled,ibm.glue.etl.jobs_monitoring_logs_encryption_enabled,ibm,config,DIFFERENT,B,"Rule A checks if logging is enabled, while Rule B checks encryption for those monitoring logs."
ibm.iks.worker_pool.kubelet_config_ownership,ibm.iks.worker_pool.kubelet_config_permissions,ibm,config,DIFFERENT,A,"Rule A checks ownership of the kubelet config, while Rule B checks its file permissions."
ibm.kafka.cluster.in_transit_encryption_enabled,ibm.kafka.connector.in_transit_encryption_enabled,ibm,config,SAME,A,"Both check in-transit encryption, but for different Kafka components; the security check is functionally identical."
ibm.monitor.alert.create_update_nsg,ibm.monitor.alert.create_update_sqlserver_fr,ibm,config,SAME,A,"Both check for alerts on create/update events, but for different resource types; the security monitoring intent is identical."
ibm.monitor.alert.create_update_nsg,ibm.monitor.alert.delete_nsg,ibm,config,DIFFERENT,A,"Rule A checks for alerts on create/update events for NSG, while Rule B checks for delete events."
ibm.monitor.alert.create_update_sqlserver_fr,ibm.monitor.alert.delete_sqlserver_fr,ibm,config,DIFFERENT,A,"Rule A monitors creation/update of SQL Server firewall rules, while B monitors deletion of them."
ibm.monitor.alert.delete_nsg,ibm.monitor.alert.delete_sqlserver_fr,ibm,config,DIFFERENT,A,"Rule A monitors deletion of Network Security Groups, while B monitors deletion of SQL Server firewall rules."
ibm.monitoring.log.metric_filter_and_alarm_for_aws_config_configuration_changes_enabled,ibm.monitoring.log.metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled,ibm,config,SAME,B,"Both monitor configuration changes, but B's name (CloudTrail) is more specific and conventional for AWS than A's (AWS Config)."
ibm.monitoring.log.metric_filter_authentication_failures,ibm.monitoring.log.metric_filter_root_usage,ibm,config,DIFFERENT,A,"Rule A monitors authentication failures, while B monitors root account usage; both are distinct login/access events."
ibm.mysql.flexible.server_audit_log_connection_activated,ibm.mysql.flexible.server_audit_log_enabled,ibm,config,DIFFERENT,A,"Rule A checks if audit logging for connections is activated, a subset of B which checks if audit logging is generally enabled."
ibm.mysql.flexible.server_audit_log_enabled,ibm.mysql.flexible.server_ssl_connection_enabled,ibm,config,DIFFERENT,B,"Rule A checks audit logging enablement, while B checks SSL connection enablement for data encryption in transit."
ibm.ocp.api.service_account_lookup_check,ibm.ocp.controller.service_account_credentials_check,ibm,config,DIFFERENT,A,"Rule A validates service account lookup for authentication, while B validates using service account credentials for authorization."
ibm.opensearch.service.domains_audit_logging_enabled,ibm.opensearch.service.domains_cloudwatch_logging_enabled,ibm,config,DIFFERENT,A,"Rule A checks if audit logging is enabled within OpenSearch, while B checks if logging to CloudWatch is enabled."
ibm.openshift.anonymous.access_check,ibm.openshift.kubelet.anonymous_auth_check,ibm,config,DIFFERENT,A,"Rule A checks authorization of anonymous requests generally, while rule B specifically checks the kubelet's anonymous-auth argument."
ibm.openshift.anonymous.access_check,ibm.openshift.vnc.access_restriction_check,ibm,config,DIFFERENT,A,"Rule A checks authorization for anonymous requests, while rule B restricts VNC access to workloads; they address different access control mechanisms."
ibm.openshift.apiserver.authorization_mode_check,ibm.openshift.kubelet.authorization_mode_check,ibm,config,SAME,A,"Both check that the --authorization-mode argument is not set to AlwaysAllow, but for different components (apiserver vs. kubelet); the security check is functionally identical."
ibm.openshift.apiserver.basic_auth_file_absence_check,ibm.openshift.kube.apiserver_token_auth_file_absence_check,ibm,config,DIFFERENT,A,"Rule A checks for absence of basic authentication file, while rule B checks for absence of token authentication file; they target different authentication methods."
ibm.openshift.cdi.access_check,ibm.openshift.vnc.access_restriction_check,ibm,config,DIFFERENT,A,"Rule A restricts update access to the CDI CR, while rule B restricts VNC access to workloads; they govern different resources and access types."
ibm.openshift.cluster.rbac_status_check,ibm.openshift.rbac.cluster_admin_check,ibm,config,DIFFERENT,A,"Rule A verifies RBAC is enabled, while rule B ensures the cluster-admin role is used minimally; one checks RBAC activation, the other its specific usage."
ibm.openshift.cni.file_ownership_check,ibm.openshift.kubelet.config_file_ownership_check,ibm,config,DIFFERENT,A,"Rule A checks ownership of Container Network Interface files, while rule B checks ownership of kubelet configuration files; they target different file types."
ibm.openshift.cni.file_ownership_check,ibm.openshift.kubelet.service_file_ownership_check,ibm,config,DIFFERENT,A,"Rule A checks ownership of Container Network Interface files, while rule B checks ownership of kubelet service files; they target different file types."
ibm.openshift.cni.file_ownership_check,ibm.openshift.scheduler.file_ownership_check,ibm,config,DIFFERENT,A,Checks ownership of different files: CNI vs scheduler pod spec.
ibm.openshift.etcd.auto_tls_check,ibm.openshift.etcd.permissions_check,ibm,config,DIFFERENT,A,Checks different security aspects: TLS auto-generation vs directory permissions.
ibm.openshift.etcd.auto_tls_check,ibm.openshift.etcd.tls_configuration_check,ibm,config,DIFFERENT,A,Checks different TLS settings: disabling auto-TLS vs requiring explicit certificate files.
ibm.openshift.etcd.auto_tls_check,ibm.openshift.etcd.tls_encryption_check,ibm,config,DIFFERENT,A,Checks different TLS aspects: disabling auto-TLS vs requiring a CA file for encryption.
ibm.openshift.etcd.encryption_status_check,ibm.openshift.etcd.permissions_check,ibm,config,DIFFERENT,A,Checks different aspects: data encryption status vs directory permissions.
ibm.openshift.etcd.encryption_status_check,ibm.openshift.etcd.tls_encryption_check,ibm,config,DIFFERENT,A,Checks different encryption aspects: data encryption vs TLS encryption via CA file.
ibm.openshift.etcd.permissions_check,ibm.openshift.etcd.tls_configuration_check,ibm,config,DIFFERENT,A,Checks different aspects: directory permissions vs TLS certificate configuration.
ibm.openshift.etcd.permissions_check,ibm.openshift.etcd.tls_encryption_check,ibm,config,DIFFERENT,A,Checks different aspects: directory permissions vs TLS encryption CA file setting.
ibm.openshift.etcd.permissions_check,ibm.openshift.etcd.unique_ca_check,ibm,config,DIFFERENT,A,"Rule A checks etcd directory permissions, while rule B checks for a unique Certificate Authority, which are unrelated security controls."
ibm.openshift.etcd.permissions_check,ibm.openshift.kubelet.conf_permissions_check,ibm,config,DIFFERENT,A,"Rule A checks etcd data directory permissions, while rule B checks kubelet configuration file permissions; both are file permissions but for different critical files."
ibm.openshift.etcd.permissions_check,ibm.openshift.pki.certificate_permissions_check,ibm,config,DIFFERENT,A,"Rule A checks etcd data directory permissions, while rule B checks PKI certificate file permissions; both are file permissions but for different file types and purposes."
ibm.openshift.etcd.permissions_check,ibm.openshift.pki.keyfile_permissions_check,ibm,config,DIFFERENT,A,"Rule A checks etcd data directory permissions, while rule B checks PKI key file permissions; both are file permissions but for different file types and security contexts."
ibm.openshift.etcd.tls_configuration_check,ibm.openshift.etcd.tls_encryption_check,ibm,config,DIFFERENT,A,"Rule A checks for TLS certificate and key file configuration, while rule B checks for CA file configuration; both relate to TLS but verify different arguments and aspects."
ibm.openshift.etcd.tls_configuration_check,ibm.openshift.kubelet.tls_configuration_check,ibm,config,DIFFERENT,A,"Rule A checks TLS configuration for etcd, while rule B checks TLS configuration for kubelet; both verify TLS settings but for different OpenShift components."
ibm.openshift.etcd.tls_configuration_check,ibm.openshift.vlan.configuration_check,ibm,config,DIFFERENT,A,"Rule A checks TLS configuration for etcd, while rule B checks network segmentation using VLANs; these are entirely different security domains (encryption vs. network isolation)."
ibm.openshift.hyperconverged.ksm_configuration_check,ibm.openshift.vlan.configuration_check,ibm,config,DIFFERENT,A,"Rule A checks if Kernel Samepage Merging is disabled, while rule B checks network segmentation using VLANs; these are unrelated security controls (memory optimization vs. network isolation)."
ibm.openshift.kubelet.anonymous_auth_check,ibm.openshift.kubelet.cipher_check,ibm,config,DIFFERENT,B,"Rule A checks anonymous authentication settings, while rule B checks cryptographic cipher strength."
ibm.openshift.kubelet.authorization_mode_check,ibm.openshift.kubelet.cipher_check,ibm,config,DIFFERENT,B,"Rule A checks authorization mode, while rule B checks cryptographic cipher strength."
ibm.openshift.kubelet.cert_rotation_check,ibm.openshift.kubelet.cipher_check,ibm,config,DIFFERENT,B,"Rule A checks certificate rotation settings, while rule B checks cryptographic cipher strength."
ibm.openshift.kubelet.certificate_authentication_check,ibm.openshift.kubelet.cipher_check,ibm,config,DIFFERENT,B,"Rule A checks certificate-based authentication, while rule B checks cryptographic cipher strength."
ibm.openshift.kubelet.certificate_authentication_check,ibm.openshift.kubelet.rotate_certificate_check,ibm,config,DIFFERENT,A,"Rule A checks certificate authentication usage, while rule B checks certificate rotation automation."
ibm.openshift.kubelet.cipher_check,ibm.openshift.kubelet.conf_permissions_check,ibm,config,DIFFERENT,B,"Rule A checks cryptographic cipher strength, while rule B checks file permissions for kubelet config."
ibm.openshift.kubelet.cipher_check,ibm.openshift.kubelet.rotate_certificate_check,ibm,config,DIFFERENT,B,"Rule A checks cryptographic cipher strength, while rule B checks certificate rotation automation."
