rule_id,provider,complexity,severity,rule_type,controls_unlocked,frameworks_unlocked,framework_sample,control_sample
ibm.activity_tracker.multi_region_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,NIST_800_53,NIST_800_53/AU-3(1)
ibm.activity_tracker.tracker.logging_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/5.3.4
ibm.activity_tracker.tracker.tracker_region_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/2.14
ibm.api.connect.authorization_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,RBI_BANK,RBI_BANK/12.1
ibm.api.connect.restapi_client_certificate_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,RBI_BANK,RBI_BANK/12.1
ibm.api.connect.restapi_logging_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/10.2.1.2
ibm.cloud_databases.instance.enhanced_monitoring_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,RBI_NBFC,RBI_NBFC/3.2
ibm.cloud_databases.instance.storage_encrypted,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_1_19
ibm.containerregistry.image.security_advisory_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/11.3.1.3
ibm.cos.bucket.cross_account_replication_disabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/9.3.7
ibm.iam.account.access_approval_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/1.1
ibm.iam.cloud.asset_inventory_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,SOC2,SOC2/cc_3_4
ibm.iam.policy.policy_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/5.4.4
ibm.is.instance.image_scan_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_14_5
ibm.is.instance.inventory_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CM-8(2)
ibm.kubernetes.cluster.audit_logging_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/2.2.1
ibm.kubernetes.cluster.image_pull_secrets_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/7.1.5
ibm.openshift.admission.control_serviceaccount_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.2.12
ibm.openshift.cluster.api_priority_and_fairness_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.2.9
ibm.openshift.scc.host_pid_restriction_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/5.2.2
ibm.openshift.vm.feature_gate_non_root_enabled,ibm,L1_API_BOOLEAN,HIGH,config,1,1,CIS_IBM,CIS_IBM/4.18
ibm.openshift.vm.mac_spoof_filtering_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/4.2
ibm.vsi.instance.ssh_key_authentication_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_8_2
k8s.authentication.user.client_certificate_disabled,k8s,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_K8S,CIS_K8S/3.1.1
k8s.container.node_auto_upgrade_enabled,k8s,L1_API_BOOLEAN,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-2(3)
k8s.persistentvolume.encryption_enabled,k8s,L1_API_BOOLEAN,HIGH,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CA-8(1)
k8s.rbac.user.account_management_enabled,k8s,L1_API_BOOLEAN,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-2(1)
k8s.workload.container.image_baseline_enabled,k8s,L1_API_BOOLEAN,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CM-2(3)
oci.compute.image.signature_validation_enabled,oracle,L1_API_BOOLEAN,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SA-10(1)
oci.compute.instance.image_scan_enabled,oracle,L1_API_BOOLEAN,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_14_5
oci.dns.zone.protection_enabled,oracle,L1_API_BOOLEAN,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-8(3)
oci.iam.user.anonymous_auth_disabled,oracle,L1_API_BOOLEAN,HIGH,config,1,1,CIS_GCP,CIS_GCP/3.2.1
oci.identity.anonymous_auth_disabled,oracle,L1_API_BOOLEAN,HIGH,config,1,1,CIS_AWS,CIS_AWS/3.2.1
oci.identity.user.account_management_enabled,oracle,L1_API_BOOLEAN,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-2(1)
oci.identity.user.client_certificate_disabled,oracle,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_K8S,CIS_K8S/3.1.1
oci.identity.user_settings.password_reset_notification_enabled,oracle,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/5.10
oci.objectstorage.bucket.cross_tenancy_replication_disabled,oracle,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/9.3.7
oci.oke.cluster.rbac_enabled,oracle,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/5.8.2
alicloud.ack.node_pool.configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/3.1.3
alicloud.ack.node_pool.pki_key_permissions_restricted,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.1.21
alicloud.cms.alarm.contact_groups_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-4(5)
alicloud.ecs.disk.delete_with_instance_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_8_3
alicloud.ecs.image.encrypted_system_disk_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SA-10(1)
alicloud.ecs.instance.recovery_setting_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-2(4)
alicloud.ecs.instance.required_tags_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CM-6(1)
alicloud.ecs.instance.security_center_linked_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(1)
alicloud.fc.function.secrets_in_kms_configured,alicloud,L2_API_CONFIG,HIGH,config,1,1,CIS_AWS,CIS_AWS/12.3
alicloud.log.project.kubernetes_audit_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/2.2.1
alicloud.log.project.retention_period_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AU-8(1)
alicloud.oss.bucket.policy_sas_linked_to_stored_access_policy_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/11.4
alicloud.oss.presigned.stored_policy_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/18.2
alicloud.ram.group.has_users_check,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/5.18
alicloud.ram.no.guest_accounts_with_permissions_restricted,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,RBI_BANK,RBI_BANK/9.3
alicloud.ram.notification.group_mapping_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/4.4
alicloud.ram.password_policy.hide_feedback_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_5_11
alicloud.ram.policy.attached_only_to_group_or_roles_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_53,NIST_800_53/AC-6(3)
alicloud.ram.security.contact_information_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/1.3
alicloud.ram.user.last_login_time_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.5
alicloud.ram.user.login_profile_max_session_hours_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_1_11
alicloud.ram.user.password_policy_enforce_change_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/8.2.2
alicloud.ram.user.policy_attachment_check,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.16
alicloud.ram.user.security_key_enforcement_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/1.3
alicloud.ram.user.tenant_admin_access_keys_absent_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/1.12
alicloud.ram.user.user_name_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_5_1
alicloud.sas.anti_ransomware.enabled,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/8.1.16
alicloud.sas.check.periodic_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_12_1
alicloud.sas.service_status_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-6
alicloud.securitycenter.automatic.quarantine_check,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/8.3
alicloud.securitycenter.notifications.highrisk_check,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/8.5
alicloud.threatdetection.instance.enabled,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/8.1.16
alicloud.vpn.gateway.ipsec_config_configured,alicloud,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_13_7
aws.backup.recovery_points.minimum_count_configured,aws,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-8(3)
aws.cloudwatch.log_group.kubernetes_audit_configured,aws,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/2.2.1
aws.ec2.volume.delete_on_termination_configured,aws,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_8_3
aws.ecs.task_definition.container_definition_health_check_command_configured,aws,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/3.2.5
aws.eks.cluster.namespace_default_configured,aws,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/4.6.4
aws.iam.password_policy.hide_password_feedback_configured,aws,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_5_11
aws.iam.policy.change_approval_configured,aws,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_4_4
aws.qldb.ledger.journal_export_configured,aws,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/11.7
aws.qldb.logging.and_monitoring_compliance_check,aws,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/11.6
aws.qldb.vpc.network_access_secure_configuration_check,aws,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/11.2
aws.securityhub.findings.periodic_assessment_configured,aws,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_12_1
aws.ssm.parameter.permissions_configured,aws,L2_API_CONFIG,MEDIUM,config,1,1,CIS_K8S,CIS_K8S/1.4.3
azure.aad.password_policy.hide_feedback_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_5_11
azure.aad.service_principal.key_credentials_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/4.1.6
azure.aad.service_principal.oauth2_permissions_restricted,azure,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/4.1.6
azure.aad.user.allow_guest_invites_restricted,azure,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-2(9)
azure.aad.user.password_policy_enforce_change_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/8.2.2
azure.aad.user.security_key_enforcement_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/1.3
azure.aad.user.user_principal_name_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_5_1
azure.aks.cluster.namespace_default_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/4.6.4
azure.aks.cluster.node_config_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/3.1.3
azure.authorization.role_definition.change_control_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CM-3(4)
azure.authorization.role_definition.max_session_hours_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_1_11
azure.backup.recovery_vaults.redundancy_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-8(3)
azure.compute.virtual_machine.boot_diagnostics_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-2(6)
azure.compute.virtual_machine.recovery_automation_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-2(8)
azure.entra.notification.group_mapping_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/4.4
azure.entra.user.tenant_admin_api_keys_absent_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/1.12
azure.functionapp.secrets_in_keyvault_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/12.3
azure.iam.role.wildcard_action_configured,azure,L2_API_CONFIG,HIGH,config,1,1,CIS_GCP,CIS_GCP/4.1.3
azure.netappfiles.encryption.key_source_cmk_check,azure,L2_API_CONFIG,HIGH,config,1,1,CIS_AZURE,CIS_AZURE/10.1
azure.securitycenter.assessments.periodic_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_12_1
azure.vpn.virtual_network_gateway.split_tunnel_configured,azure,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_13_7
gcp.cloud_security_scanner.scan_config.exists,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/4.14
gcp.compute.instance.automatic_restart_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-2(6)
gcp.compute.instance.ip_forwarding_check,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/4.6
gcp.compute.instance.maintenance_behavior_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-4(2)
gcp.compute.instance.maintenance_policy_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-4(3)
gcp.compute.instance.recovery_automation_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-2(8)
gcp.compute.instance.required_tags_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CM-6(1)
gcp.compute.instance.snapshot_schedule_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-2(4)
gcp.gke.cluster.admin_access_least_privilege_enforced,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/4.1.1
gcp.gke.cluster.alpha_features_disabled_for_production_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/5.10.2
gcp.gke.cluster.namespace_default_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/4.6.4
gcp.gke.node.pool_auto_repair_status_check,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/5.5.2
gcp.gke.node.pool_auto_upgrade_status_check,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/5.5.3
gcp.gke.node_pool.shielded_nodes_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/3.2.6
gcp.gke.pod.security_context_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/4.6.3
gcp.iam.group.restrict_user_access_features_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/5.18
gcp.iam.namespace.default_not_used_restricted,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/5.6.4
gcp.iam.notification.group_mapping_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/4.4
gcp.iam.organization_policy.disable_password_reuse_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-2(4)
gcp.iam.password_policy.hide_feedback_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_5_11
gcp.iam.password_policy.lockout_threshold_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_1_8
gcp.iam.policy.binding_audit_log_admin_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_3_9
gcp.iam.policy.binding_condition_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-4(1)
gcp.iam.role.permission_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-3(3)
gcp.iam.role.wildcard_action_configured,gcp,L2_API_CONFIG,HIGH,config,1,1,CIS_GCP,CIS_GCP/4.1.3
gcp.iam.role_binding.system_authenticated_non_default_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/4.1.10
gcp.iam.service.account_sod_check,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/1.8
gcp.iam.service_account.email_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_5_1
gcp.kms.cryptokey.key_management_configured,gcp,L2_API_CONFIG,HIGH,config,1,1,NIST_800_171,NIST_800_171/3_13_10
gcp.loadbalancing.desync_mitigation_mode_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/10.2.1.5
gcp.logging.sink.filter_attributes_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/10.2.2
gcp.organization_policy.constraint_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_4_4
gcp.resourcemanager.organization.hierarchy_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/7.2.5.1
gcp.secretmanager.secret.permissions_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_K8S,CIS_K8S/1.4.3
gcp.securitycenter.source.enabled,gcp,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_12_1
gcp.sql.database_instance.backup_configuration_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-7(1)
gcp.sql.instance.log_error_verbosity_check,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/6.2.1
gcp.sql.instance.log_min_messages_compliance_check,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/6.2.5
gcp.sql.instance.user_connections_flag_non_limiting_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/6.3.3
gcp.sql.instance.user_options_flag_not_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/6.3.4
gcp.sql.mysql.skip_show_database_flag_check,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/6.1.2
gcp.sql.postgresql.log_connections_flag_check,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/6.2.2
gcp.sql.postgresql.log_min_error_statement_compliance_check,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/6.2.6
gcp.sql.postgresql.log_statement_flag_check,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/6.2.4
gcp.storage.bucket.namespace_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/5.6.1
gcp.storage.signed_url.allowed_protocols_https_only,gcp,L2_API_CONFIG,HIGH,config,1,1,CIS_AZURE,CIS_AZURE/2.1.1.1
gcp.vpn.ha_vpn_gateway.split_tunnel_configured,gcp,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_13_7
ibm.activity_tracker.collection.enabled,ibm,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_7_4
ibm.activity_tracker.data_encryption_at_rest_configured,ibm,L2_API_CONFIG,HIGH,config,1,1,CIS_IBM,CIS_IBM/3.6
ibm.activity_tracker.login_ip_restriction_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/3.5
ibm.activity_tracker.route.enabled,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/8.1.16
ibm.activity_tracker.route.kubernetes_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/2.2.1
ibm.cdn.distributions.custom_ssl_certificate_configured,ibm,L2_API_CONFIG,HIGH,config,1,1,PCI_DSS,PCI_DSS/3.6.1.4
ibm.cdn.distributions.using_deprecated_ssl_protocols_configured,ibm,L2_API_CONFIG,HIGH,config,1,1,PCI_DSS,PCI_DSS/4.2.1.2
ibm.cis.ddos.protection_proxied_status_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/6.1.3
ibm.cis.waf.enabled_status_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/6.1.2
ibm.cloud.activity.tracker_logging_configured_per_region_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/3.1
ibm.cloud.functions.function_restrict_public_access_restricted,ibm,L2_API_CONFIG,HIGH,config,1,1,RBI_BANK,RBI_BANK/12.1
ibm.cloud_databases.cluster.copy_tags_to_snapshots_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,ISO27001_2022,ISO27001_2022/A.5.13
ibm.cloud_databases.connection.credentials_in_secrets_manager_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/12.3
ibm.cloud_databases.instance.backup_policies_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-10(2)
ibm.cloud_databases.postgresql.backup_policy_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-7(1)
ibm.cloudant.database.non_del_doc_purge_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-9(3)
ibm.cos.signed_url.allowed_protocols_https_only,ibm,L2_API_CONFIG,HIGH,config,1,1,CIS_AZURE,CIS_AZURE/2.1.1.1
ibm.functions.function.iam_role_least_privilege_enforced,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/12.4
ibm.functions.function.secrets_in_secrets_manager_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/12.3
ibm.iam.access_group.external_member_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SA-9(1)
ibm.iam.api.key_unused_detection_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.2
ibm.iam.custom.role_has_permissions_to_administer_resource_locks_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/1.3
ibm.iam.group.restrict_user_access_features_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/5.18
ibm.iam.identity.federation_status_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.19
ibm.iam.organization.essential_contacts_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/4.4
ibm.iam.policy.audit_log_admin_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_3_9
ibm.iam.policy.policy_conditions_used_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/2.14
ibm.iam.policy.system_authenticated_non_default_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/4.1.10
ibm.iam.security.contact_information_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/1.3
ibm.iam.user.account_admin_api_keys_absent_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/1.12
ibm.iam.user.last_login_time_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.5
ibm.iam.user_settings.session_timeout_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_1_11
ibm.iks.cluster.worker_pool_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/3.1.3
ibm.is.instance.backup_policy_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-2(2)
ibm.is.instance.maintenance_policy_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-4(3)
ibm.is.vpc.vpn_gateway_ha_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-8(1)
ibm.k8s.service.account_token_audit_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/5.1.6
