unique_id,control_id,source,title,final_approach,original_approach,review_validation,technical_accuracy_score,confidence_level,program_name,review_recommendation
3.1.3__ensure-that-traffic-is-encrypted-between-cluster-worker-nodes,3.1.3,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that traffic is encrypted between cluster worker nodes,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
2.3.12__ensure-managed-identities-are-configured,2.3.12,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure managed identities are configured,Automated,Automated,AGREE,9,HIGH,azure_function_app_managed_identity_configured,Keep as-is
17.1.5__ensure-'allow-storage-account-key-access'-for-azure-storage-accounts-is-'disabled',17.1.5,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure 'Allow storage account key access' for Azure Storage Accounts is 'Disabled',Automated,Automated,AGREE,9,HIGH,azure_storage_account_allow_shared_key_access_disabled,Modify
6.7__ensure-that-account-'lockout-duration-in-seconds'-is-greater-than-or-equal-to-'60',6.7,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that account 'Lockout duration in seconds' is greater than or equal to '60',Automated,Automated,AGREE,8,HIGH,azure_entra_account_lockout_duration_verified,"Modify
- While the overall approach is sound, the assessment would benefit from additional details on obtaining the policy ID and the permissions required for executing the checks. Including alternati"
5.1.4__ensure-'use-infrastructure-encryption-for-this-vault'-is-enabled-on-backup-vaults,5.1.4,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure 'Use infrastructure encryption for this vault' is enabled on Backup vaults,Automated,Automated,AGREE,9,HIGH,azure_backup_vault_infrastructure_encryption_enabled,- Keep as-is with minor enhancements suggested in the improvements section. The current assessment is technically accurate and appropriately classified as Automated. The minor improvements suggested w
5.1.4__minimize-container-registries-to-only-those-approved,5.1.4,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json,Minimize Container Registries to only those approved,Automated (Verify),Automated,PARTIALLY_AGREE,6,MEDIUM,azure_aks_container_registry_approved,Modify
2.3.6__ensure-'https-only'-is-set-to-'on',2.3.6,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure 'HTTPS Only' is set to 'On',Automated,Automated,AGREE,8,HIGH,azure_app_service_https_only_enabled,Modify
5.1.9__ensure-at-is-restricted-to-authorized-users,5.1.9,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure at is restricted to authorized users,Manual (Verify),Manual,PARTIALLY_AGREE,6,MEDIUM,,Modify
8.1__ensure-that-rdp-access-from-the-internet-is-evaluated-and-restricted,8.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that RDP access from the Internet is evaluated and restricted,Automated,Automated,AGREE,8,HIGH,azure_network_nsg_rdp_access_restricted,Modify
17.13__ensure-that-'allow-blob-anonymous-access'-is-set-to-'disabled',17.13,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure that 'Allow Blob Anonymous Access' is set to 'Disabled',Automated,Automated,Unknown,0,HIGH,azure_storage_account_blob_anonymous_access_disabled,
20.6__ensure-that-only-approved-extensions-are-installed,20.6,,Ensure that Only Approved Extensions Are Installed,Automated,Automated,AGREE,8,HIGH,azure_vm_extensions_approved_check,Modify
10.2.1__ensure-that-soft-delete-for-blobs-on-azure-blob-storage-storage-accounts-is-enabled,10.2.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that soft delete for blobs on Azure Blob Storage storage accounts is Enabled,Automated,Automated,AGREE,8,HIGH,azure_storage_blob_soft_delete_enabled,Modify
2.1.2.2.1__ensure-critical-data-is-encrypted-with-customer-managed-keys-(cmk),2.1.2.2.1,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure Critical Data is Encrypted with Customer Managed Keys (CMK),Automated,Automated,AGREE,9,HIGH,azure_storage_account_encryption_customer_managed_keys_enabled,"- **Modify:** While the core assessment is accurate, it would benefit from additional context and checks. Specifically, include:
  - Verification of encryption settings for all storage services (blob,"
3.2.3__ensure-that-the---client-ca-file-argument-is-set-as-appropriate,3.2.3,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Ensure that the --client-ca-file argument is set as appropriate,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
3.4.3.1.1__ensure-iptables-package-is-installed,3.4.3.1.1,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure iptables package is installed,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Re-classify
4.1.2__minimize-access-to-secrets,4.1.2,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Minimize access to secrets,Automated,Automated,Unknown,0,MEDIUM,azure_aks_secrets_access_minimized,
3.1__ensure-that-'firewalls-&-networks'-is-limited-to-use-selected-networks-instead-of-all-networks,3.1,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure That 'Firewalls & Networks' Is Limited to Use Selected Networks Instead of All Networks,Automated,Automated,AGREE,9,HIGH,azure_cosmosdb_firewall_selected_networks_configured,"- Keep as-is, but consider implementing the suggested improvements for a more robust and comprehensive automation script. This will enhance the reliability and coverage of the compliance check, especi"
6.1.1__ensure-permissions-on-_etc_passwd-are-configured,6.1.1,"1. NIST SP 800-53 Rev. 5: AC-3, MP-2",Ensure permissions on /etc/passwd are configured,Manual (Verify),Manual,PARTIALLY_AGREE,8,MEDIUM,,- Modify: Include a discussion on using Azure Automation or Runbooks to automate the execution of the permission checks. This would not change the classification to fully automated but would enhance t
2.4.9__ensure-'remote-debugging'-is-set-to-'off',2.4.9,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure 'Remote debugging' is set to 'Off',Automated,Automated,AGREE,8,HIGH,azure_app_services_remote_debugging_disabled,- **Modify:** Enhance the CLI command to directly query the `remoteDebuggingEnabled` property and ensure that the assessment explicitly includes both Azure App Services and Function Apps. Additionally
9.1.9.1__ensure-that-microsoft-defender-for-resource-manager-is-set-to-'on',9.1.9.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure That Microsoft Defender for Resource Manager Is Set To 'On',Automated,Automated,AGREE,9,HIGH,azure_defender_resource_manager_enabled,"- **Keep as-is** with minor improvements suggested above. The automated approach is appropriate, and the technical details are largely accurate. Implementing the suggested improvements will enhance th"
1.3.2__ensure-core-dump-backtraces-are-disabled,1.3.2,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure core dump backtraces are disabled,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Modify
7.1.2.9__ensure-that-activity-log-alert-exists-for-create-or-update-public-ip-address-rule,7.1.2.9,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that Activity Log Alert exists for Create or Update Public IP Address rule,Automated,Automated,AGREE,9,HIGH,azure_monitor_activity_log_alert_exists,Keep as-is
2.1.1__ensure-'java-version'-is-currently-supported-(if-in-use),2.1.1,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure 'Java version' is currently supported (if in use),Automated,Automated,AGREE,8,HIGH,azure_app_service_java_version_supported_verified,Modify
10.3.9__ensure-that-'allow-blob-anonymous-access'-is-set-to-'disabled',10.3.9,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that 'Allow Blob Anonymous Access' is set to 'Disabled',Automated,Automated,AGREE,9,HIGH,azure_storage_account_blob_access_disabled,"Keep as-is
- The current assessment is technically sound and follows Azure security best practices. The automated approach using Azure CLI is appropriate for this control, and no reclassification is n"
2.2.14__ensure-deployment-slot-is-integrated-with-a-virtual-network,2.2.14,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure deployment slot is integrated with a virtual network,Automated,Automated,AGREE,9,HIGH,azure_app_service_deployment_slot_vnet_integration_verified,Keep as-is
8.2__ensure-that-ssh-access-from-the-internet-is-evaluated-and-restricted,8.2,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that SSH access from the Internet is evaluated and restricted,Automated,Automated,Unknown,0,HIGH,azure_network_nsg_ssh_access_restricted,
7.4__ensure-server-parameter-'log_disconnections'-is-set-to-'on'-for-postgresql-database-server,7.4,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure server parameter 'log_disconnections' is set to 'ON' for PostgreSQL Database Server,Automated,Automated,AGREE,9,HIGH,azure_postgresql_server_log_disconnections_enabled,Keep as-is
4.1.1.3__ensure-rsyslog-default-file-permissions-are-configured,4.1.1.3,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure rsyslog default file permissions are configured,Manual (Under Review),Manual,DISAGREE,7,MEDIUM,,Modify
6.8__ensure-that-a-'custom-banned-password-list'-is-set-to-'enforce',6.8,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that a 'Custom banned password list' is set to 'Enforce',Automated,Automated,Unknown,0,MEDIUM,azure_microsoft_entra_password_banned_list_enforced,
10.3.2.3__ensure-default-network-access-rule-for-storage-accounts-is-set-to-deny,10.3.2.3,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure default network access rule for storage accounts is set to deny,Automated,Automated,AGREE,9,HIGH,azure_storage_account_network_access_restrictions_denied,- Keep as-is. The assessment is accurate and provides a comprehensive automated approach to verifying the default network access rule for storage accounts. The minor improvements suggested are enhance
5.2.17__ensure-ssh-maxstartups-is-configured,5.2.17,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure SSH MaxStartups is configured,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
9.1.3.2__ensure-that-'vulnerability-assessment-for-machines'-component-status-is-set-to-'on',9.1.3.2,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that 'Vulnerability assessment for machines' component status is set to 'On',Automated,Automated,AGREE,7,MEDIUM,azure_defender_vulnerability_assessment_enabled,- Modify: Update the CLI command example and ensure the API response parsing is accurate. Clarify the exact property path for checking the vulnerability assessment status. Adjust the program name for 
4.2.2__minimize-the-admission-of-containers-wishing-to-share-the-host-process-id-namespace,4.2.2,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Minimize the admission of containers wishing to share the host process ID namespace,Automated,Automated,AGREE,8,HIGH,azure_aks_hostpid_restrictions_verified,Modify
9.1.7.3__ensure-that-microsoft-defender-for-(managed-instance)-azure-sql-databases-is-set-to-'on',9.1.7.3,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure That Microsoft Defender for (Managed Instance) Azure SQL Databases Is Set To 'On',Automated,Automated,AGREE,8,HIGH,azure_sql_managed_instance_defender_enabled,- **Modify:** Enhance the documentation with more detailed steps for enumerating SQL Managed Instances and verifying the `PricingTier`. Confirm and update the API version if necessary. Include conside
5.1.1__ensure-soft-delete-on-backup-vaults-is-enabled,5.1.1,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure soft delete on Backup vaults is Enabled,Automated,Automated,AGREE,8,HIGH,azure_backup_vault_soft_delete_enabled,Modify
6.22__ensure-that-'require-multifactor-authentication-to-register-or-join-devices-with-microsoft-entra'-is-set-to-'yes',6.22,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that 'Require Multifactor Authentication to register or join devices with Microsoft Entra' is set to 'Yes',Automated,Automated,Unknown,0,LOW,azure_entra_device_settings_mfa_enabled,
5.1.3__ensure-backup-data-in-backup-vaults-is-encrypted-using-customer-managed-keys-(cmk),5.1.3,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure backup data in Backup vaults is encrypted using customer-managed keys (CMK),Automated,Automated,AGREE,8,HIGH,azure_backup_vault_customer_managed_keys_enabled,"- Modify: Enhance the automation script with error handling, logging, and additional checks for Key Vault permissions. Consider renaming the program to better reflect its function and ensure clarity.
"
6.25__ensure-that-'subscription-leaving-microsoft-entra-tenant'-and-'subscription-entering-microsoft-entra-tenant'-is-set-to-'permit-no-one',6.25,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that 'Subscription leaving Microsoft Entra tenant' and 'Subscription entering Microsoft Entra tenant' is set to 'Permit no one',Automated (Verify),Automated,PARTIALLY_AGREE,5,MEDIUM,azure_subscriptions_policy_permit_no_one_set,Modify
3.2.1__ensure-that-the---anonymous-auth-argument-is-set-to-false,3.2.1,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Ensure that the --anonymous-auth argument is set to false,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,"- **Re-classify:** The assessment should be re-classified to emphasize automated approaches using Azure capabilities. Specifically, leverage Azure CLI, Azure Policy, and potentially Azure Monitor for "
10.3.10__ensure-azure-resource-manager-delete-locks-are-applied-to-azure-storage-accounts,10.3.10,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure Azure Resource Manager Delete locks are applied to Azure Storage Accounts,Automated,Automated,AGREE,9,HIGH,azure_storage_account_delete_lock_verified,Keep as-is with minor modifications
5.4.2__ensure-lockout-for-failed-password-attempts-is-configured,5.4.2,"1. https://access.redhat.com/documentation/en- us/red_hat_enterprise_linux/7/html/security_guide 2. NIST SP 800-53 Rev. 5: AC-1, AC-2",Ensure lockout for failed password attempts is configured,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
2.4.3__ensure-'basic-authentication-publishing-credentials'-are-'disabled',2.4.3,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure 'Basic Authentication Publishing Credentials' are 'Disabled',Automated,Automated,AGREE,8,MEDIUM,azure_function_app_deployment_slots_basic_auth_disabled,"Modify
- Update the command structure to accurately reflect the API paths and query parameters needed to check the Basic Authentication settings.
- Ensure the automation script includes robust error h"
5.1.3__minimize-cluster-access-to-read-only-for-azure-container-registry-(acr),5.1.3,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json,Minimize cluster access to read-only for Azure Container Registry (ACR),Automated,Automated,AGREE,8,HIGH,azure_aks_service_account_minimize_acr_access,- Modify: Update the program name to follow a more descriptive and consistent naming convention. Enhance the automation details by including specific filtering techniques in the CLI command to streaml
3.2.9__ensure-that-the-rotatekubeletservercertificate-argument-is-set-to-true,3.2.9,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Ensure that the RotateKubeletServerCertificate argument is set to true,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Re-classify
20.11__ensure-that-encryption-at-host-is-enabled,20.11,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure that encryption at host is enabled,Automated,Automated,AGREE,9,HIGH,azure_vm_encryption_at_host_enabled,"- **Keep as-is** with minor enhancements as suggested in the improvements section. The automated approach is appropriate, and the technical execution is largely accurate. The minor refinements suggest"
9.1.12__ensure-that-'all-users-with-the-following-roles'-is-set-to-'owner',9.1.12,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure That 'All users with the following roles' is set to 'Owner',Automated,Automated,AGREE,8,HIGH,azure_security_security_contacts_notifications_configured,- Modify: Update the program name to better reflect the action being performed and check for a more recent API version. Include additional details on error handling and permissions required for execut
9.2.1__ensure-that-microsoft-defender-for-iot-hub-is-set-to-'on',9.2.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure That Microsoft Defender for IoT Hub Is Set To 'On',Automated,Automated,AGREE,8,HIGH,azure_iot_defender_enabled,Modify
17.1.4__ensure-that-shared-access-signature-(sas)-tokens-expire-within-an-hour,17.1.4,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure that shared access signature (SAS) tokens expire within an hour,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,"- **Modify:** Enhance the assessment by including automation options using Azure CLI, PowerShell, or ARM APIs. Additionally, consider integrating Azure Policy for proactive compliance management. This"
2.2.12__ensure-managed-identities-are-configured,2.2.12,,Ensure managed identities are configured,Automated,Automated,AGREE,9,HIGH,azure_app_service_deployment_slot_managed_identity_configured,"- Keep as-is, with a suggestion to enhance the documentation by including PowerShell cmdlets and additional error handling considerations. The current approach is sound and leverages Azure's automatio"
2.1.15__ensure-app-service-plan-sku-supports-private-endpoints,2.1.15,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure App Service plan SKU supports private endpoints,Automated,Automated,AGREE,8,HIGH,azure_app_service_plan_sku_supports_private_endpoints,Modify
5.1.5__ensure-'cross-region-restore'-is-set-to-'enabled'-on-backup-vaults,5.1.5,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure 'Cross Region Restore' is set to 'Enabled' on Backup vaults,Automated,Automated,AGREE,9,HIGH,azure_dataprotection_backup_vault_cross_region_restore_enabled,"- **Modify:** Update the program name to `azure_backup_vault_cross_region_restore_check` for improved clarity.
- **Enhance Documentation:** Add error handling and documentation within the script to as"
"6.13__ensure-that-'user-consent-for-applications'-is-set-to-'allow-user-consent-for-apps-from-verified-publishers,-for-selected-permissions'",6.13,1. https://learn.microsoft.com/en-us/entra/identity/enterprise-apps/configure-user- consent?pivots=ms-graph#configure-user-consent-to-applications 2. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-1-separate-and-limit-highly-privilegedadministrative-users 3. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-2-define-and-implement-enterprise-segmentationseparation-of- duties-strategy 4. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-6-define-and-implement-identity-and-privileged-access-strategy 5. https://learn.microsoft.com/en- us/powershell/module/microsoft.graph.identity.signins/get- mgpolicyauthorizationpolicy?view=graph-powershell-1.0," for selected permissions'""",Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
7.1.1.9__ensure-that-a-microsoft-entra-diagnostic-setting-exists-to-send-microsoft-entra-activity-logs-to-an-appropriate-destination,7.1.1.9,1. https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto- configure-diagnostic-settings 2. https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-access- activity-logs?tabs=microsoft-entra-activity-logs%2Carchive-activity-logs-to-a- storage-account,Ensure that a Microsoft Entra diagnostic setting exists to send Microsoft Entra activity logs to an appropriate destination,Automated,Automated,AGREE,9,HIGH,azure_entra_diagnostic_setting_logs_verified,Keep as-is
5.2.1__prefer-using-dedicated-aks-service-accounts,5.2.1,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json,Prefer using dedicated AKS Service Accounts,Automated,Automated,AGREE,8,HIGH,azure_aks_service_accounts_dedicated_usage_verified,- Modify: Enhance the assessment by including checks for Azure AD Pod Identity and ensure that Azure AD integration is enabled. This will provide a more comprehensive compliance check and align with b
6.1.4__ensure-permissions-on-_etc_group--are-configured,6.1.4,"1. NIST SP 800-53 Rev. 5: AC-3, MP-2",Ensure permissions on /etc/group- are configured,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,"- **Modify:** Enhance the assessment by including automated approaches using Azure Automation, Azure CLI, or Azure Policy. Provide guidance on setting up these automated checks and integrating them in"
20.1__ensure-virtual-machines-are-utilizing-managed-disks,20.1,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure Virtual Machines are utilizing Managed Disks,Automated,Automated,AGREE,9,HIGH,azure_vm_managed_disks_verified,Keep as-is
5.1.6__ensure-'cross-subscription-restore'-is-set-to-'disabled'-or-'permanently-disabled'-on-backup-vaults,5.1.6,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure 'Cross Subscription Restore' is set to 'Disabled' or 'Permanently Disabled' on Backup vaults,Automated,Automated,AGREE,9,HIGH,azure_dataprotection_backup_vault_cross_subscription_restore_disabled,Keep as-is
2.2.16__ensure-telnet-server-is-not-installed,2.2.16,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure telnet-server is not installed,Manual (Under Review),Manual,DISAGREE,5,MEDIUM,,Modify
2.2.11__ensure-imap-and-pop3-server-is-not-installed,2.2.11,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure IMAP and POP3 server is not installed,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Modify
7.1.2.5__ensure-that-activity-log-alert-exists-for-create-or-update-security-solution,7.1.2.5,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that Activity Log Alert exists for Create or Update Security Solution,Automated,Automated,AGREE,8,HIGH,azure_monitor_activity_log_alerts_enabled,"- **Modify:** Refine the PowerShell command for clarity and accuracy as suggested. Document expected outputs for better guidance on interpreting results.
- The overall approach and classification as A"
6.1.1__ensure-that-'security-defaults'-is-enabled-in-microsoft-entra-id,6.1.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that 'security defaults' is enabled in Microsoft Entra ID,Automated,Automated,Unknown,0,HIGH,azure_microsoft_entra_id_security_defaults_enabled,
8.2__ensure-root-squash-for-nfs-file-shares-is-configured,8.2,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure root squash for NFS file shares is configured,Automated,Automated,AGREE,8,HIGH,azure_storage_share_root_squash_configured,- Modify: Verify the CLI command for checking the `rootSquash` property and ensure it is supported. Update the program name for clarity and consider adding error handling and logging in the automation
4.5.2__consider-external-secret-storage,4.5.2,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Consider external secret storage,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
7.1.2.11__ensure-that-an-activity-log-alert-exists-for-service-health,7.1.2.11,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that an Activity Log Alert exists for Service Health,Automated,Automated,AGREE,9,HIGH,azure_monitor_activity_log_alert_service_health_enabled,Modify
2.4.15__ensure-all-traffic-is-routed-through-the-virtual-network,2.4.15,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure all traffic is routed through the virtual network,Automated (Verify),Automated,PARTIALLY_AGREE,6,MEDIUM,azure_app_service_function_app_vnet_traffic_routed,- **Modify:** Revise the automation details to focus solely on the `vnetRouteAllEnabled` property and consider additional network configurations that might impact routing. Remove irrelevant commands a
4.1.4__minimize-access-to-create-pods,4.1.4,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Minimize access to create pods,Automated,Automated,AGREE,8,HIGH,azure_aks_rbacs_least_privilege_enforced,Modify
18.2__ensure-stored-access-policies-(sap)-are-used-when-generating-shared-access-signature-(sas)-tokens,18.2,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure stored access policies (SAP) are used when generating shared access signature (SAS) tokens,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
1.1.2.2__ensure-nodev-option-set-on-_tmp-partition,1.1.2.2,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure nodev option set on /tmp partition,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Modify
6.2.15__ensure-no-users-have-.netrc-files,6.2.15,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure no users have .netrc files,Manual (Verify),Manual,PARTIALLY_AGREE,6,MEDIUM,,Modify
5.2.11__ensure-ssh-ignorerhosts-is-enabled,5.2.11,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure SSH IgnoreRhosts is enabled,Manual (Under Review),Manual,DISAGREE,7,MEDIUM,,Modify
5.1.7__ensure-permissions-on-_etc_cron.d-are-configured,5.1.7,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure permissions on /etc/cron.d are configured,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
2.1.1__enable-audit-logs,2.1.1,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json,Enable audit Logs,Automated,Automated,AGREE,9,HIGH,azure_aks_diagnostics_audit_logs_enabled,"- Modify: Enhance the automation script to verify that diagnostic logs are being sent to a specific destination (e.g., Log Analytics workspace) and ensure that the program name reflects the focus on c"
2.2.9__ensure-end-to-end-tls-encryption-is-enabled,2.2.9,,Ensure end-to-end TLS encryption is enabled,Automated,Automated,AGREE,8,HIGH,azure_app_service_deployment_slot_end_to_end_tls_encryption_enabled,Modify
2.3.2__ensure-rsh-client-is-not-installed,2.3.2,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure rsh client is not installed,Manual (Verify),Manual,PARTIALLY_AGREE,6,MEDIUM,,Modify
2.2__ensure-that-'allow-access-only-via-ssl'-is-set-to-'yes',2.2,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure that 'Allow access only via SSL' is set to 'Yes',Automated,Automated,AGREE,9,HIGH,azure_redis_allow_ssl_enabled,Modify
